,who,fumbled,the,ball,when,tackled,by,darian,stewart,?
on,0.2340552806854248,0.1800640970468521,0.5107308030128479,0.1605052351951599,0.37706470489501953,0.1872648149728775,0.33887791633605957,0.15636716783046722,0.20678496360778809,0.2714994251728058
carolina,0.1409980058670044,0.22240301966667175,0.24749229848384857,0.11953222006559372,0.16545826196670532,0.17144812643527985,0.1935426890850067,0.11750167608261108,0.23991906642913818,0.11847445368766785
's,0.05599616840481758,0.02210577018558979,-0.01540423184633255,-0.028031641617417336,-0.03368149697780609,-0.04593997448682785,-0.010884488001465797,0.05564961954951286,0.10451090335845947,-0.023395681753754616
next,0.19192104041576385,0.20494604110717773,0.35833123326301575,0.10990821570158005,0.31436362862586975,0.14884646236896515,0.20649707317352295,0.004425902385264635,0.12422792613506317,0.167460098862648
possession,0.25850099325180054,0.24072220921516418,0.3067890703678131,0.21090945601463318,0.30076223611831665,0.21546520292758942,0.19556964933872223,0.11896418035030365,0.1697634756565094,0.06212200969457626
fullback,0.1907532960176468,0.35200631618499756,0.1890408992767334,0.23336154222488403,0.1490555703639984,0.3721490800380707,0.09635865688323975,0.20896606147289276,0.25255656242370605,0.2015429437160492
mike,0.24931035935878754,0.22382552921772003,0.1855325549840927,0.12211291491985321,0.19924885034561157,0.19145405292510986,0.20586514472961426,0.3240593373775482,0.27969247102737427,0.1076895147562027
tolbert,0.2873324751853943,0.23790983855724335,0.2572346329689026,0.18618011474609375,0.25669124722480774,0.24379391968250275,0.28540655970573425,0.21901872754096985,0.422512412071228,0.24125076830387115
lost,0.2206452637910843,0.33830857276916504,0.3376973867416382,0.0820401981472969,0.2786714434623718,0.18812963366508484,0.2040068507194519,0.15732046961784363,0.12996727228164673,0.15261413156986237
a,0.36608949303627014,0.17296364903450012,0.5829201340675354,0.23578347265720367,0.44397395849227905,0.18400587141513824,0.32094135880470276,0.17722506821155548,0.1547141820192337,0.23916715383529663
fumble,0.18392837047576904,0.8084627985954285,0.16197896003723145,0.3442053198814392,0.2093559056520462,0.47546592354774475,0.15994788706302643,0.21498897671699524,0.2529706358909607,0.17646178603172302
while,0.4068111777305603,0.28379178047180176,0.39804592728614807,0.23322966694831848,0.548916757106781,0.2535724937915802,0.3083919286727905,0.20583148300647736,0.2183002382516861,0.21076419949531555
being,0.44037187099456787,0.2999199628829956,0.419739305973053,0.21602849662303925,0.47212454676628113,0.24829702079296112,0.4690866470336914,0.23477482795715332,0.2018633335828781,0.26743772625923157
tackled,0.2225686013698578,0.48113903403282166,0.19332660734653473,0.30100324749946594,0.22549764811992645,0.9999998807907104,0.15039530396461487,0.15635693073272705,0.2192728966474533,0.20976905524730682
by,0.39727845788002014,0.21791863441467285,0.4408751428127289,0.1381615251302719,0.4376842677593231,0.15039530396461487,1.0000001192092896,0.19571435451507568,0.26711514592170715,0.17966607213020325
safety,0.20537976920604706,0.3155069947242737,0.25972458720207214,0.15693216025829315,0.26262882351875305,0.33585312962532043,0.19907283782958984,0.06460339576005936,0.1661708652973175,0.1443338692188263
darian,0.362669974565506,0.24023814499378204,0.17852109670639038,0.13170145452022552,0.18508543074131012,0.15635693073272705,0.19571435451507568,1.0,0.2527584731578827,0.15779580175876617
stewart,0.27337461709976196,0.22076043486595154,0.2287025898694992,0.1498757302761078,0.1737271398305893,0.2192728966474533,0.26711514592170715,0.2527584731578827,0.9999999403953552,0.11473192274570465
",",0.3365725874900818,0.281479150056839,0.4933079481124878,0.2170172780752182,0.36674630641937256,0.24003246426582336,0.3680937886238098,0.21704638004302979,0.3313421905040741,0.31091248989105225
which,0.3688730001449585,0.2002221643924713,0.6521818041801453,0.24626874923706055,0.572554349899292,0.18560317158699036,0.40543368458747864,0.15290719270706177,0.11418874561786652,0.25814583897590637
linebacker,0.18917565047740936,0.39459335803985596,0.19719967246055603,0.3353641629219055,0.15173940360546112,0.5095818042755127,0.10297687351703644,0.17620916664600372,0.30022430419921875,0.15540370345115662
danny,0.34686461091041565,0.1871834099292755,0.24839186668395996,0.1618979573249817,0.2585494816303253,0.18367068469524384,0.16878120601177216,0.31966081261634827,0.30718153715133667,0.12230359762907028
trevathan,0.314143568277359,0.2483619898557663,0.3371354937553406,0.19135166704654694,0.23980136215686798,0.22706733644008636,0.2382766157388687,0.35440272092819214,0.31532201170921326,0.19781902432441711
recovered,0.19365158677101135,0.48067063093185425,0.2614712417125702,0.12504027783870697,0.30941569805145264,0.34646865725517273,0.2431626170873642,0.1315021961927414,0.1994715929031372,0.08912046253681183
on,0.2340552806854248,0.1800640970468521,0.5107308030128479,0.1605052351951599,0.37706470489501953,0.1872648149728775,0.33887791633605957,0.15636716783046722,0.20678496360778809,0.2714994251728058
the,0.3733934462070465,0.19357919692993164,1.0,0.18895584344863892,0.5091903209686279,0.19332660734653473,0.4408751428127289,0.17852109670639038,0.2287025898694992,0.22068053483963013
broncos,0.1763724684715271,0.4199773669242859,0.25985947251319885,0.275786429643631,0.20478437840938568,0.4016881287097931,0.11333504319190979,0.16592545807361603,0.2785697281360626,0.18377114832401276
40-yard,0.2668170928955078,0.33891424536705017,0.28139224648475647,0.2841429114341736,0.2554396688938141,0.3119750916957855,0.2506401538848877,0.2112073302268982,0.3836333751678467,0.12339043617248535
line,0.1774713397026062,0.0974918007850647,0.29789501428604126,0.2138069123029709,0.2305605411529541,0.20293016731739044,0.1433108150959015,0.03590241074562073,0.12218940258026123,0.16271452605724335
.,0.3541337847709656,0.2590985894203186,0.5934505462646484,0.214210644364357,0.475719153881073,0.21555671095848083,0.3936232924461365,0.21343491971492767,0.2708050012588501,0.4130953550338745
