,what,delivery,message,was,used
the,0.42745697498321533,0.22270168364048004,0.2559654116630554,0.48711544275283813,0.3718377649784088
work,0.3762225806713104,0.29713770747184753,0.2583736777305603,0.24745555222034454,0.2676831781864166
focuses,0.27091580629348755,0.20897045731544495,0.12634356319904327,0.2205784171819687,0.3153468072414398
on,0.34226128458976746,0.18178154528141022,0.19239498674869537,0.3909217119216919,0.24785758554935455
three,0.24888746440410614,0.14091722667217255,0.10967545211315155,0.2748996615409851,0.20464463531970978
key,0.2270265817642212,0.1690681278705597,0.30053916573524475,0.15157482028007507,0.2001657783985138
ideas,0.42330971360206604,0.1214509904384613,0.2955203652381897,0.2628113329410553,0.23973575234413147
:,-0.12022944539785385,-0.1621934473514557,-0.13783887028694153,0.002802103292196989,-0.13810665905475616
use,0.3453877568244934,0.2961846590042114,0.30400723218917847,0.17744606733322144,0.7127541303634644
of,0.33290785551071167,0.20717430114746094,0.12355463951826096,0.4069072902202606,0.3075267970561981
a,0.3320399522781372,0.28163930773735046,0.25086510181427,0.4508470594882965,0.3864384889602661
decentralized,0.24125823378562927,0.27665719389915466,0.23480744659900665,0.20077408850193024,0.28119972348213196
network,0.16917307674884796,0.3173491358757019,0.2000669687986374,0.1994880586862564,0.25543278455734253
with,0.2464839518070221,0.18131613731384277,0.17789137363433838,0.27411898970603943,0.3047430217266083
multiple,0.19839626550674438,0.16248217225074768,0.14323243498802185,0.150493785738945,0.2055230289697647
paths,0.23057404160499573,0.17299048602581024,0.13283033668994904,0.09793814271688461,0.23048469424247742
between,0.2462156116962433,0.11791627109050751,0.15322357416152954,0.24048170447349548,0.20879125595092773
any,0.43670421838760376,0.26476550102233887,0.31725871562957764,0.22746296226978302,0.3731808662414551
two,0.23363454639911652,0.2037111073732376,0.16897445917129517,0.27166637778282166,0.226744145154953
points,0.2184005230665207,0.10553900897502899,0.11317377537488937,0.13673242926597595,0.12505824863910675
",",0.3087472915649414,0.1236148476600647,0.21312302350997925,0.45456063747406006,0.3120402991771698
dividing,0.2898585796356201,0.18209977447986603,0.1761523187160492,0.14887870848178864,0.22067412734031677
user,0.3184303641319275,0.24712511897087097,0.3960597515106201,0.13609158992767334,0.24940834939479828
messages,0.31826624274253845,0.31596073508262634,0.8629856109619141,0.16050300002098083,0.25631311535835266
into,0.2180619090795517,0.19992311298847198,0.18240156769752502,0.2322220653295517,0.21789848804473877
message,0.35757336020469666,0.32014575600624084,1.0000001192092896,0.16742418706417084,0.22260220348834991
blocks,0.26251235604286194,0.2545377016067505,0.254596471786499,0.10348530858755112,0.24732647836208344
",",0.3087472915649414,0.1236148476600647,0.21312302350997925,0.45456063747406006,0.3120402991771698
later,0.2517229914665222,0.1689016968011856,0.14342264831066132,0.5684447288513184,0.19394758343696594
called,0.3235960602760315,0.2243485152721405,0.12796400487422943,0.33927658200263977,0.46930378675460815
packets,0.24571315944194794,0.2978341281414032,0.3693469762802124,0.10885845124721527,0.3201644718647003
",",0.3087472915649414,0.1236148476600647,0.21312302350997925,0.45456063747406006,0.3120402991771698
and,0.31309178471565247,0.19152230024337769,0.2331370860338211,0.3740963041782379,0.3150506615638733
delivery,0.1710272878408432,1.0,0.32014575600624084,0.13772734999656677,0.24549925327301025
of,0.33290785551071167,0.20717430114746094,0.12355463951826096,0.4069072902202606,0.3075267970561981
these,0.4164220690727234,0.22731173038482666,0.22154928743839264,0.19784674048423767,0.43212080001831055
messages,0.31826624274253845,0.31596073508262634,0.8629856109619141,0.16050300002098083,0.25631311535835266
by,0.2455483376979828,0.18352113664150238,0.19516953825950623,0.4752357602119446,0.27705541253089905
store,0.18931551277637482,0.27786630392074585,0.18610742688179016,0.19879382848739624,0.1938222348690033
and,0.31309178471565247,0.19152230024337769,0.2331370860338211,0.3740963041782379,0.3150506615638733
forward,0.201840341091156,0.21867410838603973,0.25165411829948425,0.14903637766838074,0.14562693238258362
switching,0.24737738072872162,0.2562992572784424,0.268845796585083,0.18965338170528412,0.360103577375412
.,0.3567904531955719,0.18248675763607025,0.26926326751708984,0.40146201848983765,0.33111312985420227
