,what,does,rhodophyte,mean,?
all,0.41981086134910583,0.31124600768089294,0.2504124939441681,0.2630939781665802,0.29575422406196594
primary,0.2113915979862213,0.24340936541557312,0.22730287909507751,0.12039461731910706,0.16286636888980865
chloroplasts,0.2524593770503998,0.22598832845687866,0.5188022255897522,0.15369601547718048,0.13049766421318054
belong,0.2621663510799408,0.24781344830989838,0.3367565870285034,0.3802042603492737,0.25791382789611816
to,0.455847829580307,0.4391997456550598,0.22209344804286957,0.2274881899356842,0.29463258385658264
one,0.376489520072937,0.2924913763999939,0.27740463614463806,0.2742076516151428,0.2673267424106598
of,0.33290785551071167,0.3119818866252899,0.32600000500679016,0.27551960945129395,0.1826142966747284
three,0.24888746440410614,0.1872161626815796,0.23703359067440033,0.10426804423332214,0.20928427577018738
chloroplast,0.23505516350269318,0.1991560012102127,0.48207688331604004,0.1421816498041153,0.12532055377960205
lineages—the,0.2374548465013504,0.21481406688690186,0.5835268497467041,0.22540128231048584,0.24364161491394043
glaucophyte,0.24588492512702942,0.2375565469264984,0.8333990573883057,0.22907377779483795,0.21570050716400146
chloroplast,0.23505516350269318,0.1991560012102127,0.48207688331604004,0.1421816498041153,0.12532055377960205
lineage,0.1202687919139862,0.1260552853345871,0.512390673160553,0.14114494621753693,0.1394401341676712
",",0.3087472915649414,0.28617382049560547,0.30245447158813477,0.27540135383605957,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.27217286825180054,0.25977957248687744,0.22068053483963013
rhodophyte,0.23707452416419983,0.22979170083999634,1.0000001192092896,0.21574316918849945,0.19692102074623108
",",0.3087472915649414,0.28617382049560547,0.30245447158813477,0.27540135383605957,0.31091248989105225
or,0.33867141604423523,0.4248845875263214,0.28858187794685364,0.45437735319137573,0.32389625906944275
red,0.16784515976905823,0.11942686140537262,0.1648634523153305,0.16151662170886993,0.1495664119720459
algal,0.19235531985759735,0.2541886568069458,0.4949754476547241,0.193006232380867,0.18147486448287964
chloroplast,0.23505516350269318,0.1991560012102127,0.48207688331604004,0.1421816498041153,0.12532055377960205
lineage,0.1202687919139862,0.1260552853345871,0.512390673160553,0.14114494621753693,0.1394401341676712
",",0.3087472915649414,0.28617382049560547,0.30245447158813477,0.27540135383605957,0.31091248989105225
or,0.33867141604423523,0.4248845875263214,0.28858187794685364,0.45437735319137573,0.32389625906944275
the,0.42745697498321533,0.35928019881248474,0.27217286825180054,0.25977957248687744,0.22068053483963013
chloroplastidan,0.24886900186538696,0.21428537368774414,0.5335056781768799,0.16173343360424042,0.16522066295146942
",",0.3087472915649414,0.28617382049560547,0.30245447158813477,0.27540135383605957,0.31091248989105225
or,0.33867141604423523,0.4248845875263214,0.28858187794685364,0.45437735319137573,0.32389625906944275
green,0.16762696206569672,0.19180789589881897,0.2523384988307953,0.09127333760261536,0.11409882456064224
chloroplast,0.23505516350269318,0.1991560012102127,0.48207688331604004,0.1421816498041153,0.12532055377960205
lineage,0.1202687919139862,0.1260552853345871,0.512390673160553,0.14114494621753693,0.1394401341676712
.,0.3567904531955719,0.3022993505001068,0.29449719190597534,0.21881133317947388,0.4130953550338745
