,what,position,does,danny,trevathan,play,?
on,0.34226128458976746,0.22749492526054382,0.2568802833557129,0.15787217020988464,0.2281339317560196,0.22181138396263123,0.2714994251728058
carolina,0.1956660896539688,0.10870300233364105,0.10159022361040115,0.20155982673168182,0.19774046540260315,0.11378059536218643,0.11847445368766785
's,0.02692362666130066,-0.02956485003232956,-0.02895052544772625,-0.010594725608825684,0.033713873475790024,0.08983290195465088,-0.023395681753754616
next,0.25980645418167114,0.22310733795166016,0.12344025075435638,0.1590455174446106,0.15897388756275177,0.19772091507911682,0.167460098862648
possession,0.20939597487449646,0.256066232919693,0.21955449879169464,0.1703018695116043,0.24454273283481598,0.12436079978942871,0.06212200969457626
fullback,0.18508407473564148,0.2993995249271393,0.19212962687015533,0.33461013436317444,0.24661679565906525,0.2951126992702484,0.2015429437160492
mike,0.16820542514324188,0.1494636982679367,0.1188337579369545,0.43526825308799744,0.2610848546028137,0.21518969535827637,0.1076895147562027
tolbert,0.21493715047836304,0.17936405539512634,0.1515185683965683,0.30625230073928833,0.4015060067176819,0.2087382674217224,0.24125076830387115
lost,0.198215052485466,0.18215817213058472,0.1471640020608902,0.17391575872898102,0.3101772964000702,0.19003351032733917,0.15261413156986237
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.24407438933849335,0.2424376755952835,0.21130098402500153,0.23916715383529663
fumble,0.15996712446212769,0.23553495109081268,0.10882644355297089,0.22493745386600494,0.3047519326210022,0.2763868272304535,0.17646178603172302
while,0.35511791706085205,0.25766754150390625,0.3243313729763031,0.16872301697731018,0.2213432639837265,0.21204857528209686,0.21076419949531555
being,0.3760843276977539,0.2507595717906952,0.25347548723220825,0.16756120324134827,0.23452921211719513,0.21762335300445557,0.26743772625923157
tackled,0.23124267160892487,0.2900743782520294,0.17426368594169617,0.18367068469524384,0.22706733644008636,0.17455561459064484,0.20976905524730682
by,0.2455483376979828,0.1652236133813858,0.143477201461792,0.16878120601177216,0.2382766157388687,0.20151817798614502,0.17966607213020325
safety,0.1898718774318695,0.30484795570373535,0.17316100001335144,0.20327049493789673,0.2127719521522522,0.1293744593858719,0.1443338692188263
darian,0.15776678919792175,0.1401660442352295,0.1289028376340866,0.31966081261634827,0.35440272092819214,0.17768363654613495,0.15779580175876617
stewart,0.11413726210594177,0.18366596102714539,0.11898980289697647,0.30718153715133667,0.31532201170921326,0.2482302337884903,0.11473192274570465
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.19778800010681152,0.3155871629714966,0.2231253683567047,0.31091248989105225
which,0.5261979103088379,0.2391343116760254,0.39111801981925964,0.18280667066574097,0.21890027821063995,0.24836887419223785,0.25814583897590637
linebacker,0.15475627779960632,0.273834228515625,0.1636766493320465,0.284755140542984,0.29995182156562805,0.309945672750473,0.15540370345115662
danny,0.18977122008800507,0.127957284450531,0.21090500056743622,1.0,0.3315795958042145,0.2234065979719162,0.12230359762907028
trevathan,0.22558240592479706,0.23923683166503906,0.1524331271648407,0.3315795958042145,1.0,0.23880450427532196,0.19781902432441711
recovered,0.1780729442834854,0.16621355712413788,0.11622012406587601,0.12144096940755844,0.22541053593158722,0.13591600954532623,0.08912046253681183
on,0.34226128458976746,0.22749492526054382,0.2568802833557129,0.15787217020988464,0.2281339317560196,0.22181138396263123,0.2714994251728058
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.24839186668395996,0.3371354937553406,0.24793598055839539,0.22068053483963013
broncos,0.1787765771150589,0.2009178251028061,0.11294085532426834,0.2281053066253662,0.288074254989624,0.3148726522922516,0.18377114832401276
40-yard,0.2156762182712555,0.21734078228473663,0.16617482900619507,0.3277336359024048,0.3632359504699707,0.18120624125003815,0.12339043617248535
line,0.2245367169380188,0.24064378440380096,0.13757026195526123,0.07252339273691177,0.23515208065509796,0.17768004536628723,0.16271452605724335
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.21050769090652466,0.30361315608024597,0.25552695989608765,0.4130953550338745
