,the,smaller,streams,are,used,for,what,?
though,0.38776206970214844,0.27127620577812195,0.230195552110672,0.39827248454093933,0.34601661562919617,0.35697805881500244,0.4089210331439972,0.3188856542110443
they,0.49925389885902405,0.3559090197086334,0.3024546205997467,0.610666811466217,0.37411078810691833,0.3466525673866272,0.4431931674480438,0.2753053903579712
retained,0.2996930480003357,0.14316174387931824,0.1541471779346466,0.14890716969966888,0.21226397156715393,0.231937974691391,0.13867077231407166,0.0590956024825573
the,1.0,0.3588939607143402,0.260405570268631,0.40399202704429626,0.3718377649784088,0.4739971458911896,0.42745697498321533,0.22068053483963013
name,0.3171212375164032,0.1419886201620102,0.17381468415260315,0.17349179089069366,0.275164932012558,0.25737348198890686,0.18623162806034088,0.15381577610969543
",",0.4933079481124878,0.24995659291744232,0.28180238604545593,0.4062570035457611,0.3120402991771698,0.4464869201183319,0.3087472915649414,0.31091248989105225
these,0.49086877703666687,0.4208908677101135,0.2781431972980499,0.7107698917388916,0.43212080001831055,0.41566818952560425,0.4164220690727234,0.2571668326854706
streams,0.260405570268631,0.2927117943763733,1.0,0.332151859998703,0.2054000347852707,0.20315690338611603,0.12328469753265381,0.1508319228887558
no,0.3461136817932129,0.2066068947315216,0.07807165384292603,0.2432553917169571,0.21540804207324982,0.306581974029541,0.339326947927475,0.32165053486824036
longer,0.361417293548584,0.3804309368133545,0.16546319425106049,0.29645127058029175,0.36502373218536377,0.33661994338035583,0.3188037574291229,0.24416615068912506
carry,0.26752355694770813,0.26318442821502686,0.23221354186534882,0.3304356634616852,0.3225683569908142,0.2858029901981354,0.22239743173122406,0.17171701788902283
water,0.297396719455719,0.2798781394958496,0.4640550911426544,0.26855918765068054,0.2721066176891327,0.189085453748703,0.17456887662410736,0.14731885492801666
from,0.40150508284568787,0.17215733230113983,0.24230526387691498,0.2674213647842407,0.25821518898010254,0.314039945602417,0.2737620174884796,0.19969791173934937
the,1.0,0.3588939607143402,0.260405570268631,0.40399202704429626,0.3718377649784088,0.4739971458911896,0.42745697498321533,0.22068053483963013
rhine,0.30735138058662415,0.17028021812438965,0.2665761411190033,0.13834848999977112,0.16373074054718018,0.1584572196006775,0.16475653648376465,0.13754533231258392
",",0.4933079481124878,0.24995659291744232,0.28180238604545593,0.4062570035457611,0.3120402991771698,0.4464869201183319,0.3087472915649414,0.31091248989105225
but,0.4859698414802551,0.3143673241138458,0.24758368730545044,0.47990062832832336,0.3391169309616089,0.45162561535835266,0.5029441118240356,0.27921953797340393
are,0.40399202704429626,0.39588505029678345,0.332151859998703,1.0,0.3322218656539917,0.3895993232727051,0.29724663496017456,0.24591213464736938
used,0.3718377649784088,0.2568661868572235,0.2054000347852707,0.3322218656539917,0.9999998807907104,0.4236139953136444,0.27546408772468567,0.22430120408535004
for,0.4739971458911896,0.1537230759859085,0.20315690338611603,0.3895993232727051,0.4236139953136444,0.9999999403953552,0.3017193675041199,0.264628142118454
draining,0.33802536129951477,0.25388452410697937,0.5100855231285095,0.19891440868377686,0.25249549746513367,0.28305289149284363,0.21518652141094208,0.18714094161987305
the,1.0,0.3588939607143402,0.260405570268631,0.40399202704429626,0.3718377649784088,0.4739971458911896,0.42745697498321533,0.22068053483963013
surrounding,0.37289485335350037,0.3329259753227234,0.2796386480331421,0.3398481607437134,0.19045507907867432,0.2229011356830597,0.2419222742319107,0.05288729816675186
land,0.28587454557418823,0.17725230753421783,0.2412172108888626,0.1816364973783493,0.18310055136680603,0.19845563173294067,0.23411516845226288,0.1432059109210968
and,0.5171257257461548,0.3409501612186432,0.3020942509174347,0.48576638102531433,0.3150506615638733,0.5064792633056641,0.31309178471565247,0.20544172823429108
polders,0.26375797390937805,0.255740761756897,0.3770604133605957,0.2961093783378601,0.26398324966430664,0.22949565947055817,0.21507827937602997,0.16031977534294128
.,0.5934505462646484,0.24807988107204437,0.2647906243801117,0.3452940285205841,0.33111312985420227,0.4726039469242096,0.3567904531955719,0.4130953550338745
