,the,french,church,in,portarlington,was,built,when,?
a,0.5829201340675354,0.24285779893398285,0.19588641822338104,0.539380669593811,0.27968263626098633,0.4508470594882965,0.23064446449279785,0.44397395849227905,0.23916715383529663
french,0.2555147111415863,1.0000001192092896,0.1596711128950119,0.22093388438224792,0.2542625367641449,0.2523815333843231,0.19011296331882477,0.18820616602897644,0.1386883556842804
church,0.23846197128295898,0.1596711128950119,0.9999999403953552,0.2493300437927246,0.29235026240348816,0.24960921704769135,0.22987869381904602,0.20053261518478394,0.18081501126289368
in,0.6662389636039734,0.22093388438224792,0.2493300437927246,1.0,0.2943158447742462,0.45514053106307983,0.25829681754112244,0.4431333839893341,0.20430970191955566
portarlington,0.2550668716430664,0.2542625367641449,0.29235026240348816,0.2943158447742462,1.0,0.2866828143596649,0.30363237857818604,0.2343294769525528,0.21301887929439545
dates,0.3088380992412567,0.07893147319555283,0.16354042291641235,0.2340383380651474,0.1540820300579071,0.23610089719295502,0.174076110124588,0.22044897079467773,0.2331625074148178
back,0.3612101674079895,0.14222250878810883,0.15018481016159058,0.25397348403930664,0.19864016771316528,0.2438982129096985,0.174787700176239,0.4184971749782562,0.2397768795490265
to,0.535392165184021,0.1713797152042389,0.24439501762390137,0.45010748505592346,0.28994718194007874,0.3636345863342285,0.2183011770248413,0.5423505902290344,0.29463258385658264
1696,0.1701352596282959,0.4542413353919983,0.2090105414390564,0.22262723743915558,0.1850014626979828,0.2365906536579132,0.14688287675380707,0.05248721316456795,0.07104692608118057
",",0.4933079481124878,0.28806620836257935,0.2707274258136749,0.5201468467712402,0.3168763816356659,0.45456063747406006,0.22658206522464752,0.36674630641937256,0.31091248989105225
and,0.5171257257461548,0.32751965522766113,0.1976170688867569,0.4954058527946472,0.2633586525917053,0.3740963041782379,0.2814858853816986,0.4716290831565857,0.20544172823429108
was,0.48711544275283813,0.2523815333843231,0.24960921704769135,0.45514053106307983,0.2866828143596649,1.0000001192092896,0.3424932360649109,0.37326499819755554,0.18412111699581146
built,0.2950156033039093,0.19011296331882477,0.22987869381904602,0.25829681754112244,0.30363237857818604,0.3424932360649109,1.0000001192092896,0.19830277562141418,0.09449632465839386
to,0.535392165184021,0.1713797152042389,0.24439501762390137,0.45010748505592346,0.28994718194007874,0.3636345863342285,0.2183011770248413,0.5423505902290344,0.29463258385658264
serve,0.2749462425708771,0.11853000521659851,0.1487906128168106,0.20702329277992249,0.27333444356918335,0.21861431002616882,0.20249778032302856,0.24939022958278656,0.19925682246685028
the,1.0,0.2555147111415863,0.23846197128295898,0.6662389636039734,0.2550668716430664,0.48711544275283813,0.2950156033039093,0.5091903209686279,0.22068053483963013
significant,0.35524800419807434,0.12340477854013443,0.13178104162216187,0.3551969528198242,0.18043777346611023,0.187061607837677,0.13359279930591583,0.1782427728176117,0.18679562211036682
new,0.3845241069793701,0.1977054476737976,0.1963353157043457,0.3758552670478821,0.2958533465862274,0.2748313844203949,0.1724834442138672,0.257220059633255,0.14782847464084625
huguenot,0.29557526111602783,0.5233030915260315,0.3685069978237152,0.26198551058769226,0.3156067430973053,0.24281072616577148,0.26154816150665283,0.19392696022987366,0.1359742432832718
community,0.2601400911808014,0.15190768241882324,0.24990960955619812,0.21838891506195068,0.2592407464981079,0.2025771290063858,0.16467909514904022,0.12761707603931427,0.2380419820547104
in,0.6662389636039734,0.22093388438224792,0.2493300437927246,1.0,0.2943158447742462,0.45514053106307983,0.25829681754112244,0.4431333839893341,0.20430970191955566
the,1.0,0.2555147111415863,0.23846197128295898,0.6662389636039734,0.2550668716430664,0.48711544275283813,0.2950156033039093,0.5091903209686279,0.22068053483963013
town,0.2974243760108948,0.13479074835777283,0.3534713089466095,0.34975525736808777,0.30329903960227966,0.26823142170906067,0.28081145882606506,0.21859249472618103,0.09902279824018478
.,0.5934505462646484,0.2480926215648651,0.28898224234580994,0.5591574311256409,0.30956098437309265,0.40146201848983765,0.2374027520418167,0.475719153881073,0.4130953550338745
