,what,is,the,name,of,the,university,'s,core,curriculum,?
undergraduate,0.1996101438999176,0.19982028007507324,0.20609073340892792,0.13426585495471954,0.26330024003982544,0.20609073340892792,0.6374419927597046,-0.004796732682734728,0.16845647990703583,0.5547714233398438,0.1531745046377182
students,0.2380729615688324,0.2124544233083725,0.25268980860710144,0.10358775407075882,0.25513339042663574,0.25268980860710144,0.4958297908306122,0.03619067743420601,0.16470421850681305,0.5521286725997925,0.18017297983169556
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.16609783470630646,-0.008927806280553341,0.2276216447353363,0.24087928235530853,0.24591213464736938
required,0.2506856620311737,0.21426478028297424,0.27848219871520996,0.09482240676879883,0.26183071732521057,0.27848219871520996,0.10331649333238602,0.010141395032405853,0.2007099837064743,0.3101429343223572,0.24962718784809113
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.20192374289035797,0.03782717138528824,0.22665469348430634,0.2018750011920929,0.29463258385658264
take,0.3275112509727478,0.22669753432273865,0.31620436906814575,0.11480727046728134,0.29282352328300476,0.31620436906814575,0.14936214685440063,0.02030942589044571,0.13119404017925262,0.24422365427017212,0.21897350251674652
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.20256656408309937,0.04866964742541313,0.20929911732673645,0.19520382583141327,0.23916715383529663
distribution,0.17429208755493164,0.2414398044347763,0.27569329738616943,0.16924630105495453,0.254255473613739,0.27569329738616943,0.11804331839084625,0.049042776226997375,0.18869554996490479,0.1577315628528595,0.0929616317152977
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.2545962929725647,0.2513495087623596,0.1826142966747284
courses,0.16680994629859924,0.17733663320541382,0.23517842590808868,0.09671255201101303,0.2450425922870636,0.23517842590808868,0.42056554555892944,0.05908102169632912,0.16548070311546326,0.4957024157047272,0.15338684618473053
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.20192374289035797,0.03782717138528824,0.22665469348430634,0.2018750011920929,0.29463258385658264
satisfy,0.3083791434764862,0.1950032114982605,0.1686170995235443,0.04548443481326103,0.18434223532676697,0.1686170995235443,0.0892459973692894,-0.0013284195447340608,0.14129965007305145,0.22967581450939178,0.29956161975860596
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.21890558302402496,0.21278034150600433,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,1.0,-0.007441582623869181,0.0845031887292862,0.36921340227127075,0.11887256056070328
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,-0.039785515516996384,-0.012994492426514626,-0.023395681753754616
core,0.2474994957447052,0.24520008265972137,0.21890558302402496,0.15534736216068268,0.2545962929725647,0.21890558302402496,0.0845031887292862,-0.039785515516996384,0.9999999403953552,0.2849723994731903,0.20309162139892578
curriculum,0.21728472411632538,0.17558933794498444,0.21278034150600433,0.08045574277639389,0.2513495087623596,0.21278034150600433,0.36921340227127075,-0.012994492426514626,0.2849723994731903,1.0,0.24092517793178558
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.3659360110759735,0.35814476013183594,0.3624623417854309,0.15387564897537231,0.008368984796106815,0.11879388988018036,0.06680473685264587,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.21858684718608856,-0.05775856226682663,0.20780785381793976,0.2173040360212326,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.263973206281662,-0.01540423184633255,0.21890558302402496,0.21278034150600433,0.22068053483963013
common,0.19989867508411407,0.2952355444431305,0.2705984115600586,0.21047087013721466,0.2949881851673126,0.2705984115600586,0.13055793941020966,0.04670591652393341,0.20047889649868011,0.19685585796833038,0.20434872806072235
core,0.2474994957447052,0.24520008265972137,0.21890558302402496,0.15534736216068268,0.2545962929725647,0.21890558302402496,0.0845031887292862,-0.039785515516996384,0.9999999403953552,0.2849723994731903,0.20309162139892578
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.20096416771411896,0.20690537989139557,0.4130953550338745
