,decision,problems,capable,of,being,solved,by,a,deterministic,turing,machine,while,maintaining,adherence,to,polynomial,time,belong,to,what,class,?
this,0.34536606073379517,0.33706656098365784,0.24954760074615479,0.45148900151252747,0.41604986786842346,0.31191515922546387,0.38438332080841064,0.5422310829162598,0.38766565918922424,0.2920478880405426,0.24642139673233032,0.3306356966495514,0.382759690284729,0.28934139013290405,0.5759071707725525,0.2959214150905609,0.43249568343162537,0.2735556960105896,0.5759071707725525,0.5489566326141357,0.23250019550323486,0.3155723512172699
forms,0.0773668959736824,0.25931036472320557,0.2165268361568451,0.33835989236831665,0.16514064371585846,0.15628567337989807,0.19076815247535706,0.31878992915153503,0.2989104092121124,0.10618790984153748,0.14324894547462463,0.18760427832603455,0.1894465982913971,0.2477658987045288,0.2363802045583725,0.2302849292755127,0.1802719086408615,0.20016464591026306,0.2363802045583725,0.16334041953086853,0.12634512782096863,0.1196754202246666
the,0.2905151844024658,0.2659202516078949,0.18860051035881042,0.733189046382904,0.419739305973053,0.21140827238559723,0.4408751428127289,0.5829201340675354,0.33725428581237793,0.2644472122192383,0.22788187861442566,0.39804592728614807,0.2943509817123413,0.19479577243328094,0.535392165184021,0.1902180016040802,0.43061500787734985,0.27031847834587097,0.535392165184021,0.42745697498321533,0.18034407496452332,0.22068053483963013
basis,0.31008681654930115,0.2270604372024536,0.26154863834381104,0.282950758934021,0.26519420742988586,0.25489720702171326,0.29579752683639526,0.3051576614379883,0.4207960367202759,0.2247585952281952,0.1475384533405304,0.2743445932865143,0.3407715857028961,0.3536180257797241,0.23188701272010803,0.28163906931877136,0.2886851727962494,0.17976492643356323,0.23188701272010803,0.27055948972702026,0.171586275100708,0.14255106449127197
for,0.2598762512207031,0.27039530873298645,0.31242474913597107,0.4185989499092102,0.41687241196632385,0.18016043305397034,0.3248702883720398,0.44038116931915283,0.3079332709312439,0.2892029285430908,0.25323837995529175,0.4232339859008789,0.3654561936855316,0.21688756346702576,0.4451248347759247,0.21961666643619537,0.3992156386375427,0.1312061995267868,0.4451248347759247,0.3017193675041199,0.17833863198757172,0.264628142118454
the,0.2905151844024658,0.2659202516078949,0.18860051035881042,0.733189046382904,0.419739305973053,0.21140827238559723,0.4408751428127289,0.5829201340675354,0.33725428581237793,0.2644472122192383,0.22788187861442566,0.39804592728614807,0.2943509817123413,0.19479577243328094,0.535392165184021,0.1902180016040802,0.43061500787734985,0.27031847834587097,0.535392165184021,0.42745697498321533,0.18034407496452332,0.22068053483963013
complexity,0.2765996754169464,0.45911696553230286,0.27718615531921387,0.23338180780410767,0.25915804505348206,0.4075605869293213,0.17643122375011444,0.27206721901893616,0.4952948987483978,0.41919052600860596,0.26296544075012207,0.22728802263736725,0.3290290832519531,0.36570921540260315,0.28336837887763977,0.5458586812019348,0.2680857479572296,0.1314012110233307,0.28336837887763977,0.33747240900993347,0.22154183685779572,0.23062916100025177
class,0.11434855312108994,0.18972691893577576,0.16580013930797577,0.19740594923496246,0.21679922938346863,0.12774312496185303,0.12142201513051987,0.23462694883346558,0.19645839929580688,0.10090221464633942,0.1612197756767273,0.19063960015773773,0.23193475604057312,0.17677435278892517,0.18696844577789307,0.18078762292861938,0.13982057571411133,0.21246188879013062,0.18696844577789307,0.16880196332931519,1.0,0.12778934836387634
p,0.04619612172245979,0.1230422630906105,0.05864487215876579,0.18174134194850922,0.1446872502565384,0.18734224140644073,0.06021369248628616,0.15866722166538239,0.1865248680114746,0.19995348155498505,0.1421336978673935,0.09584268927574158,0.14692874252796173,0.10161328315734863,0.14269764721393585,0.27746865153312683,0.15822714567184448,0.12808075547218323,0.14269764721393585,0.18586504459381104,0.1395781934261322,0.20840544998645782
",",0.2818170189857483,0.2596952021121979,0.17765167355537415,0.4946078956127167,0.34499165415763855,0.25483599305152893,0.3680937886238098,0.427140474319458,0.22677423059940338,0.2807261645793915,0.21841607987880707,0.38232675194740295,0.24460966885089874,0.21361984312534332,0.44245919585227966,0.21592853963375092,0.3029961884021759,0.3347422182559967,0.44245919585227966,0.3087472915649414,0.1753857135772705,0.31091248989105225
which,0.241642028093338,0.3054017126560211,0.29143938422203064,0.5011631846427917,0.4268448054790497,0.24826902151107788,0.40543368458747864,0.56894451379776,0.40972426533699036,0.2775655686855316,0.27888262271881104,0.38669952750205994,0.3576759099960327,0.28333553671836853,0.5345056653022766,0.28454598784446716,0.325231671333313,0.288716197013855,0.5345056653022766,0.5261979103088379,0.23547251522541046,0.25814583897590637
is,0.2514069080352783,0.16985496878623962,0.20792298018932343,0.4854315221309662,0.4445112943649292,0.16888999938964844,0.3899846076965332,0.658733606338501,0.33447402715682983,0.18364353477954865,0.18938691914081573,0.2713196575641632,0.2436516433954239,0.25079619884490967,0.42745086550712585,0.2560946047306061,0.25187405943870544,0.2787644863128662,0.42745086550712585,0.28837618231773376,0.1275252103805542,0.22961433231830597
the,0.2905151844024658,0.2659202516078949,0.18860051035881042,0.733189046382904,0.419739305973053,0.21140827238559723,0.4408751428127289,0.5829201340675354,0.33725428581237793,0.2644472122192383,0.22788187861442566,0.39804592728614807,0.2943509817123413,0.19479577243328094,0.535392165184021,0.1902180016040802,0.43061500787734985,0.27031847834587097,0.535392165184021,0.42745697498321533,0.18034407496452332,0.22068053483963013
set,0.2110053151845932,0.17702552676200867,0.10900986194610596,0.20671486854553223,0.1785641312599182,0.22059224545955658,0.21600963175296783,0.2540091574192047,0.2321997433900833,0.23849166929721832,0.18266715109348297,0.18928757309913635,0.22242578864097595,0.15692800283432007,0.320547491312027,0.21897411346435547,0.258029967546463,0.10535179078578949,0.320547491312027,0.28954121470451355,0.1506776660680771,0.1698019951581955
of,0.2331373691558838,0.2450421154499054,0.21464630961418152,1.0,0.34885138273239136,0.17960071563720703,0.3646814823150635,0.5052502155303955,0.3430701494216919,0.2670239806175232,0.15468473732471466,0.3366928696632385,0.30511942505836487,0.25655779242515564,0.41548454761505127,0.23810522258281708,0.35127586126327515,0.2644003629684448,0.41548454761505127,0.33290785551071167,0.19740594923496246,0.1826142966747284
decision,1.0,0.2926073372364044,0.21865272521972656,0.2331373691558838,0.3521255850791931,0.26721757650375366,0.28215938806533813,0.24091263115406036,0.308305025100708,0.22540055215358734,0.09699063748121262,0.25005313754081726,0.22752144932746887,0.28562381863594055,0.35372841358184814,0.24497604370117188,0.24395307898521423,0.14998812973499298,0.35372841358184814,0.32053670287132263,0.11434855312108994,0.2796577215194702
problems,0.2926073372364044,1.0,0.20808522403240204,0.2450421154499054,0.27170485258102417,0.4872119128704071,0.20223401486873627,0.21523453295230865,0.32895514369010925,0.22053948044776917,0.20043540000915527,0.27671054005622864,0.2872893214225769,0.30299896001815796,0.28989166021347046,0.34839773178100586,0.2643886208534241,0.10297147929668427,0.28989166021347046,0.3306994140148163,0.18972691893577576,0.2638136148452759
solvable,0.296404629945755,0.3760342001914978,0.3457539975643158,0.24158811569213867,0.23201419413089752,0.6210904717445374,0.23135077953338623,0.3367801904678345,0.47819986939430237,0.40974587202072144,0.3703952729701996,0.26139065623283386,0.2522197365760803,0.29325342178344727,0.29019930958747864,0.5662146210670471,0.30290457606315613,0.1611616611480713,0.29019930958747864,0.3505726754665375,0.13500800728797913,0.2862088680267334
by,0.28215938806533813,0.20223401486873627,0.24654151499271393,0.3646814823150635,0.4690866470336914,0.2421535849571228,1.0000001192092896,0.32094135880470276,0.21018950641155243,0.21632690727710724,0.2526017427444458,0.3083919286727905,0.22467240691184998,0.164205402135849,0.33534231781959534,0.13720183074474335,0.26502725481987,0.15721487998962402,0.33534231781959534,0.2455483376979828,0.12142201513051987,0.17966607213020325
a,0.24091263115406036,0.21523453295230865,0.23905758559703827,0.5052502155303955,0.3727131485939026,0.18525584042072296,0.32094135880470276,1.0,0.35494157671928406,0.25234705209732056,0.24983544647693634,0.3733035624027252,0.27454259991645813,0.21148213744163513,0.45503583550453186,0.2757834196090698,0.3292340338230133,0.21660050749778748,0.45503583550453186,0.3320399522781372,0.23462694883346558,0.23916715383529663
