,what,country,has,the,most,factories,that,pollute,the,rhine,?
although,0.24844598770141602,0.19152677059173584,0.29775476455688477,0.3265823423862457,0.35402846336364746,0.21820247173309326,0.4722958207130432,0.22572338581085205,0.3265823423862457,0.14405955374240875,0.15541206300258636
many,0.36131182312965393,0.26946935057640076,0.4266262650489807,0.4335206151008606,0.6236066222190857,0.4079415798187256,0.5391656160354614,0.3144422173500061,0.4335206151008606,0.11647748202085495,0.2124512493610382
plants,0.25144460797309875,0.17093785107135773,0.20520955324172974,0.29499560594558716,0.21896736323833466,0.326488733291626,0.27574244141578674,0.40463751554489136,0.29499560594558716,0.11852127313613892,0.1473488062620163
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.5171257257461548,0.4309377074241638,0.33217841386795044,0.4731321930885315,0.26506558060646057,0.5171257257461548,0.22029656171798706,0.20544172823429108
factories,0.18422946333885193,0.24618175625801086,0.2383870929479599,0.2603243589401245,0.2968873679637909,1.0,0.278912216424942,0.37868934869766235,0.2603243589401245,0.2563677430152893,0.13455291092395782
can,0.34502777457237244,0.15319520235061646,0.4103628396987915,0.312528520822525,0.3452373743057251,0.24614955484867096,0.4522190988063812,0.36178115010261536,0.312528520822525,0.09961956739425659,0.3226337134838104
be,0.3929833769798279,0.2115473747253418,0.3863394856452942,0.4248143136501312,0.3381733000278473,0.22719009220600128,0.6036020517349243,0.31254568696022034,0.4248143136501312,0.18054811656475067,0.3324260413646698
found,0.1796332150697708,0.09061780571937561,0.21070325374603271,0.3452354073524475,0.2697452902793884,0.2022012174129486,0.29063743352890015,0.20248672366142273,0.3452354073524475,0.1264849454164505,0.16790300607681274
along,0.22421957552433014,0.18768267333507538,0.27603578567504883,0.39495137333869934,0.2380090206861496,0.21030418574810028,0.2850594222545624,0.20627576112747192,0.39495137333869934,0.24867600202560425,0.17134909331798553
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,1.0,0.47635307908058167,0.2603243589401245,0.5473989248275757,0.24904656410217285,1.0,0.30735138058662415,0.22068053483963013
rhine,0.16475653648376465,0.23905308544635773,0.12709470093250275,0.30735138058662415,0.11507835239171982,0.2563677430152893,0.16362759470939636,0.219744473695755,0.30735138058662415,1.0,0.13754533231258392
up,0.28591108322143555,0.18844415247440338,0.27017050981521606,0.38423117995262146,0.1990664303302765,0.2784477174282074,0.35427621006965637,0.22679078578948975,0.38423117995262146,0.1867746114730835,0.1819818764925003
into,0.2180619090795517,0.17958055436611176,0.29681676626205444,0.39493247866630554,0.19537433981895447,0.22855396568775177,0.3239944875240326,0.2369275689125061,0.39493247866630554,0.1991104632616043,0.15662476420402527
switzerland,0.10552600771188736,0.32163169980049133,0.2277967631816864,0.25689372420310974,0.24754071235656738,0.25219598412513733,0.13433443009853363,0.17536918818950653,0.25689372420310974,0.32351648807525635,0.13347817957401276
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.4933079481124878,0.3636029064655304,0.25142666697502136,0.4137537479400635,0.2658229172229767,0.4933079481124878,0.167837992310524,0.31091248989105225
it,0.45803478360176086,0.2677888870239258,0.41962623596191406,0.6251175999641418,0.4001435935497284,0.3077548146247864,0.5921133160591125,0.3618544042110443,0.6251175999641418,0.17693428695201874,0.25732165575027466
is,0.28837618231773376,0.24409033358097076,0.5668748617172241,0.5823672413825989,0.41165053844451904,0.20332540571689606,0.3995479643344879,0.28317639231681824,0.5823672413825989,0.15617261826992035,0.22961433231830597
along,0.22421957552433014,0.18768267333507538,0.27603578567504883,0.39495137333869934,0.2380090206861496,0.21030418574810028,0.2850594222545624,0.20627576112747192,0.39495137333869934,0.24867600202560425,0.17134909331798553
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,1.0,0.47635307908058167,0.2603243589401245,0.5473989248275757,0.24904656410217285,1.0,0.30735138058662415,0.22068053483963013
lower,0.20079238712787628,0.06703678518533707,0.18122337758541107,0.3463275134563446,0.2018900364637375,0.16774941980838776,0.25661587715148926,0.2222515493631363,0.3463275134563446,0.28043457865715027,0.08471795171499252
rhine,0.16475653648376465,0.23905308544635773,0.12709470093250275,0.30735138058662415,0.11507835239171982,0.2563677430152893,0.16362759470939636,0.219744473695755,0.30735138058662415,1.0,0.13754533231258392
that,0.6297725439071655,0.210195854306221,0.41272613406181335,0.5473989248275757,0.4497850239276886,0.278912216424942,1.0,0.31647905707359314,0.5473989248275757,0.16362759470939636,0.32716336846351624
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,1.0,0.47635307908058167,0.2603243589401245,0.5473989248275757,0.24904656410217285,1.0,0.30735138058662415,0.22068053483963013
bulk,0.19509074091911316,0.06825269758701324,0.17576037347316742,0.2220524251461029,0.21337561309337616,0.29315951466560364,0.267595499753952,0.2281014770269394,0.2220524251461029,0.1682240515947342,0.14538165926933289
of,0.33290785551071167,0.28866857290267944,0.3909035325050354,0.733189046382904,0.4178851246833801,0.28616368770599365,0.41498205065727234,0.26014482975006104,0.733189046382904,0.2548927664756775,0.1826142966747284
them,0.4994642734527588,0.23426587879657745,0.22823691368103027,0.4788833558559418,0.41988104581832886,0.2976008355617523,0.5601773262023926,0.3350810408592224,0.4788833558559418,0.16000233590602875,0.35435691475868225
are,0.29724663496017456,0.1952878087759018,0.4313911199569702,0.40399202704429626,0.48698675632476807,0.3018348813056946,0.45265161991119385,0.33934128284454346,0.40399202704429626,0.13834848999977112,0.24591213464736938
concentrated,0.20476274192333221,0.1420942097902298,0.23140521347522736,0.2688957750797272,0.3210751712322235,0.36284416913986206,0.2630484700202942,0.31936126947402954,0.2688957750797272,0.1625138521194458,0.11501483619213104
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.4933079481124878,0.3636029064655304,0.25142666697502136,0.4137537479400635,0.2658229172229767,0.4933079481124878,0.167837992310524,0.31091248989105225
as,0.31749409437179565,0.2241005152463913,0.351646363735199,0.48381632566452026,0.3548237979412079,0.21602179110050201,0.4735107421875,0.2257494032382965,0.48381632566452026,0.18380387127399445,0.27043893933296204
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,1.0,0.47635307908058167,0.2603243589401245,0.5473989248275757,0.24904656410217285,1.0,0.30735138058662415,0.22068053483963013
river,0.13815869390964508,0.1860176920890808,0.19486697018146515,0.2894456386566162,0.11601572483778,0.22809690237045288,0.1889113336801529,0.25234630703926086,0.2894456386566162,0.3672541379928589,0.15390869975090027
passes,0.21615341305732727,0.13171638548374176,0.2752569019794464,0.3752402365207672,0.18525317311286926,0.14709477126598358,0.24901355803012848,0.21851150691509247,0.3752402365207672,0.18002983927726746,0.09716983139514923
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,1.0,0.47635307908058167,0.2603243589401245,0.5473989248275757,0.24904656410217285,1.0,0.30735138058662415,0.22068053483963013
major,0.21026742458343506,0.21993425488471985,0.2243996560573578,0.31775903701782227,0.28731590509414673,0.22545289993286133,0.2570328712463379,0.1852848380804062,0.31775903701782227,0.10607928037643433,0.19788557291030884
cities,0.161918506026268,0.3411298990249634,0.17986084520816803,0.2621172070503235,0.20601113140583038,0.37220409512519836,0.1994047611951828,0.26869964599609375,0.2621172070503235,0.21865984797477722,0.13339310884475708
of,0.33290785551071167,0.28866857290267944,0.3909035325050354,0.733189046382904,0.4178851246833801,0.28616368770599365,0.41498205065727234,0.26014482975006104,0.733189046382904,0.2548927664756775,0.1826142966747284
cologne,0.13229849934577942,0.1197303757071495,0.184086874127388,0.1949973702430725,0.1273614913225174,0.28024744987487793,0.13489532470703125,0.20120768249034882,0.1949973702430725,0.47460702061653137,0.12676802277565002
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.4933079481124878,0.3636029064655304,0.25142666697502136,0.4137537479400635,0.2658229172229767,0.4933079481124878,0.167837992310524,0.31091248989105225
düsseldorf,0.13595208525657654,0.1933610886335373,0.1717076152563095,0.23592178523540497,0.22270753979682922,0.2830691933631897,0.13264338672161102,0.19285587966442108,0.23592178523540497,0.5152241587638855,0.11610876768827438
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.5171257257461548,0.4309377074241638,0.33217841386795044,0.4731321930885315,0.26506558060646057,0.5171257257461548,0.22029656171798706,0.20544172823429108
duisburg,0.144659623503685,0.15707409381866455,0.12951664626598358,0.2369861900806427,0.20382371544837952,0.24028544127941132,0.15856172144412994,0.2021900713443756,0.2369861900806427,0.5019469261169434,0.18542204797267914
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.5934505462646484,0.35404038429260254,0.2724924683570862,0.4460422694683075,0.2455771118402481,0.5934505462646484,0.2089352011680603,0.4130953550338745
