,where,was,the,signing,held,?
the,0.5003893971443176,0.48711544275283813,1.0,0.3163802921772003,0.32185450196266174,0.22068053483963013
world,0.29259413480758667,0.3097524344921112,0.33604270219802856,0.16615207493305206,0.2867482304573059,0.17579582333564758
watched,0.23272579908370972,0.2939668893814087,0.3087751269340515,0.21722251176834106,0.31726962327957153,0.21987392008304596
annan,0.13967517018318176,0.20327427983283997,0.23007148504257202,0.2101338505744934,0.1519400179386139,0.0929330363869667
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.1918805092573166,0.22757986187934875,0.20544172823429108
his,0.29880598187446594,0.4405253231525421,0.4394008219242096,0.23827585577964783,0.26191920042037964,0.18075084686279297
un-backed,0.2173711657524109,0.29759421944618225,0.2584103047847748,0.22741858661174774,0.2509293258190155,0.27584874629974365
panel,0.16037045419216156,0.16851958632469177,0.20552968978881836,0.1460248827934265,0.15810418128967285,0.1475982517004013
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.1918805092573166,0.22757986187934875,0.20544172823429108
african,0.1340457797050476,0.20509590208530426,0.23305515944957733,0.06292673200368881,0.14872804284095764,0.11862778663635254
union,0.14066480100154877,0.23276571929454803,0.24421639740467072,0.18267382681369781,0.2018139809370041,0.07797172665596008
chairman,0.12269246578216553,0.2656080424785614,0.2121211588382721,0.1632157266139984,0.2879556119441986,0.08324678242206573
jakaya,0.10853041708469391,0.20581045746803284,0.13438557088375092,0.09068913757801056,0.21826708316802979,0.12661300599575043
kikwete,0.09531858563423157,0.2881554663181305,0.24830012023448944,0.1788962334394455,0.16841727495193481,0.1658204197883606
as,0.35409465432167053,0.3677520453929901,0.48381632566452026,0.1993025243282318,0.16727563738822937,0.27043893933296204
they,0.43078136444091797,0.3300964832305908,0.49925389885902405,0.17563804984092712,0.23297390341758728,0.2753053903579712
brought,0.3112603724002838,0.35886916518211365,0.32700833678245544,0.2141643911600113,0.33559146523475647,0.2339296191930771
together,0.27854785323143005,0.14391832053661346,0.26662585139274597,0.13210171461105347,0.24578268826007843,0.1690303236246109
the,0.5003893971443176,0.48711544275283813,1.0,0.3163802921772003,0.32185450196266174,0.22068053483963013
former,0.2055155634880066,0.2544213533401489,0.2251449078321457,0.20006559789180756,0.22791849076747894,0.10570605844259262
rivals,0.17641575634479523,0.19527795910835266,0.22553907334804535,0.1374797374010086,0.2359585016965866,0.10840261727571487
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.21015532314777374,0.22177374362945557,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,1.0,0.3163802921772003,0.32185450196266174,0.22068053483963013
signing,0.22317996621131897,0.19628414511680603,0.3163802921772003,1.0000001192092896,0.16618607938289642,0.15776143968105316
ceremony,0.1974978893995285,0.26448696851730347,0.27631378173828125,0.2894429862499237,0.3926107883453369,0.1873435080051422
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2177143543958664,0.2880980372428894,0.31091248989105225
beamed,0.281501829624176,0.31414979696273804,0.270794153213501,0.12101620435714722,0.3115578591823578,0.1491129845380783
live,0.29394233226776123,0.18769018352031708,0.2995128035545349,0.0996466875076294,0.20106609165668488,0.19481121003627777
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.2526950538158417,0.2410694807767868,0.2714994251728058
national,0.23696602880954742,0.2433898150920868,0.32739606499671936,0.19584709405899048,0.2380104959011078,0.15643028914928436
tv,0.17920537292957306,0.1889979988336563,0.20034731924533844,0.14684438705444336,0.14282360672950745,0.20290863513946533
from,0.3713873624801636,0.31171464920043945,0.40150508284568787,0.15814051032066345,0.2241152971982956,0.19969791173934937
the,0.5003893971443176,0.48711544275283813,1.0,0.3163802921772003,0.32185450196266174,0.22068053483963013
steps,0.27209094166755676,0.14128534495830536,0.252070814371109,0.25579774379730225,0.1313183754682541,0.17527498304843903
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.2501838505268097,0.28960686922073364,0.1826142966747284
nairobi,0.25568723678588867,0.226007342338562,0.19357922673225403,0.139915332198143,0.23094016313552856,0.10651574283838272
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,-0.05888312682509422,0.02657921425998211,-0.023395681753754616
harambee,0.309658408164978,0.288431316614151,0.39843204617500305,0.1400160789489746,0.17771975696086884,0.2697722017765045
house,0.20542475581169128,0.28759756684303284,0.2847244441509247,0.2073439210653305,0.1749422252178192,0.13736455142498016
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2366824597120285,0.2628571093082428,0.4130953550338745
