,in,1846,who,'s,natural,history,lectures,were,acclaimed,in,new,york,and,harvard,?
in,1.0,0.07069217413663864,0.2792111933231354,-0.037580832839012146,0.32136213779449463,0.29215577244758606,0.2833963930606842,0.3815755248069763,0.2760125696659088,1.0,0.3758552670478821,0.2961827218532562,0.4954058527946472,0.26072487235069275,0.20430970191955566
1846,0.07069217413663864,1.0,0.24692687392234802,-0.023019080981612206,0.055466219782829285,0.0217573419213295,0.1314290463924408,0.26066938042640686,0.035536739975214005,0.07069217413663864,0.10133393108844757,0.07849852740764618,0.18680456280708313,0.05876784026622772,-0.05886681005358696
",",0.5201468467712402,0.008044661954045296,0.3365725874900818,-0.0016132977325469255,0.30864179134368896,0.2728564441204071,0.21502278745174408,0.36755475401878357,0.22841063141822815,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.6633074283599854,0.2719281017780304,0.31091248989105225
the,0.6662389636039734,0.11814147979021072,0.3733934462070465,-0.01540423184633255,0.2291368842124939,0.33215048909187317,0.1840677708387375,0.3906462490558624,0.26338112354278564,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.5171257257461548,0.24496200680732727,0.22068053483963013
natural,0.32136213779449463,0.055466219782829285,0.1371762454509735,-0.049410052597522736,1.0,0.2928914427757263,0.21157842874526978,0.12613798677921295,0.14180830121040344,0.32136213779449463,0.2129286676645279,0.23322533071041107,0.3004496097564697,0.18368294835090637,0.16155436635017395
history,0.29215577244758606,0.0217573419213295,0.22458811104297638,-0.0466335192322731,0.2928914427757263,1.0000001192092896,0.27169764041900635,0.2241225242614746,0.14297056198120117,0.29215577244758606,0.19399358332157135,0.20296813547611237,0.23541007936000824,0.2330818921327591,0.2501974403858185
lectures,0.2833963930606842,0.1314290463924408,0.1493319720029831,-0.04833047464489937,0.21157842874526978,0.27169764041900635,0.9999998807907104,0.23011808097362518,0.21164149045944214,0.2833963930606842,0.19465886056423187,0.23363977670669556,0.25877997279167175,0.3524908721446991,0.08656831085681915
of,0.5696388483047485,0.1016349196434021,0.2827862501144409,-0.03817026689648628,0.2963479459285736,0.31014925241470337,0.20185093581676483,0.34038281440734863,0.21128278970718384,0.5696388483047485,0.343457967042923,0.23040355741977692,0.5116966962814331,0.25842633843421936,0.1826142966747284
louis,0.2117311805486679,0.1337379813194275,0.25727662444114685,0.06499256193637848,0.14711113274097443,0.09730146825313568,0.12465091794729233,0.19478733837604523,0.15094870328903198,0.2117311805486679,0.2019396275281906,0.3106018006801605,0.20344610512256622,0.16016371548175812,0.09819188714027405
agassiz,0.18513235449790955,0.038188207894563675,0.22803974151611328,0.05147874727845192,0.2758469581604004,0.21438896656036377,0.22155623137950897,0.21642142534255981,0.21173213422298431,0.18513235449790955,0.17464512586593628,0.2175256907939911,0.24042153358459473,0.31212523579597473,0.15660278499126434
were,0.3815755248069763,0.26066938042640686,0.3188014328479767,0.007088581565767527,0.12613798677921295,0.2241225242614746,0.23011808097362518,1.0000001192092896,0.3018488585948944,0.3815755248069763,0.21711495518684387,0.18790318071842194,0.42175528407096863,0.08881304413080215,0.17890112102031708
acclaimed,0.2760125696659088,0.035536739975214005,0.2110910713672638,0.04301806911826134,0.14180830121040344,0.14297056198120117,0.21164149045944214,0.3018488585948944,1.0,0.2760125696659088,0.18280424177646637,0.2621351182460785,0.2518683969974518,0.15192362666130066,0.14339010417461395
both,0.3960166871547699,0.12221898138523102,0.31663915514945984,0.03109198436141014,0.19453731179237366,0.23996242880821228,0.2478831261396408,0.4254525601863861,0.24606576561927795,0.3960166871547699,0.21634207665920258,0.17747262120246887,0.5503310561180115,0.165541872382164,0.19455738365650177
in,1.0,0.07069217413663864,0.2792111933231354,-0.037580832839012146,0.32136213779449463,0.29215577244758606,0.2833963930606842,0.3815755248069763,0.2760125696659088,1.0,0.3758552670478821,0.2961827218532562,0.4954058527946472,0.26072487235069275,0.20430970191955566
new,0.3758552670478821,0.10133393108844757,0.2378052920103073,-0.008355522528290749,0.2129286676645279,0.19399358332157135,0.19465886056423187,0.21711495518684387,0.18280424177646637,0.3758552670478821,0.9999999403953552,0.7252664566040039,0.31402453780174255,0.2566078007221222,0.14782847464084625
york,0.2961827218532562,0.07849852740764618,0.23077517747879028,-0.02817569300532341,0.23322533071041107,0.20296813547611237,0.23363977670669556,0.18790318071842194,0.2621351182460785,0.2961827218532562,0.7252664566040039,1.0,0.2509689927101135,0.34388086199760437,0.15262620151042938
and,0.4954058527946472,0.18680456280708313,0.41279885172843933,0.06895173341035843,0.3004496097564697,0.23541007936000824,0.25877997279167175,0.42175528407096863,0.2518683969974518,0.4954058527946472,0.31402453780174255,0.2509689927101135,1.0,0.2453373372554779,0.20544172823429108
