,which,type,of,climate,may,have,allowed,the,rainforest,to,spread,across,the,continent,?
following,0.342348575592041,0.04522080719470978,0.3576679527759552,0.19011595845222473,0.2204643338918686,0.25506630539894104,0.2242831587791443,0.39779382944107056,0.12150595337152481,0.31711265444755554,0.1604849100112915,0.1555611938238144,0.39779382944107056,0.18604575097560883,0.1555173695087433
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.2693597674369812,0.2694292366504669,0.40389683842658997,0.2985120713710785,1.0,0.2571161389350891,0.535392165184021,0.28994160890579224,0.3816230297088623,1.0,0.3139871060848236,0.22068053483963013
cretaceous–paleogene,0.3463672995567322,0.20077040791511536,0.27513378858566284,0.3645452857017517,0.2545587122440338,0.3286634385585785,0.17994815111160278,0.3062284290790558,0.38734838366508484,0.2186785787343979,0.23574970662593842,0.22639772295951843,0.3062284290790558,0.4270845651626587,0.20868074893951416
extinction,0.3111661374568939,0.20882202684879303,0.2606869041919708,0.3503352701663971,0.21995984017848969,0.2628747522830963,0.1679234504699707,0.26832786202430725,0.33930984139442444,0.20060859620571136,0.19580897688865662,0.1113554835319519,0.26832786202430725,0.3404066264629364,0.17184245586395264
event,0.37649205327033997,0.1950307935476303,0.19878064095973969,0.25116512179374695,0.21385762095451355,0.23173485696315765,0.20091210305690765,0.2960145175457001,0.18458877503871918,0.2585321366786957,0.128571018576622,0.1982082575559616,0.2960145175457001,0.19551187753677368,0.16076280176639557
",",0.3658004403114319,0.1804078221321106,0.4946078956127167,0.224740669131279,0.5007920861244202,0.3541618287563324,0.2785535454750061,0.4933079481124878,0.2737860679626465,0.44245919585227966,0.24950742721557617,0.22515052556991577,0.4933079481124878,0.22622181475162506,0.31091248989105225
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.2693597674369812,0.2694292366504669,0.40389683842658997,0.2985120713710785,1.0,0.2571161389350891,0.535392165184021,0.28994160890579224,0.3816230297088623,1.0,0.3139871060848236,0.22068053483963013
extinction,0.3111661374568939,0.20882202684879303,0.2606869041919708,0.3503352701663971,0.21995984017848969,0.2628747522830963,0.1679234504699707,0.26832786202430725,0.33930984139442444,0.20060859620571136,0.19580897688865662,0.1113554835319519,0.26832786202430725,0.3404066264629364,0.17184245586395264
of,0.5011631846427917,0.18112817406654358,1.0,0.25840428471565247,0.26447007060050964,0.3802283704280853,0.2699741721153259,0.733189046382904,0.22522282600402832,0.41548454761505127,0.2895529866218567,0.2936134934425354,0.733189046382904,0.2647381126880646,0.1826142966747284
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.2693597674369812,0.2694292366504669,0.40389683842658997,0.2985120713710785,1.0,0.2571161389350891,0.535392165184021,0.28994160890579224,0.3816230297088623,1.0,0.3139871060848236,0.22068053483963013
dinosaurs,0.2170623540878296,0.16557836532592773,0.22861479222774506,0.20494577288627625,0.1801387369632721,0.28987616300582886,0.14551062881946564,0.2283022105693817,0.307600200176239,0.1482633650302887,0.09612800180912018,0.11408637464046478,0.2283022105693817,0.34869325160980225,0.17711585760116577
and,0.506277859210968,0.16898801922798157,0.5116966962814331,0.2292918860912323,0.34598252177238464,0.4711785912513733,0.30774351954460144,0.5171257257461548,0.26834338903427124,0.48971283435821533,0.2815358638763428,0.3308866024017334,0.5171257257461548,0.29214635491371155,0.20544172823429108
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.2693597674369812,0.2694292366504669,0.40389683842658997,0.2985120713710785,1.0,0.2571161389350891,0.535392165184021,0.28994160890579224,0.3816230297088623,1.0,0.3139871060848236,0.22068053483963013
wetter,0.2508446276187897,0.18008476495742798,0.3164537847042084,0.4629082679748535,0.20977164804935455,0.21436472237110138,0.18773266673088074,0.3257509171962738,0.43312785029411316,0.18424677848815918,0.20593281090259552,0.28236934542655945,0.3257509171962738,0.2619056701660156,0.14166587591171265
climate,0.2627573609352112,0.23705290257930756,0.25840428471565247,1.0000001192092896,0.138997420668602,0.2120167762041092,0.11637820303440094,0.2693597674369812,0.4462570548057556,0.3023298978805542,0.19384315609931946,0.16103634238243103,0.2693597674369812,0.2878679633140564,0.19998492300510406
may,0.23536433279514313,0.1642589271068573,0.26447007060050964,0.138997420668602,0.9999998807907104,0.35194188356399536,0.30221495032310486,0.2694292366504669,0.0928340032696724,0.391582727432251,0.16676124930381775,0.12086745351552963,0.2694292366504669,0.17595519125461578,0.2768254578113556
have,0.49652695655822754,0.242574080824852,0.3802283704280853,0.2120167762041092,0.35194188356399536,0.9999999403953552,0.34924131631851196,0.40389683842658997,0.29352760314941406,0.4544740617275238,0.27420684695243835,0.26921841502189636,0.40389683842658997,0.24655956029891968,0.32991164922714233
allowed,0.3234473168849945,0.15518268942832947,0.2699741721153259,0.11637820303440094,0.30221495032310486,0.34924131631851196,1.0,0.2985120713710785,0.09976217895746231,0.42967355251312256,0.17035049200057983,0.19522929191589355,0.2985120713710785,0.17484430968761444,0.2309964895248413
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.2693597674369812,0.2694292366504669,0.40389683842658997,0.2985120713710785,1.0,0.2571161389350891,0.535392165184021,0.28994160890579224,0.3816230297088623,1.0,0.3139871060848236,0.22068053483963013
tropical,0.21976803243160248,0.14161665737628937,0.18125450611114502,0.37714511156082153,0.16640149056911469,0.23852360248565674,0.1145869791507721,0.18640398979187012,0.46654731035232544,0.19421429932117462,0.162228524684906,0.19601592421531677,0.18640398979187012,0.24077224731445312,0.16629411280155182
rainforest,0.2796969711780548,0.12119791656732559,0.22522282600402832,0.4462570548057556,0.0928340032696724,0.29352760314941406,0.09976217895746231,0.2571161389350891,1.0,0.23412610590457916,0.21539683640003204,0.2698415219783783,0.2571161389350891,0.3397170901298523,0.1917492002248764
to,0.5345056653022766,0.19930607080459595,0.41548454761505127,0.3023298978805542,0.391582727432251,0.4544740617275238,0.42967355251312256,0.535392165184021,0.23412610590457916,1.0,0.2748686373233795,0.36818596720695496,0.535392165184021,0.21310271322727203,0.29463258385658264
spread,0.31588253378868103,0.17236976325511932,0.2895529866218567,0.19384315609931946,0.16676124930381775,0.27420684695243835,0.17035049200057983,0.28994160890579224,0.21539683640003204,0.2748686373233795,1.0,0.41741684079170227,0.28994160890579224,0.27653151750564575,0.16482828557491302
out,0.37864550948143005,0.18749801814556122,0.34176841378211975,0.11076339334249496,0.20134450495243073,0.3612789809703827,0.22855404019355774,0.39404502511024475,0.14964386820793152,0.42386990785598755,0.298315167427063,0.39612263441085815,0.39404502511024475,0.21906204521656036,0.22020699083805084
across,0.3903377950191498,0.14037594199180603,0.2936134934425354,0.16103634238243103,0.12086745351552963,0.26921841502189636,0.19522929191589355,0.3816230297088623,0.2698415219783783,0.36818596720695496,0.41741684079170227,1.0,0.3816230297088623,0.3579186499118805,0.17034576833248138
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.2693597674369812,0.2694292366504669,0.40389683842658997,0.2985120713710785,1.0,0.2571161389350891,0.535392165184021,0.28994160890579224,0.3816230297088623,1.0,0.3139871060848236,0.22068053483963013
continent,0.2571648955345154,0.18265019357204437,0.2647381126880646,0.2878679633140564,0.17595519125461578,0.24655956029891968,0.17484430968761444,0.3139871060848236,0.3397170901298523,0.21310271322727203,0.27653151750564575,0.3579186499118805,0.3139871060848236,1.0,0.17592057585716248
