,besides,the,north,sea,and,the,irish,channel,",",what,else,was,lowered,in,the,last,cold,phase,?
the,0.367077499628067,1.0,0.36298373341560364,0.30363768339157104,0.5171257257461548,1.0,0.20936301350593567,0.2860044836997986,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.3243449926376343,0.6662389636039734,1.0,0.3698786795139313,0.2897129952907562,0.29143109917640686,0.22068053483963013
english,0.2488657385110855,0.23982001841068268,0.14724189043045044,0.08718599379062653,0.3409043252468109,0.23982001841068268,0.42213788628578186,0.2514316141605377,0.3339248597621918,0.25060737133026123,0.13875138759613037,0.23000946640968323,0.05388374254107475,0.19623121619224548,0.23982001841068268,0.13506241142749786,0.11124052852392197,0.07614925503730774,0.23251567780971527
channel,0.10797739028930664,0.2860044836997986,0.1779143512248993,0.27030596137046814,0.24836963415145874,0.2860044836997986,0.17057526111602783,0.9999999403953552,0.18730267882347107,0.20295917987823486,0.10619256645441055,0.15624403953552246,0.1570780724287033,0.210372194647789,0.2860044836997986,0.06755853444337845,0.08420979976654053,0.17233774065971375,0.20176179707050323
",",0.340058833360672,0.4933079481124878,0.31834840774536133,0.30078184604644775,0.6633074283599854,0.4933079481124878,0.24875710904598236,0.18730267882347107,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.45456063747406006,0.22514908015727997,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.2868689298629761,0.17857486009597778,0.31091248989105225
the,0.367077499628067,1.0,0.36298373341560364,0.30363768339157104,0.5171257257461548,1.0,0.20936301350593567,0.2860044836997986,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.3243449926376343,0.6662389636039734,1.0,0.3698786795139313,0.2897129952907562,0.29143109917640686,0.22068053483963013
irish,0.11786903440952301,0.20936301350593567,0.1610693484544754,0.20820876955986023,0.23241202533245087,0.20936301350593567,1.0000001192092896,0.17057526111602783,0.24875710904598236,0.12490905076265335,0.09891622513532639,0.2472245693206787,0.15105530619621277,0.17023150622844696,0.20936301350593567,0.09934315830469131,0.10017256438732147,0.07528171688318253,0.09232300519943237
channel,0.10797739028930664,0.2860044836997986,0.1779143512248993,0.27030596137046814,0.24836963415145874,0.2860044836997986,0.17057526111602783,0.9999999403953552,0.18730267882347107,0.20295917987823486,0.10619256645441055,0.15624403953552246,0.1570780724287033,0.210372194647789,0.2860044836997986,0.06755853444337845,0.08420979976654053,0.17233774065971375,0.20176179707050323
and,0.3610946238040924,0.5171257257461548,0.2776443064212799,0.30105236172676086,1.0,0.5171257257461548,0.23241202533245087,0.24836963415145874,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.3740963041782379,0.2505112886428833,0.4954058527946472,0.5171257257461548,0.25967320799827576,0.25512415170669556,0.1999596506357193,0.20544172823429108
most,0.40786463022232056,0.47635307908058167,0.2047051340341568,0.22037747502326965,0.4309377074241638,0.47635307908058167,0.13643738627433777,0.1369544267654419,0.3636029064655304,0.3219912350177765,0.20249462127685547,0.29933857917785645,0.16829386353492737,0.41416558623313904,0.47635307908058167,0.27070826292037964,0.23038560152053833,0.16901932656764984,0.2107497900724411
of,0.3665722906589508,0.733189046382904,0.3604778051376343,0.2707739472389221,0.5116966962814331,0.733189046382904,0.1534920334815979,0.1671900898218155,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.4069072902202606,0.25023388862609863,0.5696388483047485,0.733189046382904,0.3052992522716522,0.22852186858654022,0.2589104175567627,0.1826142966747284
