,what,did,bskyb,name,their,interactive,service,?
key,0.2270265817642212,0.14891697466373444,0.19594372808933258,0.172464057803154,0.1732456088066101,0.14143165946006775,0.12975934147834778,0.18782930076122284
selling,0.22960498929023743,0.24011237919330597,0.1450648158788681,0.1031542718410492,0.2932015657424927,0.1948440819978714,0.2270209640264511,0.13581715524196625
points,0.2184005230665207,0.2069225311279297,0.1855492740869522,0.07683141529560089,0.2535620629787445,0.18918423354625702,0.14530199766159058,0.11006313562393188
were,0.22298263013362885,0.4162326455116272,0.13574530184268951,0.1580192744731903,0.43277356028556824,0.14051476120948792,0.15802285075187683,0.17890112102031708
the,0.42745697498321533,0.34736719727516174,0.20915858447551727,0.3171212375164032,0.516537070274353,0.21269570291042328,0.22661015391349792,0.22068053483963013
improvement,0.3392397165298462,0.25637286901474,0.213899165391922,0.1090744361281395,0.25814759731292725,0.2405872344970703,0.27401992678642273,0.29089033603668213
in,0.30808621644973755,0.2593238651752472,0.22606848180294037,0.2459065467119217,0.34976133704185486,0.2022063136100769,0.1740635335445404,0.20430970191955566
picture,0.306155264377594,0.20334172248840332,0.20135881006717682,0.24518343806266785,0.15037183463573456,0.32088613510131836,0.11148110032081604,0.24607865512371063
and,0.31309178471565247,0.34479495882987976,0.2175528109073639,0.21235932409763336,0.45114588737487793,0.2555690109729767,0.24532052874565125,0.20544172823429108
sound,0.25185447931289673,0.20087504386901855,0.18471156060695648,0.1443111151456833,0.2340775579214096,0.20207831263542175,0.12818637490272522,0.1954098343849182
quality,0.28952741622924805,0.21685834228992462,0.08746002614498138,0.14208285510540009,0.26496240496635437,0.23408888280391693,0.2161303460597992,0.23524069786071777
",",0.3087472915649414,0.3015086054801941,0.2852807641029358,0.28145334124565125,0.3045167922973633,0.19329924881458282,0.2389259785413742,0.31091248989105225
increased,0.1599731743335724,0.20765343308448792,0.12646733224391937,0.07669197767972946,0.3329881429672241,0.1830943077802658,0.20614351332187653,0.09587585180997849
number,0.23046229779720306,0.19046731293201447,0.16110524535179138,0.2084028571844101,0.26465821266174316,0.12712208926677704,0.16447213292121887,0.19256845116615295
of,0.33290785551071167,0.2513895630836487,0.16413870453834534,0.24075818061828613,0.4329940676689148,0.21953164041042328,0.18425606191158295,0.1826142966747284
channels,0.1923084557056427,0.0628243163228035,0.1449941098690033,0.12248557806015015,0.26712271571159363,0.26017487049102783,0.27798375487327576,0.19657258689403534
and,0.31309178471565247,0.34479495882987976,0.2175528109073639,0.21235932409763336,0.45114588737487793,0.2555690109729767,0.24532052874565125,0.20544172823429108
an,0.2821882665157318,0.22598257660865784,0.1599401980638504,0.22033736109733582,0.19624626636505127,0.19015176594257355,0.2286244034767151,0.19793890416622162
interactive,0.2204633206129074,0.12415612488985062,0.2536264657974243,0.050581760704517365,0.1999921053647995,0.9999998807907104,0.24754217267036438,0.15266580879688263
service,0.16857224702835083,0.14130860567092896,0.1887708604335785,0.16454491019248962,0.1622014343738556,0.24754217267036438,0.9999998807907104,0.1676298975944519
branded,0.15654347836971283,0.2106427252292633,0.17872868478298187,0.252493679523468,0.24964115023612976,0.20044714212417603,0.17421174049377441,0.13869881629943848
open,0.2022915631532669,0.12370607256889343,0.1688537895679474,0.09410279989242554,0.21160511672496796,0.18532462418079376,0.20290467143058777,0.20715104043483734
...,0.001098619308322668,0.04458035156130791,0.20693929493427277,0.05513063445687294,-0.029840990900993347,0.0775391235947609,0.015896135941147804,-0.07163430005311966
.,0.3567904531955719,0.35288307070732117,0.2844841778278351,0.24737101793289185,0.34427863359451294,0.22846215963363647,0.2115515172481537,0.4130953550338745
now,0.4903225302696228,0.2646316885948181,0.2086615115404129,0.26047030091285706,0.22290214896202087,0.15362659096717834,0.2026185840368271,0.29641881585121155
called,0.3235960602760315,0.277748167514801,0.19806021451950073,0.30947911739349365,0.33472323417663574,0.2129209041595459,0.17257089912891388,0.18963319063186646
sky,0.16493305563926697,0.19922639429569244,0.2902737259864807,0.17572557926177979,0.15749290585517883,0.17971549928188324,0.09141623228788376,0.11270341277122498
active,0.2610722482204437,0.16150157153606415,0.1584472954273224,0.11193583160638809,0.20165523886680603,0.4044168293476105,0.2714463174343109,0.20374006032943726
",",0.3087472915649414,0.3015086054801941,0.2852807641029358,0.28145334124565125,0.3045167922973633,0.19329924881458282,0.2389259785413742,0.31091248989105225
bskyb,0.17457032203674316,0.15346096456050873,1.0000001192092896,0.2800062596797943,0.12142784148454666,0.2536264657974243,0.1887708604335785,0.2979319989681244
competed,0.16552218794822693,0.2318863868713379,0.18490326404571533,0.19769756495952606,0.17770135402679443,0.1658390760421753,0.1023213341832161,0.08153866976499557
with,0.2464839518070221,0.25472134351730347,0.18421940505504608,0.17897967994213104,0.4258328378200531,0.28228864073753357,0.20442402362823486,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.20915858447551727,0.3171212375164032,0.516537070274353,0.21269570291042328,0.22661015391349792,0.22068053483963013
ondigital,0.2035539597272873,0.12195608019828796,0.30399289727211,0.11906802654266357,0.19987747073173523,0.349508672952652,0.25828835368156433,0.15229390561580658
(,0.2411840260028839,0.18979617953300476,0.3475780487060547,0.2706909477710724,0.15721023082733154,0.145523801445961,0.13752473890781403,0.40561532974243164
later,0.2517229914665222,0.38386887311935425,0.1992107629776001,0.2509414553642273,0.26787713170051575,0.2083120346069336,0.2776340842247009,0.1417175978422165
itv,0.1658191829919815,0.07018956542015076,0.2161550670862198,0.16055405139923096,0.22497563064098358,0.28740233182907104,0.2256045937538147,0.16615986824035645
digital,0.1757969856262207,0.10377924144268036,0.2244831621646881,0.07755120098590851,0.19136942923069,0.36837321519851685,0.2400941252708435,0.12982943654060364
),0.26259949803352356,0.18584993481636047,0.3711942136287689,0.2638341188430786,0.1549641638994217,0.16627070307731628,0.17408718168735504,0.42300865054130554
terrestrial,0.13171201944351196,0.08567497134208679,0.11298311501741409,0.13557204604148865,0.2335493117570877,0.28808504343032837,0.20304758846759796,0.09166651964187622
offering,0.24005436897277832,0.27247557044029236,0.16237151622772217,0.09039480984210968,0.2773721516132355,0.2016591876745224,0.2881702780723572,0.15441901981830597
and,0.31309178471565247,0.34479495882987976,0.2175528109073639,0.21235932409763336,0.45114588737487793,0.2555690109729767,0.24532052874565125,0.20544172823429108
cable,0.14582780003547668,0.11801295727491379,0.1711769700050354,0.01859240233898163,0.1558828353881836,0.25622743368148804,0.2994803488254547,0.13993921875953674
services,0.16048473119735718,0.14472568035125732,0.16261135041713715,0.09585019946098328,0.2087407410144806,0.24323032796382904,0.7696225047111511,0.1328447163105011
.,0.3567904531955719,0.35288307070732117,0.2844841778278351,0.24737101793289185,0.34427863359451294,0.22846215963363647,0.2115515172481537,0.4130953550338745
