,how,were,most,city,officials,elected,in,the,1960s,?
in,0.2601168751716614,0.3815755248069763,0.41416558623313904,0.3911624252796173,0.2958538830280304,0.21190309524536133,1.0,0.6662389636039734,0.0007937865448184311,0.20430970191955566
the,0.33890387415885925,0.3906462490558624,0.47635307908058167,0.35769423842430115,0.36026763916015625,0.23167964816093445,0.6662389636039734,1.0,-0.06868536025285721,0.22068053483963013
mid-1960s,0.1390167474746704,0.23644974827766418,0.22125935554504395,0.23992584645748138,0.14438562095165253,0.10231007635593414,0.27691489458084106,0.3168981075286865,0.33774328231811523,0.03703929856419563
",",0.22659391164779663,0.36755475401878357,0.3636029064655304,0.35839709639549255,0.2280198484659195,0.2476319521665573,0.5201468467712402,0.4933079481124878,0.019510770216584206,0.31091248989105225
corruption,0.21010781824588776,0.21010510623455048,0.2410544902086258,0.18464027345180511,0.4120592474937439,0.3298684060573578,0.17617714405059814,0.23319530487060547,-0.04047951102256775,0.16485145688056946
scandals,0.1753539890050888,0.2603442072868347,0.17479290068149567,0.13439463078975677,0.37988805770874023,0.2530435621738434,0.15211819112300873,0.24596554040908813,-0.0841536745429039,0.1665831059217453
began,0.2146909385919571,0.36624985933303833,0.2036214917898178,0.17396773397922516,0.2957186996936798,0.17602354288101196,0.34154343605041504,0.3059147596359253,-0.051835063844919205,0.1370266228914261
to,0.44169697165489197,0.31913647055625916,0.321603000164032,0.20300441980361938,0.30127477645874023,0.21424545347690582,0.45010748505592346,0.535392165184021,-0.1955609768629074,0.29463258385658264
arise,0.3002604842185974,0.1441449075937271,0.20209409296512604,0.020501626655459404,0.18871918320655823,0.16181640326976776,0.1991400420665741,0.2816307544708252,-0.0740819126367569,0.2458506077528
among,0.24921207129955292,0.35641026496887207,0.5484373569488525,0.12592841684818268,0.23543958365917206,0.222636878490448,0.3211768567562103,0.3507058024406433,0.004475373309105635,0.14343059062957764
many,0.4425291419029236,0.4804460406303406,0.6236066222190857,0.21416836977005005,0.2677854299545288,0.13487686216831207,0.41474202275276184,0.4335206151008606,-0.07060643285512924,0.2124512493610382
of,0.2480744868516922,0.34038281440734863,0.4178851246833801,0.32503411173820496,0.2648431658744812,0.2767166793346405,0.5696388483047485,0.733189046382904,-0.02275673858821392,0.1826142966747284
the,0.33890387415885925,0.3906462490558624,0.47635307908058167,0.35769423842430115,0.36026763916015625,0.23167964816093445,0.6662389636039734,1.0,-0.06868536025285721,0.22068053483963013
city,0.12024712562561035,0.20383071899414062,0.24853192269802094,1.0,0.25635331869125366,0.2438550442457199,0.3911624252796173,0.35769423842430115,0.20555178821086884,0.13423943519592285
's,-0.026164190843701363,0.007088581565767527,0.024445664137601852,0.004406440537422895,-0.013425166718661785,-0.09862285107374191,-0.037580832839012146,-0.01540423184633255,0.03265397250652313,-0.023395681753754616
officials,0.1970158815383911,0.3753359913825989,0.1771499514579773,0.25635331869125366,0.9999999403953552,0.3315611779689789,0.2958538830280304,0.36026763916015625,-0.07542618364095688,0.1505519449710846
",",0.22659391164779663,0.36755475401878357,0.3636029064655304,0.35839709639549255,0.2280198484659195,0.2476319521665573,0.5201468467712402,0.4933079481124878,0.019510770216584206,0.31091248989105225
who,0.4070430099964142,0.3188014328479767,0.35393568873405457,0.21073515713214874,0.2880614995956421,0.3117038309574127,0.2792111933231354,0.3733934462070465,-0.1590687334537506,0.26220351457595825
were,0.2082374095916748,1.0000001192092896,0.3543298542499542,0.20383071899414062,0.3753359913825989,0.13310495018959045,0.3815755248069763,0.3906462490558624,-0.12044279277324677,0.17890112102031708
mainly,0.29285627603530884,0.30168282985687256,0.4784960150718689,0.19823536276817322,0.15967266261577606,0.09014533460140228,0.353954017162323,0.3790479004383087,-0.009937630034983158,0.07608037441968918
elected,0.15145733952522278,0.13310495018959045,0.15644453465938568,0.2438550442457199,0.3315611779689789,0.9999999403953552,0.21190309524536133,0.23167964816093445,0.006673571653664112,0.1966295689344406
through,0.2704794108867645,0.20187680423259735,0.22759674489498138,0.2258801907300949,0.1947641521692276,0.1588456928730011,0.38533157110214233,0.44071322679519653,-0.07282517850399017,0.16913433372974396
the,0.33890387415885925,0.3906462490558624,0.47635307908058167,0.35769423842430115,0.36026763916015625,0.23167964816093445,0.6662389636039734,1.0,-0.06868536025285721,0.22068053483963013
traditional,0.16357043385505676,0.26198744773864746,0.23436321318149567,0.1383301317691803,0.2173261046409607,0.10236693173646927,0.2736763060092926,0.25703898072242737,0.07512500137090683,0.1327509582042694
old,0.1789429783821106,0.254345178604126,0.16599895060062408,0.21707527339458466,0.14930196106433868,0.146627277135849,0.2865324318408966,0.31849798560142517,0.0855056494474411,0.20577076077461243
boy,0.22117550671100616,0.19631589949131012,0.15398149192333221,0.19127240777015686,0.09699104726314545,0.10434621572494507,0.1783042699098587,0.21782036125659943,0.021665945649147034,0.1530727595090866
network,0.22464405000209808,0.14680062234401703,0.19864733517169952,0.20680741965770721,0.16861915588378906,0.10065874457359314,0.19496823847293854,0.27187061309814453,0.013882561586797237,0.17853789031505585
.,0.3287222981452942,0.3378238379955292,0.35404038429260254,0.29856356978416443,0.2312975823879242,0.2512674033641815,0.5591574311256409,0.5934505462646484,-0.011392645537853241,0.4130953550338745
