,who,are,the,oldest,villains,from,the,doctor,who,series,?
the,0.3733934462070465,0.40399202704429626,1.0,0.30836519598960876,0.3171585202217102,0.40150508284568787,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
dalek,0.26398393511772156,0.09771958738565445,0.2987383306026459,0.036724187433719635,0.3080804944038391,0.2139125019311905,0.2987383306026459,0.3300686180591583,0.26398393511772156,0.31478747725486755,0.17070545256137848
race,0.2020239681005478,0.144009530544281,0.2584857642650604,0.09385281801223755,0.21261478960514069,0.18965262174606323,0.2584857642650604,0.1474248766899109,0.2020239681005478,0.24908703565597534,0.1390368491411209
",",0.3365725874900818,0.4062570035457611,0.4933079481124878,0.23638197779655457,0.22338718175888062,0.39760664105415344,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
which,0.3688730001449585,0.42922598123550415,0.6521818041801453,0.19479234516620636,0.2252649962902069,0.38755592703819275,0.6521818041801453,0.19030126929283142,0.3688730001449585,0.2484029233455658,0.25814583897590637
first,0.39065709710121155,0.20306691527366638,0.49448907375335693,0.3863387405872345,0.137858584523201,0.23348960280418396,0.49448907375335693,0.27244147658348083,0.39065709710121155,0.3264976441860199,0.18701928853988647
appeared,0.22738154232501984,0.20065969228744507,0.30265679955482483,0.27005764842033386,0.35488539934158325,0.12841914594173431,0.30265679955482483,0.23563694953918457,0.22738154232501984,0.4297882914543152,0.1384376585483551
in,0.2792111933231354,0.3841303884983063,0.6662389636039734,0.33251360058784485,0.23332110047340393,0.4274188280105591,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.2914260923862457,0.20430970191955566
the,0.3733934462070465,0.40399202704429626,1.0,0.30836519598960876,0.3171585202217102,0.40150508284568787,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
show,0.2095358669757843,0.26362085342407227,0.319829523563385,0.10565026104450226,0.2984521687030792,0.2004580795764923,0.319829523563385,0.2094513326883316,0.2095358669757843,0.41789430379867554,0.2520138621330261
's,0.05599616840481758,-0.008927806280553341,-0.01540423184633255,-0.014085551723837852,-0.03934960812330246,-0.01936490088701248,-0.01540423184633255,0.031664930284023285,0.05599616840481758,0.0006390819908119738,-0.023395681753754616
second,0.21920166909694672,0.13331100344657898,0.4620301127433777,0.28283050656318665,0.1308838576078415,0.222062349319458,0.4620301127433777,0.20181342959403992,0.21920166909694672,0.24665457010269165,0.17239587008953094
serial,0.1957370638847351,0.17997011542320251,0.1900636851787567,0.07735806703567505,0.18733103573322296,0.07415053248405457,0.1900636851787567,0.2744404375553131,0.1957370638847351,0.35013672709465027,0.15233060717582703
in,0.2792111933231354,0.3841303884983063,0.6662389636039734,0.33251360058784485,0.23332110047340393,0.4274188280105591,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.2914260923862457,0.20430970191955566
1963,-0.045281361788511276,0.005619055591523647,0.03728247061371803,-0.013248560950160027,0.06796681880950928,0.04075048863887787,0.03728247061371803,0.008513279259204865,-0.045281361788511276,0.038042102009058,0.03411978855729103
",",0.3365725874900818,0.4062570035457611,0.4933079481124878,0.23638197779655457,0.22338718175888062,0.39760664105415344,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.31091248989105225
are,0.27294138073921204,1.0,0.40399202704429626,0.17896027863025665,0.2310284972190857,0.2674213647842407,0.40399202704429626,0.12730668485164642,0.27294138073921204,0.2139665186405182,0.24591213464736938
doctor,0.3504868149757385,0.12730668485164642,0.2820442318916321,0.09536710381507874,0.2981138229370117,0.15658842027187347,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.2712797522544861,0.1462511420249939
who,0.9999998807907104,0.27294138073921204,0.3733934462070465,0.2502763569355011,0.34644028544425964,0.27839982509613037,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.21484537422657013,0.26220351457595825
's,0.05599616840481758,-0.008927806280553341,-0.01540423184633255,-0.014085551723837852,-0.03934960812330246,-0.01936490088701248,-0.01540423184633255,0.031664930284023285,0.05599616840481758,0.0006390819908119738,-0.023395681753754616
oldest,0.2502763569355011,0.17896027863025665,0.30836519598960876,0.9999999403953552,0.06260816007852554,0.1716088354587555,0.30836519598960876,0.09536710381507874,0.2502763569355011,0.17983874678611755,0.14864160120487213
villains,0.34644028544425964,0.2310284972190857,0.3171585202217102,0.06260816007852554,1.0000001192092896,0.1625698208808899,0.3171585202217102,0.2981138229370117,0.34644028544425964,0.3929831385612488,0.22336946427822113
.,0.3541337847709656,0.3452940285205841,0.5934505462646484,0.2520267069339752,0.2412782609462738,0.41536515951156616,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.4130953550338745
