,on,january,7,",",2016,",",it,was,confirmed,that,which,start,would,join,coldplay,for,the,halftime,show,?
on,0.9999999403953552,0.3576357066631317,-0.10819486528635025,0.49057599902153015,-0.03417709469795227,0.49057599902153015,0.4529881477355957,0.3909217119216919,0.2786523103713989,0.42569106817245483,0.4245251417160034,0.2699633240699768,0.35589995980262756,0.235531285405159,0.328664094209671,0.36199691891670227,0.5107308030128479,0.3158947825431824,0.3708709180355072,0.2714994251728058
january,0.3576357066631317,1.0000001192092896,0.09296425431966782,0.4213674068450928,-0.22341735661029816,0.4213674068450928,0.23898674547672272,0.3933098316192627,0.2638392448425293,0.2010406255722046,0.1371559500694275,0.1514292061328888,0.2550308406352997,0.15848420560359955,0.1838347464799881,0.27304044365882874,0.2467057853937149,0.26013413071632385,0.23123203217983246,0.28608936071395874
7,-0.10819486528635025,0.09296425431966782,1.0,0.07715427130460739,-0.22408530116081238,0.07715427130460739,-0.11655915528535843,0.002381215337663889,-0.08369076997041702,-0.24410472810268402,-0.21589960157871246,-0.14483511447906494,-0.1984405219554901,2.6727142540039495e-05,-0.20110511779785156,-0.11536749452352524,-0.1142377033829689,-0.07494499534368515,-0.22373177111148834,-0.15092156827449799
",",0.49057599902153015,0.4213674068450928,0.07715427130460739,1.0000001192092896,-0.10076791793107986,1.0000001192092896,0.48329564929008484,0.45456063747406006,0.18906112015247345,0.4137537479400635,0.3658004403114319,0.2934366464614868,0.32586824893951416,0.23633374273777008,0.27876466512680054,0.4464869201183319,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
2016,-0.03417709469795227,-0.22341735661029816,-0.22408530116081238,-0.10076791793107986,0.9999999403953552,-0.10076791793107986,0.08751232922077179,-0.009529631584882736,0.04477734491229057,0.19183695316314697,0.14482253789901733,0.08610550314188004,0.10351062566041946,0.08925528079271317,-0.025646686553955078,0.054391246289014816,0.11571308970451355,-0.04406431317329407,0.01463150791823864,-0.12147852033376694
",",0.49057599902153015,0.4213674068450928,0.07715427130460739,1.0000001192092896,-0.10076791793107986,1.0000001192092896,0.48329564929008484,0.45456063747406006,0.18906112015247345,0.4137537479400635,0.3658004403114319,0.2934366464614868,0.32586824893951416,0.23633374273777008,0.27876466512680054,0.4464869201183319,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
pepsi,0.1770431101322174,0.07831358164548874,-0.08267843723297119,0.1703396439552307,0.006769211497157812,0.1703396439552307,0.22822420299053192,0.1975443810224533,0.08527527004480362,0.1439032405614853,0.216170996427536,0.18357034027576447,0.1332070529460907,0.15023452043533325,0.278208464384079,0.2070825845003128,0.18690350651741028,0.3297680616378784,0.1906755268573761,0.09204287827014923
confirmed,0.2786523103713989,0.2638392448425293,-0.08369076997041702,0.18906112015247345,0.04477734491229057,0.18906112015247345,0.19953522086143494,0.29274246096611023,1.0000001192092896,0.3167957365512848,0.21503883600234985,0.17699015140533447,0.30726590752601624,0.1561887115240097,0.20357553660869598,0.18403750658035278,0.2951974868774414,0.1671355962753296,0.24821922183036804,0.20580808818340302
to,0.41031414270401,0.20270398259162903,-0.1819358468055725,0.44245919585227966,0.1695822924375534,0.44245919585227966,0.513711154460907,0.3636345863342285,0.16451583802700043,0.5436353087425232,0.5345056653022766,0.33345553278923035,0.5965728163719177,0.34188714623451233,0.3219316899776459,0.4451248347759247,0.535392165184021,0.2790384590625763,0.29833272099494934,0.29463258385658264
the,0.5107308030128479,0.2467057853937149,-0.1142377033829689,0.4933079481124878,0.11571308970451355,0.4933079481124878,0.6251175999641418,0.48711544275283813,0.2951974868774414,0.5473989248275757,0.6521818041801453,0.3656389117240906,0.4133751392364502,0.3205963969230652,0.2809646725654602,0.4739971458911896,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
associated,0.17161807417869568,0.08648809790611267,-0.14733949303627014,0.27184680104255676,0.11158592998981476,0.27184680104255676,0.141479954123497,0.16673633456230164,0.24008508026599884,0.2675568461418152,0.3083685338497162,0.1619780957698822,0.18882761895656586,0.16357816755771637,0.20813310146331787,0.22591517865657806,0.2742886245250702,0.19763417541980743,0.19267937541007996,0.1453326791524887
press,0.21994465589523315,0.1154836118221283,-0.08515718579292297,0.27518972754478455,0.03840528801083565,0.27518972754478455,0.16808027029037476,0.20932909846305847,0.12257643043994904,0.20627392828464508,0.17202308773994446,0.18626466393470764,0.14380162954330444,0.1383388340473175,0.2511794865131378,0.14614221453666687,0.2519533634185791,0.2610447406768799,0.1894695907831192,0.14048311114311218
that,0.42569106817245483,0.2010406255722046,-0.24410472810268402,0.4137537479400635,0.19183695316314697,0.4137537479400635,0.5921133160591125,0.33670201897621155,0.3167957365512848,1.0,0.6894589066505432,0.34617605805397034,0.5895259380340576,0.2849005162715912,0.25482890009880066,0.4137635827064514,0.5473989248275757,0.255509614944458,0.3486354649066925,0.32716336846351624
beyoncé,0.2736927270889282,0.18084724247455597,-0.09410170465707779,0.2718474268913269,-0.058302827179431915,0.2718474268913269,0.21432335674762726,0.20747771859169006,0.16656257212162018,0.1907527595758438,0.17179223895072937,0.17154672741889954,0.20711424946784973,0.06121592968702316,0.5033506155014038,0.1585460603237152,0.2099055051803589,0.4306446313858032,0.2562267482280731,0.25188755989074707
",",0.49057599902153015,0.4213674068450928,0.07715427130460739,1.0000001192092896,-0.10076791793107986,1.0000001192092896,0.48329564929008484,0.45456063747406006,0.18906112015247345,0.4137537479400635,0.3658004403114319,0.2934366464614868,0.32586824893951416,0.23633374273777008,0.27876466512680054,0.4464869201183319,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.2340552806854248,0.20979668200016022,-0.12122417241334915,0.3365725874900818,0.040347352623939514,0.3365725874900818,0.2868398427963257,0.3318818509578705,0.22889703512191772,0.45444270968437195,0.3688730001449585,0.19137756526470184,0.3632977604866028,0.23541292548179626,0.21639695763587952,0.37110671401023865,0.3733934462070465,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.32002466917037964,0.2611895799636841,-0.24078728258609772,0.28681400418281555,0.03394545242190361,0.28681400418281555,0.21286597847938538,0.22705139219760895,0.13187363743782043,0.25257185101509094,0.23312006890773773,0.2127302587032318,0.34287533164024353,0.18567483127117157,0.3842167556285858,0.24607887864112854,0.2894550859928131,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.5107308030128479,0.2467057853937149,-0.1142377033829689,0.4933079481124878,0.11571308970451355,0.4933079481124878,0.6251175999641418,0.48711544275283813,0.2951974868774414,0.5473989248275757,0.6521818041801453,0.3656389117240906,0.4133751392364502,0.3205963969230652,0.2809646725654602,0.4739971458911896,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.1569211632013321,0.08795880526304245,-0.11163666844367981,0.22322475910186768,-0.016256341710686684,0.22322475910186768,0.19638319313526154,0.21420986950397491,0.12631838023662567,0.18258553743362427,0.25759580731391907,0.17184150218963623,0.16404198110103607,0.08734320104122162,0.1792786419391632,0.22938419878482819,0.21959073841571808,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.1334993690252304,0.13797584176063538,-0.12705844640731812,0.1810409277677536,0.014497322961688042,0.1810409277677536,0.1748591959476471,0.21915455162525177,0.09218712896108627,0.10987387597560883,0.23468568921089172,0.13478977978229523,0.17156143486499786,0.11428006738424301,0.2318706214427948,0.24430087208747864,0.21576224267482758,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.1790473908185959,0.2022586315870285,-0.08950351178646088,0.27670788764953613,-0.019670696929097176,0.27670788764953613,0.2153843492269516,0.3066164255142212,0.21149155497550964,0.20321029424667358,0.2609062194824219,0.18362346291542053,0.26098549365997314,0.19067984819412231,0.2444736659526825,0.24236133694648743,0.2988950312137604,0.5093367695808411,0.21301409602165222,0.19350703060626984
halftime,0.3158947825431824,0.26013413071632385,-0.07494499534368515,0.3626100420951843,-0.04406431317329407,0.3626100420951843,0.2551548480987549,0.3564006984233856,0.1671355962753296,0.255509614944458,0.27708420157432556,0.20728443562984467,0.2520970106124878,0.16589093208312988,0.5025559067726135,0.31425946950912476,0.31780552864074707,1.0000001192092896,0.3664279878139496,0.21138669550418854
show,0.3708709180355072,0.23123203217983246,-0.22373177111148834,0.31928569078445435,0.01463150791823864,0.31928569078445435,0.2669452726840973,0.20142383873462677,0.24821922183036804,0.3486354649066925,0.32096749544143677,0.21123769879341125,0.23511441051959991,0.1672564297914505,0.28030601143836975,0.3141973614692688,0.319829523563385,0.3664279878139496,0.9999999403953552,0.2520138621330261
and,0.4077630043029785,0.24588775634765625,-0.012642918154597282,0.6633074283599854,-0.004591997247189283,0.6633074283599854,0.40957894921302795,0.3740963041782379,0.20325973629951477,0.4731321930885315,0.506277859210968,0.2890162169933319,0.34921059012413025,0.319981187582016,0.25966835021972656,0.5064792633056641,0.5171257257461548,0.34601953625679016,0.3455478549003601,0.20544172823429108
