,how,much,money,did,john,jacob,astor,iv,provide,tesla,with,?
in,0.2601168751716614,0.2725222110748291,0.2393328845500946,0.2593238651752472,0.22177861630916595,0.18649332225322723,0.21867625415325165,0.16810548305511475,0.1910654902458191,0.17097744345664978,0.4080928862094879,0.20430970191955566
1899,0.01757843792438507,0.03460980951786041,0.05537983775138855,0.02170962281525135,-0.08643735945224762,-0.007403956726193428,-0.14866529405117035,-0.08285588026046753,-0.040954142808914185,-0.1665361374616623,-0.0016166812274605036,-0.09203046560287476
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.23961079120635986,0.23320573568344116,0.3132045865058899,0.234211266040802,0.20966707170009613,0.20599327981472015,0.4120737314224243,0.31091248989105225
john,0.16882067918777466,0.0944211557507515,0.18082590401172638,0.18785913288593292,1.0000001192092896,0.29748907685279846,0.24896055459976196,0.19317975640296936,0.1716294288635254,0.16234931349754333,0.1736196130514145,0.13162356615066528
jacob,0.15801729261875153,0.05773770064115524,0.18830734491348267,0.1499553918838501,0.29748907685279846,1.0000001192092896,0.3663964867591858,0.24128636717796326,0.06389322876930237,0.10896113514900208,0.1792673021554947,0.11618305742740631
astor,0.09179399162530899,0.07562709599733353,0.09219232201576233,0.12745295464992523,0.24896055459976196,0.3663964867591858,1.0000001192092896,0.21802383661270142,0.1260172426700592,0.14406681060791016,0.19226980209350586,0.14222437143325806
iv,0.1476476490497589,0.17052163183689117,0.1367640197277069,0.10158560425043106,0.19317975640296936,0.24128636717796326,0.21802383661270142,1.0000001192092896,0.10641954839229584,0.1345568746328354,0.23810821771621704,0.16932271420955658
invested,0.16888678073883057,0.3058937191963196,0.5289795994758606,0.2700634300708771,0.22469943761825562,0.13815464079380035,0.21756385266780853,0.15703286230564117,0.29341772198677063,0.23758970201015472,0.19576507806777954,0.13308873772621155
$,0.18718640506267548,0.205519899725914,0.49513715505599976,0.23203131556510925,0.14879006147384644,0.1488463282585144,0.1484498232603073,0.07867322117090225,0.15432752668857574,0.23458653688430786,0.18037788569927216,0.2786129117012024
"100,000",0.10288455337285995,0.010383859276771545,0.11984963715076447,0.10198205709457397,0.1557489037513733,0.16470511257648468,0.07559937238693237,0.0679791197180748,0.01025679986923933,0.14123524725437164,0.06411270052194595,0.035472359508275986
for,0.3308170735836029,0.2994346022605896,0.3105318546295166,0.318512886762619,0.22649751603603363,0.16698147356510162,0.18184232711791992,0.11562367528676987,0.42299434542655945,0.13983871042728424,0.39140474796295166,0.264628142118454
tesla,0.19128404557704926,0.20609156787395477,0.1636640876531601,0.09757418930530548,0.16234931349754333,0.10896113514900208,0.14406681060791016,0.1345568746328354,0.1830475628376007,0.9999999403953552,0.16424812376499176,0.10250775516033173
to,0.44169697165489197,0.40610215067863464,0.3124290704727173,0.4452643394470215,0.2070634365081787,0.1503329575061798,0.20034965872764587,0.18148545920848846,0.3479624092578888,0.17548894882202148,0.4239959120750427,0.29463258385658264
further,0.3163740038871765,0.32079142332077026,0.17270435392856598,0.216647207736969,0.1470048427581787,0.08439923077821732,0.047050945460796356,0.20609033107757568,0.2834337055683136,0.12437186390161514,0.20288193225860596,0.20960763096809387
develop,0.2612045705318451,0.28559422492980957,0.15986239910125732,0.21923236548900604,0.049519576132297516,0.12664929032325745,0.11736433953046799,0.14341235160827637,0.3293642997741699,0.14901486039161682,0.2685096859931946,0.15784582495689392
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.34479495882987976,0.21634717285633087,0.2081736922264099,0.22594130039215088,0.22124527394771576,0.32960009574890137,0.19560420513153076,0.5477725267410278,0.20544172823429108
produce,0.24825716018676758,0.28528735041618347,0.2073962390422821,0.21033655107021332,0.13913080096244812,0.04062468186020851,0.08993999660015106,0.1645471602678299,0.43741223216056824,0.148891881108284,0.3382980525493622,0.19229066371917725
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.2552328109741211,0.20638683438301086,0.20690475404262543,0.2129538208246231,0.23253464698791504,0.26036545634269714,0.2211925983428955,0.3783375024795532,0.23916715383529663
new,0.20832711458206177,0.21660366654396057,0.2387741506099701,0.227974995970726,0.21047446131706238,0.21255618333816528,0.2150687426328659,0.18936152756214142,0.1687231808900833,0.15999311208724976,0.24325589835643768,0.14782847464084625
lighting,0.2469988465309143,0.2920077443122864,0.21066875755786896,0.19960185885429382,0.16455720365047455,0.19184629619121552,0.12232080101966858,0.14111946523189545,0.28705713152885437,0.23439070582389832,0.22154001891613007,0.13502714037895203
system,0.282820463180542,0.29001396894454956,0.17691157758235931,0.1967303454875946,0.07997302711009979,0.03999786823987961,0.02368590235710144,0.1264430731534958,0.24529114365577698,0.18243813514709473,0.14296101033687592,0.15556083619594574
.,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.35288307070732117,0.26428887248039246,0.2510308623313904,0.30079877376556396,0.23869569599628448,0.23842981457710266,0.17949827015399933,0.4446153938770294,0.4130953550338745
