,what,mountain,has,snow,on,it,all,year,round,?
the,0.42745697498321533,0.2931090295314789,0.4177538752555847,0.20050467550754547,0.5107308030128479,0.6251175999641418,0.4860881567001343,0.3609684407711029,0.19933617115020752,0.22068053483963013
climate,0.2854173183441162,0.2763109803199768,0.2747833728790283,0.3057892620563507,0.23228000104427338,0.2797223627567291,0.17586977779865265,0.2137959748506546,0.24470137059688568,0.19998492300510406
is,0.28837618231773376,0.24294321238994598,0.5668748617172241,0.2117786705493927,0.3635730445384979,0.6328473687171936,0.2553904056549072,0.2402215600013733,0.13961920142173767,0.22961433231830597
cooler,0.23187673091888428,0.26929187774658203,0.13676021993160248,0.3076590299606323,0.20403580367565155,0.32039862871170044,0.1836428940296173,0.21315118670463562,0.198080375790596,0.16162197291851044
in,0.30808621644973755,0.2510811388492584,0.4173259735107422,0.1431034654378891,0.46853652596473694,0.5130809545516968,0.3335905969142914,0.3359307050704956,0.17063008248806,0.20430970191955566
the,0.42745697498321533,0.2931090295314789,0.4177538752555847,0.20050467550754547,0.5107308030128479,0.6251175999641418,0.4860881567001343,0.3609684407711029,0.19933617115020752,0.22068053483963013
savannah,0.21864354610443115,0.2742806375026703,0.1403130143880844,0.16590335965156555,0.23052701354026794,0.15453417599201202,0.17883652448654175,0.13131004571914673,0.16717620193958282,0.13179418444633484
grasslands,0.13739465177059174,0.34967541694641113,0.20679143071174622,0.2828402817249298,0.20152418315410614,0.2510865032672882,0.215090811252594,0.15378105640411377,0.16442717611789703,0.12032455950975418
around,0.27475327253341675,0.18956243991851807,0.3532881736755371,0.18101778626441956,0.43118709325790405,0.4002610445022583,0.32713553309440613,0.28177201747894287,0.3208502233028412,0.14729668200016022
the,0.42745697498321533,0.2931090295314789,0.4177538752555847,0.20050467550754547,0.5107308030128479,0.6251175999641418,0.4860881567001343,0.3609684407711029,0.19933617115020752,0.22068053483963013
capital,0.17967931926250458,0.21753135323524475,0.19167733192443848,0.06812053173780441,0.15679915249347687,0.27145886421203613,0.12404133379459381,0.16104143857955933,0.04080093652009964,0.0907452180981636
city,0.17493832111358643,0.2097252905368805,0.2476206123828888,0.07628240436315536,0.2549738585948944,0.3001909852027893,0.2016284465789795,0.24964560568332672,0.13662020862102509,0.13423943519592285
",",0.3087472915649414,0.2732870280742645,0.3734780251979828,0.30345797538757324,0.49057599902153015,0.48329564929008484,0.425624817609787,0.28560417890548706,0.2113574892282486,0.31091248989105225
nairobi,0.11782442778348923,0.19226522743701935,0.17930594086647034,0.11725854873657227,0.14835165441036224,0.14491456747055054,0.18036621809005737,0.12508277595043182,0.13978253304958344,0.10651574283838272
",",0.3087472915649414,0.2732870280742645,0.3734780251979828,0.30345797538757324,0.49057599902153015,0.48329564929008484,0.425624817609787,0.28560417890548706,0.2113574892282486,0.31091248989105225
and,0.31309178471565247,0.2430269569158554,0.43716782331466675,0.22931338846683502,0.4077630043029785,0.40957894921302795,0.4542157053947449,0.2506658732891083,0.23684285581111908,0.20544172823429108
especially,0.3590192496776581,0.15483303368091583,0.2626020014286041,0.15942761301994324,0.2636910676956177,0.3746242821216583,0.46453845500946045,0.11355814337730408,0.09721843898296356,0.19751401245594025
closer,0.2976917326450348,0.1927276849746704,0.22877046465873718,0.18735650181770325,0.2639085054397583,0.3276117444038391,0.24246695637702942,0.1415897160768509,0.15358854830265045,0.13396333158016205
to,0.455847829580307,0.21757690608501434,0.3619994819164276,0.21711038053035736,0.41031414270401,0.513711154460907,0.42520734667778015,0.23523004353046417,0.22003763914108276,0.29463258385658264
mount,0.158494234085083,0.6109114289283752,0.11347582191228867,0.20464420318603516,0.24330584704875946,0.1590072512626648,0.1298583745956421,0.2063789814710617,0.022079378366470337,0.10283114016056061
kenya,0.18398970365524292,0.211822047829628,0.18851779401302338,0.09423886984586716,0.18445201218128204,0.11538690328598022,0.18323364853858948,0.12500852346420288,0.08578295260667801,0.17197901010513306
",",0.3087472915649414,0.2732870280742645,0.3734780251979828,0.30345797538757324,0.49057599902153015,0.48329564929008484,0.425624817609787,0.28560417890548706,0.2113574892282486,0.31091248989105225
which,0.5261979103088379,0.21732185781002045,0.4350704550743103,0.21450702846050262,0.4245251417160034,0.616637647151947,0.50777268409729,0.242343008518219,0.203120157122612,0.25814583897590637
has,0.20338068902492523,0.1760430932044983,1.0,0.19699400663375854,0.34604379534721375,0.41962623596191406,0.3343993127346039,0.2526876926422119,0.19466140866279602,0.15994466841220856
snow,0.16016478836536407,0.39851027727127075,0.19699400663375854,0.9999999403953552,0.20982666313648224,0.23722630739212036,0.1726563572883606,0.1987401396036148,0.16023914515972137,0.1894082874059677
permanently,0.28570064902305603,0.05675220489501953,0.30293065309524536,0.16074207425117493,0.32867303490638733,0.33658871054649353,0.35411688685417175,0.1727917194366455,0.13766266405582428,0.20149491727352142
on,0.34226128458976746,0.14727307856082916,0.34604379534721375,0.20982666313648224,0.9999999403953552,0.4529881477355957,0.3832052946090698,0.27628999948501587,0.20528747141361237,0.2714994251728058
its,0.30393704771995544,0.1947786659002304,0.4627293348312378,0.16237875819206238,0.34331920742988586,0.5786119699478149,0.29717665910720825,0.15338382124900818,0.17297323048114777,0.15103481709957123
peaks,0.14241227507591248,0.509854793548584,0.27876919507980347,0.31508609652519226,0.22310031950473785,0.2519649565219879,0.1512383669614792,0.16546380519866943,0.14388011395931244,0.07843611389398575
.,0.3567904531955719,0.19740812480449677,0.4105546176433563,0.25120657682418823,0.49257001280784607,0.5593622326850891,0.43406882882118225,0.32538118958473206,0.218585804104805,0.4130953550338745
