,which,country,'s,arms,purchase,from,the,us,became,5,times,more,than,israel,?
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.2508765757083893,0.242343470454216,0.40150508284568787,1.0,0.25727739930152893,0.36325156688690186,0.09255307912826538,0.29093852639198303,0.39758381247520447,0.3227543234825134,0.21617624163627625,0.22068053483963013
ussr,0.15631438791751862,0.29147812724113464,0.08307108283042908,0.18332654237747192,0.10348737239837646,0.16104823350906372,0.19452720880508423,0.26010969281196594,0.2645612359046936,0.11573782563209534,0.15884195268154144,0.16379468142986298,0.12269750982522964,0.30258744955062866,0.0990586206316948
's,0.03856118768453598,0.0747150406241417,0.9999999403953552,-0.04347587376832962,0.08398998528718948,-0.01936490088701248,-0.01540423184633255,0.032960113137960434,0.0067522358149290085,-0.00032236112747341394,-0.048017483204603195,0.032942235469818115,0.0585811510682106,-0.03163225203752518,-0.023395681753754616
invasion,0.25346121191978455,0.196080282330513,-0.029328476637601852,0.11818727850914001,0.20703881978988647,0.2551499009132385,0.32296645641326904,0.18124361336231232,0.24553288519382477,0.08250872790813446,0.1543119102716446,0.12267506122589111,0.08455227315425873,0.232857808470726,0.18923960626125336
of,0.5011631846427917,0.28866857290267944,-0.03817026689648628,0.30713436007499695,0.21814467012882233,0.4249346852302551,0.733189046382904,0.23568789660930634,0.3638904094696045,0.1043979674577713,0.24352745711803436,0.30478984117507935,0.33036211133003235,0.18146966397762299,0.1826142966747284
afghanistan,0.18384934961795807,0.35425978899002075,-0.012016630731523037,0.2175930291414261,0.10462108254432678,0.13156113028526306,0.28314414620399475,0.17131318151950836,0.16503269970417023,0.19996289908885956,0.16698424518108368,0.14546871185302734,0.14382430911064148,0.2999638617038727,0.1478135734796524
was,0.2830964922904968,0.24557247757911682,0.008974763564765453,0.1302802860736847,0.20900961756706238,0.31171464920043945,0.48711544275283813,0.19898231327533722,0.6575068235397339,-0.020029501989483833,0.2859917879104614,0.21525104343891144,0.1872616857290268,0.20472826063632965,0.18412111699581146
only,0.5654799342155457,0.2164556235074997,0.08984304964542389,0.18111629784107208,0.2596029043197632,0.32145237922668457,0.5497692227363586,0.25581082701683044,0.2669161558151245,0.058913279324769974,0.28596800565719604,0.46864160895347595,0.4272705018520355,0.1525261402130127,0.2767370045185089
one,0.510688066482544,0.26064035296440125,0.06913424283266068,0.2046997994184494,0.22594687342643738,0.32194891571998596,0.5514441132545471,0.24666564166545868,0.3227209746837616,-0.004785112105309963,0.3664974272251129,0.42017561197280884,0.43810948729515076,0.19961485266685486,0.2673267424106598
sign,0.19895142316818237,0.1181623786687851,-0.018721353262662888,0.2595212459564209,0.1863948553800583,0.1588657796382904,0.22875791788101196,0.1870710700750351,0.13235250115394592,0.08150697499513626,0.1896236687898636,0.1621842086315155,0.13283461332321167,0.19528579711914062,0.21454890072345734
of,0.5011631846427917,0.28866857290267944,-0.03817026689648628,0.30713436007499695,0.21814467012882233,0.4249346852302551,0.733189046382904,0.23568789660930634,0.3638904094696045,0.1043979674577713,0.24352745711803436,0.30478984117507935,0.33036211133003235,0.18146966397762299,0.1826142966747284
insecurity,0.29594770073890686,0.18406537175178528,-0.015296838246285915,0.2059289962053299,0.25543686747550964,0.1240888461470604,0.2664186358451843,0.22243498265743256,0.10544038563966751,0.08461461961269379,0.13821043074131012,0.2897352874279022,0.22678373754024506,0.2016381472349167,0.21826902031898499
in,0.4840516746044159,0.3040012717247009,-0.037580832839012146,0.2064935863018036,0.18969708681106567,0.4274188280105591,0.6662389636039734,0.19746538996696472,0.31047213077545166,0.0862177163362503,0.2427823841571808,0.32563260197639465,0.3270052373409271,0.2300325185060501,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.2508765757083893,0.242343470454216,0.40150508284568787,1.0,0.25727739930152893,0.36325156688690186,0.09255307912826538,0.29093852639198303,0.39758381247520447,0.3227543234825134,0.21617624163627625,0.22068053483963013
region,0.2328231930732727,0.3093109428882599,-0.058744437992572784,0.13263939321041107,0.1097138524055481,0.2132602334022522,0.35020557045936584,0.15098236501216888,0.15544679760932922,0.11787256598472595,0.17451511323451996,0.1528862714767456,0.1909969598054886,0.16273503005504608,0.13441751897335052
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.1768338978290558,0.220005065202713,0.39760664105415344,0.4933079481124878,0.3120202422142029,0.2798398435115814,0.10738879442214966,0.2897866368293762,0.3696524500846863,0.3371901512145996,0.22234781086444855,0.31091248989105225
also,0.6566565632820129,0.2604532539844513,-0.0014726108638569713,0.2175152599811554,0.25785940885543823,0.33783096075057983,0.6021018624305725,0.20712785422801971,0.3172256350517273,0.08312567323446274,0.36468109488487244,0.40204599499702454,0.3524617850780487,0.21366660296916962,0.21848613023757935
marked,0.3083769381046295,0.1728018969297409,-0.04582768306136131,0.13093213737010956,0.1621374934911728,0.22576399147510529,0.36085957288742065,0.11054085195064545,0.14865003526210785,0.056125249713659286,0.18913650512695312,0.26321911811828613,0.21419739723205566,0.19977393746376038,0.1466940939426422
by,0.40543368458747864,0.24224938452243805,-0.010884488001465797,0.137846902012825,0.20879317820072174,0.3373257517814636,0.4408751428127289,0.1641579419374466,0.24051691591739655,0.08931587636470795,0.18494531512260437,0.2627272307872772,0.2015816867351532,0.19110596179962158,0.17966607213020325
increased,0.3345912992954254,0.15605659782886505,-0.021304117515683174,0.13469161093235016,0.24589799344539642,0.2075282633304596,0.3188653886318207,0.16640371084213257,0.28667330741882324,0.04944956675171852,0.23471438884735107,0.3940040171146393,0.337054044008255,0.11006730794906616,0.09587585180997849
american,0.16603466868400574,0.24713923037052155,0.01565130427479744,0.1169707179069519,0.19894614815711975,0.20110583305358887,0.24562937021255493,0.23595276474952698,0.2360076755285263,0.01941673830151558,0.1456955522298813,0.14813844859600067,0.15590941905975342,0.19279639422893524,0.18877598643302917
weapons,0.25235727429389954,0.18032661080360413,0.022701945155858994,0.38997241854667664,0.2587521970272064,0.1950843185186386,0.24496999382972717,0.16904890537261963,0.1674916297197342,0.09507878869771957,0.1399221569299698,0.27054867148399353,0.22942300140857697,0.2369929552078247,0.12573792040348053
sales,0.21815170347690582,0.24710923433303833,0.04694020748138428,0.1482897251844406,0.39612507820129395,0.170639768242836,0.18809081614017487,0.26691579818725586,0.18902748823165894,0.02000669203698635,0.2236744463443756,0.17964425683021545,0.20694603025913239,0.19252991676330566,0.12966734170913696
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.1768338978290558,0.220005065202713,0.39760664105415344,0.4933079481124878,0.3120202422142029,0.2798398435115814,0.10738879442214966,0.2897866368293762,0.3696524500846863,0.3371901512145996,0.22234781086444855,0.31091248989105225
technology,0.24444639682769775,0.1521449089050293,0.021618375554680824,0.1232558861374855,0.1940956562757492,0.21710312366485596,0.21669498085975647,0.24311088025569916,0.192862868309021,0.053174298256635666,0.16687217354774475,0.2770879864692688,0.24258168041706085,0.22476769983768463,0.11564995348453522
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.1768338978290558,0.220005065202713,0.39760664105415344,0.4933079481124878,0.3120202422142029,0.2798398435115814,0.10738879442214966,0.2897866368293762,0.3696524500846863,0.3371901512145996,0.22234781086444855,0.31091248989105225
and,0.506277859210968,0.30884742736816406,0.06895173341035843,0.22193017601966858,0.1929796040058136,0.3601827025413513,0.5171257257461548,0.25715014338493347,0.31226563453674316,0.027511591091752052,0.2611900568008423,0.39880692958831787,0.39361441135406494,0.24438269436359406,0.20544172823429108
