,what,does,the,premier,of,victoria,need,to,lead,in,the,legislative,assembly,?
the,0.42745697498321533,0.35928019881248474,1.0,0.22658593952655792,0.733189046382904,0.2204313427209854,0.2594960331916809,0.535392165184021,0.21995973587036133,0.6662389636039734,1.0,0.27501925826072693,0.2524827718734741,0.22068053483963013
premier,0.1411381959915161,0.145207479596138,0.22658593952655792,1.0000001192092896,0.17136150598526,0.243954598903656,0.14196628332138062,0.170038640499115,0.1162363812327385,0.1662118285894394,0.22658593952655792,0.2963140904903412,0.27913933992385864,0.1292608082294464
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.17136150598526,1.0,0.2505437433719635,0.24285943806171417,0.41548454761505127,0.19835850596427917,0.5696388483047485,0.733189046382904,0.34083476662635803,0.2946469783782959,0.1826142966747284
victoria,0.1194850504398346,0.09501408785581589,0.2204313427209854,0.243954598903656,0.2505437433719635,1.0,0.14650169014930725,0.18328198790550232,0.14195561408996582,0.20823122560977936,0.2204313427209854,0.2750515341758728,0.19721461832523346,0.12246892601251602
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.16525724530220032,0.4854315221309662,0.1633591204881668,0.25332385301589966,0.42745086550712585,0.18414030969142914,0.5394441485404968,0.5823672413825989,0.19055356085300446,0.20304200053215027,0.22961433231830597
the,0.42745697498321533,0.35928019881248474,1.0,0.22658593952655792,0.733189046382904,0.2204313427209854,0.2594960331916809,0.535392165184021,0.21995973587036133,0.6662389636039734,1.0,0.27501925826072693,0.2524827718734741,0.22068053483963013
leader,0.15734966099262238,0.11083410680294037,0.27799519896507263,0.33236950635910034,0.24122127890586853,0.1442997008562088,0.04776392877101898,0.2050279974937439,0.3221946954727173,0.22669851779937744,0.27799519896507263,0.3002748191356659,0.2844410836696625,0.09527933597564697
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.17136150598526,1.0,0.2505437433719635,0.24285943806171417,0.41548454761505127,0.19835850596427917,0.5696388483047485,0.733189046382904,0.34083476662635803,0.2946469783782959,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.22658593952655792,0.733189046382904,0.2204313427209854,0.2594960331916809,0.535392165184021,0.21995973587036133,0.6662389636039734,1.0,0.27501925826072693,0.2524827718734741,0.22068053483963013
political,0.21846716105937958,0.16916483640670776,0.20477235317230225,0.23720869421958923,0.27319738268852234,0.15933498740196228,0.14701475203037262,0.2065112292766571,0.19392256438732147,0.22136160731315613,0.20477235317230225,0.39102065563201904,0.25203606486320496,0.17130474746227264
party,0.2398013323545456,0.12533284723758698,0.23779736459255219,0.29575684666633606,0.23662418127059937,0.17201867699623108,0.15929731726646423,0.1893671154975891,0.1821892410516739,0.20446790754795074,0.23779736459255219,0.39268338680267334,0.3534826636314392,0.19031576812267303
or,0.33867141604423523,0.4248845875263214,0.4174870550632477,0.1205095425248146,0.3792596757411957,0.18136298656463623,0.44836896657943726,0.38921234011650085,0.16931064426898956,0.3586423695087433,0.4174870550632477,0.1901261955499649,0.15397265553474426,0.32389625906944275
coalition,0.15644073486328125,0.11554526537656784,0.27709540724754333,0.2726099491119385,0.2811764180660248,0.1933957040309906,0.2027796357870102,0.2121596485376358,0.2061878889799118,0.21407485008239746,0.27709540724754333,0.4041561484336853,0.32834863662719727,0.13521195948123932
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.11164984107017517,0.41827285289764404,0.1835653930902481,0.3471839725971222,0.4239959120750427,0.22399857640266418,0.4080928862094879,0.4223487675189972,0.15561223030090332,0.0917874276638031,0.2433311939239502
the,0.42745697498321533,0.35928019881248474,1.0,0.22658593952655792,0.733189046382904,0.2204313427209854,0.2594960331916809,0.535392165184021,0.21995973587036133,0.6662389636039734,1.0,0.27501925826072693,0.2524827718734741,0.22068053483963013
most,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.1814558357000351,0.4178851246833801,0.13849598169326782,0.2803893983364105,0.321603000164032,0.2786058783531189,0.41416558623313904,0.47635307908058167,0.1945943534374237,0.1398802101612091,0.2107497900724411
seats,0.12961463630199432,0.17345929145812988,0.25880131125450134,0.2985132336616516,0.22482673823833466,0.0854765996336937,0.1627415120601654,0.19008702039718628,0.11213085055351257,0.26510122418403625,0.25880131125450134,0.4075150787830353,0.4038045108318329,0.10678832978010178
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.1662118285894394,0.5696388483047485,0.20823122560977936,0.2129468470811844,0.45010748505592346,0.2055644989013672,1.0,0.6662389636039734,0.24765221774578094,0.2425609529018402,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.22658593952655792,0.733189046382904,0.2204313427209854,0.2594960331916809,0.535392165184021,0.21995973587036133,0.6662389636039734,1.0,0.27501925826072693,0.2524827718734741,0.22068053483963013
legislative,0.22232688963413239,0.19523118436336517,0.27501925826072693,0.2963140904903412,0.34083476662635803,0.2750515341758728,0.16998372972011566,0.2195226103067398,0.15746396780014038,0.24765221774578094,0.27501925826072693,1.0,0.6298572421073914,0.1654243916273117
assembly,0.21462371945381165,0.19503043591976166,0.2524827718734741,0.27913933992385864,0.2946469783782959,0.19721461832523346,0.1413755863904953,0.19874803721904755,0.11564581096172333,0.2425609529018402,0.2524827718734741,0.6298572421073914,1.0000001192092896,0.1488889455795288
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.24304081499576569,0.5352458953857422,0.23069117963314056,0.26852357387542725,0.4645031690597534,0.2305188626050949,0.5591574311256409,0.5934505462646484,0.25327762961387634,0.21666362881660461,0.4130953550338745
