,how,much,did,tesla,say,edison,offered,him,to,redesign,his,motor,and,generators,?
according,0.29424387216567993,0.14022965729236603,0.19118738174438477,0.1259038746356964,0.4232216477394104,0.08422379195690155,0.24508599936962128,0.2088497281074524,0.28520727157592773,0.14678546786308289,0.2082674354314804,0.08896692097187042,0.30645591020584106,0.16191349923610687,0.21173474192619324
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.17548894882202148,0.38071900606155396,0.21176284551620483,0.28788384795188904,0.4702378511428833,1.0,0.2795473635196686,0.3715193271636963,0.2615114748477936,0.48971283435821533,0.28079837560653687,0.29463258385658264
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.9999999403953552,0.14495143294334412,0.35526686906814575,0.18253490328788757,0.14682093262672424,0.17548894882202148,0.27121442556381226,0.1580733060836792,0.3617369830608368,0.19560420513153076,0.3713798522949219,0.10250775516033173
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.35129812359809875,0.29400110244750977,0.2527843713760376,0.31121695041656494,0.44245919585227966,0.19554999470710754,0.3378419280052185,0.16592276096343994,0.6633074283599854,0.21559548377990723,0.31091248989105225
edison,0.18610601127147675,0.2123875617980957,0.1372239738702774,0.35526686906814575,0.13784845173358917,0.9999999403953552,0.13795453310012817,0.23542621731758118,0.21176284551620483,0.24526290595531464,0.23870864510536194,0.24692992866039276,0.13864636421203613,0.280499666929245,0.10244420915842056
remarked,0.24810059368610382,0.2572703957557678,0.3043137490749359,0.10332846641540527,0.3137296736240387,0.14807498455047607,0.3260195255279541,0.26237401366233826,0.19984547793865204,0.2994083762168884,0.3692777454853058,0.06280883401632309,0.20596833527088165,0.061017006635665894,0.18968826532363892
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.35129812359809875,0.29400110244750977,0.2527843713760376,0.31121695041656494,0.44245919585227966,0.19554999470710754,0.3378419280052185,0.16592276096343994,0.6633074283599854,0.21559548377990723,0.31091248989105225
``,-0.01591024175286293,0.02682921104133129,-0.029888948425650597,0.04274534806609154,0.062410302460193634,-0.09557203948497772,-0.02993505261838436,0.00810333713889122,0.06720756739377975,-0.1372903287410736,0.008275155909359455,-0.0210040882229805,0.036644238978624344,-0.03827578201889992,0.0685480609536171
there,0.3328511416912079,0.31076255440711975,0.29736605286598206,0.16046448051929474,0.4026152193546295,0.1455366313457489,0.25572699308395386,0.2208515703678131,0.40669289231300354,0.18147367238998413,0.19937020540237427,0.12061309069395065,0.4242868423461914,0.29132476449012756,0.29405656456947327
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.06449045985937119,0.02346254698932171,0.0115949846804142,0.008031184785068035,0.004161491058766842,0.03782717138528824,0.013663898222148418,0.047556519508361816,0.061700910329818726,0.06895173341035843,-0.028738614171743393,-0.023395681753754616
fifty,0.21776624023914337,0.18841643631458282,0.13867560029029846,0.10209890455007553,0.2138105183839798,0.20728814601898193,0.18791978061199188,0.23361249268054962,0.15846364200115204,0.08088651299476624,0.2596501111984253,0.10496962815523148,0.29475322365760803,0.2114950716495514,0.14250896871089935
thousand,0.22628572583198547,0.2921014726161957,0.13012854754924774,0.1782107651233673,0.19710524380207062,0.19494953751564026,0.16760462522506714,0.16583436727523804,0.2559698224067688,0.141279399394989,0.19356000423431396,0.0867188349366188,0.2791053056716919,0.24243144690990448,0.15439848601818085
dollars,0.23213273286819458,0.24132972955703735,0.2074357569217682,0.22256800532341003,0.23199355602264404,0.248203843832016,0.27141645550727844,0.20302489399909973,0.23776228725910187,0.20312458276748657,0.1760411113500595,0.12560778856277466,0.21760207414627075,0.24378038942813873,0.21298730373382568
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.17097744345664978,0.26482993364334106,0.22187061607837677,0.2690350115299225,0.2284061461687088,0.45010748505592346,0.13725560903549194,0.3598145842552185,0.21732762455940247,0.4954058527946472,0.21081826090812683,0.20430970191955566
it,0.36714982986450195,0.48116767406463623,0.2993364930152893,0.17596082389354706,0.34911516308784485,0.2527583837509155,0.18176734447479248,0.33292555809020996,0.513711154460907,0.31968578696250916,0.2876833975315094,0.266870379447937,0.40957894921302795,0.1807386428117752,0.25732165575027466
