,what,type,of,measurements,result,under,schrodinger,equations,when,using,operators,instead,of,newtonian,variables,?
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.31845712661743164,0.33617642521858215,0.2380402684211731,0.2214515507221222,0.28450173139572144,0.4959332048892975,0.4070901870727539,0.24093040823936462,0.4313099682331085,0.45148900151252747,0.31748896837234497,0.3034801781177521,0.3155723512172699
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.22828327119350433,0.18269969522953033,0.19055907428264618,0.19309301674365997,0.15093590319156647,0.34538573026657104,0.2739419937133789,0.1599206030368805,0.20971685647964478,0.3909035325050354,0.1637669801712036,0.13714884221553802,0.15994466841220856
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2816277742385864,0.27778977155685425,0.3348022699356079,0.24251551926136017,0.1991964876651764,0.5091903209686279,0.28364112973213196,0.2580118775367737,0.3940567970275879,0.733189046382904,0.2466065138578415,0.1977231651544571,0.22068053483963013
consequence,0.29853200912475586,0.2025766521692276,0.27524054050445557,0.28277716040611267,0.46945327520370483,0.20391806960105896,0.17790691554546356,0.2739681303501129,0.2985667884349823,0.17354406416416168,0.1601346731185913,0.2675788700580597,0.27524054050445557,0.2708328664302826,0.322028785943985,0.196389839053154
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3300677537918091,0.3031747341156006,0.26447200775146484,0.2560777962207794,0.3369891047477722,0.5860282182693481,0.4372335970401764,0.26861971616744995,0.43556153774261475,0.41498205065727234,0.34650975465774536,0.29175400733947754,0.32716336846351624
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2816277742385864,0.27778977155685425,0.3348022699356079,0.24251551926136017,0.1991964876651764,0.5091903209686279,0.28364112973213196,0.2580118775367737,0.3940567970275879,0.733189046382904,0.2466065138578415,0.1977231651544571,0.22068053483963013
results,0.2425258755683899,0.15221865475177765,0.19509612023830414,0.3858273923397064,0.5997092127799988,0.1749030202627182,0.2447015792131424,0.37890419363975525,0.28323301672935486,0.28800272941589355,0.22640421986579895,0.23650868237018585,0.19509612023830414,0.2895909249782562,0.3249085545539856,0.21797199547290802
of,0.33290785551071167,0.18112817406654358,1.0,0.2575634717941284,0.231380432844162,0.32766106724739075,0.24432553350925446,0.186348557472229,0.3757161796092987,0.24298200011253357,0.20075355470180511,0.31208282709121704,1.0,0.21370476484298706,0.197788804769516,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.25912022590637207,0.2767398953437805,0.18317826092243195,0.26007547974586487,0.17679406702518463,0.44397395849227905,0.32226553559303284,0.1817789375782013,0.3737732470035553,0.5052502155303955,0.25690916180610657,0.2785695791244507,0.23916715383529663
measurement,0.29204270243644714,0.2217167168855667,0.26198503375053406,0.9331248998641968,0.26126623153686523,0.16541214287281036,0.22319871187210083,0.48609256744384766,0.2195417732000351,0.40287137031555176,0.27265340089797974,0.21288029849529266,0.26198503375053406,0.4247560203075409,0.4980211555957794,0.18654219806194305
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.3057207465171814,0.18835392594337463,0.2196284979581833,0.1722678691148758,0.28725799918174744,0.29873907566070557,0.3385874032974243,0.3102693557739258,0.32666558027267456,0.39081433415412903,0.23432455956935883,0.3091547191143036,0.24591213464736938
now,0.4903225302696228,0.15984998643398285,0.29182544350624084,0.13212983310222626,0.15635468065738678,0.2369835525751114,0.21534542739391327,0.185241237282753,0.38253819942474365,0.20785295963287354,0.2904798090457916,0.2941703200340271,0.29182544350624084,0.126662015914917,0.14867056906223297,0.29641881585121155
sometimes,0.34229418635368347,0.29955020546913147,0.296434611082077,0.29763516783714294,0.21927744150161743,0.1611728072166443,0.21150754392147064,0.22029589116573334,0.412046879529953,0.33269453048706055,0.23224443197250366,0.4614614248275757,0.296434611082077,0.24177710711956024,0.3076373040676117,0.1751544177532196
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.18304914236068726,0.13586843013763428,-0.001388426753692329,0.005190805997699499,0.15236277878284454,0.07174111902713776,0.09494099766016006,0.06789937615394592,0.08816583454608917,0.06780257821083069,0.07257217913866043,0.21952009201049805,0.0685480609536171
quantized,0.34977829456329346,0.19087915122509003,0.3447130024433136,0.46249595284461975,0.2781487703323364,0.20201389491558075,0.3305840790271759,0.498497873544693,0.3190538287162781,0.31451424956321716,0.26657381653785706,0.27513760328292847,0.3447130024433136,0.4026294946670532,0.4375223219394684,0.24396228790283203
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.05182231590151787,0.030314194038510323,0.07581566274166107,-0.01873696967959404,0.051985982805490494,-0.07688097655773163,0.051351990550756454,0.01283932849764824,0.02831893041729927,0.13035868108272552,0.016112251207232475,0.047772590070962906,0.018684765323996544
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24993771314620972,0.23341737687587738,0.24875585734844208,0.38805103302001953,0.22271932661533356,0.36674630641937256,0.27050045132637024,0.26630493998527527,0.32166025042533875,0.4946078956127167,0.22930824756622314,0.20117178559303284,0.31091248989105225
i.e,0.06545200943946838,-0.12145988643169403,-0.09192006289958954,-0.05680949613451958,-0.04458813741803169,-0.004062830936163664,0.057631660252809525,0.04872426390647888,0.012486375868320465,-0.11820705235004425,-0.11542375385761261,-0.07836420089006424,-0.09192006289958954,0.02307099662721157,-0.053165994584560394,-0.00816641841083765
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26048997044563293,0.31092435121536255,0.2901604175567627,0.3638042211532593,0.23421989381313324,0.475719153881073,0.3629456162452698,0.19080603122711182,0.3707379400730133,0.5352458953857422,0.191025048494339,0.21261359751224518,0.4130953550338745
,what,type,of,measurements,result,under,schrodinger,equations,when,using,operators,instead,of,newtonian,variables,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2816277742385864,0.27778977155685425,0.3348022699356079,0.24251551926136017,0.1991964876651764,0.5091903209686279,0.28364112973213196,0.2580118775367737,0.3940567970275879,0.733189046382904,0.2466065138578415,0.1977231651544571,0.22068053483963013
notion,0.3655226528644562,0.1421927809715271,0.23985852301120758,0.35236528515815735,0.274939626455307,0.15905697643756866,0.33407115936279297,0.4467298090457916,0.2135757952928543,0.18642067909240723,0.17096197605133057,0.175624281167984,0.23985852301120758,0.4132412374019623,0.369952917098999,0.20487375557422638
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.18304914236068726,0.13586843013763428,-0.001388426753692329,0.005190805997699499,0.15236277878284454,0.07174111902713776,0.09494099766016006,0.06789937615394592,0.08816583454608917,0.06780257821083069,0.07257217913866043,0.21952009201049805,0.0685480609536171
force,0.16915984451770782,0.1093105673789978,0.27094775438308716,0.21147915720939636,0.23025190830230713,0.23522435128688812,0.1960548311471939,0.26144513487815857,0.24609562754631042,0.21101342141628265,0.2620830535888672,0.1860058307647705,0.27094775438308716,0.2523835301399231,0.18889755010604858,0.1650998443365097
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.05182231590151787,0.030314194038510323,0.07581566274166107,-0.01873696967959404,0.051985982805490494,-0.07688097655773163,0.051351990550756454,0.01283932849764824,0.02831893041729927,0.13035868108272552,0.016112251207232475,0.047772590070962906,0.018684765323996544
keeps,0.21853329241275787,0.15814848244190216,0.24374237656593323,0.18070487678050995,0.1967838853597641,0.1727781593799591,0.17982372641563416,0.20550623536109924,0.3508352041244507,0.2619287669658661,0.17167577147483826,0.3156678378582001,0.24374237656593323,0.2478758990764618,0.16458827257156372,0.21800975501537323
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.2893802225589752,0.21931473910808563,0.16538003087043762,0.20820584893226624,0.13691440224647522,0.34032323956489563,0.2085333913564682,0.17974896728992462,0.2632089853286743,0.48690423369407654,0.18160782754421234,0.24287563562393188,0.15103481709957123
meaning,0.24135559797286987,0.17157350480556488,0.2447882443666458,0.26213040947914124,0.19533297419548035,0.19804543256759644,0.12368547916412354,0.1595432609319687,0.2646935284137726,0.23802471160888672,0.1307176649570465,0.2868279218673706,0.2447882443666458,0.2182234674692154,0.19820867478847504,0.20420892536640167
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.20795248448848724,0.25670310854911804,0.2535393238067627,0.2875301241874695,0.19343294203281403,0.4431333839893341,0.2717311978340149,0.24833154678344727,0.28091272711753845,0.5696388483047485,0.2062251716852188,0.15370500087738037,0.20430970191955566
quantum,0.3095471262931824,0.18317517638206482,0.24717314541339874,0.3591393828392029,0.18135248124599457,0.11855140328407288,0.43875959515571594,0.5374217629432678,0.25451797246932983,0.20735104382038116,0.284130334854126,0.19201555848121643,0.24717314541339874,0.4558109641075134,0.41893211007118225,0.20770002901554108
mechanics,0.3135516941547394,0.1538291722536087,0.27608323097229004,0.325629860162735,0.17025896906852722,0.17218783497810364,0.33578720688819885,0.5642503499984741,0.26580020785331726,0.20492447912693024,0.3011137545108795,0.1847352832555771,0.27608323097229004,0.45457255840301514,0.37024611234664917,0.15634238719940186
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24993771314620972,0.23341737687587738,0.24875585734844208,0.38805103302001953,0.22271932661533356,0.36674630641937256,0.27050045132637024,0.26630493998527527,0.32166025042533875,0.4946078956127167,0.22930824756622314,0.20117178559303284,0.31091248989105225
