,to,where,was,luther,'s,final,journey,?
luther,0.18029534816741943,0.15538732707500458,0.19185513257980347,1.0,-0.009990512393414974,0.1673239916563034,0.17352430522441864,0.1732746809720993
's,0.03782717138528824,0.0007701900321990252,0.008974763564765453,-0.009990512393414974,0.9999999403953552,0.03147284314036369,0.0539570115506649,-0.023395681753754616
final,0.26099109649658203,0.24793905019760132,0.23547481000423431,0.1673239916563034,0.03147284314036369,1.0000001192092896,0.18435871601104736,0.17315025627613068
journey,0.31875574588775635,0.21481096744537354,0.24955794215202332,0.17352430522441864,0.0539570115506649,0.18435871601104736,0.9999998807907104,0.06391996890306473
",",0.44245919585227966,0.3149496018886566,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.24864837527275085,0.18947862088680267,0.31091248989105225
to,1.0,0.47735077142715454,0.3636345863342285,0.18029534816741943,0.03782717138528824,0.26099109649658203,0.31875574588775635,0.29463258385658264
mansfeld,0.22356681525707245,0.20345570147037506,0.25422683358192444,0.29925280809402466,0.06852786988019943,0.1932479441165924,0.15229693055152893,0.17363522946834564
",",0.44245919585227966,0.3149496018886566,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.24864837527275085,0.18947862088680267,0.31091248989105225
was,0.3636345863342285,0.20731619000434875,1.0000001192092896,0.19185513257980347,0.008974763564765453,0.23547481000423431,0.24955794215202332,0.18412111699581146
taken,0.2772596478462219,0.2766433358192444,0.27550867199897766,0.15287843346595764,0.00031501424382440746,0.2034369558095932,0.15892797708511353,0.17662954330444336
because,0.5166091918945312,0.46146172285079956,0.3841400742530823,0.19194559752941132,0.05210670828819275,0.20451335608959198,0.2136554718017578,0.2528740465641022
of,0.41548454761505127,0.38066378235816956,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.24563951790332794,0.19444577395915985,0.1826142966747284
his,0.3715193271636963,0.29880598187446594,0.4405253231525421,0.27093374729156494,0.047556519508361816,0.23884177207946777,0.3368515968322754,0.18075084686279297
concern,0.29657939076423645,0.21561159193515778,0.18855349719524384,0.1542375087738037,-0.05571746826171875,0.09577830135822296,0.11812548339366913,0.3455961048603058
for,0.4451248347759247,0.38599511981010437,0.3863949179649353,0.12958186864852905,-0.07241261005401611,0.25346213579177856,0.22633793950080872,0.264628142118454
his,0.3715193271636963,0.29880598187446594,0.4405253231525421,0.27093374729156494,0.047556519508361816,0.23884177207946777,0.3368515968322754,0.18075084686279297
siblings,0.26539236307144165,0.16530412435531616,0.1398232877254486,0.11298762261867523,0.05341656878590584,0.1434556543827057,0.21544860303401947,0.11957439035177231
',0.34544456005096436,0.24928376078605652,0.33675912022590637,0.142246812582016,0.07651367038488388,0.2008785605430603,0.1543855369091034,0.330942302942276
families,0.23536086082458496,0.17831707000732422,0.17975707352161407,0.1367785483598709,-0.016350451856851578,0.061016470193862915,0.1670820266008377,0.14422203600406647
continuing,0.35663074254989624,0.2215125858783722,0.24030117690563202,0.1969110667705536,-0.02682144194841385,0.219939723610878,0.21340711414813995,0.16484299302101135
in,0.45010748505592346,0.5344807505607605,0.45514053106307983,0.20523880422115326,-0.037580832839012146,0.25512343645095825,0.1607937216758728,0.20430970191955566
their,0.44619059562683105,0.3356108069419861,0.2396296262741089,0.1988239735364914,-0.005530759692192078,0.2108406126499176,0.2018994837999344,0.1898253709077835
father,0.2544635832309723,0.26822009682655334,0.3492507338523865,0.2816010117530823,0.029256420210003853,0.15069352090358734,0.2583790123462677,0.14826634526252747
hans,0.13112299144268036,0.049414269626140594,0.21729552745819092,0.31312668323516846,0.013335803523659706,0.1576956957578659,0.15451548993587494,0.10353465378284454
luther,0.18029534816741943,0.15538732707500458,0.19185513257980347,1.0,-0.009990512393414974,0.1673239916563034,0.17352430522441864,0.1732746809720993
's,0.03782717138528824,0.0007701900321990252,0.008974763564765453,-0.009990512393414974,0.9999999403953552,0.03147284314036369,0.0539570115506649,-0.023395681753754616
copper,0.2497592717409134,0.17751622200012207,0.14463649690151215,0.05735950171947479,0.016527391970157623,0.09132601320743561,0.1510925590991974,0.0947067067027092
mining,0.21731622517108917,0.2639174461364746,0.2141381800174713,0.08261378854513168,0.019188188016414642,0.09610435366630554,0.19787727296352386,0.11012917757034302
trade,0.2781698405742645,0.19738349318504333,0.19989590346813202,0.12120672315359116,0.08304908871650696,0.09588264673948288,0.2723986506462097,0.09336511790752411
.,0.4645031690597534,0.41390106081962585,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.24325628578662872,0.1895405799150467,0.4130953550338745
