,in,what,episode,did,dudley,simpson,play,a,music,conductor,?
he,0.41690486669540405,0.3114890456199646,0.20637604594230652,0.3292143940925598,0.2911922335624695,0.1965101659297943,0.3066076636314392,0.4393508732318878,0.2946212589740753,0.2727166712284088,0.2089974731206894
also,0.5073733329772949,0.42747777700424194,0.22503605484962463,0.39334940910339355,0.1752920150756836,0.20275597274303436,0.28485944867134094,0.5149940252304077,0.2528270483016968,0.15206724405288696,0.21848613023757935
made,0.25271502137184143,0.23419176042079926,0.1798514574766159,0.3068731725215912,0.1498526781797409,0.07469392567873001,0.17698843777179718,0.3180864453315735,0.20374998450279236,0.19591866433620453,0.17218779027462006
a,0.539380669593811,0.3320399522781372,0.211050882935524,0.2552328109741211,0.19359606504440308,0.22852788865566254,0.21130098402500153,1.0,0.2234005630016327,0.1892196089029312,0.23916715383529663
cameo,0.16329823434352875,0.11767672002315521,0.42778947949409485,0.17710497975349426,0.21231897175312042,0.296644389629364,0.22529643774032593,0.22883743047714233,0.22587712109088898,0.25990232825279236,0.1534770429134369
appearance,0.26000332832336426,0.17546585202217102,0.3896676003932953,0.21570497751235962,0.1576981097459793,0.12361811846494675,0.23430100083351135,0.2928169071674347,0.17243222892284393,0.2086065709590912,0.17315366864204407
in,1.0,0.30808621644973755,0.19184806942939758,0.2593238651752472,0.1809740513563156,0.22717128694057465,0.24321173131465912,0.539380669593811,0.22969312965869904,0.19538220763206482,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.34736719727516174,0.21380428969860077,0.23521888256072998,0.24793598055839539,0.5829201340675354,0.2714049816131592,0.16887977719306946,0.22068053483963013
talons,0.22290395200252533,0.16390325129032135,0.1766202449798584,0.17719793319702148,0.13542689383029938,0.13355009257793427,0.11929481476545334,0.3427911400794983,0.17688030004501343,0.11440838128328323,0.18084977567195892
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.2513895630836487,0.22010725736618042,0.1791120320558548,0.15350224077701569,0.5052502155303955,0.25892743468284607,0.1300535798072815,0.1826142966747284
weng-chiang,0.1934247463941574,0.17319472134113312,0.22207239270210266,0.20849519968032837,0.23197244107723236,0.21303707361221313,0.11418533325195312,0.1869601011276245,0.12463581562042236,0.18009909987449646,0.21943016350269318
(,0.3087427020072937,0.2411840260028839,0.19250941276550293,0.18979617953300476,0.27494165301322937,0.15098623931407928,0.14077092707157135,0.3206180930137634,0.17256039381027222,0.2427772432565689,0.40561532974243164
as,0.3887844979763031,0.31749409437179565,0.27605700492858887,0.3596470057964325,0.23719987273216248,0.20231620967388153,0.2074424922466278,0.39550232887268066,0.18681322038173676,0.188624307513237,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.211050882935524,0.2552328109741211,0.19359606504440308,0.22852788865566254,0.21130098402500153,1.0,0.2234005630016327,0.1892196089029312,0.23916715383529663
music,0.22969312965869904,0.23070453107357025,0.16775518655776978,0.21389511227607727,0.16214875876903534,0.09295149147510529,0.3460933268070221,0.2234005630016327,1.0,0.411465585231781,0.18264494836330414
hall,0.23692627251148224,0.10849796235561371,0.11716320365667343,0.12469075620174408,0.28493374586105347,0.20145967602729797,0.17458097636699677,0.23568391799926758,0.20910896360874176,0.2285146266222,0.13520537316799164
conductor,0.19538220763206482,0.10958052426576614,0.11889982968568802,0.15291637182235718,0.22447547316551208,0.11241292953491211,0.19948989152908325,0.1892196089029312,0.411465585231781,1.0,0.10427379608154297
),0.3326910734176636,0.26259949803352356,0.1890215277671814,0.18584993481636047,0.25012093782424927,0.13731203973293304,0.149582639336586,0.3640355169773102,0.18973706662654877,0.244134783744812,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.23102888464927673,0.35288307070732117,0.2620043158531189,0.29926401376724243,0.25552695989608765,0.50484299659729,0.3013017475605011,0.18483777344226837,0.4130953550338745
