,when,did,kenya,become,an,independent,country,?
in,0.4431333839893341,0.2593238651752472,0.23621977865695953,0.23238378763198853,0.2605783939361572,0.2794609069824219,0.3040012717247009,0.20430970191955566
this,0.4959332048892975,0.3609912693500519,0.167129248380661,0.32014283537864685,0.41881775856018066,0.26078376173973083,0.2617904841899872,0.3155723512172699
way,0.3943900763988495,0.34534135460853577,0.12516719102859497,0.21701623499393463,0.2338123321533203,0.14411723613739014,0.2694056034088135,0.31575819849967957
",",0.36674630641937256,0.3015086054801941,0.23432263731956482,0.29676204919815063,0.3581022024154663,0.24115799367427826,0.27878350019454956,0.31091248989105225
kenya,0.11853623390197754,0.16214214265346527,1.0,0.0941557064652443,0.1525012105703354,0.20693354308605194,0.2935680150985718,0.17197901010513306
became,0.32363733649253845,0.3632316589355469,0.18316404521465302,0.6258460283279419,0.19704453647136688,0.3173173666000366,0.23958633840084076,0.11374033987522125
an,0.33026179671287537,0.22598257660865784,0.1525012105703354,0.24844235181808472,1.0,0.19614122807979584,0.19811232388019562,0.19793890416622162
independent,0.2464742362499237,0.22794869542121887,0.20693354308605194,0.2657444179058075,0.19614122807979584,1.0000001192092896,0.29560568928718567,0.11902587860822678
country,0.21558639407157898,0.24348343908786774,0.2935680150985718,0.19790413975715637,0.19811232388019562,0.29560568928718567,1.0000001192092896,0.12647280097007751
under,0.3172987401485443,0.20815621316432953,0.07996218651533127,0.15131238102912903,0.16416478157043457,0.19451560080051422,0.126620814204216,0.18233340978622437
the,0.5091903209686279,0.34736719727516174,0.21657514572143555,0.31731709837913513,0.4207492768764496,0.2927691638469696,0.30432501435279846,0.22068053483963013
kenya,0.11853623390197754,0.16214214265346527,1.0,0.0941557064652443,0.1525012105703354,0.20693354308605194,0.2935680150985718,0.17197901010513306
independence,0.1640492081642151,0.19588761031627655,0.2788098156452179,0.21709027886390686,0.1398492306470871,0.6369733810424805,0.267470121383667,0.12301119416952133
act,0.22280360758304596,0.15918971598148346,0.12743829190731049,0.22776581346988678,0.20058928430080414,0.16096672415733337,0.12998299300670624,0.1482519507408142
1963,-0.029794543981552124,0.022874606773257256,0.0339445136487484,0.0747794434428215,0.005012492649257183,-0.024032143875956535,0.073418527841568,0.03411978855729103
of,0.3757161796092987,0.2513895630836487,0.22226637601852417,0.31678006052970886,0.32280945777893066,0.30508819222450256,0.28866857290267944,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.21657514572143555,0.31731709837913513,0.4207492768764496,0.2927691638469696,0.30432501435279846,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.2613162100315094,0.2240391969680786,0.15972375869750977,0.26360270380973816,0.3808354437351227,0.17266890406608582
kingdom,0.19648540019989014,0.15448923408985138,0.22234469652175903,0.20406530797481537,0.11522190272808075,0.3381759524345398,0.35060322284698486,0.12927088141441345
.,0.475719153881073,0.35288307070732117,0.24234211444854736,0.32859939336776733,0.3581749200820923,0.24531036615371704,0.26130348443984985,0.4130953550338745
