,what,was,the,subtitle,of,the,independence,day,movie,that,had,a,trailer,during,the,super,bowl,?
fox,0.16651637852191925,0.18574436008930206,0.24760441482067108,0.11973264813423157,0.13095848262310028,0.24760441482067108,0.048869889229536057,0.13655920326709747,0.2853147089481354,0.26909372210502625,0.16836102306842804,0.16995559632778168,0.15135587751865387,0.1817074865102768,0.24760441482067108,0.17024748027324677,0.17459118366241455,0.1670110523700714
paid,0.254770964384079,0.29885348677635193,0.22871042788028717,0.25690871477127075,0.22769756615161896,0.22871042788028717,0.15877754986286163,0.2413710057735443,0.18588139116764069,0.3008268177509308,0.35630255937576294,0.19037166237831116,0.17094449698925018,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25141826272010803,0.4185989499092102,0.4739971458911896,0.1525467187166214,0.23720888793468475,0.22823558747768402,0.4137635827064514,0.3270139992237091,0.44038116931915283,0.1980103701353073,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
deadpool,0.277893990278244,0.2820911705493927,0.3412702977657318,0.29978254437446594,0.2362900674343109,0.3412702977657318,0.0973496288061142,0.21560406684875488,0.44965869188308716,0.3438176214694977,0.2281668335199356,0.3515285849571228,0.37386804819107056,0.20141379535198212,0.3412702977657318,0.3097268044948578,0.2170099914073944,0.24113722145557404
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.18724793195724487,0.4946078956127167,0.4933079481124878,0.26219290494918823,0.30821847915649414,0.2886425256729126,0.4137537479400635,0.35487717390060425,0.427140474319458,0.20151035487651825,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
x-men,0.1464698761701584,0.2133687287569046,0.27345529198646545,0.13151676952838898,0.24411845207214355,0.27345529198646545,0.23481756448745728,0.23451294004917145,0.2164834439754486,0.18656809628009796,0.30438584089279175,0.17320182919502258,0.20309090614318848,0.3245892822742462,0.27345529198646545,0.1687907576560974,0.17898325622081757,0.14535854756832123
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,-0.08520246297121048,-0.08807745575904846,-0.03403344005346298,0.0009258471545763314,-0.050233375281095505,-0.04811905696988106,-0.12200210988521576,-0.06820519268512726,-0.0007584693375974894,-0.10141312330961227,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
apocalypse,0.19671958684921265,0.20574891567230225,0.3059094250202179,0.25757452845573425,0.24439729750156403,0.3059094250202179,0.17193695902824402,0.16823458671569824,0.3524951636791229,0.2315501719713211,0.16712816059589386,0.1845252960920334,0.2384660392999649,0.14079779386520386,0.3059094250202179,0.14775389432907104,0.1736818552017212,0.21990230679512024
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.18724793195724487,0.4946078956127167,0.4933079481124878,0.26219290494918823,0.30821847915649414,0.2886425256729126,0.4137537479400635,0.35487717390060425,0.427140474319458,0.20151035487651825,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
independence,0.24622133374214172,0.24797119200229645,0.2836182415485382,0.17706286907196045,0.2965129017829895,0.2836182415485382,1.0000001192092896,0.37659305334091187,0.17343682050704956,0.18637023866176605,0.19219879806041718,0.19904725253582,0.09794473648071289,0.26111742854118347,0.2836182415485382,0.1479015052318573,0.15814414620399475,0.12301119416952133
