,how,many,guests,attended,the,dinner,celebrating,the,opening,of,the,grainger,market,?
the,0.33890387415885925,0.4335206151008606,0.2437257617712021,0.2369099110364914,1.0,0.22098013758659363,0.302072137594223,1.0,0.37298497557640076,0.733189046382904,1.0,0.19754326343536377,0.2041238248348236,0.22068053483963013
opening,0.18178050220012665,0.17282089591026306,0.23187705874443054,0.19487164914608002,0.37298497557640076,0.21736137568950653,0.3268210291862488,0.37298497557640076,1.0,0.2651100158691406,0.37298497557640076,0.12011558562517166,0.19696761667728424,0.16502447426319122
was,0.16678167879581451,0.260356068611145,0.13093508780002594,0.3633120656013489,0.48711544275283813,0.2169332057237625,0.20826506614685059,0.48711544275283813,0.20817555487155914,0.4069072902202606,0.48711544275283813,0.24651384353637695,0.2252027839422226,0.18412111699581146
celebrated,0.13984297215938568,0.2214108258485794,0.21082694828510284,0.3322857618331909,0.27264803647994995,0.33131155371665955,0.837811291217804,0.27264803647994995,0.2590915262699127,0.2706945240497589,0.27264803647994995,0.15267537534236908,0.14921589195728302,0.19592389464378357
with,0.3525622487068176,0.35744401812553406,0.2215241640806198,0.15754644572734833,0.4223487675189972,0.2277189940214157,0.2431175410747528,0.4223487675189972,0.20575091242790222,0.41827285289764404,0.4223487675189972,0.17993372678756714,0.14471584558486938,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.20096804201602936,0.20517998933792114,0.5829201340675354,0.24884018301963806,0.22266748547554016,0.5829201340675354,0.2575104236602783,0.5052502155303955,0.5829201340675354,0.19068177044391632,0.2680419683456421,0.23916715383529663
grand,0.10164935886859894,0.18390655517578125,0.22764794528484344,0.15741321444511414,0.305169016122818,0.1960676610469818,0.16881653666496277,0.305169016122818,0.1719074547290802,0.27195852994918823,0.305169016122818,0.2111462503671646,0.12290587276220322,0.1168735921382904
dinner,0.21551257371902466,0.20513877272605896,0.5557326674461365,0.3380022943019867,0.22098013758659363,1.0000001192092896,0.38925108313560486,0.22098013758659363,0.21736137568950653,0.1450214833021164,0.22098013758659363,0.24260996282100677,0.18416933715343475,0.2127307951450348
attended,0.04582925885915756,0.2352064549922943,0.2994113564491272,1.0,0.2369099110364914,0.3380022943019867,0.3144734799861908,0.2369099110364914,0.19487164914608002,0.25085145235061646,0.2369099110364914,0.20322248339653015,0.14217448234558105,0.08268529176712036
by,0.34370526671409607,0.3409687578678131,0.2057659924030304,0.18674099445343018,0.4408751428127289,0.1470559537410736,0.19181455671787262,0.4408751428127289,0.19892098009586334,0.3646814823150635,0.4408751428127289,0.25031065940856934,0.09993520379066467,0.17966607213020325
2000,-0.07386910915374756,-0.06041426211595535,0.10263846069574356,0.045867811888456345,-0.015081177465617657,0.11511581391096115,0.01286940835416317,-0.015081177465617657,-0.012052337639033794,0.010344067588448524,-0.015081177465617657,0.1460435688495636,-0.11690688133239746,-0.0824366956949234
guests,0.22807630896568298,0.2815771698951721,0.9999998807907104,0.2994113564491272,0.2437257617712021,0.5557326674461365,0.29784509539604187,0.2437257617712021,0.23187705874443054,0.19911393523216248,0.2437257617712021,0.19093148410320282,0.12355973571538925,0.21235743165016174
",",0.22659391164779663,0.40610817074775696,0.21522332727909088,0.2751223146915436,0.4933079481124878,0.2346692681312561,0.25615787506103516,0.4933079481124878,0.24495157599449158,0.4946078956127167,0.4933079481124878,0.40289974212646484,0.2499394416809082,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.24609018862247467,0.24860189855098724,0.5171257257461548,0.2288680225610733,0.20578157901763916,0.5171257257461548,0.23275460302829742,0.5116966962814331,0.5171257257461548,0.34008583426475525,0.23057621717453003,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2437257617712021,0.2369099110364914,1.0,0.22098013758659363,0.302072137594223,1.0,0.37298497557640076,0.733189046382904,1.0,0.19754326343536377,0.2041238248348236,0.22068053483963013
laing,0.1995251625776291,0.19277386367321014,0.14151355624198914,0.22166165709495544,0.24434538185596466,0.19766713678836823,0.1746472716331482,0.24434538185596466,0.1760127693414688,0.23130974173545837,0.24434538185596466,0.44505420327186584,0.2105177640914917,0.18105347454547882
art,0.17110610008239746,0.24921295046806335,0.1314772069454193,0.20385295152664185,0.20297785103321075,0.14352060854434967,0.17538100481033325,0.20297785103321075,0.15909059345722198,0.22648051381111145,0.20297785103321075,0.31933242082595825,0.1950397938489914,0.138971745967865
gallery,0.12040410190820694,0.23669981956481934,0.2061055451631546,0.18870657682418823,0.19251246750354767,0.19190670549869537,0.22002093493938446,0.19251246750354767,0.18310916423797607,0.1971534639596939,0.19251246750354767,0.25724729895591736,0.13609914481639862,0.18202216923236847
has,0.26820555329322815,0.4266262650489807,0.21281558275222778,0.19782163202762604,0.4177538752555847,0.10386168956756592,0.14693571627140045,0.4177538752555847,0.1872546672821045,0.3909035325050354,0.4177538752555847,0.12680231034755707,0.19473139941692352,0.15994466841220856
a,0.29312583804130554,0.2872205972671509,0.20096804201602936,0.20517998933792114,0.5829201340675354,0.24884018301963806,0.22266748547554016,0.5829201340675354,0.2575104236602783,0.5052502155303955,0.5829201340675354,0.19068177044391632,0.2680419683456421,0.23916715383529663
painting,0.19175013899803162,0.2078486979007721,0.1832905262708664,0.1829790621995926,0.20519959926605225,0.23867736756801605,0.26555782556533813,0.20519959926605225,0.17289690673351288,0.22635287046432495,0.20519959926605225,0.26943275332450867,0.19121086597442627,0.18062187731266022
of,0.2480744868516922,0.37253960967063904,0.19911393523216248,0.25085145235061646,0.733189046382904,0.1450214833021164,0.28690895438194275,0.733189046382904,0.2651100158691406,1.0,0.733189046382904,0.19878338277339935,0.1694333702325821,0.1826142966747284
this,0.45272302627563477,0.43532639741897583,0.19209745526313782,0.1388566642999649,0.6274310946464539,0.15854708850383759,0.2441229224205017,0.6274310946464539,0.30977872014045715,0.45148900151252747,0.6274310946464539,0.14560914039611816,0.15831081569194794,0.3155723512172699
event,0.1736278086900711,0.17792239785194397,0.23230652511119843,0.28827184438705444,0.2960145175457001,0.2537001967430115,0.3391992747783661,0.2960145175457001,0.3158341944217682,0.19878064095973969,0.2960145175457001,0.0927707627415657,0.17704348266124725,0.16076280176639557
.,0.3287222981452942,0.3974229395389557,0.17774443328380585,0.2017192840576172,0.5934505462646484,0.21702586114406586,0.22134612500667572,0.5934505462646484,0.2886379361152649,0.5352458953857422,0.5934505462646484,0.28335756063461304,0.19660170376300812,0.4130953550338745
