,which,lunar,probe,was,near,the,apollo,12,crew,'s,landing,site,?
in,0.4840516746044159,0.17049738764762878,0.1774003654718399,0.45514053106307983,0.40211278200149536,0.6662389636039734,0.1461767554283142,0.18516430258750916,0.18897703289985657,-0.037580832839012146,0.2088729292154312,0.20704983174800873,0.20430970191955566
november,0.1497906893491745,0.20907677710056305,0.2225462645292282,0.4240739941596985,0.1795201152563095,0.25734350085258484,0.16571329534053802,0.006117148324847221,0.18896344304084778,-0.04690810292959213,0.18599674105644226,0.17439298331737518,0.3159552216529846
1969,0.19822566211223602,0.19905677437782288,0.23364026844501495,0.31709611415863037,0.19765706360340118,0.22767919301986694,0.2411709427833557,0.15295971930027008,0.19394037127494812,-0.08720163255929947,0.16673007607460022,0.15722066164016724,0.19860808551311493
",",0.3658004403114319,0.19076566398143768,0.19242016971111298,0.45456063747406006,0.3141826391220093,0.4933079481124878,0.19808128476142883,0.20046983659267426,0.2217068374156952,-0.0016132977325469255,0.23283818364143372,0.2036259025335312,0.31091248989105225
gemini,0.22422848641872406,0.44517770409584045,0.5196132659912109,0.17653077840805054,0.18610604107379913,0.24857638776302338,0.5220452547073364,0.019374091178178787,0.2829688787460327,0.0022355299443006516,0.29875683784484863,0.12408508360385895,0.14296509325504303
veteran,0.1113356351852417,0.08697103708982468,0.057519108057022095,0.2965739965438843,0.07733186334371567,0.2511998414993286,0.1382715404033661,-0.028946515172719955,0.1635076105594635,0.022141849622130394,0.08837583661079407,0.17724263668060303,0.15891358256340027
charles,0.1476125568151474,0.13514937460422516,0.19566339254379272,0.28342804312705994,0.1438063681125641,0.20777860283851624,0.21982842683792114,0.0604214146733284,0.1981137990951538,-0.08611538261175156,0.18966786563396454,0.1608646810054779,0.17366734147071838
``,0.05178012326359749,0.004240268375724554,-0.10199638456106186,-0.012679691426455975,0.01058646384626627,0.029072100296616554,-0.054567184299230576,0.08906358480453491,0.0011332690482959151,-0.03416389226913452,0.05939999222755432,-0.13355310261249542,0.0685480609536171
pete,0.13306772708892822,0.08377876877784729,0.15492573380470276,0.22012588381767273,0.025976069271564484,0.20290902256965637,0.22875362634658813,0.04178934544324875,0.20896300673484802,0.06368736177682877,0.15752163529396057,0.1716848462820053,0.16363295912742615
'',-0.03332270681858063,-0.05931802839040756,-0.0940420925617218,0.04456103965640068,0.04164987802505493,0.041273195296525955,-0.057827021926641464,0.046139854937791824,-0.09786515682935715,-0.04859459400177002,-0.1560070663690567,-0.057915568351745605,0.018684765323996544
conrad,0.1304786205291748,0.14110682904720306,0.2248629629611969,0.27369725704193115,0.21531860530376434,0.20398280024528503,0.26741573214530945,0.01451273076236248,0.23913991451263428,-0.007733084261417389,0.18890689313411713,0.14280912280082703,0.10728748887777328
and,0.506277859210968,0.206029012799263,0.2034701257944107,0.3740963041782379,0.25046437978744507,0.5171257257461548,0.15251155197620392,0.18034417927265167,0.22802916169166565,0.06895173341035843,0.1899331510066986,0.19108152389526367,0.20544172823429108
rookie,0.13800092041492462,0.1895275115966797,0.18043063580989838,0.2457139939069748,0.10364049673080444,0.2438497394323349,0.14270329475402832,-0.021120140329003334,0.17560738325119019,-0.02346658706665039,0.12231504917144775,0.18643738329410553,0.14955708384513855
alan,0.13013914227485657,0.16189944744110107,0.2214888632297516,0.27611038088798523,0.05600793659687042,0.20789864659309387,0.2233792543411255,-0.06854252517223358,0.14969992637634277,-0.04278640076518059,0.13692796230316162,0.1649579554796219,0.12765617668628693
l.,0.02871636487543583,0.028041331097483635,0.013664578087627888,0.006958117242902517,0.08292071521282196,0.06809674203395844,-0.09346162527799606,-0.10445293039083481,-0.05039471760392189,-0.09059569984674454,0.039112482219934464,0.03523589298129082,0.05018472298979759
bean,0.1990283876657486,0.27294647693634033,0.18331469595432281,0.1692550927400589,0.09817156940698624,0.24443063139915466,0.1760236620903015,0.2192171812057495,0.15325169265270233,-0.01153706293553114,0.09657233953475952,0.10654003918170929,0.2199403941631317
made,0.3407467305660248,0.15643368661403656,0.2427375316619873,0.3433256447315216,0.11489945650100708,0.3885267674922943,0.16819484531879425,0.22995717823505402,0.15698380768299103,0.08483956009149551,0.19146142899990082,0.17017316818237305,0.17218779027462006
a,0.56894451379776,0.19755837321281433,0.19919268786907196,0.4508470594882965,0.25033900141716003,0.5829201340675354,0.19996169209480286,0.2757076025009155,0.15305642783641815,0.04866964742541313,0.23207896947860718,0.21085289120674133,0.23916715383529663
precision,0.26309844851493835,0.2822938859462738,0.18082471191883087,0.1201983168721199,0.0842294916510582,0.1824358105659485,0.13681241869926453,0.04257328808307648,0.16232001781463623,0.035137519240379333,0.18391500413417816,0.0574832558631897,0.22088395059108734
landing,0.22441229224205017,0.3707292675971985,0.3899782598018646,0.21103228628635406,0.3279930651187897,0.24055521190166473,0.3499414920806885,0.06731175631284714,0.4677829444408417,0.0075084492564201355,1.0000001192092896,0.19270649552345276,0.11133739352226257
on,0.4245251417160034,0.22814977169036865,0.2452963888645172,0.3909217119216919,0.3508072793483734,0.5107308030128479,0.16069947183132172,0.14110936224460602,0.24291740357875824,0.0026888418942689896,0.31166619062423706,0.24843932688236237,0.2714994251728058
apollo,0.19047300517559052,0.48109763860702515,0.4673275053501129,0.2306441366672516,0.17113254964351654,0.2169172167778015,0.9999999403953552,0.05396931245923042,0.36530131101608276,-0.020172206684947014,0.3499414920806885,0.11607958376407623,0.191528782248497
12,0.28720608353614807,0.06233183294534683,0.026278560981154442,0.13560841977596283,0.2559082806110382,0.28907760977745056,0.05396931245923042,1.0000001192092896,0.06875728070735931,0.025158222764730453,0.06731175631284714,0.12174444645643234,0.10021790862083435
within,0.43539655208587646,0.2579720914363861,0.17592641711235046,0.19280311465263367,0.22071370482444763,0.39827480912208557,0.04694758728146553,0.15700507164001465,0.14145256578922272,-0.01527355331927538,0.17602227628231049,0.1606723666191101,0.1870293766260147
walking,0.2598578929901123,0.17083987593650818,0.11457005143165588,0.1614665687084198,0.14598765969276428,0.22236526012420654,0.21578975021839142,0.08684246987104416,0.1575452983379364,0.034075282514095306,0.2842268645763397,0.11624407023191452,0.14641889929771423
distance,0.22503572702407837,0.2587643265724182,0.2820919156074524,0.18884436786174774,0.2344251275062561,0.26146480441093445,0.10172401368618011,0.10928108543157578,0.15604646503925323,0.06757735460996628,0.264952689409256,0.11063628643751144,0.05407539755105972
of,0.5011631846427917,0.204553484916687,0.16222909092903137,0.4069072902202606,0.2651676535606384,0.733189046382904,0.1786269098520279,0.2886716425418854,0.20427432656288147,-0.03817026689648628,0.22376328706741333,0.24291633069515228,0.1826142966747284
