,how,did,luther,want,people,to,bring,about,change,?
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.2281211018562317,0.39605680108070374,0.45010748505592346,0.2299850881099701,0.39797019958496094,0.2510564923286438,0.20430970191955566
these,0.41104358434677124,0.38755595684051514,0.23486362397670746,0.3481830954551697,0.39508289098739624,0.46852558851242065,0.2817961871623993,0.366369366645813,0.3291386663913727,0.2571668326854706
sermons,0.28006711602211,0.2170960009098053,0.35831841826438904,0.21814845502376556,0.3321618437767029,0.2867288589477539,0.2558121085166931,0.317796528339386,0.2042117416858673,0.227912038564682
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.36644625663757324,0.44245919585227966,0.2407366931438446,0.3877100944519043,0.2752361297607422,0.31091248989105225
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.2257036566734314,0.324719101190567,0.385390967130661,0.21812371909618378,0.2518255114555359,0.1899893432855606,0.2089974731206894
hammered,0.20583240687847137,0.21325969696044922,0.15110450983047485,0.16414575278759003,0.16247013211250305,0.235159769654274,0.19255897402763367,0.16992032527923584,0.17638005316257477,0.20034612715244293
home,0.11464780569076538,0.17098017036914825,0.0950976237654686,0.19084574282169342,0.23762018978595734,0.31056779623031616,0.16808125376701355,0.21100084483623505,0.14556078612804413,0.0757145956158638
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.3003826439380646,0.36838498711586,0.535392165184021,0.31620702147483826,0.37995871901512146,0.3641999065876007,0.22068053483963013
primacy,0.1572120636701584,0.18890035152435303,0.2391805201768875,0.20370370149612427,0.1597345769405365,0.21362634003162384,0.1380888819694519,0.1540292203426361,0.1868669092655182,0.138555109500885
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.2645295262336731,0.3251037895679474,0.41548454761505127,0.300091028213501,0.40939709544181824,0.2569013833999634,0.1826142966747284
core,0.1969037503004074,0.15098068118095398,0.060534536838531494,0.20585596561431885,0.16397465765476227,0.22665469348430634,0.2079111635684967,0.25806525349617004,0.2217923104763031,0.20309162139892578
christian,0.10634523630142212,0.20078235864639282,0.36969617009162903,0.13144610822200775,0.13936494290828705,0.19438040256500244,0.1368631273508072,0.16377709805965424,0.12915240228176117,0.1508396863937378
values,0.27992549538612366,0.1320362389087677,0.198616623878479,0.23803211748600006,0.12496445327997208,0.2971996068954468,0.18682295083999634,0.17451240122318268,0.3196508586406708,0.23432563245296478
such,0.307365357875824,0.24497397243976593,0.09043191373348236,0.27448007464408875,0.2260056734085083,0.2871878743171692,0.22669078409671783,0.24973522126674652,0.3325091004371643,0.17851735651493073
as,0.33782753348350525,0.3596470057964325,0.20242992043495178,0.3034803569316864,0.15704652667045593,0.42092081904411316,0.2474443018436432,0.2989700436592102,0.37273192405700684,0.27043893933296204
love,0.2586834132671356,0.25939130783081055,0.13904373347759247,0.31044888496398926,0.21762250363826752,0.21338175237178802,0.2620101869106293,0.2514466643333435,0.1925797313451767,0.24261747300624847
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.36644625663757324,0.44245919585227966,0.2407366931438446,0.3877100944519043,0.2752361297607422,0.31091248989105225
patience,0.324557363986969,0.19943520426750183,0.1476113349199295,0.3066306412220001,0.2405298501253128,0.2763178050518036,0.30668193101882935,0.23898747563362122,0.18566635251045227,0.3431873023509979
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.36644625663757324,0.44245919585227966,0.2407366931438446,0.3877100944519043,0.2752361297607422,0.31091248989105225
charity,0.21071456372737885,0.1666063368320465,0.13919882476329803,0.25505322217941284,0.2194063514471054,0.2168380469083786,0.25811076164245605,0.17959709465503693,0.14755557477474213,0.17256353795528412
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.36644625663757324,0.44245919585227966,0.2407366931438446,0.3877100944519043,0.2752361297607422,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.34348347783088684,0.3016039729118347,0.48971283435821533,0.33058565855026245,0.3875081241130829,0.2438346892595291,0.20544172823429108
freedom,0.1381973922252655,0.21706336736679077,0.31829243898391724,0.3175501823425293,0.28774669766426086,0.24531033635139465,0.21008458733558655,0.17400604486465454,0.2322230488061905,0.1626027375459671
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.36644625663757324,0.44245919585227966,0.2407366931438446,0.3877100944519043,0.2752361297607422,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.34348347783088684,0.3016039729118347,0.48971283435821533,0.33058565855026245,0.3875081241130829,0.2438346892595291,0.20544172823429108
reminded,0.2841170132160187,0.31783339381217957,0.15495644509792328,0.37455418705940247,0.1489625722169876,0.3383727967739105,0.33956095576286316,0.28151050209999084,0.26779696345329285,0.33089837431907654
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.3003826439380646,0.36838498711586,0.535392165184021,0.31620702147483826,0.37995871901512146,0.3641999065876007,0.22068053483963013
citizens,0.1832076758146286,0.24627739191055298,0.14824047684669495,0.2591768801212311,0.45558515191078186,0.2594742178916931,0.1790381222963333,0.16987022757530212,0.12963786721229553,0.14885954558849335
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.4966742694377899,0.37275731563568115,1.0,0.4213464558124542,0.391953706741333,0.3581787943840027,0.29463258385658264
trust,0.24843427538871765,0.24853086471557617,0.09778988361358643,0.3531654179096222,0.18115121126174927,0.24275372922420502,0.19863341748714447,0.23110927641391754,0.1822550892829895,0.22135582566261292
god,0.25761839747428894,0.2420882135629654,0.2238161414861679,0.24613657593727112,0.22474899888038635,0.2408517301082611,0.27046236395835876,0.21474918723106384,0.13822883367538452,0.23396754264831543
's,-0.026164190843701363,0.05069678649306297,-0.009990512393414974,0.009669095277786255,0.023582622408866882,0.03782717138528824,0.03623991087079048,-0.020936643704771996,-0.030620932579040527,-0.023395681753754616
word,0.2394934892654419,0.16434818506240845,0.10150709748268127,0.22474123537540436,0.265228271484375,0.2865414023399353,0.15318520367145538,0.2165919691324234,0.2105412781238556,0.19046713411808014
rather,0.3621583580970764,0.3137456178665161,0.19670958817005157,0.39551016688346863,0.22141261398792267,0.4052407741546631,0.29979896545410156,0.33138883113861084,0.330370157957077,0.3053998053073883
than,0.29763275384902954,0.24820660054683685,0.14714092016220093,0.29250627756118774,0.2669047713279724,0.3192550539970398,0.25702133774757385,0.40586400032043457,0.2397172451019287,0.24917294085025787
violence,0.18521322309970856,0.22152221202850342,0.21486099064350128,0.24896733462810516,0.2949585020542145,0.20034150779247284,0.19428889453411102,0.23384013772010803,0.24499934911727905,0.20634515583515167
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.4966742694377899,0.37275731563568115,1.0,0.4213464558124542,0.391953706741333,0.3581787943840027,0.29463258385658264
bring,0.2562987804412842,0.2784508764743805,0.1393851339817047,0.42471909523010254,0.25613003969192505,0.4213464558124542,1.0000001192092896,0.2392806112766266,0.2978759706020355,0.250621497631073
about,0.44264400005340576,0.28723078966140747,0.203048437833786,0.3126143515110016,0.394355833530426,0.391953706741333,0.2392806112766266,1.0,0.24270617961883545,0.302409827709198
necessary,0.37167298793792725,0.34152600169181824,0.15858584642410278,0.48693713545799255,0.2067391574382782,0.40437278151512146,0.23480430245399475,0.2310529351234436,0.3879309296607971,0.3430270850658417
change,0.3957580626010895,0.2806394100189209,0.18148183822631836,0.39770978689193726,0.2221015989780426,0.3581787943840027,0.2978759706020355,0.24270617961883545,0.9999998807907104,0.24115969240665436
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.31944841146469116,0.33118996024131775,0.4645031690597534,0.2875753343105316,0.42038556933403015,0.3244723975658417,0.4130953550338745
