,to,monitor,what,event,would,measuring,radiance,from,vegetation,provide,information,?
the,0.535392165184021,0.21356156468391418,0.42745697498321533,0.2960145175457001,0.4133751392364502,0.29231998324394226,0.22292201220989227,0.40150508284568787,0.27478766441345215,0.26373472809791565,0.3143121302127838,0.22068053483963013
measurement,0.2653844356536865,0.33199644088745117,0.29204270243644714,0.2204783409833908,0.24411393702030182,0.7436710000038147,0.4267963469028473,0.22532375156879425,0.19815148413181305,0.29403460025787354,0.3268487751483917,0.18654219806194305
is,0.42745086550712585,0.20835259556770325,0.28837618231773376,0.2078172266483307,0.33626067638397217,0.3130325376987457,0.1959085613489151,0.27355384826660156,0.2515494227409363,0.23050084710121155,0.2520555853843689,0.22961433231830597
technically,0.3826490044593811,0.18960900604724884,0.32626014947891235,0.1987229585647583,0.34451788663864136,0.19305537641048431,0.15172554552555084,0.21014180779457092,0.20093375444412231,0.3089425265789032,0.29477304220199585,0.2409483939409256
difficult,0.4417358338832855,0.23556214570999146,0.37928828597068787,0.1766856163740158,0.3915402293205261,0.32104572653770447,0.10613592714071274,0.20629183948040009,0.2195076048374176,0.3074737787246704,0.2890501320362091,0.20408590137958527
owing,0.2908453047275543,0.1917593777179718,0.289824515581131,0.23164725303649902,0.3138836622238159,0.30580130219459534,0.2154245376586914,0.28154754638671875,0.3005957007408142,0.24983298778533936,0.16650378704071045,0.1274413764476776
to,1.0,0.2303457111120224,0.455847829580307,0.2585321366786957,0.5965728163719177,0.2159111499786377,0.17390373349189758,0.4069952368736267,0.2658894658088684,0.3479624092578888,0.3299184739589691,0.29463258385658264
the,0.535392165184021,0.21356156468391418,0.42745697498321533,0.2960145175457001,0.4133751392364502,0.29231998324394226,0.22292201220989227,0.40150508284568787,0.27478766441345215,0.26373472809791565,0.3143121302127838,0.22068053483963013
low,0.2700593173503876,0.2523658275604248,0.20743566751480103,0.13628315925598145,0.21881912648677826,0.3114623725414276,0.22955010831356049,0.20724761486053467,0.30434876680374146,0.24883438646793365,0.08424661308526993,0.10658930987119675
signal-to-noise,0.29848918318748474,0.3490941524505615,0.31054818630218506,0.15898752212524414,0.2586890161037445,0.30652812123298645,0.34985238313674927,0.17412082850933075,0.24860887229442596,0.23671911656856537,0.4015347361564636,0.2468058168888092
ratio,0.21343077719211578,0.2030806988477707,0.19170942902565002,0.13370248675346375,0.20375816524028778,0.4247385561466217,0.2155812680721283,0.12092190235853195,0.18592388927936554,0.20789363980293274,0.1835690289735794,0.13298895955085754
and,0.48971283435821533,0.17942065000534058,0.31309178471565247,0.17869816720485687,0.34921059012413025,0.2606194317340851,0.1982400268316269,0.3601827025413513,0.30153927206993103,0.32960009574890137,0.28268665075302124,0.20544172823429108
the,0.535392165184021,0.21356156468391418,0.42745697498321533,0.2960145175457001,0.4133751392364502,0.29231998324394226,0.22292201220989227,0.40150508284568787,0.27478766441345215,0.26373472809791565,0.3143121302127838,0.22068053483963013
physical,0.24461913108825684,0.1610577404499054,0.27895045280456543,0.21091541647911072,0.19919970631599426,0.30247682332992554,0.27700936794281006,0.15376286208629608,0.19683456420898438,0.2940079867839813,0.27418315410614014,0.11781801283359528
structure,0.27200284600257874,0.19842016696929932,0.27351704239845276,0.18619470298290253,0.21445108950138092,0.3001900911331177,0.24290749430656433,0.1728719174861908,0.2722981572151184,0.3019914925098419,0.3111930787563324,0.1770772784948349
of,0.41548454761505127,0.15312890708446503,0.33290785551071167,0.19878064095973969,0.3353942930698395,0.30754444003105164,0.24797312915325165,0.4249346852302551,0.2547335922718048,0.27198103070259094,0.2860049605369568,0.1826142966747284
vegetation,0.2658894658088684,0.16149021685123444,0.2184489667415619,0.19353458285331726,0.22948171198368073,0.21343806385993958,0.23580557107925415,0.17893631756305695,1.0000001192092896,0.25070881843566895,0.16059176623821259,0.10736152529716492
;,0.0979827418923378,-0.06437426060438156,0.10986888408660889,0.010941234417259693,0.06441773474216461,0.04370670020580292,0.01910914108157158,0.07524215430021286,0.0965525284409523,0.015684617683291435,0.03298258036375046,0.10349778085947037
but,0.5542377829551697,0.2157953381538391,0.5029441118240356,0.28904035687446594,0.5366146564483643,0.21002592146396637,0.18061740696430206,0.3133932948112488,0.3396512269973755,0.35624033212661743,0.29444995522499084,0.27921953797340393
it,0.513711154460907,0.19637969136238098,0.45803478360176086,0.3087007403373718,0.36398744583129883,0.26068779826164246,0.19358281791210175,0.325604110956192,0.26897484064102173,0.20449455082416534,0.26752832531929016,0.25732165575027466
has,0.3619994819164276,0.20511597394943237,0.20338068902492523,0.16105224192142487,0.3014826476573944,0.2227351814508438,0.10876721143722534,0.2621968984603882,0.1763431578874588,0.24426785111427307,0.23477134108543396,0.15994466841220856
been,0.34945759177207947,0.23475830256938934,0.2567804455757141,0.214043527841568,0.3617405891418457,0.2036733627319336,0.10363925993442535,0.27624839544296265,0.1956852227449417,0.26631850004196167,0.26199793815612793,0.24354910850524902
proposed,0.28162798285484314,0.14318910241127014,0.22754324972629547,0.15526491403579712,0.38949111104011536,0.19827841222286224,0.12348860502243042,0.19478890299797058,0.1749117225408554,0.23246978223323822,0.14195220172405243,0.24553193151950836
as,0.42092081904411316,0.25241759419441223,0.31749409437179565,0.21454742550849915,0.3824005722999573,0.25687268376350403,0.22818635404109955,0.3251767158508301,0.21736261248588562,0.29995355010032654,0.224873349070549,0.27043893933296204
a,0.45503583550453186,0.2592337429523468,0.3320399522781372,0.2635729908943176,0.398599237203598,0.31240758299827576,0.20997868478298187,0.322764128446579,0.2304568737745285,0.26036545634269714,0.2867805063724518,0.23916715383529663
possible,0.4506641626358032,0.21445752680301666,0.3281886577606201,0.2749745845794678,0.4802806079387665,0.2895429730415344,0.24634000658988953,0.2377557009458542,0.24456045031547546,0.4167456328868866,0.3794247806072235,0.3059970438480377
method,0.2593044936656952,0.2032274752855301,0.25476205348968506,0.13585828244686127,0.19136357307434082,0.3185596466064453,0.2407219111919403,0.15187986195087433,0.2478683888912201,0.3276350200176239,0.26728877425193787,0.2194802314043045
of,0.41548454761505127,0.15312890708446503,0.33290785551071167,0.19878064095973969,0.3353942930698395,0.30754444003105164,0.24797312915325165,0.4249346852302551,0.2547335922718048,0.27198103070259094,0.2860049605369568,0.1826142966747284
monitoring,0.29115360975265503,0.7841411232948303,0.34662064909935,0.1341688483953476,0.27021658420562744,0.42864447832107544,0.19695548713207245,0.1925331950187683,0.235842764377594,0.36144864559173584,0.37634921073913574,0.21475833654403687
the,0.535392165184021,0.21356156468391418,0.42745697498321533,0.2960145175457001,0.4133751392364502,0.29231998324394226,0.22292201220989227,0.40150508284568787,0.27478766441345215,0.26373472809791565,0.3143121302127838,0.22068053483963013
carbon,0.2865152955055237,0.16858434677124023,0.22238978743553162,0.12610174715518951,0.19055265188217163,0.27856433391571045,0.27260398864746094,0.2591022849082947,0.32226449251174927,0.20310424268245697,0.209754079580307,0.19040444493293762
cycle,0.17373278737068176,0.05048326030373573,0.17920038104057312,0.2084713727235794,0.17015895247459412,0.17491382360458374,0.22479821741580963,0.14248938858509064,0.25619468092918396,0.14803968369960785,0.1290580928325653,0.07156776636838913
from,0.4069952368736267,0.12873511016368866,0.2737620174884796,0.2522880434989929,0.26231399178504944,0.1832573264837265,0.16086143255233765,1.0,0.17893631756305695,0.19709864258766174,0.21965627372264862,0.19969791173934937
satellites,0.219989612698555,0.27370208501815796,0.1955558806657791,0.15245163440704346,0.21661706268787384,0.3423088788986206,0.27283796668052673,0.23094208538532257,0.1796170175075531,0.20664873719215393,0.2745542824268341,0.18280646204948425
on,0.41031414270401,0.34563931822776794,0.34226128458976746,0.21758322417736053,0.35589995980262756,0.2022051066160202,0.10843832045793533,0.36926645040512085,0.2765808701515198,0.250570684671402,0.23195485770702362,0.2714994251728058
a,0.45503583550453186,0.2592337429523468,0.3320399522781372,0.2635729908943176,0.398599237203598,0.31240758299827576,0.20997868478298187,0.322764128446579,0.2304568737745285,0.26036545634269714,0.2867805063724518,0.23916715383529663
global,0.21649709343910217,0.26416072249412537,0.21706031262874603,0.20272769033908844,0.23423455655574799,0.17062164843082428,0.08752425014972687,0.1645282357931137,0.14676296710968018,0.22977305948734283,0.2155272513628006,0.22985349595546722
scale,0.18474817276000977,0.1973172128200531,0.23262472450733185,0.19597174227237701,0.18102270364761353,0.42478272318840027,0.269609272480011,0.12860189378261566,0.22385011613368988,0.2033737748861313,0.16369852423667908,0.21142835915088654
.,0.4645031690597534,0.2258184403181076,0.3567904531955719,0.2068977802991867,0.35067233443260193,0.23984377086162567,0.16191405057907104,0.41536515951156616,0.22089946269989014,0.23842981457710266,0.2787359356880188,0.4130953550338745
,to,monitor,what,event,would,measuring,radiance,from,vegetation,provide,information,?
some,0.4636894166469574,0.22627012431621552,0.4491020441055298,0.19329223036766052,0.43457192182540894,0.256203830242157,0.18382135033607483,0.35210713744163513,0.3252645432949066,0.38448861241340637,0.2843768298625946,0.2562315762042999
remote,0.2702028155326843,0.29842057824134827,0.2261817455291748,0.06407111883163452,0.1668047457933426,0.27092498540878296,0.2190200537443161,0.15909232199192047,0.2660733759403229,0.2686251103878021,0.28101834654808044,0.10927822440862656
sensing,0.2729046642780304,0.2492067813873291,0.30590078234672546,0.1568068563938141,0.25124695897102356,0.3979194462299347,0.31485646963119507,0.18627706170082092,0.23577608168125153,0.26762065291404724,0.31496095657348633,0.17403143644332886
scientists,0.27814680337905884,0.21071328222751617,0.30003565549850464,0.2053859829902649,0.2819238007068634,0.3459013104438782,0.2088284194469452,0.2609514594078064,0.19044649600982666,0.19265353679656982,0.2622268497943878,0.16597221791744232
have,0.4544740617275238,0.2973348796367645,0.39808809757232666,0.23173485696315765,0.484149694442749,0.2835911512374878,0.16790227591991425,0.30702701210975647,0.2405860424041748,0.4755615293979645,0.29929739236831665,0.32991164922714233
proposed,0.28162798285484314,0.14318910241127014,0.22754324972629547,0.15526491403579712,0.38949111104011536,0.19827841222286224,0.12348860502243042,0.19478890299797058,0.1749117225408554,0.23246978223323822,0.14195220172405243,0.24553193151950836
using,0.3678804934024811,0.21967460215091705,0.27984681725502014,0.15573009848594666,0.3468724191188812,0.38209107518196106,0.21496537327766418,0.28446757793426514,0.12675711512565613,0.3822464644908905,0.2578108310699463,0.2804589569568634
the,0.535392165184021,0.21356156468391418,0.42745697498321533,0.2960145175457001,0.4133751392364502,0.29231998324394226,0.22292201220989227,0.40150508284568787,0.27478766441345215,0.26373472809791565,0.3143121302127838,0.22068053483963013
measurement,0.2653844356536865,0.33199644088745117,0.29204270243644714,0.2204783409833908,0.24411393702030182,0.7436710000038147,0.4267963469028473,0.22532375156879425,0.19815148413181305,0.29403460025787354,0.3268487751483917,0.18654219806194305
of,0.41548454761505127,0.15312890708446503,0.33290785551071167,0.19878064095973969,0.3353942930698395,0.30754444003105164,0.24797312915325165,0.4249346852302551,0.2547335922718048,0.27198103070259094,0.2860049605369568,0.1826142966747284
the,0.535392165184021,0.21356156468391418,0.42745697498321533,0.2960145175457001,0.4133751392364502,0.29231998324394226,0.22292201220989227,0.40150508284568787,0.27478766441345215,0.26373472809791565,0.3143121302127838,0.22068053483963013
radiance,0.17390373349189758,0.21441179513931274,0.2590772807598114,0.20794029533863068,0.19363456964492798,0.37745484709739685,1.0,0.16086143255233765,0.23580557107925415,0.2028142660856247,0.20853234827518463,0.14681309461593628
coming,0.37835928797721863,0.17056256532669067,0.42659226059913635,0.2555601894855499,0.3601486384868622,0.20514321327209473,0.22347889840602875,0.31919217109680176,0.25027400255203247,0.2044985443353653,0.21843348443508148,0.2504907250404358
from,0.4069952368736267,0.12873511016368866,0.2737620174884796,0.2522880434989929,0.26231399178504944,0.1832573264837265,0.16086143255233765,1.0,0.17893631756305695,0.19709864258766174,0.21965627372264862,0.19969791173934937
vegetation,0.2658894658088684,0.16149021685123444,0.2184489667415619,0.19353458285331726,0.22948171198368073,0.21343806385993958,0.23580557107925415,0.17893631756305695,1.0000001192092896,0.25070881843566895,0.16059176623821259,0.10736152529716492
canopies,0.2363101691007614,0.1901254653930664,0.18283481895923615,0.17593082785606384,0.2211875319480896,0.25841325521469116,0.20688079297542572,0.20563079416751862,0.364124596118927,0.19582292437553406,0.23915018141269684,0.1496153026819229
in,0.45010748505592346,0.10966344177722931,0.30808621644973755,0.27304479479789734,0.30461156368255615,0.23497642576694489,0.12317242473363876,0.4274188280105591,0.25661489367485046,0.1910654902458191,0.20385970175266266,0.20430970191955566
those,0.47350940108299255,0.21937371790409088,0.44466671347618103,0.1997324824333191,0.41456153988838196,0.2536586821079254,0.18018773198127747,0.24692396819591522,0.2905161380767822,0.36599528789520264,0.32932862639427185,0.3328189253807068
bands,0.19970019161701202,0.17696772515773773,0.1525251418352127,0.18364118039608002,0.21666818857192993,0.23699219524860382,0.19256635010242462,0.1355317384004593,0.1772434264421463,0.10448909550905228,0.198236882686615,0.13013741374015808
to,1.0,0.2303457111120224,0.455847829580307,0.2585321366786957,0.5965728163719177,0.2159111499786377,0.17390373349189758,0.4069952368736267,0.2658894658088684,0.3479624092578888,0.3299184739589691,0.29463258385658264
characterize,0.28348425030708313,0.17341482639312744,0.2828413248062134,0.21654540300369263,0.20705264806747437,0.3321624994277954,0.30255410075187683,0.16242502629756927,0.37989360094070435,0.2630637586116791,0.1470056176185608,0.11441174894571304
plant,0.20493197441101074,0.0653541088104248,0.23371253907680511,0.16651391983032227,0.1720612496137619,0.22947730123996735,0.22380384802818298,0.21977990865707397,0.42404142022132874,0.2430751919746399,0.19112972915172577,0.16613075137138367
health,0.29985085129737854,0.21429303288459778,0.21460163593292236,0.14011843502521515,0.24622569978237152,0.19735470414161682,0.1772831827402115,0.17037683725357056,0.23430202901363373,0.30424848198890686,0.29810261726379395,0.16094304621219635
status,0.268886923789978,0.178229421377182,0.1975356787443161,0.20399285852909088,0.2281123697757721,0.0974554792046547,0.18006092309951782,0.1584760546684265,0.19108980894088745,0.17830471694469452,0.30181291699409485,0.16403266787528992
from,0.4069952368736267,0.12873511016368866,0.2737620174884796,0.2522880434989929,0.26231399178504944,0.1832573264837265,0.16086143255233765,1.0,0.17893631756305695,0.19709864258766174,0.21965627372264862,0.19969791173934937
a,0.45503583550453186,0.2592337429523468,0.3320399522781372,0.2635729908943176,0.398599237203598,0.31240758299827576,0.20997868478298187,0.322764128446579,0.2304568737745285,0.26036545634269714,0.2867805063724518,0.23916715383529663
satellite,0.19631412625312805,0.28631478548049927,0.17739586532115936,0.16006284952163696,0.1691773384809494,0.2799750864505768,0.19795560836791992,0.2617102265357971,0.11350750178098679,0.17988546192646027,0.23541365563869476,0.13568443059921265
platform,0.20954805612564087,0.15655159950256348,0.14918605983257294,0.23360268771648407,0.20553062856197357,0.07576218247413635,0.20315887033939362,0.21147823333740234,0.18750005960464478,0.22964555025100708,0.07865536957979202,0.12602278590202332
.,0.4645031690597534,0.2258184403181076,0.3567904531955719,0.2068977802991867,0.35067233443260193,0.23984377086162567,0.16191405057907104,0.41536515951156616,0.22089946269989014,0.23842981457710266,0.2787359356880188,0.4130953550338745
