,when,year,was,the,maastrich,treaty,signed,?
the,0.5091903209686279,0.3609684407711029,0.48711544275283813,1.0,0.2768266797065735,0.2690109610557556,0.20675969123840332,0.22068053483963013
principal,0.18730807304382324,0.11765065044164658,0.1818326860666275,0.23882900178432465,0.14727777242660522,0.1035841628909111,0.12942847609519958,0.10016445070505142
treaties,0.19978302717208862,0.18467625975608826,0.1740918755531311,0.28970760107040405,0.2850688397884369,0.7044145464897156,0.5182800889015198,0.1693580597639084
that,0.5860282182693481,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.19215139746665955,0.19276702404022217,0.19894394278526306,0.32716336846351624
form,0.31953904032707214,0.12272514402866364,0.15690121054649353,0.29286009073257446,0.06547708809375763,0.11322973668575287,0.08911643177270889,0.1463010311126709
the,0.5091903209686279,0.3609684407711029,0.48711544275283813,1.0,0.2768266797065735,0.2690109610557556,0.20675969123840332,0.22068053483963013
european,0.1717725396156311,0.18094593286514282,0.22463937103748322,0.3423081040382385,0.3364333212375641,0.25059598684310913,0.17966553568840027,0.14560863375663757
union,0.1950688660144806,0.10956501960754395,0.23276571929454803,0.24421639740467072,0.31448206305503845,0.3147597312927246,0.22260481119155884,0.07797172665596008
began,0.25673019886016846,0.23867103457450867,0.4683617055416107,0.3059147596359253,0.18195341527462006,0.14605695009231567,0.320507287979126,0.1370266228914261
with,0.5075214505195618,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.19361451268196106,0.17950300872325897,0.32675501704216003,0.2433311939239502
common,0.20520533621311188,0.23339608311653137,0.0880795493721962,0.2705984115600586,0.15996913611888885,0.09751343727111816,0.07268853485584259,0.20434872806072235
rules,0.26242417097091675,0.20772826671600342,0.1710437685251236,0.27022838592529297,0.10306784510612488,0.23335640132427216,0.17919720709323883,0.22111085057258606
for,0.43402108550071716,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.20233981311321259,0.1456756442785263,0.20483724772930145,0.264628142118454
coal,0.17124615609645844,0.08520564436912537,0.18313007056713104,0.23263108730316162,0.2844422459602356,0.1741909384727478,0.08554168790578842,0.10339318215847015
and,0.4716290831565857,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2909572422504425,0.1592116355895996,0.19545502960681915,0.20544172823429108
steel,0.19161255657672882,0.14755851030349731,0.20601782202720642,0.23159778118133545,0.18393740057945251,0.12334617972373962,0.13725847005844116,0.15723858773708344
",",0.36674630641937256,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.320420503616333,0.21270246803760529,0.2289608120918274,0.31091248989105225
and,0.4716290831565857,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2909572422504425,0.1592116355895996,0.19545502960681915,0.20544172823429108
then,0.6026323437690735,0.24939334392547607,0.27044644951820374,0.4297412931919098,0.17879121005535126,0.1391412913799286,0.20231877267360687,0.2884598970413208
atomic,0.2011091113090515,0.1354849934577942,0.17621096968650818,0.20241498947143555,0.16130395233631134,0.20263230800628662,0.11243611574172974,0.16654692590236664
energy,0.24666637182235718,0.14203959703445435,0.15364649891853333,0.26756542921066284,0.09108716249465942,0.1335025429725647,0.12254133075475693,0.14860127866268158
",",0.36674630641937256,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.320420503616333,0.21270246803760529,0.2289608120918274,0.31091248989105225
but,0.5599016547203064,0.2701607942581177,0.36023372411727905,0.4859698414802551,0.21344085037708282,0.21629014611244202,0.19913333654403687,0.27921953797340393
more,0.359977662563324,0.2547462582588196,0.21525104343891144,0.39758381247520447,0.1433829367160797,0.10572541505098343,0.1113482341170311,0.27894994616508484
complete,0.1622815877199173,0.12896934151649475,0.13758507370948792,0.277624249458313,0.14288429915905,0.14611168205738068,0.15915553271770477,0.11962060630321503
and,0.4716290831565857,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2909572422504425,0.1592116355895996,0.19545502960681915,0.20544172823429108
formal,0.24390360713005066,0.07422197610139847,0.1846911907196045,0.245810866355896,0.10886543989181519,0.22217917442321777,0.17203061282634735,0.1989586055278778
institutions,0.148276224732399,0.14944393932819366,0.20505627989768982,0.2776423394680023,0.24035345017910004,0.26004424691200256,0.18921643495559692,0.19119486212730408
were,0.29649975895881653,0.23735305666923523,0.590133786201477,0.3906462490558624,0.21423496305942535,0.17081822454929352,0.16295138001441956,0.17890112102031708
established,0.18169470131397247,0.2346011996269226,0.26515325903892517,0.33092597126960754,0.22678232192993164,0.24244152009487152,0.2597043812274933,0.15917523205280304
through,0.34666842222213745,0.14608070254325867,0.21752823889255524,0.44071322679519653,0.19972170889377594,0.12379929423332214,0.14316539466381073,0.16913433372974396
the,0.5091903209686279,0.3609684407711029,0.48711544275283813,1.0,0.2768266797065735,0.2690109610557556,0.20675969123840332,0.22068053483963013
treaty,0.15431849658489227,0.1441882997751236,0.2409621626138687,0.2690109610557556,0.29055362939834595,1.0,0.5778844356536865,0.1174844279885292
of,0.3757161796092987,0.2578314542770386,0.4069072902202606,0.733189046382904,0.23162904381752014,0.2602092921733856,0.19593118131160736,0.1826142966747284
rome,0.19273169338703156,0.217086061835289,0.2939697206020355,0.2399049997329712,0.3363681435585022,0.24507440626621246,0.15599781274795532,0.16867119073867798
1957,-0.12161962687969208,-0.09042341262102127,-0.17015549540519714,-0.091727614402771,0.07905273884534836,-0.06587588787078857,-0.12646616995334625,-0.11977791041135788
and,0.4716290831565857,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2909572422504425,0.1592116355895996,0.19545502960681915,0.20544172823429108
the,0.5091903209686279,0.3609684407711029,0.48711544275283813,1.0,0.2768266797065735,0.2690109610557556,0.20675969123840332,0.22068053483963013
maastricht,0.13100053369998932,0.16354234516620636,0.2129037231206894,0.2621105909347534,0.9361006617546082,0.31827980279922485,0.24825648963451385,0.1555221527814865
treaty,0.15431849658489227,0.1441882997751236,0.2409621626138687,0.2690109610557556,0.29055362939834595,1.0,0.5778844356536865,0.1174844279885292
1992,0.050327301025390625,0.11173026263713837,0.14268599450588226,0.12138951569795609,0.12798486649990082,0.2532901465892792,0.13753731548786163,0.11522171646356583
(,0.2459595799446106,0.2556702494621277,0.2980341613292694,0.33289089798927307,0.2355893850326538,0.14117708802223206,0.17888900637626648,0.40561532974243164
now,0.38253819942474365,0.1497349739074707,0.35876134037971497,0.38266420364379883,0.29142454266548157,0.169672429561615,0.21563944220542908,0.29641881585121155
:,-0.04432349652051926,0.05222936347126961,0.002802103292196989,-0.03403344005346298,0.051213402301073074,0.030124232172966003,0.07450725883245468,-0.07156077772378922
tfeu,0.17027974128723145,0.16740381717681885,0.17341893911361694,0.23805710673332214,0.32289737462997437,0.20096592605113983,0.18421396613121033,0.2193283885717392
),0.2538422644138336,0.24282371997833252,0.3267642855644226,0.3456730246543884,0.24684789776802063,0.15254124999046326,0.19181977212429047,0.42300865054130554
.,0.475719153881073,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.2699848413467407,0.17410176992416382,0.2168726921081543,0.4130953550338745
