,what,is,the,name,of,the,largest,university,press,in,the,u.s,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3757036626338959,0.263973206281662,0.2519533634185791,0.6662389636039734,1.0,0.0010489047272130847,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.25739672780036926,1.0,0.46514785289764404,0.3201795518398285,0.263973206281662,0.10919035971164703,0.11887256056070328
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.3413417339324951,0.20346471667289734,0.12289991229772568,0.5394441485404968,0.5823672413825989,-0.06091627478599548,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.2870445251464844,0.2568899393081665,0.17522798478603363,0.5073733329772949,0.6021018624305725,-0.10460738837718964,0.21848613023757935
home,0.1608789712190628,0.22316986322402954,0.28978195786476135,0.16885216534137726,0.24402645230293274,0.28978195786476135,0.22477854788303375,0.2638651728630066,0.18110035359859467,0.30467477440834045,0.28978195786476135,0.0611603707075119,0.0757145956158638
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.18687231838703156,0.20192374289035797,0.212715283036232,0.45010748505592346,0.535392165184021,-0.06169208884239197,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3757036626338959,0.263973206281662,0.2519533634185791,0.6662389636039734,1.0,0.0010489047272130847,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.25739672780036926,1.0,0.46514785289764404,0.3201795518398285,0.263973206281662,0.10919035971164703,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.36650770902633667,0.30646374821662903,0.2328261137008667,0.5696388483047485,0.733189046382904,0.01289863046258688,0.1826142966747284
chicago,0.1521448791027069,0.12146236002445221,0.27360326051712036,0.1020326316356659,0.18391016125679016,0.27360326051712036,0.10460036993026733,0.29005804657936096,0.2212863713502884,0.23921214044094086,0.27360326051712036,0.11788710951805115,0.16446958482265472
press,0.183354914188385,0.12289991229772568,0.2519533634185791,0.09217752516269684,0.2328261137008667,0.2519533634185791,0.18170557916164398,0.46514785289764404,1.0000001192092896,0.17076928913593292,0.2519533634185791,0.05580587685108185,0.14048311114311218
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.3017033040523529,0.27518972754478455,0.5201468467712402,0.4933079481124878,0.16541516780853271,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3757036626338959,0.263973206281662,0.2519533634185791,0.6662389636039734,1.0,0.0010489047272130847,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.14345738291740417,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.25739672780036926,0.18170557916164398,0.3017216920852661,0.3757036626338959,0.039873797446489334,0.12401245534420013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.25739672780036926,1.0,0.46514785289764404,0.3201795518398285,0.263973206281662,0.10919035971164703,0.11887256056070328
press,0.183354914188385,0.12289991229772568,0.2519533634185791,0.09217752516269684,0.2328261137008667,0.2519533634185791,0.18170557916164398,0.46514785289764404,1.0000001192092896,0.17076928913593292,0.2519533634185791,0.05580587685108185,0.14048311114311218
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.3201795518398285,0.17076928913593292,1.0,0.6662389636039734,0.041317474097013474,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3757036626338959,0.263973206281662,0.2519533634185791,0.6662389636039734,1.0,0.0010489047272130847,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.1602238416671753,0.3187655806541443,0.34367692470550537,0.2719666361808777,0.2727796137332916,0.23561207950115204,0.3938477039337158,0.34367692470550537,0.06835976988077164,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.17846445739269257,0.30884552001953125,0.3463578522205353,0.23322616517543793,0.24941645562648773,0.2237221598625183,0.3977442979812622,0.3463578522205353,0.07792305201292038,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.18871670961380005,0.290679007768631,0.22295179963111877,0.5591574311256409,0.5934505462646484,0.08517482131719589,0.4130953550338745
