,beginning,how,many,years,ago,did,the,amazon,rainforest,extend,45,degrees,south,?
from,0.34789925813674927,0.22939439117908478,0.33099696040153503,0.31063511967658997,0.27087220549583435,0.20248863101005554,0.40150508284568787,0.08236479759216309,0.20909366011619568,0.23901566863059998,-0.07979556918144226,0.24367117881774902,0.308648020029068,0.19969791173934937
66–34,0.06880506873130798,0.0655895546078682,0.02490725927054882,-0.01853073388338089,-0.043449126183986664,0.08868498355150223,-0.017640255391597748,-0.06517403572797775,-0.03732705116271973,0.028506219387054443,0.023617766797542572,0.00590662332251668,-0.04725364223122597,0.029248163104057312
mya,0.21018652617931366,0.1832091361284256,0.1735914945602417,0.3639891743659973,0.5967726707458496,0.11862305551767349,0.1532435119152069,0.17866691946983337,0.3622607886791229,0.2006237953901291,0.01993658021092415,0.15617825090885162,0.23017486929893494,0.2211715579032898
",",0.31347912549972534,0.22659391164779663,0.40610817074775696,0.2589467465877533,0.26431804895401,0.3015086054801941,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.24409228563308716,0.040208861231803894,0.2107638567686081,0.3256652057170868,0.31091248989105225
the,0.49622642993927,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.23063679039478302,0.34736719727516174,1.0,0.260541707277298,0.2571161389350891,0.29680711030960083,-0.020405476912856102,0.22473014891147614,0.3129390776157379,0.22068053483963013
rainforest,0.0703345313668251,0.15943723917007446,0.30444011092185974,0.1693250834941864,0.2969004511833191,0.0939265564084053,0.2571161389350891,0.48046615719795227,1.0,0.18037059903144836,-0.08534162491559982,0.20958340167999268,0.3335019052028656,0.1917492002248764
extended,0.24509109556674957,0.1505790501832962,0.1898389756679535,0.20035874843597412,0.18312983214855194,0.22313983738422394,0.3160722553730011,0.13157714903354645,0.1071692481637001,0.7595950365066528,0.030528949573636055,0.1774115115404129,0.1459486186504364,0.17568568885326385
as,0.3335636258125305,0.33782753348350525,0.4070141911506653,0.234328031539917,0.21287672221660614,0.3596470057964325,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.2044183611869812,0.1044415533542633,0.21476560831069946,0.21022742986679077,0.27043893933296204
far,0.2501310706138611,0.3041025996208191,0.3463234305381775,0.23578692972660065,0.254878968000412,0.2696933448314667,0.38564538955688477,0.2511804699897766,0.26681652665138245,0.3836676776409149,0.05961167812347412,0.21835185587406158,0.29976871609687805,0.2170870453119278
south,0.21035201847553253,0.11786635220050812,0.2319321483373642,0.24083536863327026,0.20562174916267395,0.1510593444108963,0.3129390776157379,0.23864558339118958,0.3335019052028656,0.2150885909795761,0.04774842783808708,0.20311768352985382,1.0000001192092896,0.12336621433496475
as,0.3335636258125305,0.33782753348350525,0.4070141911506653,0.234328031539917,0.21287672221660614,0.3596470057964325,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.2044183611869812,0.1044415533542633,0.21476560831069946,0.21022742986679077,0.27043893933296204
45°,0.06172892823815346,-0.07974297553300858,0.024775832891464233,0.01905694231390953,-0.11535460501909256,0.10663186013698578,0.03824855014681816,-0.07043644785881042,-0.10959982872009277,-0.15169411897659302,0.05444665625691414,0.029542746022343636,0.03376966342329979,-0.08168196678161621
.,0.33853423595428467,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.2834824323654175,0.35288307070732117,0.5934505462646484,0.262887567281723,0.25713270902633667,0.23276987671852112,0.0019963658414781094,0.23894986510276794,0.2798699140548706,0.4130953550338745
