,in,which,case,did,the,court,state,that,austria,was,not,allowed,to,hold,places,in,austrian,schools,exclusively,for,austrian,students,?
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.33316072821617126,0.435920387506485,0.24159443378448486,0.45514053106307983,0.3403114080429077,0.23683252930641174,0.45010748505592346,0.2667064666748047,0.3709096312522888,1.0,0.16418905556201935,0.2632134258747101,0.23381662368774414,0.4322226941585541,0.16418905556201935,0.2676171064376831,0.20430970191955566
commission,0.21326816082000732,0.25648555159568787,0.1518445461988449,0.18697425723075867,0.24418850243091583,0.36450091004371643,0.2685767114162445,0.22035260498523712,0.2084265500307083,0.28741392493247986,0.21429981291294098,0.18965861201286316,0.24674905836582184,0.15026870369911194,0.11951188743114471,0.21326816082000732,0.18501317501068115,0.27276521921157837,0.13070887327194214,0.23846951127052307,0.18501317501068115,0.21289891004562378,0.16231559216976166
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.17618848383426666,0.18580520153045654,0.31226083636283875,0.1562204658985138,0.14623945951461792,0.15643759071826935,0.16128918528556824,0.1493779718875885,0.19912324845790863,0.2109750658273697,0.12818080186843872,0.1254102736711502,0.15216681361198425,0.07077326625585556,0.16269318759441376,0.05182287469506264,0.13933385908603668,0.07077326625585556,0.11972226947546005,0.28677162528038025
austria,0.24159443378448486,0.18791082501411438,0.17031709849834442,0.1684301197528839,0.24396029114723206,0.2353733628988266,0.17784255743026733,0.18882311880588531,1.0000001192092896,0.22460195422172546,0.17327038943767548,0.20320355892181396,0.1887667030096054,0.1892038732767105,0.16211237013339996,0.24159443378448486,0.7623867988586426,0.13539071381092072,0.12603037059307098,0.17178432643413544,0.7623867988586426,0.145699605345726,0.16068434715270996
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,1.0,0.2812081575393677,0.3097178041934967,0.5473989248275757,0.24396029114723206,0.48711544275283813,0.4310511648654938,0.2985120713710785,0.535392165184021,0.3067915439605713,0.31653955578804016,0.6662389636039734,0.23007287085056305,0.22905772924423218,0.3155750334262848,0.4739971458911896,0.23007287085056305,0.25268980860710144,0.22068053483963013
court,0.2793687880039215,0.19263212382793427,0.4225234091281891,0.23020441830158234,0.2812081575393677,1.0,0.24923300743103027,0.2474849969148636,0.2353733628988266,0.2737988233566284,0.21835780143737793,0.2273443639278412,0.24824365973472595,0.18381616473197937,0.15062499046325684,0.2793687880039215,0.1831805258989334,0.2738938629627228,0.11564794182777405,0.21894486248493195,0.1831805258989334,0.20308147370815277,0.17100423574447632
held,0.3127288818359375,0.2626747488975525,0.1021638736128807,0.18607917428016663,0.32185450196266174,0.2663261592388153,0.2515416145324707,0.224154531955719,0.16114211082458496,0.30231067538261414,0.1698913723230362,0.2389245480298996,0.22177374362945557,0.4960750639438629,0.21211108565330505,0.3127288818359375,0.12539809942245483,0.18657080829143524,0.13187465071678162,0.2495253086090088,0.12539809942245483,0.19580724835395813,0.14103956520557404
that,0.435920387506485,0.6894589066505432,0.4129708409309387,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.24252457916736603,1.0,0.18882311880588531,0.33670201897621155,0.6600887179374695,0.41059720516204834,0.5436353087425232,0.34848764538764954,0.3330172598361969,0.435920387506485,0.18530410528182983,0.2649109661579132,0.28489214181900024,0.4137635827064514,0.18530410528182983,0.2510627210140228,0.32716336846351624
austria,0.24159443378448486,0.18791082501411438,0.17031709849834442,0.1684301197528839,0.24396029114723206,0.2353733628988266,0.17784255743026733,0.18882311880588531,1.0000001192092896,0.22460195422172546,0.17327038943767548,0.20320355892181396,0.1887667030096054,0.1892038732767105,0.16211237013339996,0.24159443378448486,0.7623867988586426,0.13539071381092072,0.12603037059307098,0.17178432643413544,0.7623867988586426,0.145699605345726,0.16068434715270996
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.22072885930538177,0.33670201897621155,0.22460195422172546,1.0000001192092896,0.2888734042644501,0.27499085664749146,0.3636345863342285,0.19631803035736084,0.16722169518470764,0.45514053106307983,0.24469807744026184,0.19736053049564362,0.22272594273090363,0.3863949179649353,0.24469807744026184,0.19959072768688202,0.18412111699581146
not,0.3403114080429077,0.46766895055770874,0.3788454234600067,0.6481515765190125,0.4310511648654938,0.21835780143737793,0.23725773394107819,0.6600887179374695,0.17327038943767548,0.2888734042644501,0.9999999403953552,0.5134925246238708,0.5149973034858704,0.30054694414138794,0.27817535400390625,0.3403114080429077,0.1492871791124344,0.2299577295780182,0.30651840567588806,0.39280617237091064,0.1492871791124344,0.2090270072221756,0.41942933201789856
entitled,0.2123948633670807,0.26463383436203003,0.2648524343967438,0.25660303235054016,0.2671615183353424,0.17838029563426971,0.1522807776927948,0.27380138635635376,0.13264501094818115,0.2241649031639099,0.2864508330821991,0.2692394554615021,0.2588021159172058,0.18557201325893402,0.05810919776558876,0.2123948633670807,0.0906856432557106,0.08710174262523651,0.22861112654209137,0.20909465849399567,0.0906856432557106,0.16621148586273193,0.2216128408908844
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.25557461380958557,0.5436353087425232,0.1887667030096054,0.3636345863342285,0.5149973034858704,0.42967355251312256,1.0,0.3469145894050598,0.3195951581001282,0.45010748505592346,0.11896322667598724,0.2362271547317505,0.2837362289428711,0.4451248347759247,0.11896322667598724,0.2905822694301605,0.29463258385658264
restrict,0.21420498192310333,0.3331383168697357,0.3353883624076843,0.2259368598461151,0.24203848838806152,0.22852575778961182,0.1691560447216034,0.3678882122039795,0.21919824182987213,0.1678699254989624,0.38933777809143066,0.49075761437416077,0.3377874493598938,0.2689158618450165,0.27388039231300354,0.21420498192310333,0.16710644960403442,0.27563682198524475,0.31128230690956116,0.33220580220222473,0.16710644960403442,0.21504159271717072,0.2305895984172821
places,0.3709096312522888,0.30502936244010925,0.18066613376140594,0.19631847739219666,0.31653955578804016,0.15062499046325684,0.1683303266763687,0.3330172598361969,0.16211237013339996,0.16722169518470764,0.27817535400390625,0.24162150919437408,0.3195951581001282,0.18517853319644928,0.9999999403953552,0.3709096312522888,0.06032756716012955,0.35440099239349365,0.2404089868068695,0.3050630986690521,0.06032756716012955,0.26123544573783875,0.17623652517795563
