,when,did,the,umc,enter,into,full,communion,with,several,churches,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.15436193346977234,0.2540470063686371,0.38021373748779297,0.20023053884506226,0.19935038685798645,0.4080928862094879,0.39405709505081177,0.2825169265270233,0.20430970191955566
may,0.3167054355144501,0.3038632869720459,0.2694292366504669,0.1511158049106598,0.14225946366786957,0.13332241773605347,0.21508175134658813,0.18495769798755646,0.23512546718120575,0.2801859676837921,0.18247082829475403,0.2768254578113556
2012,0.30712300539016724,0.16113266348838806,0.46885523200035095,0.17916148900985718,0.2005823403596878,0.24569958448410034,0.15475815534591675,0.24456629157066345,0.27785399556159973,0.2882249653339386,0.213542640209198,0.18042556941509247
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.21262750029563904,0.3499310314655304,0.39493247866630554,0.2988807260990143,0.2783570885658264,0.4223487675189972,0.40559855103492737,0.2626241147518158,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.34367692470550537,0.1928277611732483,0.18126192688941956,0.1582697629928589,0.16451247036457062,0.21131259202957153,0.19869105517864227,0.24735265970230103,0.24439866840839386,0.17266890406608582
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,0.12083626538515091,0.1695648729801178,0.06546356528997421,0.4576609432697296,0.17456914484500885,0.19872747361660004,0.5514780282974243,0.1436992734670639
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.03251131251454353,0.11812582612037659,0.12740764021873474,0.553836464881897,0.17961077392101288,0.19587072730064392,0.7955681681632996,0.18081501126289368
entered,0.28343769907951355,0.24553436040878296,0.3258282542228699,0.1626303493976593,0.6595630645751953,0.32697200775146484,0.1956689953804016,0.09867683053016663,0.1989462971687317,0.15821896493434906,0.10449883341789246,0.10335487127304077
into,0.389646977186203,0.14888085424900055,0.39493247866630554,0.08564131706953049,0.31468522548675537,1.0,0.1936638057231903,0.16709411144256592,0.2912435233592987,0.3123220205307007,0.1382402926683426,0.15662476420402527
full,0.2801515758037567,0.21422791481018066,0.2988807260990143,0.19006139039993286,0.18487465381622314,0.1936638057231903,1.0,0.29432693123817444,0.25611773133277893,0.17905063927173615,0.17523661255836487,0.168479785323143
communion,0.20626883208751678,0.1578693836927414,0.2783570885658264,0.3216911852359772,0.10392415523529053,0.16709411144256592,0.29432693123817444,1.0,0.2439599335193634,0.21930867433547974,0.566815972328186,0.17005951702594757
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.11891178786754608,0.20629249513149261,0.2912435233592987,0.25611773133277893,0.2439599335193634,0.9999999403953552,0.3401424288749695,0.21990472078323364,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,1.0,0.21262750029563904,0.3499310314655304,0.39493247866630554,0.2988807260990143,0.2783570885658264,0.4223487675189972,0.40559855103492737,0.2626241147518158,0.22068053483963013
african,0.15139542520046234,0.20085735619068146,0.23305515944957733,0.25326067209243774,0.10098448395729065,0.19277147948741913,0.10498733818531036,0.19312891364097595,0.149913489818573,0.1908927708864212,0.1603059321641922,0.11862778663635254
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,0.12083626538515091,0.1695648729801178,0.06546356528997421,0.4576609432697296,0.17456914484500885,0.19872747361660004,0.5514780282974243,0.1436992734670639
episcopal,0.17882616817951202,0.18516510725021362,0.2631160318851471,0.25343456864356995,0.080716572701931,0.15817712247371674,0.17587462067604065,0.4923425018787384,0.12760615348815918,0.2232183814048767,0.513637125492096,0.22619661688804626
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.03251131251454353,0.11812582612037659,0.12740764021873474,0.553836464881897,0.17961077392101288,0.19587072730064392,0.7955681681632996,0.18081501126289368
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
african,0.15139542520046234,0.20085735619068146,0.23305515944957733,0.25326067209243774,0.10098448395729065,0.19277147948741913,0.10498733818531036,0.19312891364097595,0.149913489818573,0.1908927708864212,0.1603059321641922,0.11862778663635254
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,0.12083626538515091,0.1695648729801178,0.06546356528997421,0.4576609432697296,0.17456914484500885,0.19872747361660004,0.5514780282974243,0.1436992734670639
episcopal,0.17882616817951202,0.18516510725021362,0.2631160318851471,0.25343456864356995,0.080716572701931,0.15817712247371674,0.17587462067604065,0.4923425018787384,0.12760615348815918,0.2232183814048767,0.513637125492096,0.22619661688804626
zion,0.11847461014986038,0.11321797966957092,0.2768973112106323,0.30492153763771057,0.17547446489334106,0.11723210662603378,0.15219159424304962,0.37491294741630554,0.07399025559425354,0.12274258583784103,0.2858843207359314,0.18613699078559875
