,the,speed,of,the,killing,response,of,the,human,immune,system,is,a,product,of,what,process,?
the,1.0,0.2310667634010315,0.733189046382904,1.0,0.2688891291618347,0.28909924626350403,0.733189046382904,1.0,0.3103327453136444,0.21364226937294006,0.3233085572719574,0.5823672413825989,0.5829201340675354,0.23984220623970032,0.733189046382904,0.42745697498321533,0.264274537563324,0.22068053483963013
speed,0.2310667634010315,0.9999999403953552,0.1947416365146637,0.2310667634010315,0.12992392480373383,0.22497540712356567,0.1947416365146637,0.2310667634010315,0.19808630645275116,0.1528039276599884,0.22995653748512268,0.21955357491970062,0.2531464993953705,0.23026977479457855,0.1947416365146637,0.23285695910453796,0.23268195986747742,0.17392314970493317
of,0.733189046382904,0.1947416365146637,1.0,0.733189046382904,0.29287010431289673,0.21864040195941925,1.0,0.733189046382904,0.3083189129829407,0.16620753705501556,0.25597915053367615,0.4854315221309662,0.5052502155303955,0.19526132941246033,1.0,0.33290785551071167,0.23962904512882233,0.1826142966747284
the,1.0,0.2310667634010315,0.733189046382904,1.0,0.2688891291618347,0.28909924626350403,0.733189046382904,1.0,0.3103327453136444,0.21364226937294006,0.3233085572719574,0.5823672413825989,0.5829201340675354,0.23984220623970032,0.733189046382904,0.42745697498321533,0.264274537563324,0.22068053483963013
response,0.28909924626350403,0.22497540712356567,0.21864040195941925,0.28909924626350403,0.1568065732717514,1.0000001192092896,0.21864040195941925,0.28909924626350403,0.19727018475532532,0.43541768193244934,0.2933112382888794,0.21022158861160278,0.25924429297447205,0.26616203784942627,0.21864040195941925,0.3532308340072632,0.28558048605918884,0.2007838636636734
is,0.5823672413825989,0.21955357491970062,0.4854315221309662,0.5823672413825989,0.23006494343280792,0.21022158861160278,0.4854315221309662,0.5823672413825989,0.22481991350650787,0.2092347890138626,0.2282046526670456,1.0,0.658733606338501,0.2903512120246887,0.4854315221309662,0.28837618231773376,0.21762968599796295,0.22961433231830597
a,0.5829201340675354,0.2531464993953705,0.5052502155303955,0.5829201340675354,0.23764893412590027,0.25924429297447205,0.5052502155303955,0.5829201340675354,0.2368878275156021,0.20466765761375427,0.2589043080806732,0.658733606338501,1.0,0.26422351598739624,0.5052502155303955,0.3320399522781372,0.2601566016674042,0.23916715383529663
result,0.27778977155685425,0.21082404255867004,0.231380432844162,0.27778977155685425,0.12972772121429443,0.2916276156902313,0.231380432844162,0.27778977155685425,0.21989405155181885,0.20555342733860016,0.21501560509204865,0.19420543313026428,0.2767398953437805,0.31131091713905334,0.231380432844162,0.19945499300956726,0.3461543619632721,0.17218433320522308
of,0.733189046382904,0.1947416365146637,1.0,0.733189046382904,0.29287010431289673,0.21864040195941925,1.0,0.733189046382904,0.3083189129829407,0.16620753705501556,0.25597915053367615,0.4854315221309662,0.5052502155303955,0.19526132941246033,1.0,0.33290785551071167,0.23962904512882233,0.1826142966747284
signal,0.25718533992767334,0.28550687432289124,0.19249287247657776,0.25718533992767334,0.1872670203447342,0.370956152677536,0.19249287247657776,0.25718533992767334,0.2436567097902298,0.2967832088470459,0.3163019120693207,0.17751270532608032,0.246576189994812,0.18160153925418854,0.19249287247657776,0.22636008262634277,0.27517279982566833,0.1212705597281456
amplification,0.28981128334999084,0.3268689215183258,0.26353397965431213,0.28981128334999084,0.13378146290779114,0.3839666545391083,0.26353397965431213,0.28981128334999084,0.2523828446865082,0.29409685730934143,0.31243863701820374,0.21452422440052032,0.32778897881507874,0.3282853662967682,0.26353397965431213,0.35656601190567017,0.5046494007110596,0.2664923071861267
that,0.5473989248275757,0.28472527861595154,0.41498205065727234,0.5473989248275757,0.21018849313259125,0.3606419265270233,0.41498205065727234,0.5473989248275757,0.3200635015964508,0.30237793922424316,0.3088737428188324,0.3995479643344879,0.47537946701049805,0.34754347801208496,0.41498205065727234,0.6297725439071655,0.3275851607322693,0.32716336846351624
occurs,0.30771008133888245,0.2049093246459961,0.24937129020690918,0.30771008133888245,0.2844073176383972,0.26945021748542786,0.24937129020690918,0.30771008133888245,0.22590436041355133,0.2760990858078003,0.23604246973991394,0.3398558497428894,0.30202820897102356,0.22483190894126892,0.24937129020690918,0.18880343437194824,0.327192097902298,0.15104985237121582
following,0.39779382944107056,0.165511354804039,0.3576679527759552,0.39779382944107056,0.16275645792484283,0.2237357795238495,0.3576679527759552,0.39779382944107056,0.11818626523017883,0.13201960921287537,0.15242519974708557,0.21705439686775208,0.27489006519317627,0.15688376128673553,0.3576679527759552,0.2506418824195862,0.1832440197467804,0.1555173695087433
sequential,0.22207851707935333,0.22551994025707245,0.23029763996601105,0.22207851707935333,0.07181159406900406,0.20006196200847626,0.23029763996601105,0.22207851707935333,0.26099979877471924,0.23697738349437714,0.2596888840198517,0.23921486735343933,0.26749467849731445,0.2823345959186554,0.23029763996601105,0.1532059609889984,0.34316226840019226,0.1188860833644867
proteolytic,0.30792954564094543,0.18086084723472595,0.338501900434494,0.30792954564094543,0.21930097043514252,0.2707979083061218,0.338501900434494,0.30792954564094543,0.3698628544807434,0.415555477142334,0.28543564677238464,0.28910553455352783,0.3267713189125061,0.3800709545612335,0.338501900434494,0.2551213502883911,0.3851381540298462,0.22817769646644592
activation,0.30273205041885376,0.27522146701812744,0.2020977884531021,0.30273205041885376,0.14764750003814697,0.42360228300094604,0.2020977884531021,0.30273205041885376,0.3160625994205475,0.4638541042804718,0.3515070378780365,0.24432499706745148,0.24706503748893738,0.4524573087692261,0.2020977884531021,0.2419547140598297,0.4448413550853729,0.19980524480342865
of,0.733189046382904,0.1947416365146637,1.0,0.733189046382904,0.29287010431289673,0.21864040195941925,1.0,0.733189046382904,0.3083189129829407,0.16620753705501556,0.25597915053367615,0.4854315221309662,0.5052502155303955,0.19526132941246033,1.0,0.33290785551071167,0.23962904512882233,0.1826142966747284
complement,0.3089122176170349,0.2390681803226471,0.30478957295417786,0.3089122176170349,0.0692770928144455,0.2858979105949402,0.30478957295417786,0.3089122176170349,0.23722520470619202,0.3349134624004364,0.3471720218658447,0.3472212851047516,0.36002278327941895,0.34771230816841125,0.30478957295417786,0.2655338943004608,0.39420831203460693,0.11208028346300125
molecules,0.2374771386384964,0.24993234872817993,0.24428431689739227,0.2374771386384964,0.0937550961971283,0.20722168684005737,0.24428431689739227,0.2374771386384964,0.3011176884174347,0.3475925624370575,0.26136019825935364,0.20481984317302704,0.23147501051425934,0.333781898021698,0.24428431689739227,0.2143162339925766,0.3803061544895172,0.17409995198249817
",",0.4933079481124878,0.21732394397258759,0.4946078956127167,0.4933079481124878,0.3071345388889313,0.24039098620414734,0.4946078956127167,0.4933079481124878,0.23877760767936707,0.15102852880954742,0.18439900875091553,0.4691906273365021,0.427140474319458,0.20782852172851562,0.4946078956127167,0.3087472915649414,0.2061346471309662,0.31091248989105225
which,0.6521818041801453,0.2855447232723236,0.5011631846427917,0.6521818041801453,0.2309034764766693,0.33102378249168396,0.5011631846427917,0.6521818041801453,0.3003762662410736,0.3153325319290161,0.37390631437301636,0.4457404911518097,0.56894451379776,0.32536378502845764,0.5011631846427917,0.5261979103088379,0.3943749964237213,0.25814583897590637
are,0.40399202704429626,0.17613103985786438,0.39081433415412903,0.40399202704429626,0.1930665224790573,0.20697586238384247,0.39081433415412903,0.40399202704429626,0.23456993699073792,0.23878547549247742,0.21917270123958588,0.5330929756164551,0.265255331993103,0.2408166378736496,0.39081433415412903,0.29724663496017456,0.23280955851078033,0.24591213464736938
also,0.6021018624305725,0.22745828330516815,0.4924938678741455,0.6021018624305725,0.19368337094783783,0.2597503960132599,0.4924938678741455,0.6021018624305725,0.23273280262947083,0.23907321691513062,0.25791773200035095,0.5012649297714233,0.5149940252304077,0.26927679777145386,0.4924938678741455,0.42747777700424194,0.23756733536720276,0.21848613023757935
