,in,what,sector,are,jobs,beginning,to,increase,?
[,0.12324675917625427,0.010752761736512184,0.2012556791305542,0.021565506234765053,0.18790125846862793,0.12648791074752808,0.07649242132902145,0.14175945520401,0.011015460826456547
citation,0.22942641377449036,0.26448965072631836,0.20089447498321533,0.19570352137088776,0.08514296263456345,0.19080042839050293,0.2558228075504303,0.14005154371261597,0.3382055461406708
needed,0.21117523312568665,0.3631289601325989,0.28258731961250305,0.3141024708747864,0.3364260792732239,0.25953173637390137,0.45002421736717224,0.3660203218460083,0.2863257825374603
],-0.1088862195611,-0.03775298595428467,-0.03914014995098114,-0.02216748520731926,-0.042925115674734116,0.016468478366732597,-0.04249158129096031,0.045157816261053085,-0.0022520492784678936
it,0.5130809545516968,0.45803478360176086,0.2693788707256317,0.3617996573448181,0.22578845918178558,0.3182264268398285,0.513711154460907,0.24231809377670288,0.25732165575027466
may,0.3424151837825775,0.25739946961402893,0.13321208953857422,0.3162533640861511,0.1787848174571991,0.23129837214946747,0.391582727432251,0.20830674469470978,0.2768254578113556
be,0.3481820821762085,0.3929833769798279,0.23647715151309967,0.5556803941726685,0.232402041554451,0.29606863856315613,0.4972836375236511,0.3498366177082062,0.3324260413646698
possible,0.2287878543138504,0.3281886577606201,0.24721825122833252,0.3083013594150543,0.17173980176448822,0.2568802535533905,0.4506641626358032,0.34595397114753723,0.3059970438480377
that,0.435920387506485,0.6297725439071655,0.22927269339561462,0.45265161991119385,0.2788684070110321,0.3866214156150818,0.5436353087425232,0.3491165041923523,0.32716336846351624
another,0.3397690951824188,0.4190070629119873,0.21500201523303986,0.23159852623939514,0.20840276777744293,0.2414734959602356,0.48769932985305786,0.21056289970874786,0.295511931180954
kuznets,0.2006215751171112,0.1295931190252304,0.182106152176857,0.22794824838638306,0.1955193281173706,0.1947002410888672,0.16331002116203308,0.08981592953205109,0.19523082673549652
',0.4158826768398285,0.3245812654495239,0.11887571215629578,0.24618251621723175,0.1530991792678833,0.20603032410144806,0.34544456005096436,0.1362498700618744,0.330942302942276
cycle,0.20483464002609253,0.17920038104057312,0.19847434759140015,0.17850318551063538,0.09874685853719711,0.2832140326499939,0.17373278737068176,0.2094120979309082,0.07156776636838913
is,0.5394441485404968,0.28837618231773376,0.22561627626419067,0.5330929756164551,0.1791449338197708,0.2446223646402359,0.42745086550712585,0.18273088335990906,0.22961433231830597
occurring,0.3471614122390747,0.2270880937576294,0.1493847668170929,0.3632349967956543,0.0490778423845768,0.311940997838974,0.22203904390335083,0.3272782862186432,0.1781778186559677
",",0.5201468467712402,0.3087472915649414,0.23930709064006805,0.4062570035457611,0.29151952266693115,0.31347912549972534,0.44245919585227966,0.20005576312541962,0.31091248989105225
specifically,0.2524903118610382,0.37581726908683777,0.23378685116767883,0.36550894379615784,0.12012818455696106,0.3545683026313782,0.4197046458721161,0.30471861362457275,0.2063003033399582
the,0.6662389636039734,0.42745697498321533,0.27798449993133545,0.40399202704429626,0.25216126441955566,0.49622642993927,0.535392165184021,0.32049667835235596,0.22068053483963013
move,0.23030683398246765,0.30861297249794006,0.11635195463895798,0.2278190404176712,0.22764045000076294,0.17822888493537903,0.37858664989471436,0.27608513832092285,0.24440962076187134
from,0.4274188280105591,0.2737620174884796,0.18189094960689545,0.2674213647842407,0.20853225886821747,0.34789925813674927,0.4069952368736267,0.20796631276607513,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.27798449993133545,0.40399202704429626,0.25216126441955566,0.49622642993927,0.535392165184021,0.32049667835235596,0.22068053483963013
manufacturing,0.2715393304824829,0.1945977807044983,0.38875308632850647,0.17527109384536743,0.29257118701934814,0.21167278289794922,0.22432498633861542,0.30870550870895386,0.11596895009279251
sector,0.2731133699417114,0.18244388699531555,1.0000001192092896,0.18541370332241058,0.336341917514801,0.19579409062862396,0.25943341851234436,0.31545203924179077,0.06294605135917664
to,0.45010748505592346,0.455847829580307,0.25943341851234436,0.3504326641559601,0.29148486256599426,0.32582011818885803,1.0,0.3378143310546875,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.27798449993133545,0.40399202704429626,0.25216126441955566,0.49622642993927,0.535392165184021,0.32049667835235596,0.22068053483963013
service,0.1740635335445404,0.16857224702835083,0.37127581238746643,0.14771409332752228,0.3450203239917755,0.16245073080062866,0.24411341547966003,0.15811680257320404,0.1676298975944519
sector,0.2731133699417114,0.18244388699531555,1.0000001192092896,0.18541370332241058,0.336341917514801,0.19579409062862396,0.25943341851234436,0.31545203924179077,0.06294605135917664
.,0.5591574311256409,0.3567904531955719,0.2173098623752594,0.3452940285205841,0.27586984634399414,0.33853423595428467,0.4645031690597534,0.24619564414024353,0.4130953550338745
