,which,nbc,radio,network,was,tasked,with,testing,new,programs,?
the,0.6521818041801453,0.20618264377117157,0.23511973023414612,0.27187061309814453,0.48711544275283813,0.2968848645687103,0.4223487675189972,0.25075584650039673,0.3845241069793701,0.21757709980010986,0.22068053483963013
nbc,0.17917364835739136,0.9999999403953552,0.40396854281425476,0.4656192362308502,0.251334547996521,0.21181249618530273,0.19754363596439362,0.12128932774066925,0.18140773475170135,0.3764050602912903,0.1680917739868164
blue,0.28615784645080566,0.16533015668392181,0.061239466071128845,0.16397789120674133,0.15539668500423431,0.16588455438613892,0.2442699372768402,0.07826600968837738,0.1696731001138687,0.10292480140924454,0.15668673813343048
network,0.27261900901794434,0.4656192362308502,0.3433379530906677,1.0000001192092896,0.1994880586862564,0.24168506264686584,0.2153671681880951,0.1544009894132614,0.18174515664577484,0.41126325726509094,0.17853789031505585
was,0.2830964922904968,0.251334547996521,0.20381812751293182,0.1994880586862564,1.0000001192092896,0.2862255275249481,0.27411898970603943,0.1904541403055191,0.2748313844203949,0.16294841468334198,0.18412111699581146
created,0.3362928330898285,0.1640864461660385,0.12613441050052643,0.21975542604923248,0.3592788577079773,0.3104744553565979,0.2505694031715393,0.22270700335502625,0.25701409578323364,0.22368520498275757,0.21177415549755096
in,0.4840516746044159,0.19303210079669952,0.22625693678855896,0.19496823847293854,0.45514053106307983,0.17367960512638092,0.4080928862094879,0.22079947590827942,0.3758552670478821,0.2276356965303421,0.20430970191955566
1927,-0.009802687913179398,-0.004068835638463497,-0.03716455399990082,-0.07044526189565659,0.0028163567185401917,-0.05669514462351799,0.10145529359579086,-0.1154211014509201,0.04984203726053238,-0.06496686488389969,0.09959670156240463
for,0.44095608592033386,0.22503440082073212,0.2325505018234253,0.253274142742157,0.3863949179649353,0.3441523611545563,0.39140474796295166,0.28710201382637024,0.2700757384300232,0.3644469678401947,0.264628142118454
the,0.6521818041801453,0.20618264377117157,0.23511973023414612,0.27187061309814453,0.48711544275283813,0.2968848645687103,0.4223487675189972,0.25075584650039673,0.3845241069793701,0.21757709980010986,0.22068053483963013
primary,0.3064635396003723,0.09591410309076309,0.10835125297307968,0.13293330371379852,0.16384649276733398,0.18879373371601105,0.16595536470413208,0.16499623656272888,0.18274739384651184,0.23543483018875122,0.16286636888980865
purpose,0.3687290847301483,0.08048122376203537,0.18118570744991302,0.1883707046508789,0.23185795545578003,0.3421614468097687,0.15923845767974854,0.2774631679058075,0.16677285730838776,0.2198612093925476,0.21892647445201874
of,0.5011631846427917,0.12012486904859543,0.16079017519950867,0.21800683438777924,0.4069072902202606,0.2709214389324188,0.41827285289764404,0.2067517340183258,0.343457967042923,0.18037469685077667,0.1826142966747284
testing,0.2968108654022217,0.12128932774066925,0.08712516725063324,0.1544009894132614,0.1904541403055191,0.29259687662124634,0.1938811093568802,1.0000001192092896,0.2697323262691498,0.2736359238624573,0.20438756048679352
new,0.33739399909973145,0.18140773475170135,0.1785462647676468,0.18174515664577484,0.2748313844203949,0.25772884488105774,0.24325589835643768,0.2697323262691498,0.9999999403953552,0.19773654639720917,0.14782847464084625
programs,0.36594220995903015,0.3764050602912903,0.33709728717803955,0.41126325726509094,0.16294841468334198,0.3395790457725525,0.1916923075914383,0.2736359238624573,0.19773654639720917,1.0000001192092896,0.16452431678771973
on,0.4245251417160034,0.22545471787452698,0.2590620815753937,0.30190837383270264,0.3909217119216919,0.26490479707717896,0.40749499201774597,0.2297915816307068,0.31106263399124146,0.28622785210609436,0.2714994251728058
