,what,type,of,treaty,was,the,lisbon,treaty,?
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.19110316038131714,0.3518870174884796,0.559237003326416,0.18452054262161255,0.19110316038131714,0.15103481709957123
substance,0.2803279459476471,0.2569679021835327,0.23127788305282593,0.17301616072654724,0.20017051696777344,0.27041906118392944,0.09623207896947861,0.17301616072654724,0.2033585160970688
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2409621626138687,1.0000001192092896,0.48711544275283813,0.22517630457878113,0.2409621626138687,0.18412111699581146
very,0.37053924798965454,0.21407891809940338,0.34437474608421326,0.09668732434511185,0.3183368146419525,0.34171217679977417,0.05831373855471611,0.09668732434511185,0.20864155888557434
similar,0.30608364939689636,0.30731043219566345,0.2911645472049713,0.10919556021690369,0.20839861035346985,0.2963123023509979,0.027525804936885834,0.10919556021690369,0.23309361934661865
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.1986158937215805,0.3636345863342285,0.535392165184021,0.22878102958202362,0.1986158937215805,0.29463258385658264
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2690109610557556,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.22068053483963013
proposed,0.22754324972629547,0.11443158239126205,0.26188141107559204,0.22103984653949738,0.2461901754140854,0.23840250074863434,0.13148808479309082,0.22103984653949738,0.24553193151950836
constitutional,0.24835939705371857,0.11245497316122055,0.3563419580459595,0.4070098400115967,0.2571640908718109,0.2926941215991974,0.1863180696964264,0.4070098400115967,0.2199033498764038
treaty,0.17237819731235504,0.08268806338310242,0.2602092921733856,1.0,0.2409621626138687,0.2690109610557556,0.3112119436264038,1.0,0.1174844279885292
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21270246803760529,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.31091248989105225
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.21629014611244202,0.36023372411727905,0.4859698414802551,0.20627516508102417,0.21629014611244202,0.27921953797340393
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.2648608088493347,0.4577186405658722,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.25732165575027466
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2409621626138687,1.0000001192092896,0.48711544275283813,0.22517630457878113,0.2409621626138687,0.18412111699581146
formally,0.19840256869792938,0.10264354944229126,0.3022876977920532,0.34381890296936035,0.3541161119937897,0.3323594629764557,0.1874486207962036,0.34381890296936035,0.1371411830186844
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.16682939231395721,0.3694365322589874,0.4207492768764496,0.18496009707450867,0.16682939231395721,0.19793890416622162
amending,0.32458797097206116,0.14366331696510315,0.3188965320587158,0.32275381684303284,0.19495129585266113,0.3774365782737732,0.2060806304216385,0.32275381684303284,0.2748635411262512
treaty,0.17237819731235504,0.08268806338310242,0.2602092921733856,1.0,0.2409621626138687,0.2690109610557556,0.3112119436264038,1.0,0.1174844279885292
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21270246803760529,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.1592116355895996,0.3740963041782379,0.5171257257461548,0.18415111303329468,0.1592116355895996,0.20544172823429108
–,0.13008765876293182,0.016650723293423653,0.2799985408782959,0.17259547114372253,0.30754852294921875,0.2607575058937073,0.21456849575042725,0.17259547114372253,0.2714554965496063
though,0.4089210331439972,0.15306183695793152,0.37307101488113403,0.17784805595874786,0.34332048892974854,0.38776206970214844,0.11670633405447006,0.17784805595874786,0.3188856542110443
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.2648608088493347,0.4577186405658722,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.25732165575027466
significantly,0.2746123671531677,0.18519710004329681,0.2703875005245209,0.11962253600358963,0.22230319678783417,0.3313288986682892,0.08763612806797028,0.11962253600358963,0.1823679804801941
altered,0.2624957263469696,0.2200489193201065,0.29888656735420227,0.08428647369146347,0.17532992362976074,0.3240741193294525,0.02216658741235733,0.08428647369146347,0.2274777591228485
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2690109610557556,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.22068053483963013
existing,0.31325602531433105,0.17491737008094788,0.30417704582214355,0.18004660308361053,0.19214795529842377,0.36013904213905334,0.13734257221221924,0.18004660308361053,0.31003472208976746
treaties,0.2403455525636673,0.14915797114372253,0.3281906247138977,0.7044145464897156,0.1740918755531311,0.28970760107040405,0.28770017623901367,0.7044145464897156,0.1693580597639084
–,0.13008765876293182,0.016650723293423653,0.2799985408782959,0.17259547114372253,0.30754852294921875,0.2607575058937073,0.21456849575042725,0.17259547114372253,0.2714554965496063
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.2648608088493347,0.4577186405658722,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.25732165575027466
did,0.4259131848812103,0.16984181106090546,0.2513895630836487,0.19075942039489746,0.41399896144866943,0.34736719727516174,0.15342867374420166,0.19075942039489746,0.3023456633090973
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.24425633251667023,0.2888734042644501,0.4310511648654938,0.17536145448684692,0.24425633251667023,0.41942933201789856
completely,0.3990919888019562,0.184586301445961,0.25305259227752686,0.17843450605869293,0.26666659116744995,0.342624306678772,0.1730763167142868,0.17843450605869293,0.17155995965003967
replace,0.2028827667236328,0.15869642794132233,0.15038681030273438,0.14736762642860413,0.1948053240776062,0.21257810294628143,0.13849350810050964,0.14736762642860413,0.27411603927612305
them,0.4994642734527588,0.1951582431793213,0.34503093361854553,0.1932746171951294,0.23709723353385925,0.4788833558559418,0.18533478677272797,0.1932746171951294,0.35435691475868225
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.17410176992416382,0.40146201848983765,0.5934505462646484,0.20124030113220215,0.17410176992416382,0.4130953550338745
