,how,many,turnovers,did,the,panthers,force,during,the,nfc,championship,game,?
the,0.33890387415885925,0.4335206151008606,0.2887553572654724,0.34736719727516174,1.0,0.2602776288986206,0.2800885736942291,0.4838213622570038,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.25077417492866516,0.189295694231987,0.2602776288986206,0.9999999403953552,0.17409397661685944,0.22363469004631042,0.2602776288986206,0.472109317779541,0.40219083428382874,0.26323550939559937,0.16608978807926178
then,0.36093711853027344,0.27087974548339844,0.2591817378997803,0.303744375705719,0.4297412931919098,0.1711401343345642,0.23665651679039001,0.27329909801483154,0.4297412931919098,0.19782333076000214,0.1592818647623062,0.2141346037387848,0.2884598970413208
blew,0.21451584994792938,0.1964925080537796,0.17724297940731049,0.29447054862976074,0.2350693792104721,0.15841616690158844,0.20569348335266113,0.23739586770534515,0.2350693792104721,0.08932272344827652,0.14978666603565216,0.08494593948125839,0.2121112197637558
out,0.3963836133480072,0.3329806923866272,0.31258201599121094,0.28413498401641846,0.39404502511024475,0.12961417436599731,0.19182319939136505,0.2754679322242737,0.39404502511024475,0.16633296012878418,0.170593723654747,0.2353202998638153,0.22020699083805084
the,0.33890387415885925,0.4335206151008606,0.2887553572654724,0.34736719727516174,1.0,0.2602776288986206,0.2800885736942291,0.4838213622570038,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.16932182013988495,0.1684030294418335,0.22572119534015656,0.3588832914829254,0.22128356993198395,0.18129217624664307,0.22572119534015656,0.29782453179359436,0.14675039052963257,0.14382030069828033,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.21340791881084442,0.1666116863489151,0.2451406717300415,0.47018635272979736,0.13517653942108154,0.1742052286863327,0.2451406717300415,0.44831347465515137,0.29463377594947815,0.25987708568573,0.13200661540031433
in,0.2601168751716614,0.41474202275276184,0.20580574870109558,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.21744468808174133,0.4627237319946289,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2887553572654724,0.34736719727516174,1.0,0.2602776288986206,0.2800885736942291,0.4838213622570038,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.31568512320518494,0.11289361864328384,0.2545439600944519,0.472109317779541,0.15178051590919495,0.19463802874088287,0.2545439600944519,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.219132199883461,0.18663130700588226,0.2540402412414551,0.40219083428382874,0.1951560229063034,0.21988758444786072,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.27393272519111633,0.19789010286331177,0.285271555185318,0.26323550939559937,0.14257796108722687,0.23073366284370422,0.285271555185318,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
",",0.22659391164779663,0.40610817074775696,0.2863239049911499,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.22091743350028992,0.3225448727607727,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
49–15,0.04852207005023956,0.19625228643417358,0.09846039861440659,-0.03175068646669388,0.09043944627046585,0.020930055528879166,0.07531770318746567,0.06941400468349457,0.09043944627046585,-0.014515412040054798,-0.0035784251522272825,-0.0603368878364563,-0.055436357855796814
",",0.22659391164779663,0.40610817074775696,0.2863239049911499,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.22091743350028992,0.3225448727607727,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
racking,0.21720391511917114,0.2336263358592987,0.33283817768096924,0.2108302116394043,0.2599547207355499,0.1909378170967102,0.19647307693958282,0.1630764603614807,0.2599547207355499,0.26659488677978516,0.17299732565879822,0.253297358751297,0.19295835494995117
up,0.2819872200489044,0.2688518464565277,0.23996089398860931,0.21613863110542297,0.38423117995262146,0.22487294673919678,0.17141667008399963,0.23661918938159943,0.38423117995262146,0.2243606448173523,0.18174704909324646,0.2075866311788559,0.1819818764925003
487,-0.16074751317501068,-0.07685168087482452,-0.2355729192495346,-0.12252136319875717,-0.11880908161401749,-0.1087554469704628,-0.07778524607419968,-0.18383876979351044,-0.11880908161401749,-0.2288915365934372,-0.12426751852035522,-0.1329537034034729,-0.07421454787254333
yards,0.1345205456018448,0.13134367763996124,0.30400171875953674,0.11230118572711945,0.16070343554019928,0.33815330266952515,0.17778749763965607,0.22745878994464874,0.16070343554019928,0.4452243447303772,0.2674148976802826,0.2516956329345703,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.3234790563583374,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.24372100830078125,0.36462149024009705,0.5171257257461548,0.24502897262573242,0.22004875540733337,0.25192898511886597,0.20544172823429108
forcing,0.22077983617782593,0.1790088713169098,0.29186001420021057,0.28997835516929626,0.31176233291625977,0.12269148975610733,0.3712500333786011,0.23720835149288177,0.31176233291625977,0.164426788687706,0.12519139051437378,0.08991260826587677,0.19852621853351593
