,which,newspaper,defined,southern,california,?
in,0.4840516746044159,0.24728119373321533,0.2143561989068985,0.3190481662750244,0.2772824168205261,0.20430970191955566
1900,0.18227529525756836,0.1581069529056549,0.017975755035877228,-0.04527461901307106,-0.008215396665036678,0.12663045525550842
",",0.3658004403114319,0.23561978340148926,0.2234039455652237,0.2795628309249878,0.2704589068889618,0.31091248989105225
the,0.6521818041801453,0.228145033121109,0.2634572982788086,0.3282862603664398,0.2750805914402008,0.22068053483963013
los,0.15805238485336304,0.19186387956142426,0.0670938491821289,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.15751682221889496,0.19780896604061127,0.07190258800983429,0.19405479729175568,0.6717669367790222,0.16139166057109833
times,0.29070794582366943,0.30033794045448303,0.1190163642168045,0.1500178873538971,0.11193957179784775,0.18880689144134521
defined,0.3236873149871826,0.030315550044178963,1.0,0.1111694797873497,0.09465860575437546,0.22494901716709137
southern,0.2648681700229645,0.15298287570476532,0.1111694797873497,1.0,0.2983402609825134,0.11225555837154388
california,0.17128102481365204,0.17242084443569183,0.09465860575437546,0.2983402609825134,1.0,0.1409905105829239
as,0.41006597876548767,0.20844076573848724,0.35916298627853394,0.17950406670570374,0.1933012157678604,0.27043893933296204
including,0.41826364398002625,0.09254137426614761,0.16790080070495605,0.24088382720947266,0.18516892194747925,0.1633303165435791
``,0.05178012326359749,-0.017015662044286728,0.15772975981235504,0.056062471121549606,-0.0839167982339859,0.0685480609536171
the,0.6521818041801453,0.228145033121109,0.2634572982788086,0.3282862603664398,0.2750805914402008,0.22068053483963013
seven,0.2638515830039978,0.06826626509428024,0.05206781253218651,0.16149812936782837,0.18435965478420258,0.1732930988073349
counties,0.20777370035648346,0.18714819848537445,0.2246643304824829,0.27950868010520935,0.21366026997566223,0.09521792083978653
of,0.5011631846427917,0.1885620355606079,0.2659633457660675,0.31933003664016724,0.24929828941822052,0.1826142966747284
los,0.15805238485336304,0.19186387956142426,0.0670938491821289,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.15751682221889496,0.19780896604061127,0.07190258800983429,0.19405479729175568,0.6717669367790222,0.16139166057109833
",",0.3658004403114319,0.23561978340148926,0.2234039455652237,0.2795628309249878,0.2704589068889618,0.31091248989105225
san,0.190042182803154,0.21070614457130432,0.09417497366666794,0.2520903944969177,0.5170050263404846,0.10952327400445938
bernardino,0.20370326936244965,0.2233859896659851,0.1255325824022293,0.32294273376464844,0.463833212852478,0.11443846672773361
",",0.3658004403114319,0.23561978340148926,0.2234039455652237,0.2795628309249878,0.2704589068889618,0.31091248989105225
orange,0.20850969851016998,0.10031741857528687,0.11810556054115295,0.19798541069030762,0.30975285172462463,0.1066059097647667
",",0.3658004403114319,0.23561978340148926,0.2234039455652237,0.2795628309249878,0.2704589068889618,0.31091248989105225
riverside,0.282682329416275,0.1974024772644043,0.10815475881099701,0.33184489607810974,0.4531821310520172,0.10042606294155121
",",0.3658004403114319,0.23561978340148926,0.2234039455652237,0.2795628309249878,0.2704589068889618,0.31091248989105225
san,0.190042182803154,0.21070614457130432,0.09417497366666794,0.2520903944969177,0.5170050263404846,0.10952327400445938
diego,0.12495049089193344,0.17739152908325195,0.1472993642091751,0.17262554168701172,0.5714370608329773,0.11438121646642685
",",0.3658004403114319,0.23561978340148926,0.2234039455652237,0.2795628309249878,0.2704589068889618,0.31091248989105225
ventura,0.19172365963459015,0.21256615221500397,0.11611447483301163,0.20590990781784058,0.3943842947483063,0.10329297184944153
and,0.506277859210968,0.15757136046886444,0.2678177058696747,0.24232792854309082,0.2441616654396057,0.20544172823429108
santa,0.21508361399173737,0.13412663340568542,0.08717382699251175,0.300683856010437,0.4592178761959076,0.17321589589118958
barbara,0.1289471536874771,0.15371602773666382,0.05749031528830528,0.2089109569787979,0.41829583048820496,0.15980994701385498
.,0.45942068099975586,0.1886528879404068,0.23198837041854858,0.26629969477653503,0.2870451807975769,0.4130953550338745
'',-0.03332270681858063,0.05351297929883003,0.08109438419342041,-0.043483391404151917,0.01669328659772873,0.018684765323996544
