,what,is,the,house,of,tides,?
close,0.23424343764781952,0.26769399642944336,0.2625353932380676,0.09761404991149902,0.24178770184516907,0.19424350559711456,0.1908312737941742
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28236111998558044,0.4946078956127167,0.22434347867965698,0.31091248989105225
sandhill,0.16423605382442474,0.2029801905155182,0.19705261290073395,0.2041851282119751,0.22596482932567596,0.2714795470237732,0.12640298902988434
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2552875876426697,0.5116966962814331,0.26195037364959717,0.20544172823429108
quayside,0.19494862854480743,0.2548101842403412,0.27416083216667175,0.3566826283931732,0.26824861764907837,0.2076532542705536,0.10773716121912003
contain,0.1832355558872223,0.31030410528182983,0.26383090019226074,0.09689450263977051,0.30574339628219604,0.19860076904296875,0.18853069841861725
modern,0.2655639946460724,0.24170172214508057,0.3283970355987549,0.17896783351898193,0.3482828736305237,0.15515755116939545,0.12475407868623734
buildings,0.17147983610630035,0.2076430320739746,0.25566717982292175,0.3332183063030243,0.2829168736934662,0.23952209949493408,0.11192528158426285
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18534636497497559,0.3886612355709076,0.18360009789466858,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.14615775644779205,0.3343164324760437,0.19281402230262756,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18534636497497559,0.3886612355709076,0.18360009789466858,0.27043893933296204
structures,0.19226044416427612,0.22793793678283691,0.2516176700592041,0.14411284029483795,0.2804560363292694,0.20981574058532715,0.13590580224990845
dating,0.19090399146080017,0.20874302089214325,0.23401090502738953,0.1665862500667572,0.2134421318769455,0.08344080299139023,0.1135709211230278
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.21994347870349884,0.4249346852302551,0.21395346522331238,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.2847244441509247,0.733189046382904,0.25823691487312317,0.22068053483963013
15th–18th,0.21272264420986176,0.24592125415802002,0.36146074533462524,0.21509763598442078,0.30680572986602783,0.20352864265441895,0.08385220170021057
centuries,0.18983326852321625,0.15361705422401428,0.32166481018066406,0.16391314566135406,0.2695758044719696,0.227881520986557,0.13179439306259155
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28236111998558044,0.4946078956127167,0.22434347867965698,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.3738902807235718,0.1763843297958374,0.44195112586021423,0.2146037518978119,0.1633303165435791
bessie,0.2167443037033081,0.21196752786636353,0.19293101131916046,0.1778472661972046,0.11292088776826859,0.15787135064601898,0.20378968119621277
surtees,0.14422672986984253,0.18329386413097382,0.35191765427589417,0.22154460847377777,0.270420640707016,0.26871201395988464,0.11167711019515991
house,0.200801283121109,0.2084006369113922,0.2847244441509247,0.9999998807907104,0.285114049911499,0.11397551745176315,0.13736455142498016
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28236111998558044,0.4946078956127167,0.22434347867965698,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.2847244441509247,0.733189046382904,0.25823691487312317,0.22068053483963013
cooperage,0.25642767548561096,0.17955389618873596,0.2771316468715668,0.19883452355861664,0.30147460103034973,0.19111475348472595,0.192055344581604
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2552875876426697,0.5116966962814331,0.26195037364959717,0.20544172823429108
lloyds,0.17227941751480103,0.15270741283893585,0.27016061544418335,0.28485482931137085,0.24832606315612793,0.2129410058259964,0.18271827697753906
quayside,0.19494862854480743,0.2548101842403412,0.27416083216667175,0.3566826283931732,0.26824861764907837,0.2076532542705536,0.10773716121912003
bars,0.11961473524570465,0.1124049574136734,0.20749349892139435,0.14667285978794098,0.12708143889904022,0.13615471124649048,0.1464296281337738
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28236111998558044,0.4946078956127167,0.22434347867965698,0.31091248989105225
derwentwater,0.12762680649757385,0.27015745639801025,0.34224212169647217,0.28824251890182495,0.3110499978065491,0.34393414855003357,0.11230511218309402
house,0.200801283121109,0.2084006369113922,0.2847244441509247,0.9999998807907104,0.285114049911499,0.11397551745176315,0.13736455142498016
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2552875876426697,0.5116966962814331,0.26195037364959717,0.20544172823429108
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.06780067831277847,0.06780257821083069,-0.005141882225871086,0.0685480609536171
house,0.200801283121109,0.2084006369113922,0.2847244441509247,0.9999998807907104,0.285114049911499,0.11397551745176315,0.13736455142498016
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.285114049911499,1.0,0.22640596330165863,0.1826142966747284
tides,0.13091886043548584,0.18845009803771973,0.25823691487312317,0.11397551745176315,0.22640596330165863,1.0000001192092896,0.10811402648687363
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.03461001440882683,0.13035868108272552,0.011472903192043304,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28236111998558044,0.4946078956127167,0.22434347867965698,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26758551597595215,0.5052502155303955,0.178628072142601,0.23916715383529663
restaurant,0.1776580959558487,0.2208760380744934,0.24844852089881897,0.2708732485771179,0.19590112566947937,0.03846428915858269,0.1934901773929596
situated,0.21471437811851501,0.36439594626426697,0.3139766454696655,0.2153150588274002,0.2818121910095215,0.16553500294685364,0.039639271795749664
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.23401996493339539,0.42558613419532776,0.18980541825294495,0.21978627145290375
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26758551597595215,0.5052502155303955,0.178628072142601,0.23916715383529663
grade,0.20697078108787537,0.18658840656280518,0.19111110270023346,0.13989177346229553,0.1790352761745453,0.10160277038812637,0.12344983220100403
i-listed,0.24536946415901184,0.22600333392620087,0.32349178194999695,0.19299720227718353,0.27790674567222595,0.23650984466075897,0.27870747447013855
16th,0.08221480250358582,0.20989952981472015,0.2201097458600998,0.08691772073507309,0.13910430669784546,0.13879457116127014,0.06695828586816788
century,0.20422613620758057,0.20648397505283356,0.3617299497127533,0.18364951014518738,0.2826060354709625,0.16798986494541168,0.1026201918721199
merchant,0.10597449541091919,0.14698295295238495,0.18435479700565338,0.18826425075531006,0.17877620458602905,0.20650534331798553,0.07701034098863602
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.0011872146278619766,-0.03817026689648628,0.038892049342393875,-0.023395681753754616
house,0.200801283121109,0.2084006369113922,0.2847244441509247,0.9999998807907104,0.285114049911499,0.11397551745176315,0.13736455142498016
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.23401996493339539,0.42558613419532776,0.18980541825294495,0.21978627145290375
28–30,-0.1338552087545395,-0.07658521085977554,-0.0846913680434227,-0.06976882368326187,-0.05577215179800987,0.10264632105827332,-0.15355052053928375
close,0.23424343764781952,0.26769399642944336,0.2625353932380676,0.09761404991149902,0.24178770184516907,0.19424350559711456,0.1908312737941742
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2607949376106262,0.5352458953857422,0.19273534417152405,0.4130953550338745
