,how,much,support,does,evidence,provide,for,the,view,that,labor-market,flexibility,improves,labor-market,outcomes,?
at,0.2154216170310974,0.23158283531665802,0.17800305783748627,0.17465277016162872,0.19522343575954437,0.2194342017173767,0.34237727522850037,0.457212895154953,0.26496005058288574,0.3183255195617676,0.2749597728252411,0.1723184734582901,0.1901163011789322,0.2749597728252411,0.19648928940296173,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.22984638810157776,0.35928019881248474,0.25031140446662903,0.26373472809791565,0.4739971458911896,1.0,0.25610461831092834,0.5473989248275757,0.19461672008037567,0.2562227249145508,0.25382199883461,0.19461672008037567,0.2693452537059784,0.22068053483963013
same,0.28913575410842896,0.3313099145889282,0.21015092730522156,0.36572811007499695,0.1918652057647705,0.24621333181858063,0.31941699981689453,0.4583131968975067,0.12125695496797562,0.47339269518852234,0.18694347143173218,0.19805221259593964,0.24557285010814667,0.18694347143173218,0.29220378398895264,0.22649677097797394
time,0.35346719622612,0.3794040381908417,0.2687140107154846,0.2519678771495819,0.23989234864711761,0.22206640243530273,0.3992156386375427,0.43061500787734985,0.1708688735961914,0.388528436422348,0.13524053990840912,0.2568431794643402,0.22180339694023132,0.13524053990840912,0.2455665022134781,0.27391523122787476
",",0.22659391164779663,0.36182254552841187,0.2733234167098999,0.28617382049560547,0.2751304507255554,0.20966707170009613,0.4464869201183319,0.4933079481124878,0.216712087392807,0.4137537479400635,0.27062830328941345,0.18242505192756653,0.3101442754268646,0.27062830328941345,0.2300342321395874,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.22984638810157776,0.35928019881248474,0.25031140446662903,0.26373472809791565,0.4739971458911896,1.0,0.25610461831092834,0.5473989248275757,0.19461672008037567,0.2562227249145508,0.25382199883461,0.19461672008037567,0.2693452537059784,0.22068053483963013
available,0.2581886649131775,0.27636584639549255,0.33210182189941406,0.20840919017791748,0.19912303984165192,0.43492069840431213,0.3672940731048584,0.26723232865333557,0.159463569521904,0.2840282618999481,0.3226093053817749,0.2863038182258606,0.36445143818855286,0.3226093053817749,0.2779688835144043,0.2501629889011383
evidence,0.283417671918869,0.25930243730545044,0.3613871932029724,0.2606262266635895,1.0,0.4047720432281494,0.2610411047935486,0.25031140446662903,0.22255855798721313,0.4093261957168579,0.1272016167640686,0.31255364418029785,0.27629125118255615,0.1272016167640686,0.3511398732662201,0.24151235818862915
provides,0.201465904712677,0.24029313027858734,0.37101927399635315,0.3404599130153656,0.29923805594444275,0.7857827544212341,0.39385566115379333,0.29657405614852905,0.18936944007873535,0.30973124504089355,0.23418313264846802,0.3958679139614105,0.46402016282081604,0.23418313264846802,0.28515684604644775,0.1500944346189499
little,0.2789124846458435,0.4950055181980133,0.16010597348213196,0.25939854979515076,0.2313092201948166,0.21791890263557434,0.226386159658432,0.2412613034248352,0.12847405672073364,0.3069852590560913,0.14876361191272736,0.183573380112648,0.2787254750728607,0.14876361191272736,0.20995622873306274,0.20336517691612244
support,0.28316521644592285,0.2838061451911926,1.0000001192092896,0.27581554651260376,0.3613871932029724,0.44317498803138733,0.3156939148902893,0.22984638810157776,0.21654343605041504,0.3622364103794098,0.19725123047828674,0.362135112285614,0.34438031911849976,0.19725123047828674,0.22809800505638123,0.22626608610153198
for,0.3308170735836029,0.2994346022605896,0.3156939148902893,0.35159170627593994,0.2610411047935486,0.42299434542655945,0.9999999403953552,0.4739971458911896,0.1212775781750679,0.4137635827064514,0.22377707064151764,0.3131520450115204,0.32577216625213623,0.22377707064151764,0.3123515546321869,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.22984638810157776,0.35928019881248474,0.25031140446662903,0.26373472809791565,0.4739971458911896,1.0,0.25610461831092834,0.5473989248275757,0.19461672008037567,0.2562227249145508,0.25382199883461,0.19461672008037567,0.2693452537059784,0.22068053483963013
view,0.17303749918937683,0.20201213657855988,0.21654343605041504,0.16403715312480927,0.22255855798721313,0.16089648008346558,0.1212775781750679,0.25610461831092834,1.0,0.23331132531166077,0.14518339931964874,0.15940912067890167,0.20682142674922943,0.14518339931964874,0.20775963366031647,0.17672975361347198
that,0.557814359664917,0.4869440197944641,0.3622364103794098,0.4764937460422516,0.4093261957168579,0.367409884929657,0.4137635827064514,0.5473989248275757,0.23331132531166077,1.0,0.2160220444202423,0.3481126129627228,0.36297914385795593,0.2160220444202423,0.3862666189670563,0.32716336846351624
u.s.-style,0.18719589710235596,0.18924012780189514,0.22332410514354706,0.2038632333278656,0.1524796485900879,0.23151497542858124,0.14189767837524414,0.17715130746364594,0.14595642685890198,0.230931356549263,0.16044466197490692,0.3155740797519684,0.18252326548099518,0.16044466197490692,0.22818343341350555,0.22848913073539734
labor-market,0.17375022172927856,0.17730790376663208,0.19725123047828674,0.15924465656280518,0.1272016167640686,0.20520702004432678,0.22377707064151764,0.19461672008037567,0.14518339931964874,0.2160220444202423,1.0,0.22834692895412445,0.22702011466026306,1.0,0.27148470282554626,0.21109826862812042
flexibility,0.35573822259902954,0.32862675189971924,0.362135112285614,0.31552088260650635,0.31255364418029785,0.3913876414299011,0.3131520450115204,0.2562227249145508,0.15940912067890167,0.3481126129627228,0.22834692895412445,1.0,0.5608536601066589,0.22834692895412445,0.40689536929130554,0.22000673413276672
dramatically,0.3257824778556824,0.3276442289352417,0.18211668729782104,0.2058996707201004,0.1974630504846573,0.2192234992980957,0.27164581418037415,0.3348296880722046,0.17521776258945465,0.30757051706314087,0.119508296251297,0.27801400423049927,0.27869629859924316,0.119508296251297,0.3412761688232422,0.14534473419189453
improves,0.3629557490348816,0.40684622526168823,0.34438031911849976,0.33961260318756104,0.27629125118255615,0.4906803369522095,0.32577216625213623,0.25382199883461,0.20682142674922943,0.36297914385795593,0.22702011466026306,0.5608536601066589,0.9999999403953552,0.22702011466026306,0.4257757365703583,0.2543870210647583
labor-market,0.17375022172927856,0.17730790376663208,0.19725123047828674,0.15924465656280518,0.1272016167640686,0.20520702004432678,0.22377707064151764,0.19461672008037567,0.14518339931964874,0.2160220444202423,1.0,0.22834692895412445,0.22702011466026306,1.0,0.27148470282554626,0.21109826862812042
outcomes,0.35361725091934204,0.3334982097148895,0.22809800505638123,0.33778735995292664,0.3511398732662201,0.30837899446487427,0.3123515546321869,0.2693452537059784,0.20775963366031647,0.3862666189670563,0.27148470282554626,0.40689536929130554,0.4257757365703583,0.27148470282554626,0.9999998807907104,0.26170971989631653
.,0.3287222981452942,0.3374604284763336,0.2751289904117584,0.3022993505001068,0.24887976050376892,0.23842981457710266,0.4726039469242096,0.5934505462646484,0.23733025789260864,0.4460422694683075,0.24749895930290222,0.1799820512533188,0.24809259176254272,0.24749895930290222,0.2190866470336914,0.4130953550338745
