,how,many,french,people,were,lost,to,plague,between,1628-31,?
according,0.29424387216567993,0.23689699172973633,0.12070576101541519,0.2239774912595749,0.25184938311576843,0.10526066273450851,0.28520727157592773,0.17577190697193146,0.22393925487995148,0.052689455449581146,0.21173474192619324
to,0.44169697165489197,0.40243685245513916,0.1713797152042389,0.37275731563568115,0.31913647055625916,0.23270919919013977,1.0,0.21845681965351105,0.3639189600944519,0.11735890805721283,0.29463258385658264
geoffrey,0.1672980636358261,0.09416715800762177,0.2348116785287857,0.14271612465381622,0.23786619305610657,0.148703932762146,0.19690905511379242,0.22369110584259033,0.11284366995096207,0.10918383300304413,0.18643920123577118
parker,0.14998634159564972,0.11667175590991974,0.12718597054481506,0.04938238114118576,0.1457381248474121,0.1588141918182373,0.18623600900173187,0.1243233010172844,0.11427876353263855,0.18040579557418823,0.20594513416290283
",",0.22659391164779663,0.40610817074775696,0.28806620836257935,0.36644625663757324,0.36755475401878357,0.26788443326950073,0.44245919585227966,0.2630122900009155,0.27714940905570984,0.21009065210819244,0.31091248989105225
``,-0.01591024175286293,0.012824942357838154,0.12658566236495972,0.08962737023830414,0.006090171169489622,0.02272711880505085,0.06720756739377975,0.043773453682661057,0.08136986941099167,0.07400181889533997,0.0685480609536171
france,0.13197430968284607,0.24514140188694,0.5492131114006042,0.23531997203826904,0.24330811202526093,0.18048784136772156,0.2670897841453552,0.2217920422554016,0.21021217107772827,0.1417163610458374,0.15069349110126495
alone,0.3223377764225006,0.25460565090179443,0.06029515713453293,0.25848618149757385,0.21870967745780945,0.20812776684761047,0.33432039618492126,0.2001989781856537,0.1691533625125885,0.10943742096424103,0.25589054822921753
lost,0.15881673991680145,0.2272789478302002,0.11176736652851105,0.17937597632408142,0.283426433801651,0.9999998807907104,0.23270919919013977,0.19030004739761353,0.23925216495990753,0.05782327800989151,0.15261413156986237
almost,0.23828135430812836,0.43739303946495056,0.15542227029800415,0.2859433889389038,0.3111434280872345,0.2489122450351715,0.2893180847167969,0.23151883482933044,0.25603580474853516,0.00811656191945076,0.1372147500514984
a,0.29312583804130554,0.2872205972671509,0.24285779893398285,0.3483705520629883,0.17203083634376526,0.24504798650741577,0.45503583550453186,0.22077761590480804,0.29385313391685486,0.1603192538022995,0.23916715383529663
million,0.21114659309387207,0.3520967364311218,0.10548505932092667,0.2591722309589386,0.25957414507865906,0.20154762268066406,0.22033339738845825,0.17805492877960205,0.21488045156002045,0.07692965120077133,0.23092924058437347
people,0.2932034730911255,0.4171447455883026,0.16166198253631592,1.0000001192092896,0.35862088203430176,0.17937597632408142,0.37275731563568115,0.26268962025642395,0.20159919559955597,0.14881563186645508,0.23739641904830933
to,0.44169697165489197,0.40243685245513916,0.1713797152042389,0.37275731563568115,0.31913647055625916,0.23270919919013977,1.0,0.21845681965351105,0.3639189600944519,0.11735890805721283,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.2555147111415863,0.36838498711586,0.3906462490558624,0.3376973867416382,0.535392165184021,0.2537761330604553,0.39067012071609497,0.1582770198583603,0.22068053483963013
plague,0.16610242426395416,0.2661729156970978,0.14053232967853546,0.26268962025642395,0.24258224666118622,0.19030004739761353,0.21845681965351105,0.9999999403953552,0.13008351624011993,0.022156568244099617,0.11872942000627518
in,0.2601168751716614,0.41474202275276184,0.22093388438224792,0.39605680108070374,0.3815755248069763,0.3167656362056732,0.45010748505592346,0.2488756626844406,0.41100412607192993,0.2343427538871765,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2555147111415863,0.36838498711586,0.3906462490558624,0.3376973867416382,0.535392165184021,0.2537761330604553,0.39067012071609497,0.1582770198583603,0.22068053483963013
epidemic,0.15178893506526947,0.20563602447509766,0.14049825072288513,0.261139452457428,0.22769905626773834,0.17668728530406952,0.220205157995224,0.5931054353713989,0.16762222349643707,-0.007332183420658112,0.1562352478504181
of,0.2480744868516922,0.37253960967063904,0.19450366497039795,0.3251037895679474,0.34038281440734863,0.2878951132297516,0.41548454761505127,0.27455615997314453,0.3737983703613281,0.1487026959657669,0.1826142966747284
1628–31,-0.10361989587545395,-0.14550361037254333,-0.08566316217184067,-0.13487868010997772,-0.06207843869924545,0.06631142646074295,-0.10231783986091614,-0.09039613604545593,-0.009922881610691547,-0.0020876580383628607,-0.15127991139888763
.,0.3287222981452942,0.3974229395389557,0.2480926215648651,0.33118996024131775,0.3378238379955292,0.2800092399120331,0.4645031690597534,0.2547653317451477,0.30295518040657043,0.15189792215824127,0.4130953550338745
'',-0.0029843549709767103,-0.016843097284436226,-0.004800750873982906,0.0037952337879687548,0.007215402089059353,0.005423974245786667,-0.009905828163027763,0.05148669332265854,0.060806289315223694,0.04398085176944733,0.018684765323996544
