,what,position,does,demaryius,thomas,play,?
veteran,0.12123548984527588,0.15382160246372223,0.08759959042072296,0.27404919266700745,0.20413291454315186,0.15450969338417053,0.15891358256340027
receiver,0.17021551728248596,0.27198052406311035,0.25325995683670044,0.19538526237010956,0.1692308783531189,0.27691423892974854,0.11587938666343689
demaryius,0.24778690934181213,0.2011740803718567,0.19891922175884247,1.0,0.32110103964805603,0.1639881283044815,0.24024760723114014
thomas,0.1806955188512802,0.10777643322944641,0.12612436711788177,0.32110103964805603,1.0000001192092896,0.09720513969659805,0.16133050620555878
led,0.12112844735383987,0.22426247596740723,0.163116917014122,0.2139289677143097,0.12460912764072418,0.10894020646810532,0.09273858368396759
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.2600218653678894,0.23505409061908722,0.24793598055839539,0.22068053483963013
team,0.17632107436656952,0.14903536438941956,0.1199060007929802,0.11553926765918732,0.10321155935525894,0.3103903532028198,0.11243411153554916
with,0.2464839518070221,0.16771268844604492,0.26186925172805786,0.22710293531417847,0.1763175129890442,0.2415807843208313,0.2433311939239502
105,0.1624133586883545,0.11977515369653702,-0.03240475431084633,0.2478802651166916,0.024280300363898277,0.09020505100488663,0.1772395223379135
receptions,0.15346844494342804,0.18409642577171326,0.1848953813314438,0.2352401614189148,0.2011502981185913,0.13240009546279907,0.12913717329502106
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.194421648979187,0.19489257037639618,0.27811455726623535,0.264628142118454
"1,304",-0.03894387558102608,0.1021469458937645,-0.060612622648477554,0.16515259444713593,0.19834373891353607,0.1869182139635086,-0.0522308424115181
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.18665562570095062,0.18795457482337952,0.14562425017356873,0.12453813850879669
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.2646738886833191,0.20946627855300903,0.25634777545928955,0.20544172823429108
six,0.1779850870370865,0.11286331713199615,0.13226458430290222,0.09558437764644623,0.12906107306480408,0.23478373885154724,0.15298804640769958
touchdowns,0.15067923069000244,0.23205097019672394,0.15000702440738678,0.2247312068939209,0.17782078683376312,0.286289244890213,0.1509619653224945
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3099800646305084,0.25079426169395447,0.2231253683567047,0.31091248989105225
while,0.35511791706085205,0.25766754150390625,0.3243313729763031,0.22831255197525024,0.16585712134838104,0.21204857528209686,0.21076419949531555
emmanuel,0.11832690984010696,0.15733835101127625,0.06430782377719879,0.4086276590824127,0.21612508594989777,0.17693965137004852,0.15527042746543884
sanders,0.1722477227449417,0.1864287108182907,0.17506077885627747,0.3298603594303131,0.26683253049850464,0.19092874228954315,0.20881439745426178
caught,0.19015973806381226,0.16445545852184296,0.14851319789886475,0.19066694378852844,0.14392966032028198,0.1288856565952301,0.20266211032867432
76,-0.28225886821746826,-0.0783824473619461,-0.21642820537090302,0.007766492199152708,-0.03532000631093979,-0.11012176424264908,-0.08607837557792664
passes,0.21615341305732727,0.13335710763931274,0.26493188738822937,0.14608944952487946,0.12465035170316696,0.11461707204580307,0.09716983139514923
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.194421648979187,0.19489257037639618,0.27811455726623535,0.264628142118454
"1,135",0.09698153287172318,0.11677907407283783,0.14012303948402405,0.010577155277132988,-0.09309254586696625,0.035391632467508316,0.02593619003891945
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.18665562570095062,0.18795457482337952,0.14562425017356873,0.12453813850879669
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.2646738886833191,0.20946627855300903,0.25634777545928955,0.20544172823429108
six,0.1779850870370865,0.11286331713199615,0.13226458430290222,0.09558437764644623,0.12906107306480408,0.23478373885154724,0.15298804640769958
scores,0.20473165810108185,0.2517014443874359,0.24348360300064087,0.15693864226341248,0.09402219206094742,0.39282920956611633,0.17722187936306
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3099800646305084,0.25079426169395447,0.2231253683567047,0.31091248989105225
while,0.35511791706085205,0.25766754150390625,0.3243313729763031,0.22831255197525024,0.16585712134838104,0.21204857528209686,0.21076419949531555
adding,0.29902034997940063,0.09308915585279465,0.27808907628059387,0.17202696204185486,0.08288613706827164,0.19117969274520874,0.2800346910953522
another,0.4190070629119873,0.23708684742450714,0.3363491892814636,0.2514570355415344,0.19525626301765442,0.2303791344165802,0.295511931180954
106,0.07019326835870743,-0.02378571778535843,0.05595022812485695,-0.035785455256700516,-0.0002533922379370779,-0.053290024399757385,0.10198672860860825
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.18665562570095062,0.18795457482337952,0.14562425017356873,0.12453813850879669
returning,0.22942082583904266,0.20836366713047028,0.1991550475358963,0.2157941460609436,0.08261588215827942,0.2958296537399292,0.14488300681114197
punts,0.21862637996673584,0.16419818997383118,0.21539199352264404,0.18504801392555237,0.15504507720470428,0.25818362832069397,0.19397130608558655
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.2946987450122833,0.2580391466617584,0.25552695989608765,0.4130953550338745
