,which,newspaper,'s,parent,company,could,not,evade,tax,by,shifting,its,residence,to,the,netherlands,?
this,0.6719430088996887,0.14308974146842957,0.02106832154095173,0.29828599095344543,0.2114456593990326,0.4042564332485199,0.557635486125946,0.3057924211025238,0.2274630218744278,0.38438332080841064,0.3089786469936371,0.43815311789512634,0.08805546909570694,0.5759071707725525,0.6274310946464539,0.18961916863918304,0.3155723512172699
meant,0.40491315722465515,0.09013333171606064,0.04692460596561432,0.1910308450460434,0.1279992014169693,0.6039159893989563,0.4489816129207611,0.23534095287322998,0.19518783688545227,0.25393667817115784,0.2030758112668991,0.24171048402786255,0.03925768658518791,0.38652777671813965,0.34852901101112366,0.18487681448459625,0.28817421197891235
the,0.6521818041801453,0.228145033121109,-0.01540423184633255,0.2354632169008255,0.26591673493385315,0.35393214225769043,0.4310511648654938,0.22844162583351135,0.19507044553756714,0.4408751428127289,0.2618779242038727,0.559237003326416,0.2597247362136841,0.535392165184021,1.0,0.2279868870973587,0.22068053483963013
daily,0.25786128640174866,0.5736806392669678,0.04088127985596657,0.09846194088459015,0.1429247409105301,0.17167697846889496,0.20967385172843933,0.12090624123811722,0.20124641060829163,0.13737787306308746,0.219222292304039,0.18251517415046692,0.1985476315021515,0.21294255554676056,0.2515474557876587,0.08246682584285736,0.1472100466489792
mail,0.24896621704101562,0.3373963534832001,0.06155622377991676,0.1470779925584793,0.23738877475261688,0.1843360960483551,0.11474186182022095,0.2892340421676636,0.2701928913593292,0.1568286269903183,0.15472272038459778,0.08026417344808578,0.15476439893245697,0.23990999162197113,0.2037639319896698,0.12243601679801941,0.16083195805549622
newspaper,0.1522369384765625,1.0,0.03663679212331772,0.13861750066280365,0.25107112526893616,0.17248791456222534,0.18608911335468292,0.1104121133685112,0.2016354203224182,0.1351395547389984,0.06209462136030197,0.1936749368906021,0.1960480958223343,0.18383429944515228,0.228145033121109,0.10477279126644135,0.12645277380943298
's,0.03856118768453598,0.03663679212331772,0.9999999403953552,-0.025626735761761665,0.003266559913754463,0.02905246801674366,0.002583299996331334,-0.03204512596130371,0.0735364556312561,-0.010884488001465797,0.07823862880468369,0.03202139586210251,-0.06528786569833755,0.03782717138528824,-0.01540423184633255,0.04100264981389046,-0.023395681753754616
parent,0.2999018728733063,0.13861750066280365,-0.025626735761761665,1.0,0.2895146310329437,0.18341799080371857,0.24654527008533478,0.13851138949394226,0.13066373765468597,0.21293987333774567,0.12239833176136017,0.22229386866092682,0.09603215008974075,0.22610324621200562,0.2354632169008255,0.1607358455657959,0.19855059683322906
company,0.25990763306617737,0.25107112526893616,0.003266559913754463,0.2895146310329437,1.0,0.15805432200431824,0.16777940094470978,0.12713350355625153,0.14021524786949158,0.22328482568264008,0.056674689054489136,0.258992999792099,0.21157729625701904,0.24903783202171326,0.26591673493385315,0.21791549026966095,0.12195809185504913
could,0.3928161859512329,0.17248791456222534,0.02905246801674366,0.18341799080371857,0.15805432200431824,0.9999998807907104,0.5930190086364746,0.2995205223560333,0.23617878556251526,0.26333630084991455,0.22063671052455902,0.22975394129753113,0.06198565661907196,0.5461788773536682,0.35393214225769043,0.13205333054065704,0.3411986827850342
not,0.46766895055770874,0.18608911335468292,0.002583299996331334,0.24654527008533478,0.16777940094470978,0.5930190086364746,0.9999999403953552,0.30178502202033997,0.25822365283966064,0.291808545589447,0.24944829940795898,0.29187723994255066,0.12590907514095306,0.5149973034858704,0.4310511648654938,0.17315733432769775,0.41942933201789856
evade,0.3068370223045349,0.1104121133685112,-0.03204512596130371,0.13851138949394226,0.12713350355625153,0.2995205223560333,0.30178502202033997,1.0,0.24138452112674713,0.21426893770694733,0.2229444533586502,0.14651207625865936,0.04967361316084862,0.3449758291244507,0.22844162583351135,0.13086187839508057,0.2483198642730713
tax,0.22960160672664642,0.2016354203224182,0.0735364556312561,0.13066373765468597,0.14021524786949158,0.23617878556251526,0.25822365283966064,0.24138452112674713,0.9999999403953552,0.17775239050388336,0.20780856907367706,0.08152372390031815,0.1417447328567505,0.24948102235794067,0.19507044553756714,0.18865302205085754,0.2097984105348587
by,0.40543368458747864,0.1351395547389984,-0.010884488001465797,0.21293987333774567,0.22328482568264008,0.26333630084991455,0.291808545589447,0.21426893770694733,0.17775239050388336,1.0000001192092896,0.18347980082035065,0.24398943781852722,0.12438811361789703,0.33534231781959534,0.4408751428127289,0.16893695294857025,0.17966607213020325
shifting,0.34501099586486816,0.06209462136030197,0.07823862880468369,0.12239833176136017,0.056674689054489136,0.22063671052455902,0.24944829940795898,0.2229444533586502,0.20780856907367706,0.18347980082035065,1.0000001192092896,0.22669717669487,0.03141888231039047,0.2323276251554489,0.2618779242038727,0.11106647551059723,0.15936265885829926
its,0.5154205560684204,0.1936749368906021,0.03202139586210251,0.22229386866092682,0.258992999792099,0.22975394129753113,0.29187723994255066,0.14651207625865936,0.08152372390031815,0.24398943781852722,0.22669717669487,1.0,0.20163704454898834,0.3691340684890747,0.559237003326416,0.1279286891222,0.15103481709957123
residence,0.11617574095726013,0.1960480958223343,-0.06528786569833755,0.09603215008974075,0.21157729625701904,0.06198565661907196,0.12590907514095306,0.04967361316084862,0.1417447328567505,0.12438811361789703,0.03141888231039047,0.20163704454898834,1.0,0.17364612221717834,0.2597247362136841,0.1960376501083374,0.08006593585014343
to,0.5345056653022766,0.18383429944515228,0.03782717138528824,0.22610324621200562,0.24903783202171326,0.5461788773536682,0.5149973034858704,0.3449758291244507,0.24948102235794067,0.33534231781959534,0.2323276251554489,0.3691340684890747,0.17364612221717834,1.0,0.535392165184021,0.18099384009838104,0.29463258385658264
the,0.6521818041801453,0.228145033121109,-0.01540423184633255,0.2354632169008255,0.26591673493385315,0.35393214225769043,0.4310511648654938,0.22844162583351135,0.19507044553756714,0.4408751428127289,0.2618779242038727,0.559237003326416,0.2597247362136841,0.535392165184021,1.0,0.2279868870973587,0.22068053483963013
netherlands,0.20309802889823914,0.10477279126644135,0.04100264981389046,0.1607358455657959,0.21791549026966095,0.13205333054065704,0.17315733432769775,0.13086187839508057,0.18865302205085754,0.16893695294857025,0.11106647551059723,0.1279286891222,0.1960376501083374,0.18099384009838104,0.2279868870973587,1.0000001192092896,0.09310898929834366
without,0.3639591634273529,0.12050846219062805,-0.0613141804933548,0.22321170568466187,0.20058846473693848,0.35356050729751587,0.49322307109832764,0.27191874384880066,0.1971663236618042,0.3249483108520508,0.2766155004501343,0.23268046975135803,0.06730464100837708,0.37970873713493347,0.3270869255065918,0.1811005026102066,0.2928665280342102
first,0.3828166127204895,0.26083454489707947,-0.014458609744906425,0.16163598001003265,0.23999588191509247,0.3076034188270569,0.2955942749977112,0.18132643401622772,0.10468309372663498,0.3877052962779999,0.16581779718399048,0.26377397775650024,0.2056952267885208,0.3792489171028137,0.49448907375335693,0.1890142560005188,0.18701928853988647
settling,0.278051495552063,0.18714794516563416,-0.0691419169306755,0.1701384335756302,0.1677851378917694,0.21944281458854675,0.2180868685245514,0.16225169599056244,0.23718473315238953,0.1412227749824524,0.3253425657749176,0.2065402865409851,0.36081501841545105,0.35470864176750183,0.3075377941131592,0.17519482970237732,0.12231551110744476
its,0.5154205560684204,0.1936749368906021,0.03202139586210251,0.22229386866092682,0.258992999792099,0.22975394129753113,0.29187723994255066,0.14651207625865936,0.08152372390031815,0.24398943781852722,0.22669717669487,1.0,0.20163704454898834,0.3691340684890747,0.559237003326416,0.1279286891222,0.15103481709957123
tax,0.22960160672664642,0.2016354203224182,0.0735364556312561,0.13066373765468597,0.14021524786949158,0.23617878556251526,0.25822365283966064,0.24138452112674713,0.9999999403953552,0.17775239050388336,0.20780856907367706,0.08152372390031815,0.1417447328567505,0.24948102235794067,0.19507044553756714,0.18865302205085754,0.2097984105348587
bills,0.2600364685058594,0.15328115224838257,0.029868973419070244,0.18322353065013885,0.12085282802581787,0.27860549092292786,0.27783483266830444,0.14152249693870544,0.32160013914108276,0.08112535625696182,0.13708186149597168,0.1800747811794281,0.182334303855896,0.24257683753967285,0.2371491938829422,0.13448576629161835,0.12315891683101654
in,0.4840516746044159,0.24728119373321533,-0.037580832839012146,0.15339559316635132,0.22141718864440918,0.29357993602752686,0.3403114080429077,0.17063049972057343,0.20513993501663208,0.370934396982193,0.21861879527568817,0.3793783485889435,0.26545578241348267,0.45010748505592346,0.6662389636039734,0.28237903118133545,0.20430970191955566
the,0.6521818041801453,0.228145033121109,-0.01540423184633255,0.2354632169008255,0.26591673493385315,0.35393214225769043,0.4310511648654938,0.22844162583351135,0.19507044553756714,0.4408751428127289,0.2618779242038727,0.559237003326416,0.2597247362136841,0.535392165184021,1.0,0.2279868870973587,0.22068053483963013
uk,0.1906050443649292,0.169350728392601,-0.0013451746199280024,0.17177854478359222,0.23099765181541443,0.1607351452112198,0.1669863909482956,0.08816448599100113,0.1791429966688156,0.1589900702238083,0.13317808508872986,0.20124290883541107,0.1763155311346054,0.18409153819084167,0.2143084555864334,0.3136741518974304,0.20222434401512146
.,0.45942068099975586,0.1886528879404068,-0.003708066651597619,0.2628137767314911,0.266353577375412,0.3200591504573822,0.4824007451534271,0.25801149010658264,0.23817123472690582,0.3936232924461365,0.15335264801979065,0.3566088080406189,0.2503892779350281,0.4645031690597534,0.5934505462646484,0.25686022639274597,0.4130953550338745
,which,newspaper,'s,parent,company,could,not,evade,tax,by,shifting,its,residence,to,the,netherlands,?
in,0.4840516746044159,0.24728119373321533,-0.037580832839012146,0.15339559316635132,0.22141718864440918,0.29357993602752686,0.3403114080429077,0.17063049972057343,0.20513993501663208,0.370934396982193,0.21861879527568817,0.3793783485889435,0.26545578241348267,0.45010748505592346,0.6662389636039734,0.28237903118133545,0.20430970191955566
regard,0.2787618637084961,0.1102290228009224,0.04070582985877991,0.13381576538085938,0.07207619398832321,0.27263954281806946,0.3792630732059479,0.2762833535671234,0.18816033005714417,0.18310211598873138,0.33133289217948914,0.2542877495288849,0.12501560151576996,0.2820471227169037,0.30657511949539185,0.0900765061378479,0.25592759251594543
to,0.5345056653022766,0.18383429944515228,0.03782717138528824,0.22610324621200562,0.24903783202171326,0.5461788773536682,0.5149973034858704,0.3449758291244507,0.24948102235794067,0.33534231781959534,0.2323276251554489,0.3691340684890747,0.17364612221717834,1.0,0.535392165184021,0.18099384009838104,0.29463258385658264
companies,0.2652827203273773,0.26064375042915344,0.09301820397377014,0.2333885282278061,0.7287532687187195,0.22976961731910706,0.18915697932243347,0.18687449395656586,0.24996991455554962,0.27434366941452026,0.1529877632856369,0.2042660415172577,0.1850191056728363,0.2619103491306305,0.26917189359664917,0.16742564737796783,0.14365637302398682
