,name,one,way,in,which,a,person,can,become,a,professing,member,?
individuals,0.07314553111791611,0.33899229764938354,0.2984042167663574,0.22240658104419708,0.3835611343383789,0.2836177945137024,0.4039855897426605,0.39066171646118164,0.19902503490447998,0.2836177945137024,0.2573458254337311,0.22955083847045898,0.20243582129478455
may,0.1821857988834381,0.2514621615409851,0.26219889521598816,0.3424151837825775,0.23536433279514313,0.29255667328834534,0.27964913845062256,0.43584567308425903,0.20094400644302368,0.29255667328834534,0.23363733291625977,0.1533735990524292,0.2768254578113556
also,0.34663957357406616,0.48437753319740295,0.4348735213279724,0.5073733329772949,0.6566565632820129,0.5149940252304077,0.3537880480289459,0.4861826002597809,0.3522845208644867,0.5149940252304077,0.2705511450767517,0.2834150791168213,0.21848613023757935
become,0.15894651412963867,0.35657981038093567,0.21701623499393463,0.23238378763198853,0.31449273228645325,0.3215816617012024,0.3067088723182678,0.252936452627182,1.0,0.3215816617012024,0.2701733112335205,0.23279689252376556,0.19511328637599945
a,0.26421117782592773,0.4910551905632019,0.3330821096897125,0.539380669593811,0.56894451379776,1.0,0.4078793525695801,0.3915780484676361,0.3215816617012024,1.0,0.3075404465198517,0.24081070721149445,0.23916715383529663
professing,0.13482122123241425,0.23971092700958252,0.2850778102874756,0.19073349237442017,0.19688120484352112,0.3075404465198517,0.2777652144432068,0.28296035528182983,0.2701733112335205,0.3075404465198517,0.9999998807907104,0.22762610018253326,0.1903138905763626
member,0.22240453958511353,0.25775790214538574,0.07247326523065567,0.20856694877147675,0.19141918420791626,0.24081070721149445,0.2299749255180359,0.09298814088106155,0.23279689252376556,0.24081070721149445,0.22762610018253326,0.9999998807907104,0.06826172769069672
through,0.13352233171463013,0.252647340297699,0.392598956823349,0.38533157110214233,0.40321648120880127,0.3399752974510193,0.2612975537776947,0.33144164085388184,0.19022426009178162,0.3399752974510193,0.15779457986354828,0.14771968126296997,0.16913433372974396
transfer,0.14814722537994385,0.19186978042125702,0.2211340069770813,0.23500178754329681,0.33174312114715576,0.27985772490501404,0.20491516590118408,0.2755585014820099,0.17207743227481842,0.27985772490501404,0.20442885160446167,0.1225898265838623,0.13552898168563843
from,0.2635002136230469,0.32194891571998596,0.2694782316684723,0.4274188280105591,0.38755592703819275,0.322764128446579,0.21919812262058258,0.2516351342201233,0.23946096003055573,0.322764128446579,0.20734700560569763,0.24533385038375854,0.19969791173934937
another,0.29026278853416443,0.5444791913032532,0.4086535573005676,0.3397690951824188,0.5561438798904419,0.6191956996917725,0.4376874268054962,0.3920363187789917,0.32795262336730957,0.6191956996917725,0.18258526921272278,0.16866625845432281,0.295511931180954
christian,0.14166589081287384,0.1878010630607605,0.1631201207637787,0.17218929529190063,0.13629037141799927,0.1843954622745514,0.1755635142326355,0.04321599006652832,0.12234584242105484,0.1843954622745514,0.17794586718082428,0.21576231718063354,0.1508396863937378
denomination,0.22909902036190033,0.20389337837696075,0.17755722999572754,0.19585151970386505,0.26889747381210327,0.262037992477417,0.22349949181079865,0.16551363468170166,0.17739421129226685,0.262037992477417,0.12947207689285278,0.18654125928878784,0.2643771171569824
.,0.24737101793289185,0.4123194217681885,0.33520638942718506,0.5591574311256409,0.45942068099975586,0.50484299659729,0.29091694951057434,0.35783761739730835,0.32859939336776733,0.50484299659729,0.2682372033596039,0.19907453656196594,0.4130953550338745
,name,one,way,in,which,a,person,can,become,a,professing,member,?
these,0.14334434270858765,0.41197383403778076,0.3907841145992279,0.3791837692260742,0.5959210991859436,0.24380075931549072,0.3246391713619232,0.4833051562309265,0.2707001268863678,0.24380075931549072,0.20235180854797363,0.14411887526512146,0.2571668326854706
baptized,0.19777928292751312,0.15272904932498932,0.12602972984313965,0.2178194373846054,0.17307108640670776,0.19214868545532227,0.23214958608150482,0.06523223966360092,0.18945731222629547,0.19214868545532227,0.1706414818763733,0.2332107275724411,0.2024652510881424
members,0.22574421763420105,0.2710629403591156,0.14155250787734985,0.196792870759964,0.295350044965744,0.1873859316110611,0.2192479372024536,0.14267030358314514,0.17216505110263824,0.1873859316110611,0.1631409227848053,0.7046385407447815,0.10212311148643494
become,0.15894651412963867,0.35657981038093567,0.21701623499393463,0.23238378763198853,0.31449273228645325,0.3215816617012024,0.3067088723182678,0.252936452627182,1.0,0.3215816617012024,0.2701733112335205,0.23279689252376556,0.19511328637599945
professing,0.13482122123241425,0.23971092700958252,0.2850778102874756,0.19073349237442017,0.19688120484352112,0.3075404465198517,0.2777652144432068,0.28296035528182983,0.2701733112335205,0.3075404465198517,0.9999998807907104,0.22762610018253326,0.1903138905763626
members,0.22574421763420105,0.2710629403591156,0.14155250787734985,0.196792870759964,0.295350044965744,0.1873859316110611,0.2192479372024536,0.14267030358314514,0.17216505110263824,0.1873859316110611,0.1631409227848053,0.7046385407447815,0.10212311148643494
through,0.13352233171463013,0.252647340297699,0.392598956823349,0.38533157110214233,0.40321648120880127,0.3399752974510193,0.2612975537776947,0.33144164085388184,0.19022426009178162,0.3399752974510193,0.15779457986354828,0.14771968126296997,0.16913433372974396
confirmation,0.1650315225124359,0.24951547384262085,0.2676246464252472,0.23025545477867126,0.28942230343818665,0.28788280487060547,0.3453882336616516,0.2555767893791199,0.20989203453063965,0.28788280487060547,0.1799611747264862,0.19707562029361725,0.38350698351860046
and,0.21235932409763336,0.42438167333602905,0.32150545716285706,0.4954058527946472,0.506277859210968,0.3739250600337982,0.27333492040634155,0.3675691485404968,0.3416603207588196,0.3739250600337982,0.29608649015426636,0.28606608510017395,0.20544172823429108
sometimes,0.21457700431346893,0.3097780644893646,0.3898511528968811,0.31462913751602173,0.4812026917934418,0.3788676857948303,0.3520243763923645,0.5374409556388855,0.22968845069408417,0.3788676857948303,0.24647004902362823,0.14285434782505035,0.1751544177532196
