,other,than,a,peace-ray,",",what,did,reporters,call,the,weapon,?
the,0.44152235984802246,0.3227543234825134,0.5829201340675354,0.34250128269195557,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.20859824120998383,0.26640447974205017,1.0,0.23810851573944092,0.22068053483963013
press,0.21216818690299988,0.11648961156606674,0.1550007462501526,0.22271764278411865,0.27518972754478455,0.183354914188385,0.17585355043411255,0.278531551361084,0.09058714658021927,0.2519533634185791,0.17024408280849457,0.14048311114311218
variably,0.23397333920001984,0.24670764803886414,0.3018830716609955,0.005356043577194214,0.1333247572183609,0.187841534614563,0.06729371845722198,0.09792277961969376,0.0787082388997078,0.17700377106666565,0.1445736289024353,0.13577735424041748
referred,0.21923795342445374,0.24111202359199524,0.2686276137828827,0.16218319535255432,0.2511569857597351,0.16724665462970734,0.1661432683467865,0.18945741653442383,0.3274998366832733,0.3088674545288086,0.17769668996334076,0.06677805632352829
to,0.4193183183670044,0.3192550539970398,0.45503583550453186,0.27005454897880554,0.44245919585227966,0.455847829580307,0.4452643394470215,0.25780513882637024,0.27641981840133667,0.535392165184021,0.21161888539791107,0.29463258385658264
it,0.36282607913017273,0.3603973984718323,0.5452592968940735,0.2264947146177292,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.12745533883571625,0.21226534247398376,0.6251175999641418,0.2713705599308014,0.25732165575027466
as,0.42805421352386475,0.40532299876213074,0.39550232887268066,0.23519833385944366,0.48816442489624023,0.31749409437179565,0.3596470057964325,0.18989163637161255,0.2785561680793762,0.48381632566452026,0.24591055512428284,0.27043893933296204
a,0.2806335389614105,0.3126874566078186,1.0,0.23010586202144623,0.427140474319458,0.3320399522781372,0.2552328109741211,0.1906864494085312,0.2774817645549774,0.5829201340675354,0.282960444688797,0.23916715383529663
``,0.10245004296302795,0.12080201506614685,0.07272057235240936,0.08321894705295563,0.09681109338998795,0.008517155423760414,-0.029888948425650597,0.007397965993732214,0.11138522624969482,0.029072100296616554,0.03559838607907295,0.0685480609536171
peace,0.1920965015888214,0.09351472556591034,0.1620711386203766,0.8023576736450195,0.267503559589386,0.18390877544879913,0.22555114328861237,0.14947353303432465,0.11427758634090424,0.2625678777694702,0.16925905644893646,0.1404135823249817
ray,0.1773877590894699,0.15097273886203766,0.18048162758350372,0.2685982286930084,0.2391526848077774,0.16643990576267242,0.16306012868881226,0.09798707067966461,0.07821834087371826,0.16151063144207,0.22623804211616516,0.11706188321113586
'',0.021007593721151352,0.03252623230218887,0.04890415817499161,-0.10276683419942856,-0.037358131259679794,0.08143015950918198,0.01978493109345436,0.014339371584355831,-0.01835283823311329,0.041273195296525955,-0.03149373084306717,0.018684765323996544
or,0.5325124859809875,0.5002588033676147,0.48853766918182373,0.19678454101085663,0.3769497275352478,0.33867141604423523,0.28211739659309387,0.19352908432483673,0.27637729048728943,0.4174870550632477,0.18494582176208496,0.32389625906944275
death,0.15471260249614716,0.08458006381988525,0.16249743103981018,0.24665865302085876,0.2070959210395813,0.2267695665359497,0.2252790331840515,0.21724137663841248,0.07086589932441711,0.21438048779964447,0.20061509311199188,0.21149799227714539
ray,0.1773877590894699,0.15097273886203766,0.18048162758350372,0.2685982286930084,0.2391526848077774,0.16643990576267242,0.16306012868881226,0.09798707067966461,0.07821834087371826,0.16151063144207,0.22623804211616516,0.11706188321113586
.,0.41511186957359314,0.3594527542591095,0.50484299659729,0.28968194127082825,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.1850103884935379,0.2601918876171112,0.5934505462646484,0.1875409632921219,0.4130953550338745
