,how,many,tree,species,are,in,the,rainforest,?
the,0.33890387415885925,0.4335206151008606,0.2565799951553345,0.2522439956665039,0.40399202704429626,0.6662389636039734,1.0,0.2571161389350891,0.22068053483963013
biodiversity,0.233132466673851,0.31531819701194763,0.29574641585350037,0.5203632116317749,0.25296828150749207,0.24094471335411072,0.2809895873069763,0.48838141560554504,0.12075836956501007
of,0.2480744868516922,0.37253960967063904,0.23309285938739777,0.23307405412197113,0.39081433415412903,0.5696388483047485,0.733189046382904,0.22522282600402832,0.1826142966747284
plant,0.24431802332401276,0.2707696259021759,0.3990977704524994,0.47544243931770325,0.26068687438964844,0.2597269117832184,0.28395459055900574,0.3484148681163788,0.16613075137138367
species,0.20142129063606262,0.25436872243881226,0.37880218029022217,0.9999999403953552,0.3297041952610016,0.2179255336523056,0.2522439956665039,0.477342426776886,0.1957087516784668
is,0.22544461488723755,0.2649032473564148,0.2044319063425064,0.2673557698726654,0.5330929756164551,0.5394441485404968,0.5823672413825989,0.2674187123775482,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.2565799951553345,0.2522439956665039,0.40399202704429626,0.6662389636039734,1.0,0.2571161389350891,0.22068053483963013
highest,0.09736836701631546,0.18659456074237823,0.16154155135154724,0.12341240793466568,0.16502201557159424,0.3400614559650421,0.36945265531539917,0.2163309007883072,0.11527936160564423
on,0.32655060291290283,0.32520127296447754,0.17386440932750702,0.17463403940200806,0.268924742937088,0.46853652596473694,0.5107308030128479,0.24735786020755768,0.2714994251728058
earth,0.2756480276584625,0.22623728215694427,0.224104642868042,0.21207286417484283,0.22218742966651917,0.18566735088825226,0.2801888585090637,0.3454352021217346,0.17717236280441284
with,0.3525622487068176,0.35744401812553406,0.15443067252635956,0.1754012405872345,0.38996943831443787,0.4080928862094879,0.4223487675189972,0.19804547727108002,0.2433311939239502
one,0.3213292360305786,0.4223630726337433,0.23422329127788544,0.23823657631874084,0.42537835240364075,0.4129433035850525,0.5514441132545471,0.2546979784965515,0.2673267424106598
2001,-0.07048824429512024,-0.12044508010149002,-0.023858489468693733,-0.01348665077239275,-0.16456030309200287,-0.10387769341468811,-0.07246288657188416,-0.041004765778779984,-0.08740651607513428
study,0.2640102803707123,0.30255988240242004,0.11971882730722427,0.19973009824752808,0.22810009121894836,0.2875489294528961,0.2533665597438812,0.21322646737098694,0.15902167558670044
finding,0.32565203309059143,0.2804713845252991,0.243593230843544,0.1864115297794342,0.2388794720172882,0.24054329097270966,0.2933822274208069,0.24242228269577026,0.18021653592586517
a,0.29312583804130554,0.2872205972671509,0.20696568489074707,0.22986134886741638,0.265255331993103,0.539380669593811,0.5829201340675354,0.2497720569372177,0.23916715383529663
quarter,0.16386651992797852,0.17006465792655945,0.1631671041250229,0.1607659012079239,0.19948537647724152,0.2899305522441864,0.3659466803073883,0.17036989331245422,0.1356993168592453
square,0.0836852416396141,0.2124457061290741,0.14703604578971863,0.1513279378414154,0.18786215782165527,0.2193731665611267,0.2809545397758484,0.23421312868595123,0.1201515942811966
kilometer,0.1711934208869934,0.1642163097858429,0.16020961105823517,0.14315535128116608,0.1662997156381607,0.26756522059440613,0.30453208088874817,0.2783083915710449,0.10425377637147903
(,0.1676948219537735,0.1455259770154953,0.12142543494701385,0.18460895121097565,0.23263892531394958,0.3087427020072937,0.33289089798927307,0.16459959745407104,0.40561532974243164
62,-0.03404853492975235,-0.11253025382757187,-0.13202999532222748,-0.11790778487920761,-0.10004626959562302,-0.06154082342982292,-0.09844154864549637,-0.14544707536697388,0.11978938430547714
acres,0.1119794100522995,0.20931728184223175,0.1842614710330963,0.2614980936050415,0.1637936383485794,0.1980547159910202,0.1636062115430832,0.3613474369049072,0.15370787680149078
),0.17939934134483337,0.16602720320224762,0.13879509270191193,0.1479661911725998,0.2373749315738678,0.3326910734176636,0.3456730246543884,0.16588199138641357,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.23309285938739777,0.23307405412197113,0.39081433415412903,0.5696388483047485,0.733189046382904,0.22522282600402832,0.1826142966747284
ecuadorian,0.18039976060390472,0.19073963165283203,0.1165296882390976,0.16879527270793915,0.12386605143547058,0.14320696890354156,0.1928035467863083,0.22489477694034576,0.1844521313905716
rainforest,0.15943723917007446,0.30444011092185974,0.41840243339538574,0.477342426776886,0.2730858027935028,0.2207682877779007,0.2571161389350891,1.0,0.1917492002248764
supports,0.23284021019935608,0.2453024834394455,0.1788349598646164,0.1917402297258377,0.30270862579345703,0.20783698558807373,0.2929544150829315,0.18382659554481506,0.15266138315200806
more,0.4319567084312439,0.48608261346817017,0.1447024792432785,0.2758140563964844,0.4066504240036011,0.32563260197639465,0.39758381247520447,0.21651415526866913,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.13944977521896362,0.23980113863945007,0.39206281304359436,0.3270052373409271,0.3227543234825134,0.2140055149793625,0.24917294085025787
"1,100",0.18627043068408966,0.22867105901241302,0.20921443402767181,0.30524590611457825,0.28080666065216064,0.22925537824630737,0.3130826950073242,0.26747098565101624,0.2415713518857956
tree,0.1879938840866089,0.21296708285808563,1.0000001192092896,0.37880218029022217,0.20583972334861755,0.15590032935142517,0.2565799951553345,0.41840243339538574,0.10740261524915695
species,0.20142129063606262,0.25436872243881226,0.37880218029022217,0.9999999403953552,0.3297041952610016,0.2179255336523056,0.2522439956665039,0.477342426776886,0.1957087516784668
.,0.3287222981452942,0.3974229395389557,0.19005756080150604,0.25772613286972046,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.25713270902633667,0.4130953550338745
