,who,outbid,general,electric,to,provide,light,to,the,world,'s,columbian,exposition,?
in,0.2792111933231354,0.3003229796886444,0.259066641330719,0.19779469072818756,0.45010748505592346,0.1910654902458191,0.1819845736026764,0.45010748505592346,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
1893,0.1112329438328743,0.14038294553756714,0.06120309978723526,0.01757993921637535,0.03315379098057747,0.04913279786705971,0.07731426507234573,0.03315379098057747,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
",",0.3365725874900818,0.2609694004058838,0.3022127151489258,0.22981849312782288,0.44245919585227966,0.20966707170009613,0.22209852933883667,0.44245919585227966,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
george,0.25805044174194336,0.23783577978610992,0.21205833554267883,0.17999635636806488,0.17226167023181915,0.10756263136863708,0.111019566655159,0.17226167023181915,0.2510760426521301,0.14024560153484344,-0.019076833501458168,0.1968790590763092,0.19204741716384888,0.1479024887084961
westinghouse,0.23585543036460876,0.36259695887565613,0.2298063188791275,0.4146316647529602,0.22176946699619293,0.2957759201526642,0.15028716623783112,0.22176946699619293,0.3101098835468292,0.2876776456832886,-0.008012998849153519,0.32205909490585327,0.20539408922195435,0.17307911813259125
won,0.24654650688171387,0.2208351045846939,0.18884210288524628,0.06175359711050987,0.1945943981409073,0.13076697289943695,0.13973791897296906,0.1945943981409073,0.29432493448257446,0.2630484104156494,-0.07419146597385406,0.14325597882270813,0.24101118743419647,0.17925700545310974
the,0.3733934462070465,0.3415089249610901,0.28634732961654663,0.21345196664333344,0.535392165184021,0.26373472809791565,0.2649136185646057,0.535392165184021,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
bid,0.15758778154850006,0.4641011655330658,0.09584055840969086,0.09107008576393127,0.2567334473133087,0.09918642044067383,0.04725375398993492,0.2567334473133087,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.19390296936035156
to,0.42656609416007996,0.2888997793197632,0.24755197763442993,0.2115597426891327,1.0,0.3479624092578888,0.22474321722984314,1.0,0.535392165184021,0.26213452219963074,0.03782717138528824,0.1799120306968689,0.16629932820796967,0.29463258385658264
light,0.16200783848762512,0.15953584015369415,0.11016318947076797,0.35745757818222046,0.22474321722984314,0.210654154419899,0.9999998807907104,0.22474321722984314,0.2649136185646057,0.23378537595272064,0.047048170119524,0.11132615804672241,0.13830211758613586,0.17429810762405396
the,0.3733934462070465,0.3415089249610901,0.28634732961654663,0.21345196664333344,0.535392165184021,0.26373472809791565,0.2649136185646057,0.535392165184021,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
1893,0.1112329438328743,0.14038294553756714,0.06120309978723526,0.01757993921637535,0.03315379098057747,0.04913279786705971,0.07731426507234573,0.03315379098057747,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
world,0.25158336758613586,0.3058300316333771,0.1344487965106964,0.1332201212644577,0.26213452219963074,0.1719733625650406,0.23378537595272064,0.26213452219963074,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.2803151607513428,0.3343954384326935,0.17579582333564758
's,0.05599616840481758,0.05307557433843613,-0.0757286474108696,-0.0115516884252429,0.03782717138528824,-0.017295444384217262,0.047048170119524,0.03782717138528824,-0.01540423184633255,0.11877062171697617,0.9999999403953552,0.06028631702065468,-0.02067454531788826,-0.023395681753754616
columbian,0.19051530957221985,0.301653116941452,0.1222827285528183,0.13705146312713623,0.1799120306968689,0.13607943058013916,0.11132615804672241,0.1799120306968689,0.33056461811065674,0.2803151607513428,0.06028631702065468,1.0,0.34490251541137695,0.08890089392662048
exposition,0.14618630707263947,0.3225448727607727,0.12622110545635223,0.15120090544223785,0.16629932820796967,0.16446642577648163,0.13830211758613586,0.16629932820796967,0.30685076117515564,0.3343954384326935,-0.02067454531788826,0.34490251541137695,1.0,0.09475983679294586
in,0.2792111933231354,0.3003229796886444,0.259066641330719,0.19779469072818756,0.45010748505592346,0.1910654902458191,0.1819845736026764,0.45010748505592346,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
chicago,0.2047077715396881,0.215484619140625,0.12950755655765533,0.18999914824962616,0.19278118014335632,0.17722073197364807,0.11306016892194748,0.19278118014335632,0.27360326051712036,0.20659899711608887,-0.0033615175634622574,0.3352341949939728,0.3728184700012207,0.16446958482265472
