,what,did,luther,think,was,the,only,source,of,knowledge,of,god,?
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.24885986745357513,0.4405253231525421,0.4394008219242096,0.3256984353065491,0.10090135782957077,0.38364991545677185,0.2538539469242096,0.38364991545677185,0.23519068956375122,0.18075084686279297
theology,0.322174996137619,0.13569064438343048,0.3810495138168335,0.22915276885032654,0.21140047907829285,0.1939574033021927,0.18704624474048615,0.16883796453475952,0.274120032787323,0.36317312717437744,0.274120032787323,0.35988399386405945,0.1560962051153183
challenged,0.2690076231956482,0.30032312870025635,0.2325112223625183,0.30014026165008545,0.28419938683509827,0.2500322163105011,0.24505536258220673,0.15506677329540253,0.23433837294578552,0.2945158779621124,0.23433837294578552,0.24690406024456024,0.224136084318161
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,1.0,0.5497692227363586,0.30258262157440186,0.733189046382904,0.22194717824459076,0.733189046382904,0.24689088761806488,0.22068053483963013
authority,0.23046736419200897,0.23189641535282135,0.17736110091209412,0.18908962607383728,0.23109516501426697,0.2645063102245331,0.24133093655109406,0.21909785270690918,0.28063252568244934,0.30942389369010925,0.28063252568244934,0.24852730333805084,0.18404170870780945
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.5171257257461548,0.4542345404624939,0.24024291336536407,0.5116966962814331,0.2927071154117584,0.5116966962814331,0.23257656395435333,0.20544172823429108
office,0.12159775197505951,0.1974928379058838,0.1683998852968216,0.1424923986196518,0.3002835810184479,0.27314993739128113,0.212492436170578,0.1741427183151245,0.24605777859687805,0.13290242850780487,0.24605777859687805,0.10225830972194672,0.16497313976287842
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2625778615474701,0.4069072902202606,0.733189046382904,0.49632513523101807,0.18598204851150513,1.0,0.25563913583755493,1.0,0.2159487009048462,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,1.0,0.5497692227363586,0.30258262157440186,0.733189046382904,0.22194717824459076,0.733189046382904,0.24689088761806488,0.22068053483963013
pope,0.20446611940860748,0.17841137945652008,0.27229586243629456,0.21661528944969177,0.260356068611145,0.2285010814666748,0.19188201427459717,0.12446080893278122,0.23057007789611816,0.140859454870224,0.23057007789611816,0.28447550535202026,0.25004681944847107
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2680226266384125,0.4752357602119446,0.4408751428127289,0.36511722207069397,0.1939312070608139,0.3646814823150635,0.22963100671768188,0.3646814823150635,0.15825335681438446,0.17966607213020325
teaching,0.27416905760765076,0.27443423867225647,0.2627531886100769,0.2801845967769623,0.22091154754161835,0.2182690054178238,0.24153217673301697,0.1767425835132599,0.2911611497402191,0.4369126558303833,0.2911611497402191,0.30939754843711853,0.20424684882164001
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5798900723457336,0.33670201897621155,0.5473989248275757,0.6004067063331604,0.3142060935497284,0.41498205065727234,0.3797176480293274,0.41498205065727234,0.30817699432373047,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,1.0,0.5497692227363586,0.30258262157440186,0.733189046382904,0.22194717824459076,0.733189046382904,0.24689088761806488,0.22068053483963013
bible,0.33710888028144836,0.24923516809940338,0.3825412392616272,0.2376580685377121,0.21726252138614655,0.27647915482521057,0.2388998568058014,0.26665472984313965,0.25664499402046204,0.26953089237213135,0.25664499402046204,0.4040241241455078,0.22667601704597473
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.33370211720466614,0.5810302495956421,0.5823672413825989,0.44708555936813354,0.2948454022407532,0.4854315221309662,0.18001945316791534,0.4854315221309662,0.2211674600839615,0.22961433231830597
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,1.0,0.5497692227363586,0.30258262157440186,0.733189046382904,0.22194717824459076,0.733189046382904,0.24689088761806488,0.22068053483963013
only,0.41415658593177795,0.4039593040943146,0.10428047180175781,0.41617000102996826,0.36249664425849915,0.5497692227363586,1.0,0.25593993067741394,0.49632513523101807,0.2707374691963196,0.49632513523101807,0.2393946647644043,0.2767370045185089
source,0.2553733289241791,0.16339050233364105,0.07966809719800949,0.207440584897995,0.14040647447109222,0.30258262157440186,0.25593993067741394,0.9999998807907104,0.18598204851150513,0.2622836232185364,0.18598204851150513,0.1783888041973114,0.2462312877178192
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2625778615474701,0.4069072902202606,0.733189046382904,0.49632513523101807,0.18598204851150513,1.0,0.25563913583755493,1.0,0.2159487009048462,0.1826142966747284
divinely,0.3538565933704376,0.21775977313518524,0.30844733119010925,0.28105810284614563,0.2433205395936966,0.27351030707359314,0.3020216226577759,0.22978855669498444,0.2856675088405609,0.3754756450653076,0.2856675088405609,0.49418944120407104,0.21983684599399567
revealed,0.20127414166927338,0.2510281801223755,0.11957831680774689,0.23717214167118073,0.31683555245399475,0.3230765759944916,0.23233641684055328,0.15754510462284088,0.2616097331047058,0.2633903920650482,0.2616097331047058,0.21877288818359375,0.21034270524978638
knowledge,0.3869657814502716,0.25804615020751953,0.11124531179666519,0.41992413997650146,0.1636774241924286,0.22194717824459076,0.2707374691963196,0.2622836232185364,0.25563913583755493,0.9999998807907104,0.25563913583755493,0.2997336685657501,0.2853184640407562
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.2481241524219513,0.31171464920043945,0.40150508284568787,0.32145237922668457,0.22562673687934875,0.4249346852302551,0.1683357059955597,0.4249346852302551,0.12797066569328308,0.19969791173934937
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.28584322333335876,0.20121176540851593,0.24689088761806488,0.2393946647644043,0.1783888041973114,0.2159487009048462,0.2997336685657501,0.2159487009048462,1.0,0.23396754264831543
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.5171257257461548,0.4542345404624939,0.24024291336536407,0.5116966962814331,0.2927071154117584,0.5116966962814331,0.23257656395435333,0.20544172823429108
opposed,0.35573211312294006,0.3237369954586029,0.1539851725101471,0.41533929109573364,0.2790595591068268,0.24302934110164642,0.2761545479297638,0.18755929172039032,0.25387564301490784,0.24112869799137115,0.25387564301490784,0.16371680796146393,0.23428945243358612
sacerdotalism,0.2782239317893982,0.2508814036846161,0.3188721835613251,0.2974855303764343,0.27842313051223755,0.27798715233802795,0.1847078800201416,0.1182665005326271,0.2875917851924896,0.2457551807165146,0.2875917851924896,0.3255009949207306,0.20804482698440552
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2680226266384125,0.4752357602119446,0.4408751428127289,0.36511722207069397,0.1939312070608139,0.3646814823150635,0.22963100671768188,0.3646814823150635,0.15825335681438446,0.17966607213020325
considering,0.45582762360572815,0.33067700266838074,0.1073933020234108,0.5976494550704956,0.2886025011539459,0.30696970224380493,0.3560851216316223,0.23476757109165192,0.32865074276924133,0.3830926716327667,0.32865074276924133,0.13863807916641235,0.41417282819747925
all,0.41981086134910583,0.33943864703178406,0.1917443871498108,0.4156843423843384,0.23179835081100464,0.4860881567001343,0.509675920009613,0.20952270925045013,0.42798417806625366,0.3428434133529663,0.42798417806625366,0.2611576020717621,0.29575422406196594
baptized,0.2521437406539917,0.2788696587085724,0.3744279444217682,0.2629317343235016,0.2633010149002075,0.18283669650554657,0.25983142852783203,0.1578962504863739,0.23367582261562347,0.17330984771251678,0.23367582261562347,0.30218708515167236,0.2024652510881424
christians,0.302469938993454,0.2556236684322357,0.30765244364738464,0.29900869727134705,0.20866592228412628,0.24734680354595184,0.24881772696971893,0.16768857836723328,0.25621283054351807,0.3083924651145935,0.25621283054351807,0.4300692677497864,0.20289786159992218
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.3748004138469696,0.3636345863342285,0.535392165184021,0.5096819996833801,0.2501981854438782,0.41548454761505127,0.2853367030620575,0.41548454761505127,0.2408517301082611,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.4904957115650177,0.42228707671165466,0.4248143136501312,0.46042704582214355,0.29951292276382446,0.33904364705085754,0.2864285409450531,0.33904364705085754,0.21916557848453522,0.3324260413646698
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.35850703716278076,0.4508470594882965,0.5829201340675354,0.47549712657928467,0.18778453767299652,0.5052502155303955,0.1995188295841217,0.5052502155303955,0.18792781233787537,0.23916715383529663
holy,0.21269184350967407,0.1021214947104454,0.21725739538669586,0.2508590817451477,0.19543759524822235,0.2778179347515106,0.21892206370830536,0.20077960193157196,0.32529065012931824,0.20464229583740234,0.32529065012931824,0.3632653057575226,0.18148104846477509
priesthood,0.22431568801403046,0.2368517965078354,0.27669933438301086,0.2408236563205719,0.2585322856903076,0.2826952636241913,0.24486829340457916,0.13879288733005524,0.2815867066383362,0.31223246455192566,0.2815867066383362,0.41632139682769775,0.17457331717014313
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.2883438467979431,0.5352458953857422,0.17996740341186523,0.5352458953857422,0.2337683141231537,0.4130953550338745
