,besides,africa,",",where,did,germany,have,imperial,interests,?
however,0.3281225860118866,0.2608482837677002,0.4037865996360779,0.42869114875793457,0.5603718757629395,0.2516075074672699,0.5919817090034485,0.2255634367465973,0.28890231251716614,0.2152075469493866
",",0.340058833360672,0.2545008063316345,1.0000001192092896,0.3149496018886566,0.3015086054801941,0.2898865044116974,0.3541618287563324,0.2180749922990799,0.295423686504364,0.31091248989105225
in,0.3447916507720947,0.27806714177131653,0.5201468467712402,0.5344807505607605,0.2593238651752472,0.3642844259738922,0.36843645572662354,0.2295355498790741,0.2732578217983246,0.20430970191955566
1883–84,0.12248149514198303,0.12334179878234863,0.010131285525858402,0.02972487360239029,0.050409797579050064,-0.018916582688689232,0.1819392591714859,0.03321303799748421,0.08518467843532562,-0.03177056089043617
germany,0.13454985618591309,0.3509366512298584,0.2898865044116974,0.20900733768939972,0.2132834792137146,1.0,0.17833954095840454,0.1983768492937088,0.1981915980577469,0.1388660967350006
began,0.216630756855011,0.1924319714307785,0.2705576717853546,0.11145364493131638,0.4415510594844818,0.19444875419139862,0.1338469535112381,0.15065035223960876,0.30085864663124084,0.1370266228914261
to,0.3272998631000519,0.23667606711387634,0.44245919585227966,0.47735077142715454,0.4452643394470215,0.24172882735729218,0.4544740617275238,0.20807525515556335,0.3245762884616852,0.29463258385658264
build,0.22783640027046204,0.08658897876739502,0.22204548120498657,0.26917290687561035,0.23755796253681183,0.1446317881345749,0.3591025173664093,0.11201341450214386,0.21984058618545532,0.1704305112361908
a,0.26277080178260803,0.18140724301338196,0.427140474319458,0.40997210144996643,0.2552328109741211,0.2606942057609558,0.338716596364975,0.1928369700908661,0.24417094886302948,0.23916715383529663
colonial,0.13691411912441254,0.293906569480896,0.2506951689720154,0.19346880912780762,0.17575712502002716,0.13798435032367706,0.2394694685935974,0.25303271412849426,0.26473331451416016,0.10191229730844498
empire,0.09588722139596939,0.3045766353607178,0.27646857500076294,0.13747228682041168,0.18850058317184448,0.28472569584846497,0.14067283272743225,0.3880499303340912,0.2497822344303131,0.14909450709819794
in,0.3447916507720947,0.27806714177131653,0.5201468467712402,0.5344807505607605,0.2593238651752472,0.3642844259738922,0.36843645572662354,0.2295355498790741,0.2732578217983246,0.20430970191955566
africa,0.1569291353225708,0.9999999403953552,0.2545008063316345,0.23793575167655945,0.1931072473526001,0.3509366512298584,0.21439820528030396,0.1835242658853531,0.18046553432941437,0.12926554679870605
and,0.3610946238040924,0.2685798704624176,0.6633074283599854,0.43859338760375977,0.34479495882987976,0.29381805658340454,0.4711785912513733,0.20855538547039032,0.3112897574901581,0.20544172823429108
the,0.367077499628067,0.2903064787387848,0.4933079481124878,0.5003893971443176,0.34736719727516174,0.3181285262107849,0.40389683842658997,0.3074202835559845,0.25045084953308105,0.22068053483963013
south,0.14662925899028778,0.5442710518836975,0.3256652057170868,0.2539864182472229,0.1510593444108963,0.26822149753570557,0.15469403564929962,0.21035504341125488,0.15386879444122314,0.12336621433496475
pacific,0.1231376901268959,0.26608806848526,0.2034771740436554,0.21499492228031158,0.18718315660953522,0.14423801004886627,0.20848755538463593,0.26505163311958313,0.15417146682739258,0.13060949742794037
",",0.340058833360672,0.2545008063316345,1.0000001192092896,0.3149496018886566,0.3015086054801941,0.2898865044116974,0.3541618287563324,0.2180749922990799,0.295423686504364,0.31091248989105225
before,0.3177105784416199,0.15974241495132446,0.3156566619873047,0.37386465072631836,0.33642593026161194,0.19675856828689575,0.3593204617500305,0.125410795211792,0.1400081217288971,0.2507109045982361
losing,0.14084622263908386,0.08002964407205582,0.2863842844963074,0.2737448513507843,0.2751401662826538,0.19115562736988068,0.27199289202690125,0.13413971662521362,0.215672105550766,0.15056444704532623
interest,0.30339041352272034,0.1400970071554184,0.2741461396217346,0.2666945457458496,0.21788068115711212,0.16543461382389069,0.3377552330493927,0.12249213457107544,0.7872191071510315,0.2411724328994751
in,0.3447916507720947,0.27806714177131653,0.5201468467712402,0.5344807505607605,0.2593238651752472,0.3642844259738922,0.36843645572662354,0.2295355498790741,0.2732578217983246,0.20430970191955566
imperialism,0.09996746480464935,0.30433404445648193,0.2420617640018463,0.17089778184890747,0.23293417692184448,0.266067773103714,0.1434110701084137,0.6758624315261841,0.31381163001060486,0.14998586475849152
.,0.28636154532432556,0.25634920597076416,0.6812511086463928,0.41390106081962585,0.35288307070732117,0.28498756885528564,0.41614407300949097,0.259955495595932,0.2760109007358551,0.4130953550338745
