,which,central,european,country,had,a,calvinist,ruler,?
after,0.3217443823814392,0.10332171618938446,0.17162996530532837,0.20467059314250946,0.4133172631263733,0.3831600844860077,0.18794696033000946,0.18550731241703033,0.16608688235282898
this,0.6719430088996887,0.2078123539686203,0.2504124343395233,0.2617904841899872,0.3222610056400299,0.5422310829162598,0.16945432126522064,0.21798710525035858,0.3155723512172699
",",0.3658004403114319,0.2587154507637024,0.19684812426567078,0.27878350019454956,0.35487717390060425,0.427140474319458,0.2624487280845642,0.24077121913433075,0.31091248989105225
huguenots,0.24042612314224243,0.11075785756111145,0.2767033278942108,0.1987663209438324,0.2472342848777771,0.20410758256912231,0.4456140995025635,0.2146473526954651,0.16010338068008423
(,0.2589828372001648,0.2010512501001358,0.17014704644680023,0.1820623129606247,0.16223937273025513,0.3206180930137634,0.19033785164356232,0.15683254599571228,0.40561532974243164
with,0.46403205394744873,0.1716245859861374,0.19647395610809326,0.24760155379772186,0.4739086329936981,0.3783375024795532,0.1611146330833435,0.16538824141025543,0.2433311939239502
estimates,0.2408856898546219,0.17779554426670074,0.15094466507434845,0.18817169964313507,0.2531057596206665,0.20223642885684967,0.18029062449932098,0.15847131609916687,0.19916187226772308
ranging,0.3108266592025757,0.14587976038455963,0.14998145401477814,0.18188774585723877,0.1910804957151413,0.2340690791606903,0.08570794016122818,0.14037789404392242,0.09338733553886414
from,0.38755592703819275,0.2553580701351166,0.2091801017522812,0.21630296111106873,0.3075238764286041,0.322764128446579,0.1851414144039154,0.12577174603939056,0.19969791173934937
"200,000",0.005643653683364391,-0.021427739411592484,-0.0439719632267952,0.018019899725914,0.035737045109272,0.13735556602478027,0.03525078296661377,0.0537811741232872,-0.020140642300248146
to,0.5345056653022766,0.21511952579021454,0.21011990308761597,0.31281599402427673,0.37984350323677063,0.45503583550453186,0.16533730924129486,0.18837414681911469,0.29463258385658264
"1,000,000",0.13742326200008392,0.15170705318450928,0.0942942202091217,0.14605914056301117,0.17462322115898132,0.21356938779354095,0.06003740802407265,0.2034168839454651,0.04695386439561844
),0.2758678197860718,0.19551944732666016,0.17755553126335144,0.18773311376571655,0.17014533281326294,0.3640355169773102,0.2016104757785797,0.1882731020450592,0.42300865054130554
fled,0.10557685792446136,0.16346821188926697,0.18101176619529724,0.2802298367023468,0.3780874013900757,0.12503120303153992,0.2539237439632416,0.3301132917404175,0.13968057930469513
to,0.5345056653022766,0.21511952579021454,0.21011990308761597,0.31281599402427673,0.37984350323677063,0.45503583550453186,0.16533730924129486,0.18837414681911469,0.29463258385658264
surrounding,0.39034995436668396,0.3134692311286926,0.12779171764850616,0.21396613121032715,0.2134736031293869,0.24113072454929352,0.17303800582885742,0.19849073886871338,0.05288729816675186
protestant,0.1859518438577652,0.15400001406669617,0.1714082509279251,0.2224908471107483,0.25031381845474243,0.22869355976581573,0.6644737124443054,0.16490837931632996,0.14798137545585632
countries,0.29131221771240234,0.24252817034721375,0.44465985894203186,0.5439597368240356,0.2774714231491089,0.2672088146209717,0.23705120384693146,0.21900290250778198,0.15128466486930847
:,-0.11049769818782806,-0.04181833565235138,0.1955081820487976,0.03858891502022743,-0.06820519268512726,-0.0007584693375974894,0.04631888493895531,0.002285728696733713,-0.07156077772378922
england,0.24747401475906372,0.15934769809246063,0.22662349045276642,0.2488383948802948,0.2626383602619171,0.2410653531551361,0.295783132314682,0.10570568591356277,0.13436897099018097
",",0.3658004403114319,0.2587154507637024,0.19684812426567078,0.27878350019454956,0.35487717390060425,0.427140474319458,0.2624487280845642,0.24077121913433075,0.31091248989105225
the,0.6521818041801453,0.3417201042175293,0.3423081040382385,0.30432501435279846,0.3875846862792969,0.5829201340675354,0.22695963084697723,0.23322275280952454,0.22068053483963013
netherlands,0.20309802889823914,0.13092035055160522,0.3391571342945099,0.30645281076431274,0.19552306830883026,0.22332750260829926,0.2512720823287964,0.15702998638153076,0.09310898929834366
",",0.3658004403114319,0.2587154507637024,0.19684812426567078,0.27878350019454956,0.35487717390060425,0.427140474319458,0.2624487280845642,0.24077121913433075,0.31091248989105225
switzerland,0.19017893075942993,0.15251243114471436,0.2501642107963562,0.32163169980049133,0.15000301599502563,0.21310605108737946,0.24252696335315704,0.03887316957116127,0.13347817957401276
",",0.3658004403114319,0.2587154507637024,0.19684812426567078,0.27878350019454956,0.35487717390060425,0.427140474319458,0.2624487280845642,0.24077121913433075,0.31091248989105225
norway,0.1809166967868805,0.07248210161924362,0.24546542763710022,0.2543697953224182,0.1916002631187439,0.20911905169487,0.2387731373310089,0.17693915963172913,0.12105534970760345
",",0.3658004403114319,0.2587154507637024,0.19684812426567078,0.27878350019454956,0.35487717390060425,0.427140474319458,0.2624487280845642,0.24077121913433075,0.31091248989105225
denmark,0.17242377996444702,0.10867174714803696,0.3302900195121765,0.2825630307197571,0.17699149250984192,0.1638673096895218,0.24869757890701294,0.18781986832618713,0.12332404404878616
",",0.3658004403114319,0.2587154507637024,0.19684812426567078,0.27878350019454956,0.35487717390060425,0.427140474319458,0.2624487280845642,0.24077121913433075,0.31091248989105225
and,0.506277859210968,0.2465941160917282,0.24143946170806885,0.30884742736816406,0.3872550129890442,0.3739250600337982,0.24251225590705872,0.22315910458564758,0.20544172823429108
prussia,0.18307752907276154,0.1614360511302948,0.1931590884923935,0.24792437255382538,0.24273882806301117,0.15790346264839172,0.34134116768836975,0.25544220209121704,0.09988865256309509
—,0.14832523465156555,0.080571249127388,0.05823739245533943,0.07003860175609589,0.13138025999069214,0.17566944658756256,0.09966810047626495,0.13590121269226074,0.23527392745018005
whose,0.37205496430397034,0.11731885373592377,0.1643618792295456,0.18939028680324554,0.27180907130241394,0.3225097060203552,0.21397189795970917,0.14802321791648865,0.16990536451339722
calvinist,0.18041256070137024,0.21513402462005615,0.21581891179084778,0.19896794855594635,0.14836269617080688,0.197673037648201,1.0000001192092896,0.22092382609844208,0.20681126415729523
great,0.2356490194797516,0.24263665080070496,0.20163334906101227,0.1370573192834854,0.24532826244831085,0.21836373209953308,0.13981814682483673,0.1979217529296875,0.13135133683681488
