,how,many,paid,holiday,days,do,most,member,states,require,?
for,0.3308170735836029,0.40972793102264404,0.29203978180885315,0.23347611725330353,0.2734130620956421,0.29510271549224854,0.3906237483024597,0.2718653976917267,0.2496437132358551,0.33956968784332275,0.264628142118454
example,0.39914554357528687,0.43096116185188293,0.11470328271389008,0.1395881175994873,0.17350450158119202,0.3745654821395874,0.3754276633262634,0.11702059209346771,0.20861361920833588,0.34650078415870667,0.30374911427497864
",",0.22659391164779663,0.40610817074775696,0.18092423677444458,0.2776016294956207,0.34504905343055725,0.3283645510673523,0.3636029064655304,0.25757819414138794,0.3315127193927765,0.20549376308918,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.22871042788028717,0.21558280289173126,0.2574930489063263,0.30239659547805786,0.47635307908058167,0.2806392312049866,0.3463578522205353,0.17356595396995544,0.22068053483963013
working,0.27748700976371765,0.286085844039917,0.29799312353134155,0.19899079203605652,0.18128439784049988,0.2560761868953705,0.22160479426383972,0.2518770694732666,0.14966130256652832,0.22819550335407257,0.17154020071029663
time,0.35346719622612,0.3523001968860626,0.3069309890270233,0.23850442469120026,0.4134809374809265,0.27283716201782227,0.35173171758651733,0.1657039076089859,0.25020933151245117,0.26611730456352234,0.27391523122787476
directive,0.26086482405662537,0.17137083411216736,0.11950135976076126,0.014499583281576633,0.10652398318052292,0.27172011137008667,0.1422598510980606,0.2013973593711853,0.2162753939628601,0.2805778384208679,0.15005457401275635
requires,0.2878960967063904,0.19591866433620453,0.16525478661060333,0.09235204756259918,0.1356232464313507,0.3773176074028015,0.23915386199951172,0.1136675477027893,0.17177140712738037,0.8026338815689087,0.26020103693008423
that,0.557814359664917,0.5391656160354614,0.3008268177509308,0.17169912159442902,0.3029259145259857,0.44533252716064453,0.4497850239276886,0.17725452780723572,0.291576623916626,0.3625117540359497,0.32716336846351624
every,0.31805798411369324,0.3416140377521515,0.2335083782672882,0.2998194098472595,0.3149748146533966,0.27442893385887146,0.396505743265152,0.19812598824501038,0.21151071786880493,0.3207828104496002,0.24066033959388733
worker,0.14722302556037903,0.15187114477157593,0.3365558683872223,0.20267632603645325,0.16045092046260834,0.1970411092042923,0.11148806661367416,0.23890690505504608,0.1103583499789238,0.18715690076351166,0.1447860300540924
has,0.26820555329322815,0.4266262650489807,0.14619843661785126,0.2018480896949768,0.1749730259180069,0.22084827721118927,0.3426419198513031,0.2241092026233673,0.1958659142255783,0.22363422811031342,0.15994466841220856
at,0.2154216170310974,0.2716965675354004,0.2324451357126236,0.17070621252059937,0.2978195548057556,0.1511090099811554,0.22451047599315643,0.17957790195941925,0.19903600215911865,0.17753435671329498,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.16808634996414185,0.12560711801052094,0.2870630621910095,0.2657918632030487,0.46400970220565796,0.16963911056518555,0.2240493893623352,0.34546414017677307,0.28866854310035706
4,-0.09503452479839325,-0.054631516337394714,0.08369411528110504,0.027650941163301468,0.024968361482024193,-0.00542959850281477,0.0398758240044117,0.14154011011123657,0.12263092398643494,-0.044511113315820694,0.010515431873500347
weeks,0.25079891085624695,0.22970308363437653,0.20296064019203186,0.2571999132633209,0.5961394309997559,0.23634465038776398,0.1743486374616623,0.13537460565567017,0.17484505474567413,0.22299115359783173,0.21667936444282532
paid,0.19544272124767303,0.2369053214788437,1.0,0.1939672976732254,0.20507091283798218,0.25318819284439087,0.218547061085701,0.2055903524160385,0.1915183663368225,0.21825432777404785,0.20964482426643372
holidays,0.21356719732284546,0.26162564754486084,0.2246117889881134,0.8635531067848206,0.45848822593688965,0.20934206247329712,0.2192985564470291,0.1649298518896103,0.2398374080657959,0.1819436252117157,0.2587883472442627
each,0.4183253347873688,0.35348209738731384,0.22591356933116913,0.18486054241657257,0.1962432861328125,0.2601187825202942,0.2952626943588257,0.12621234357357025,0.21922147274017334,0.32193723320961,0.21173812448978424
