,by,what,main,attribute,are,computational,problems,classified,utilizing,computational,complexity,theory,?
computational,0.2209896296262741,0.29464593529701233,0.17133359611034393,0.2417379915714264,0.2675340473651886,1.0,0.3718613386154175,0.23808684945106506,0.40237128734588623,1.0,0.6165810823440552,0.4716552495956421,0.21617397665977478
complexity,0.17643122375011444,0.33747240900993347,0.14763346314430237,0.3059774339199066,0.27680158615112305,0.6165810823440552,0.45911696553230286,0.22190812230110168,0.3578948676586151,0.6165810823440552,1.0,0.42510488629341125,0.23062916100025177
theory,0.17579947412014008,0.297923743724823,0.17853248119354248,0.19777633249759674,0.1918308287858963,0.4716552495956421,0.29832348227500916,0.24465234577655792,0.26132553815841675,0.4716552495956421,0.42510488629341125,0.9999999403953552,0.1387292891740799
is,0.3899846076965332,0.28837618231773376,0.3009335994720459,0.20073039829730988,0.5330929756164551,0.2470806986093521,0.16985496878623962,0.21324113011360168,0.18301182985305786,0.2470806986093521,0.2541271150112152,0.19279582798480988,0.22961433231830597
a,0.32094135880470276,0.3320399522781372,0.27217230200767517,0.20865508913993835,0.265255331993103,0.29858994483947754,0.21523453295230865,0.24269431829452515,0.2410614788532257,0.29858994483947754,0.27206721901893616,0.2233850657939911,0.23916715383529663
branch,0.13618141412734985,0.1792319416999817,0.2541031539440155,0.00751341599971056,0.18532468378543854,0.2773163318634033,0.15988236665725708,0.17199480533599854,0.11589360982179642,0.2773163318634033,0.12899965047836304,0.23317833244800568,0.10474635660648346
of,0.3646814823150635,0.33290785551071167,0.3177044689655304,0.23041263222694397,0.39081433415412903,0.2832651138305664,0.2450421154499054,0.1888706386089325,0.25611090660095215,0.2832651138305664,0.23338180780410767,0.23506702482700348,0.1826142966747284
the,0.4408751428127289,0.42745697498321533,0.38631999492645264,0.20785148441791534,0.40399202704429626,0.18477948009967804,0.2659202516078949,0.24516408145427704,0.2260901778936386,0.18477948009967804,0.21171598136425018,0.2277156263589859,0.22068053483963013
theory,0.17579947412014008,0.297923743724823,0.17853248119354248,0.19777633249759674,0.1918308287858963,0.4716552495956421,0.29832348227500916,0.24465234577655792,0.26132553815841675,0.4716552495956421,0.42510488629341125,0.9999999403953552,0.1387292891740799
of,0.3646814823150635,0.33290785551071167,0.3177044689655304,0.23041263222694397,0.39081433415412903,0.2832651138305664,0.2450421154499054,0.1888706386089325,0.25611090660095215,0.2832651138305664,0.23338180780410767,0.23506702482700348,0.1826142966747284
computation,0.2080729752779007,0.31098654866218567,0.15252861380577087,0.2877204120159149,0.2177741825580597,0.9130441546440125,0.3971659541130066,0.18954382836818695,0.3927599787712097,0.9130441546440125,0.6341383457183838,0.4655899703502655,0.2260068953037262
in,0.370934396982193,0.30808621644973755,0.28862449526786804,0.12301790714263916,0.3841303884983063,0.2346334308385849,0.21061907708644867,0.19124440848827362,0.20925050973892212,0.2346334308385849,0.20012179017066956,0.16955126821994781,0.20430970191955566
theoretical,0.1470205932855606,0.3012935221195221,0.15940390527248383,0.25512632727622986,0.19839611649513245,0.5886620283126831,0.23852582275867462,0.22855491936206818,0.2723671495914459,0.5886620283126831,0.4222896695137024,0.6152767539024353,0.14929188787937164
computer,0.20605696737766266,0.26911869645118713,0.18539884686470032,0.19501447677612305,0.21593840420246124,0.5941354632377625,0.2735036611557007,0.12689930200576782,0.3312349021434784,0.5941354632377625,0.404285728931427,0.21609924733638763,0.20203553140163422
science,0.20686732232570648,0.2612018585205078,0.20001979172229767,0.17691068351268768,0.214688241481781,0.45112496614456177,0.216844841837883,0.1662580966949463,0.26445814967155457,0.45112496614456177,0.32986509799957275,0.35820475220680237,0.17974960803985596
that,0.37496164441108704,0.6297725439071655,0.3140498101711273,0.3227261006832123,0.45265161991119385,0.3084385395050049,0.3758413791656494,0.23130442202091217,0.31439846754074097,0.3084385395050049,0.3234518766403198,0.36183905601501465,0.32716336846351624
focuses,0.22088311612606049,0.27091580629348755,0.29593753814697266,0.11941138654947281,0.30787092447280884,0.3384867310523987,0.2683371603488922,0.16464628279209137,0.31621217727661133,0.3384867310523987,0.34152811765670776,0.2537232041358948,0.15887200832366943
on,0.33887791633605957,0.34226128458976746,0.2898236811161041,0.15420548617839813,0.268924742937088,0.1577787548303604,0.22423362731933594,0.2131032943725586,0.24517574906349182,0.1577787548303604,0.22000707685947418,0.16873858869075775,0.2714994251728058
classifying,0.2094012200832367,0.3129931390285492,0.19597555696964264,0.2270907610654831,0.3426971733570099,0.4052692651748657,0.2612456977367401,0.7570117712020874,0.2864895462989807,0.4052692651748657,0.3881129026412964,0.34005796909332275,0.23421330749988556
computational,0.2209896296262741,0.29464593529701233,0.17133359611034393,0.2417379915714264,0.2675340473651886,1.0,0.3718613386154175,0.23808684945106506,0.40237128734588623,1.0,0.6165810823440552,0.4716552495956421,0.21617397665977478
problems,0.20223401486873627,0.3306994140148163,0.17572328448295593,0.24967986345291138,0.2565869987010956,0.3718613386154175,1.0,0.13431869447231293,0.2056836038827896,0.3718613386154175,0.45911696553230286,0.29832348227500916,0.2638136148452759
according,0.2975466847419739,0.2776208221912384,0.12122757732868195,0.19456030428409576,0.22847512364387512,0.26080387830734253,0.16905401647090912,0.27406251430511475,0.16666236519813538,0.26080387830734253,0.19417805969715118,0.2092074304819107,0.21173474192619324
to,0.33534231781959534,0.455847829580307,0.26116618514060974,0.2883511781692505,0.3504326641559601,0.246933713555336,0.28989166021347046,0.17334192991256714,0.24892491102218628,0.246933713555336,0.28336837887763977,0.21947365999221802,0.29463258385658264
their,0.3242124021053314,0.35142919421195984,0.19033032655715942,0.21777629852294922,0.46887820959091187,0.20874014496803284,0.28772616386413574,0.2325834035873413,0.2576356530189514,0.20874014496803284,0.22930744290351868,0.22382378578186035,0.1898253709077835
inherent,0.15877078473567963,0.36534133553504944,0.1973365694284439,0.3482411503791809,0.30955880880355835,0.3613610863685608,0.27807414531707764,0.20540396869182587,0.29888397455215454,0.3613610863685608,0.40401124954223633,0.2465638816356659,0.3217507004737854
difficulty,0.24736160039901733,0.3258202373981476,0.19339722394943237,0.24287527799606323,0.28396740555763245,0.3689636290073395,0.48529917001724243,0.21934378147125244,0.31131720542907715,0.3689636290073395,0.4870225489139557,0.24070215225219727,0.1517200618982315
",",0.3680937886238098,0.3087472915649414,0.2989408075809479,0.1828274130821228,0.4062570035457611,0.28742313385009766,0.2596952021121979,0.26173529028892517,0.23609639704227448,0.28742313385009766,0.27822354435920715,0.18095813691616058,0.31091248989105225
and,0.4289871156215668,0.31309178471565247,0.29831406474113464,0.16323359310626984,0.48576638102531433,0.28914058208465576,0.285793662071228,0.19425830245018005,0.2889004349708557,0.28914058208465576,0.2520415782928467,0.1765792816877365,0.20544172823429108
relating,0.2526944875717163,0.30636364221572876,0.1942032128572464,0.33038997650146484,0.26406973600387573,0.38070857524871826,0.33227235078811646,0.2905934453010559,0.3266201615333557,0.38070857524871826,0.3766750693321228,0.31375521421432495,0.2191188931465149
those,0.32841911911964417,0.44466671347618103,0.24446699023246765,0.2672015130519867,0.6012985706329346,0.29045677185058594,0.31249311566352844,0.2769021689891815,0.2547798156738281,0.29045677185058594,0.3527650833129883,0.24328015744686127,0.3328189253807068
classes,0.1743253618478775,0.20746955275535583,0.22489023208618164,0.20697139203548431,0.2913099527359009,0.25328823924064636,0.2519468665122986,0.4037395417690277,0.1912076473236084,0.25328823924064636,0.29931116104125977,0.1946049928665161,0.14397528767585754
to,0.33534231781959534,0.455847829580307,0.26116618514060974,0.2883511781692505,0.3504326641559601,0.246933713555336,0.28989166021347046,0.17334192991256714,0.24892491102218628,0.246933713555336,0.28336837887763977,0.21947365999221802,0.29463258385658264
each,0.29190269112586975,0.3353266417980194,0.29354554414749146,0.2567017674446106,0.39730963110923767,0.21740178763866425,0.1765049546957016,0.1520363986492157,0.21352519094944,0.21740178763866425,0.262744277715683,0.1899213045835495,0.21173812448978424
other,0.3321913778781891,0.341873437166214,0.3310578167438507,0.2463902235031128,0.5932393670082092,0.27842795848846436,0.2678011357784271,0.2454787939786911,0.2666456997394562,0.27842795848846436,0.25132685899734497,0.22177660465240479,0.24682199954986572
.,0.3936232924461365,0.3567904531955719,0.31122034788131714,0.22956767678260803,0.3452940285205841,0.24047870934009552,0.2602308988571167,0.22738878428936005,0.25695371627807617,0.24047870934009552,0.21340465545654297,0.18047811090946198,0.4130953550338745
