,a,column,from,which,moorish,palace,and,fortress,complex,in,granada,",",spain,",",is,included,in,the,v,&,a,collection,?
the,0.5829201340675354,0.2747204005718231,0.40150508284568787,0.6521818041801453,0.291774719953537,0.25955939292907715,0.5171257257461548,0.2492496520280838,0.25326284766197205,0.6662389636039734,0.25387778878211975,0.4933079481124878,0.259463906288147,0.4933079481124878,0.5823672413825989,0.3825419843196869,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
main,0.27217230200767517,0.1395093947649002,0.22770823538303375,0.37042954564094543,0.18533648550510406,0.08127300441265106,0.29831406474113464,0.18900816142559052,0.21482238173484802,0.28862449526786804,0.12986692786216736,0.2989408075809479,0.12927338480949402,0.2989408075809479,0.3009335994720459,0.2117154747247696,0.28862449526786804,0.38631999492645264,0.035056184977293015,0.1304062455892563,0.27217230200767517,0.1734519600868225,0.1665669083595276
architecture,0.2194099873304367,0.1883365958929062,0.1467449963092804,0.23836448788642883,0.28854498267173767,0.2988702058792114,0.2369556725025177,0.32525962591171265,0.2595807909965515,0.2624244689941406,0.18752966821193695,0.2120368629693985,0.17887108027935028,0.2120368629693985,0.19717231392860413,0.1953575760126114,0.2624244689941406,0.24488379061222076,0.18126939237117767,0.15631765127182007,0.2194099873304367,0.245155930519104,0.14343059062957764
gallery,0.13071094453334808,0.1729017198085785,0.16936369240283966,0.19994710385799408,0.23525600135326385,0.3223513960838318,0.20957361161708832,0.222688227891922,0.0869845524430275,0.21665531396865845,0.1662445068359375,0.21593497693538666,0.17223447561264038,0.21593497693538666,0.15374112129211426,0.19116729497909546,0.21665531396865845,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,0.42902910709381104,0.18202216923236847
has,0.4670248031616211,0.14606258273124695,0.2621968984603882,0.4350704550743103,0.11818584054708481,0.15602844953536987,0.43716782331466675,0.12165042757987976,0.2333638072013855,0.4173259735107422,0.12288250029087067,0.3734780251979828,0.23610873520374298,0.3734780251979828,0.5668748617172241,0.22352606058120728,0.4173259735107422,0.4177538752555847,0.07488378137350082,0.1216270700097084,0.4670248031616211,0.1728775054216385,0.15994466841220856
a,1.0,0.23410743474960327,0.322764128446579,0.56894451379776,0.17893733084201813,0.16498732566833496,0.3739250600337982,0.2303033024072647,0.26552852988243103,0.539380669593811,0.1918860524892807,0.427140474319458,0.20019643008708954,0.427140474319458,0.658733606338501,0.23032639920711517,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.23916715383529663
series,0.23966510593891144,0.19559714198112488,0.20279763638973236,0.2484029233455658,0.14607824385166168,0.10327701270580292,0.26972857117652893,0.1384863257408142,0.13492074608802795,0.2914260923862457,0.23661190271377563,0.24060699343681335,0.1195310652256012,0.24060699343681335,0.20355552434921265,0.20872309803962708,0.2914260923862457,0.31376904249191284,0.1446637511253357,0.2564862370491028,0.23966510593891144,0.2362504005432129,0.1709602326154709
of,0.5052502155303955,0.221345454454422,0.4249346852302551,0.5011631846427917,0.2273211032152176,0.223849356174469,0.5116966962814331,0.23010869324207306,0.24271073937416077,0.5696388483047485,0.24590043723583221,0.4946078956127167,0.2591174840927124,0.4946078956127167,0.4854315221309662,0.4391688108444214,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
pillars,0.20392535626888275,0.25574153661727905,0.09330396354198456,0.2738697826862335,0.35151731967926025,0.18335369229316711,0.2679806649684906,0.2903405725955963,0.11849163472652435,0.18935778737068176,0.23806484043598175,0.18717695772647858,0.17420551180839539,0.18717695772647858,0.1831103265285492,0.1306265890598297,0.18935778737068176,0.34816163778305054,0.10012418031692505,0.09143025428056717,0.20392535626888275,0.17477461695671082,0.14480045437812805
from,0.322764128446579,0.15274688601493835,1.0,0.38755592703819275,0.19115202128887177,0.16726216673851013,0.3601827025413513,0.17475345730781555,0.16958864033222198,0.4274188280105591,0.25135451555252075,0.39760664105415344,0.19613607227802277,0.39760664105415344,0.27355384826660156,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.19969791173934937
various,0.17124241590499878,0.17948611080646515,0.27862754464149475,0.42230772972106934,0.19752798974514008,0.09717987477779388,0.4264104664325714,0.04426652938127518,0.23173542320728302,0.266343355178833,0.22916941344738007,0.30093157291412354,0.14189103245735168,0.30093157291412354,0.13601526618003845,0.3946745991706848,0.266343355178833,0.3235042691230774,0.11977513134479523,0.16195638477802277,0.17124241590499878,0.3063749670982361,0.12823495268821716
buildings,0.22776827216148376,0.18968233466148376,0.24082650244235992,0.2618054151535034,0.2826427221298218,0.37556976079940796,0.3477250337600708,0.38914674520492554,0.32065993547439575,0.3479180932044983,0.18451660871505737,0.272444486618042,0.22303375601768494,0.272444486618042,0.2076430320739746,0.18269547820091248,0.3479180932044983,0.25566717982292175,0.12033937126398087,0.12428570538759232,0.22776827216148376,0.27918359637260437,0.11192528158426285
and,0.3739250600337982,0.2461538463830948,0.3601827025413513,0.506277859210968,0.30166536569595337,0.20294713973999023,1.0,0.17858728766441345,0.2597591280937195,0.4954058527946472,0.20810210704803467,0.6633074283599854,0.2462231069803238,0.6633074283599854,0.3859752118587494,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
different,0.29175353050231934,0.16771243512630463,0.29131123423576355,0.48997771739959717,0.09267579764127731,0.08511025458574295,0.39536112546920776,0.08626792579889297,0.3280220031738281,0.29409363865852356,0.1407575160264969,0.32220861315727234,0.1856863796710968,0.32220861315727234,0.24624870717525482,0.26150864362716675,0.29409363865852356,0.36412742733955383,0.10803619772195816,0.1553942859172821,0.29175353050231934,0.19837068021297455,0.24476227164268494
