,what,was,the,last,game,that,elway,played,as,a,quarterback,for,denver,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.285271555185318,0.5473989248275757,0.2985321283340454,0.2603478729724884,0.48381632566452026,0.5829201340675354,0.23757418990135193,0.4739971458911896,0.2052404284477234,0.22068053483963013
broncos,0.1787765771150589,0.23574475944042206,0.25985947251319885,0.14458541572093964,0.32325026392936707,0.15371358394622803,0.47580254077911377,0.36128896474838257,0.23052668571472168,0.19771797955036163,0.5632858872413635,0.2739109396934509,0.5774994492530823,0.18377114832401276
last,0.23175878822803497,0.32424551248550415,0.3698786795139313,1.0,0.15705397725105286,0.31652477383613586,0.16761647164821625,0.23510023951530457,0.2661714553833008,0.2864423990249634,0.11781124770641327,0.3043119013309479,0.12791386246681213,0.22371746599674225
wore,0.16125711798667908,0.3308514654636383,0.2265123575925827,0.19948551058769226,0.14022880792617798,0.19311320781707764,0.21582496166229248,0.36707353591918945,0.22864332795143127,0.21348623931407928,0.22587862610816956,0.2757139205932617,0.23825088143348694,0.11052817106246948
matching,0.25211000442504883,0.09847573190927505,0.25132954120635986,0.14213953912258148,0.2645612359046936,0.3504202961921692,0.19395621120929718,0.19812434911727905,0.2153976410627365,0.281122088432312,0.19857358932495117,0.3201151192188263,0.1349632740020752,0.2242019772529602
white,0.1410645991563797,0.17150278389453888,0.25492873787879944,0.15455396473407745,0.11830056458711624,0.2370445281267166,0.18519404530525208,0.17506195604801178,0.22857752442359924,0.2137410044670105,0.15372104942798615,0.17847545444965363,0.18993325531482697,0.124679796397686
jerseys,0.11635155230760574,0.18702057003974915,0.279405415058136,0.12497333437204361,0.24643877148628235,0.23221854865550995,0.3407667279243469,0.30252137780189514,0.23326656222343445,0.2432071417570114,0.35202085971832275,0.2702878713607788,0.328667551279068,0.0964861810207367
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25967320799827576,0.25192898511886597,0.4731321930885315,0.2699993848800659,0.268975168466568,0.49487000703811646,0.3739250600337982,0.202833354473114,0.5064792633056641,0.20625516772270203,0.20544172823429108
pants,0.1608412116765976,0.15645967423915863,0.15805065631866455,0.12439337372779846,0.21546867489814758,0.1651695966720581,0.2597896456718445,0.26755809783935547,0.1957700401544571,0.21899843215942383,0.24479976296424866,0.21482346951961517,0.1763857901096344,0.17935864627361298
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.23986028134822845,0.435920387506485,0.2640700042247772,0.27605336904525757,0.3887844979763031,0.539380669593811,0.17283181846141815,0.4322226941585541,0.2221570909023285,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.285271555185318,0.5473989248275757,0.2985321283340454,0.2603478729724884,0.48381632566452026,0.5829201340675354,0.23757418990135193,0.4739971458911896,0.2052404284477234,0.22068053483963013
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.3480181396007538,0.18258553743362427,0.2389257848262787,0.21511296927928925,0.21450649201869965,0.26005712151527405,0.28511252999305725,0.22938419878482819,0.24589714407920837,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.2413962334394455,0.10987387597560883,0.3023669123649597,0.19033360481262207,0.14539222419261932,0.19533146917819977,0.37160974740982056,0.24430087208747864,0.2861449718475342,0.21118052303791046
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.23986028134822845,0.435920387506485,0.2640700042247772,0.27605336904525757,0.3887844979763031,0.539380669593811,0.17283181846141815,0.4322226941585541,0.2221570909023285,0.20430970191955566
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.3480181396007538,0.18258553743362427,0.2389257848262787,0.21511296927928925,0.21450649201869965,0.26005712151527405,0.28511252999305725,0.22938419878482819,0.24589714407920837,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.2413962334394455,0.10987387597560883,0.3023669123649597,0.19033360481262207,0.14539222419261932,0.19533146917819977,0.37160974740982056,0.24430087208747864,0.2861449718475342,0.21118052303791046
xxxiii,0.13784337043762207,0.2836242914199829,0.3131234347820282,0.2604474425315857,0.3162572979927063,0.2334958016872406,0.32840511202812195,0.21367333829402924,0.20796296000480652,0.2048347145318985,0.41446369886398315,0.24195198714733124,0.3136270344257355,0.19756333529949188
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.2653886377811432,0.4137537479400635,0.3350414037704468,0.2987361550331116,0.48816442489624023,0.427140474319458,0.2844501733779907,0.4464869201183319,0.25173696875572205,0.31091248989105225
elway,0.2192334681749344,0.24907957017421722,0.2985321283340454,0.16761647164821625,0.3257564902305603,0.1902555525302887,1.0000001192092896,0.34008869528770447,0.3421018123626709,0.24827887117862701,0.5347420573234558,0.27748486399650574,0.41913217306137085,0.2248448133468628
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.03682802617549896,0.07448072731494904,0.04397977516055107,-0.02843191660940647,0.03920676186680794,-0.05775856226682663,0.04866964742541313,-0.05772290751338005,-0.07241261005401611,-0.08765961974859238,-0.023395681753754616
last,0.23175878822803497,0.32424551248550415,0.3698786795139313,1.0,0.15705397725105286,0.31652477383613586,0.16761647164821625,0.23510023951530457,0.2661714553833008,0.2864423990249634,0.11781124770641327,0.3043119013309479,0.12791386246681213,0.22371746599674225
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.15705397725105286,0.9999998807907104,0.27499276399612427,0.3257564902305603,0.3575804531574249,0.18194591999053955,0.23211604356765747,0.3376569449901581,0.2608485519886017,0.18653830885887146,0.1829071193933487
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2661714553833008,0.18194591999053955,0.4735107421875,0.3421018123626709,0.27623358368873596,1.0,0.39550232887268066,0.2484835833311081,0.44774648547172546,0.23965661227703094,0.27043893933296204
denver,0.1275133192539215,0.2766761779785156,0.2052404284477234,0.12791386246681213,0.18653830885887146,0.12855929136276245,0.41913217306137085,0.26066020131111145,0.23965661227703094,0.179859921336174,0.44688186049461365,0.22017966210842133,1.0,0.1520889848470688
qb,0.12458405643701553,0.25619086623191833,0.15503893792629242,0.12480370700359344,0.3418644666671753,0.14056828618049622,0.424516886472702,0.263576865196228,0.16882988810539246,0.162367045879364,0.6065801978111267,0.2542049288749695,0.3514344394207001,0.17378021776676178
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.2653886377811432,0.4137537479400635,0.3350414037704468,0.2987361550331116,0.48816442489624023,0.427140474319458,0.2844501733779907,0.4464869201183319,0.25173696875572205,0.31091248989105225
when,0.4700249433517456,0.37326499819755554,0.5091903209686279,0.3294509947299957,0.22596776485443115,0.5860282182693481,0.25697657465934753,0.17054396867752075,0.4437963366508484,0.44397395849227905,0.2138785719871521,0.43402108550071716,0.16849075257778168,0.22841128706932068
they,0.4431931674480438,0.3300964832305908,0.49925389885902405,0.23478056490421295,0.2399950921535492,0.5710820555686951,0.2038031667470932,0.2663506865501404,0.3294360637664795,0.3528250455856323,0.2307441681623459,0.3466525673866272,0.23547865450382233,0.2753053903579712
defeated,0.13652801513671875,0.30834874510765076,0.2833898365497589,0.24976396560668945,0.20683228969573975,0.1896272599697113,0.23747070133686066,0.32894736528396606,0.23027530312538147,0.12193045020103455,0.2630080282688141,0.15790952742099762,0.12993989884853363,0.1413237303495407
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.285271555185318,0.5473989248275757,0.2985321283340454,0.2603478729724884,0.48381632566452026,0.5829201340675354,0.23757418990135193,0.4739971458911896,0.2052404284477234,0.22068053483963013
