,unsurprisingly,",",the,mujahideen,'s,victory,against,the,soviets,in,the,1980s,failed,to,produce,what,?
in,0.19457125663757324,0.5201468467712402,0.6662389636039734,0.22776757180690765,-0.037580832839012146,0.21562302112579346,0.27273955941200256,0.6662389636039734,0.2564770579338074,1.0,0.6662389636039734,0.03401865437626839,0.21989236772060394,0.45010748505592346,0.21160131692886353,0.30808621644973755,0.20430970191955566
afghanistan,0.15171124041080475,0.21547061204910278,0.28314414620399475,0.5598393082618713,-0.012016630731523037,0.14909879863262177,0.10897373408079147,0.28314414620399475,0.4101419150829315,0.2505266070365906,0.28314414620399475,0.09249334037303925,0.15780341625213623,0.20390678942203522,0.13304616510868073,0.23892498016357422,0.1478135734796524
",",0.2739170789718628,1.0000001192092896,0.4933079481124878,0.22748035192489624,-0.0016132977325469255,0.22238308191299438,0.31168749928474426,0.4933079481124878,0.26493433117866516,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.28599733114242554,0.44245919585227966,0.19927625358104706,0.3087472915649414,0.31091248989105225
the,0.28241485357284546,0.4933079481124878,1.0,0.2543865144252777,-0.01540423184633255,0.2795662581920624,0.3090755045413971,1.0,0.2880597412586212,0.6662389636039734,1.0,0.07890266180038452,0.32787200808525085,0.535392165184021,0.23457570374011993,0.42745697498321533,0.22068053483963013
mujahideen,0.256519079208374,0.22748035192489624,0.2543865144252777,0.9999998807907104,0.11780130118131638,0.2526346445083618,0.27118584513664246,0.2543865144252777,0.44027507305145264,0.22776757180690765,0.2543865144252777,0.06513483822345734,0.19868411123752594,0.19356641173362732,0.20985209941864014,0.2557944357395172,0.25100576877593994
's,-0.011126218363642693,-0.0016132977325469255,-0.01540423184633255,0.11780130118131638,0.9999999403953552,0.13141269981861115,-0.0006242102244868875,-0.01540423184633255,0.13657456636428833,-0.037580832839012146,-0.01540423184633255,0.1363120675086975,-0.03288644924759865,0.03782717138528824,-0.01003879401832819,0.02692362666130066,-0.023395681753754616
victory,0.2855084538459778,0.22238308191299438,0.2795662581920624,0.2526346445083618,0.13141269981861115,1.0000001192092896,0.38311320543289185,0.2795662581920624,0.32000210881233215,0.21562302112579346,0.2795662581920624,0.020229892805218697,0.25080862641334534,0.17833203077316284,0.13229836523532867,0.12667348980903625,0.15412560105323792
against,0.2418496161699295,0.31168749928474426,0.3090755045413971,0.27118584513664246,-0.0006242102244868875,0.38311320543289185,1.0,0.3090755045413971,0.24463476240634918,0.27273955941200256,0.3090755045413971,-0.035130295902490616,0.33671730756759644,0.310872346162796,0.11539879441261292,0.24561616778373718,0.18095137178897858
the,0.28241485357284546,0.4933079481124878,1.0,0.2543865144252777,-0.01540423184633255,0.2795662581920624,0.3090755045413971,1.0,0.2880597412586212,0.6662389636039734,1.0,0.07890266180038452,0.32787200808525085,0.535392165184021,0.23457570374011993,0.42745697498321533,0.22068053483963013
soviet,0.17904603481292725,0.25194454193115234,0.2312941700220108,0.39505425095558167,0.10372670739889145,0.2237512469291687,0.11852100491523743,0.2312941700220108,0.8054373264312744,0.22826138138771057,0.2312941700220108,0.09355083107948303,0.22991573810577393,0.19090956449508667,0.14497531950473785,0.12922172248363495,0.08693568408489227
