,where,is,the,chloroplast,polypeptide,synthesized,?
after,0.31753596663475037,0.2835143506526947,0.4565047025680542,0.16813498735427856,0.21443499624729156,0.15531718730926514,0.16608688235282898
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.237538680434227,0.2967514097690582,0.175378680229187,0.23916715383529663
chloroplast,0.2127864807844162,0.20798198878765106,0.21317854523658752,1.0000001192092896,0.6873421669006348,0.518322229385376,0.12532055377960205
polypeptide,0.21572589874267578,0.2182423621416092,0.25302034616470337,0.6873421669006348,1.0,0.5339192748069763,0.17399710416793823
is,0.3586711287498474,1.0,0.5823672413825989,0.20798198878765106,0.2182423621416092,0.1547384262084961,0.22961433231830597
synthesized,0.18336175382137299,0.1547384262084961,0.16545341908931732,0.518322229385376,0.5339192748069763,1.0,0.15128961205482483
on,0.37630224227905273,0.3635730445384979,0.5107308030128479,0.13860121369361877,0.17811636626720428,0.11208881437778473,0.2714994251728058
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.237538680434227,0.2967514097690582,0.175378680229187,0.23916715383529663
ribosome,0.1959129422903061,0.18764741718769073,0.2368592619895935,0.6416856646537781,0.7436062097549438,0.48835769295692444,0.20286670327186584
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.19207799434661865,0.2256750762462616,0.19445298612117767,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.21317854523658752,0.25302034616470337,0.16545341908931732,0.22068053483963013
cytosol,0.17878560721874237,0.23046906292438507,0.21458443999290466,0.732292115688324,0.7412630915641785,0.5195066928863525,0.17678143084049225
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.20078974962234497,0.1832212209701538,0.19604399800300598,0.31091248989105225
an,0.24824833869934082,0.4654068350791931,0.4207492768764496,0.15494126081466675,0.2136535942554474,0.12832126021385193,0.19793890416622162
enzyme,0.17348504066467285,0.1687985211610794,0.20745085179805756,0.6129875183105469,0.677255392074585,0.49028754234313965,0.19525861740112305
specific,0.3296095132827759,0.27748769521713257,0.3501757085323334,0.26875922083854675,0.39101049304008484,0.2803385555744171,0.30923372507095337
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.22531428933143616,0.22833551466464996,0.1727401614189148,0.29463258385658264
chloroplast,0.2127864807844162,0.20798198878765106,0.21317854523658752,1.0000001192092896,0.6873421669006348,0.518322229385376,0.12532055377960205
proteins,0.1785571277141571,0.2132607400417328,0.23576003313064575,0.6262692213058472,0.7186763286590576,0.4578816890716553,0.18469302356243134
phosphorylates,0.23928050696849823,0.3125138282775879,0.2614245116710663,0.6448966860771179,0.560749888420105,0.47793492674827576,0.20816002786159515
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.20078974962234497,0.1832212209701538,0.19604399800300598,0.31091248989105225
or,0.3651050925254822,0.41870999336242676,0.4174870550632477,0.2677285373210907,0.34541943669319153,0.21616609394550323,0.32389625906944275
adds,0.22013141214847565,0.31014782190322876,0.2595624327659607,0.13721983134746552,0.2524842321872711,0.2267325073480606,0.24726758897304535
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.237538680434227,0.2967514097690582,0.175378680229187,0.23916715383529663
phosphate,0.17795638740062714,0.25508397817611694,0.1858886480331421,0.5881783366203308,0.5208486318588257,0.47692230343818665,0.12327505648136139
group,0.19778083264827728,0.22153858840465546,0.30795547366142273,0.2523905038833618,0.24584580957889557,0.18435455858707428,0.13827809691429138
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.22531428933143616,0.22833551466464996,0.1727401614189148,0.29463258385658264
many,0.4338301420211792,0.2649032473564148,0.4335206151008606,0.2363777756690979,0.25532853603363037,0.19580870866775513,0.2124512493610382
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.17505401372909546,0.18383125960826874,0.15486274659633636,0.40561532974243164
but,0.49101024866104126,0.4106791317462921,0.4859698414802551,0.2618119418621063,0.27151986956596375,0.2339806705713272,0.27921953797340393
not,0.3820744752883911,0.3776007890701294,0.4310511648654938,0.2822718620300293,0.31676843762397766,0.21910890936851501,0.41942933201789856
all,0.36365973949432373,0.2553904056549072,0.4860881567001343,0.2406206578016281,0.21705377101898193,0.18553611636161804,0.29575422406196594
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.16709916293621063,0.1813330501317978,0.13717393577098846,0.42300865054130554
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2069506198167801,0.2324114888906479,0.17999868094921112,0.1826142966747284
them,0.38025808334350586,0.2390832006931305,0.4788833558559418,0.3105776011943817,0.2776438593864441,0.15423882007598877,0.35435691475868225
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.19207799434661865,0.2256750762462616,0.19445298612117767,0.20430970191955566
their,0.3356108069419861,0.2101074606180191,0.516537070274353,0.25170472264289856,0.2735549211502075,0.18081717193126678,0.1898253709077835
transit,0.2064051777124405,0.23243336379528046,0.23945073783397675,0.20369185507297516,0.1888035535812378,0.16631177067756653,0.186569482088089
sequences,0.15286840498447418,0.19739049673080444,0.2234572321176529,0.3799129128456116,0.5160235166549683,0.40959596633911133,0.1885564625263214
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2371024191379547,0.24966394901275635,0.21144263446331024,0.4130953550338745
