,what,do,ctenophore,use,to,capture,their,prey,?
ctenophores,0.2505159080028534,0.33553314208984375,0.9598069787025452,0.2871485650539398,0.2038351595401764,0.25329893827438354,0.34535476565361023,0.498872309923172,0.2054179310798645
are,0.29724663496017456,0.41111594438552856,0.30906161665916443,0.4174068570137024,0.3504326641559601,0.17015503346920013,0.46887820959091187,0.28169316053390503,0.24591213464736938
distinguished,0.1610289216041565,0.14309675991535187,0.32036587595939636,0.19467082619667053,0.17559397220611572,0.21776066720485687,0.22615347802639008,0.24438366293907166,0.08062640577554703
from,0.2737620174884796,0.20424067974090576,0.1672898828983307,0.28012022376060486,0.4069952368736267,0.1704682856798172,0.3038119673728943,0.15201213955879211,0.19969791173934937
all,0.41981086134910583,0.38664430379867554,0.2372761368751526,0.38276857137680054,0.42520734667778015,0.17991730570793152,0.47224584221839905,0.23692993819713593,0.29575422406196594
other,0.341873437166214,0.34946969151496887,0.24600708484649658,0.389494389295578,0.4193183183670044,0.20209987461566925,0.456295371055603,0.2398376613855362,0.24682199954986572
animals,0.26212990283966064,0.28798356652259827,0.4917602837085724,0.3208281993865967,0.28293174505233765,0.16650521755218506,0.3606222867965698,0.4992755949497223,0.16430135071277618
by,0.2455483376979828,0.1481526494026184,0.14537595212459564,0.21048003435134888,0.33534231781959534,0.22937145829200745,0.3242124021053314,0.18207105994224548,0.17966607213020325
having,0.34064167737960815,0.3518594801425934,0.195731058716774,0.32405754923820496,0.3992697596549988,0.17698490619659424,0.3911319077014923,0.16953353583812714,0.22418256103992462
colloblasts,0.25280773639678955,0.31813913583755493,0.4562256634235382,0.2648617923259735,0.2248389720916748,0.16028906404972076,0.27331554889678955,0.26033806800842285,0.20071622729301453
",",0.3087472915649414,0.3283645510673523,0.18335451185703278,0.3276674151420593,0.44245919585227966,0.23900990188121796,0.3045167922973633,0.17115898430347443,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.38271984457969666,0.39254313707351685,0.5345056653022766,0.2437230795621872,0.4582767188549042,0.27320098876953125,0.25814583897590637
are,0.29724663496017456,0.41111594438552856,0.30906161665916443,0.4174068570137024,0.3504326641559601,0.17015503346920013,0.46887820959091187,0.28169316053390503,0.24591213464736938
sticky,0.22879846394062042,0.24553735554218292,0.3863238990306854,0.310809463262558,0.2930982708930969,0.1893421858549118,0.26159003376960754,0.37617218494415283,0.17398136854171753
and,0.31309178471565247,0.276123583316803,0.19002923369407654,0.34145063161849976,0.48971283435821533,0.20398123562335968,0.45114588737487793,0.21927660703659058,0.20544172823429108
adhere,0.31481921672821045,0.379083514213562,0.34187379479408264,0.32247644662857056,0.31780561804771423,0.16753685474395752,0.2848793566226959,0.24368178844451904,0.3102562129497528
to,0.455847829580307,0.38876664638519287,0.19780312478542328,0.47261837124824524,1.0,0.30964332818984985,0.44619059562683105,0.22945891320705414,0.29463258385658264
prey,0.21349354088306427,0.1948252022266388,0.4850619435310364,0.28662407398223877,0.22945891320705414,0.321243017911911,0.400272935628891,1.0,0.15793472528457642
",",0.3087472915649414,0.3283645510673523,0.18335451185703278,0.3276674151420593,0.44245919585227966,0.23900990188121796,0.3045167922973633,0.17115898430347443,0.31091248989105225
although,0.24844598770141602,0.23230431973934174,0.23477542400360107,0.29689812660217285,0.4176313281059265,0.1595066487789154,0.3165946900844574,0.1943332403898239,0.15541206300258636
a,0.3320399522781372,0.26237669587135315,0.2904021143913269,0.30793872475624084,0.45503583550453186,0.18784219026565552,0.29698723554611206,0.23781940340995789,0.23916715383529663
few,0.2780759632587433,0.3024646043777466,0.2197738140821457,0.26302793622016907,0.36415213346481323,0.10059409588575363,0.30042192339897156,0.24300341308116913,0.2334265559911728
ctenophore,0.2381439507007599,0.31213733553886414,1.0,0.2805944085121155,0.19780312478542328,0.2512902021408081,0.3202415406703949,0.4850619435310364,0.2190871685743332
species,0.14617158472537994,0.20613440871238708,0.562263011932373,0.23278357088565826,0.2193736732006073,0.15823498368263245,0.23901094496250153,0.45340651273727417,0.1957087516784668
lack,0.28247135877609253,0.3394893705844879,0.31914016604423523,0.3525133430957794,0.29025790095329285,0.1420697122812271,0.39440634846687317,0.29497238993644714,0.16953514516353607
them,0.4994642734527588,0.4653012752532959,0.2563110589981079,0.43374505639076233,0.5916602611541748,0.30358436703681946,0.6078340411186218,0.41926518082618713,0.35435691475868225
.,0.3567904531955719,0.3613996207714081,0.2398306131362915,0.3711656630039215,0.4645031690597534,0.2623634934425354,0.34427863359451294,0.16321569681167603,0.4130953550338745
