,what,company,was,formed,by,the,merger,of,sky,television,and,british,satellite,broadcasting,?
formed,0.15451857447624207,0.1684102863073349,0.3009849190711975,1.0000001192092896,0.2924628257751465,0.28813210129737854,0.3648570775985718,0.2871689796447754,0.0959392711520195,0.05052237585186958,0.27619341015815735,0.18256530165672302,0.1644558161497116,0.21171501278877258,0.09686966985464096
in,0.30808621644973755,0.22141718864440918,0.45514053106307983,0.27325257658958435,0.370934396982193,0.6662389636039734,0.22860760986804962,0.5696388483047485,0.20324937999248505,0.2689782977104187,0.4954058527946472,0.23084034025669098,0.18927223980426788,0.27609771490097046,0.20430970191955566
november,0.23963461816310883,0.19220638275146484,0.4240739941596985,0.12752196192741394,0.2035805881023407,0.25734350085258484,0.2011580467224121,0.19941139221191406,0.09501748532056808,0.2587933838367462,0.28525662422180176,0.22233335673809052,0.11993081867694855,0.23290589451789856,0.3159552216529846
1990,0.053733065724372864,-0.06177918612957001,0.0701504573225975,-0.04327964782714844,-0.049373358488082886,-0.0810435339808464,-0.020537998527288437,-0.07900239527225494,-0.030949095264077187,-0.04506203159689903,-0.038070183247327805,0.033031146973371506,-0.05405551195144653,-0.08110228180885315,0.07789827883243561
by,0.2455483376979828,0.22328482568264008,0.4752357602119446,0.2924628257751465,1.0000001192092896,0.4408751428127289,0.11816614121198654,0.3646814823150635,0.13224995136260986,0.23368048667907715,0.4289871156215668,0.26707085967063904,0.1882091760635376,0.21592620015144348,0.17966607213020325
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.28813210129737854,0.4408751428127289,1.0,0.2557354271411896,0.733189046382904,0.26521286368370056,0.24569597840309143,0.5171257257461548,0.28973397612571716,0.22563834488391876,0.29916465282440186,0.22068053483963013
equal,0.2397335022687912,0.11441284418106079,0.1280919909477234,0.16885951161384583,0.1471099853515625,0.21154357492923737,0.08070942014455795,0.2787107825279236,0.14141635596752167,0.11772051453590393,0.26747193932533264,0.14474470913410187,0.10709220170974731,0.16348418593406677,0.15421567857265472
merger,0.15280666947364807,0.3440839648246765,0.23289446532726288,0.3648570775985718,0.11816614121198654,0.2557354271411896,1.0000001192092896,0.18576329946517944,0.15580138564109802,0.10048628598451614,0.16802267730236053,0.1550142467021942,0.2746047377586365,0.28820887207984924,0.1345871090888977
of,0.33290785551071167,0.20467796921730042,0.4069072902202606,0.2871689796447754,0.3646814823150635,0.733189046382904,0.18576329946517944,1.0,0.16284865140914917,0.21995750069618225,0.5116966962814331,0.23701532185077667,0.1683834195137024,0.25924646854400635,0.1826142966747284
sky,0.16493305563926697,0.16273526847362518,0.181777685880661,0.0959392711520195,0.13224995136260986,0.26521286368370056,0.15580138564109802,0.16284865140914917,1.0,0.20846030116081238,0.2200697511434555,0.07946794480085373,0.3576030731201172,0.2602665424346924,0.11270341277122498
television,0.19838058948516846,0.25623777508735657,0.2516675293445587,0.05052237585186958,0.23368048667907715,0.24569597840309143,0.10048628598451614,0.21995750069618225,0.20846030116081238,1.0000001192092896,0.29514092206954956,0.2882291078567505,0.3117383122444153,0.6134137511253357,0.16825827956199646
and,0.31309178471565247,0.23788511753082275,0.3740963041782379,0.27619341015815735,0.4289871156215668,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.2200697511434555,0.29514092206954956,1.0,0.325880765914917,0.14566761255264282,0.2752234637737274,0.20544172823429108
british,0.19255435466766357,0.23512013256549835,0.31934812664985657,0.18256530165672302,0.26707085967063904,0.28973397612571716,0.1550142467021942,0.23701532185077667,0.07946794480085373,0.2882291078567505,0.325880765914917,1.0,0.10596208274364471,0.2637327015399933,0.09711728990077972
satellite,0.17739586532115936,0.14526723325252533,0.21137270331382751,0.1644558161497116,0.1882091760635376,0.22563834488391876,0.2746047377586365,0.1683834195137024,0.3576030731201172,0.3117383122444153,0.14566761255264282,0.10596208274364471,0.9999999403953552,0.42821815609931946,0.13568443059921265
broadcasting,0.18499015271663666,0.3277682960033417,0.25895166397094727,0.21171501278877258,0.21592620015144348,0.29916465282440186,0.28820887207984924,0.25924646854400635,0.2602665424346924,0.6134137511253357,0.2752234637737274,0.2637327015399933,0.42821815609931946,1.0,0.10870421677827835
",",0.3087472915649414,0.2697763442993164,0.45456063747406006,0.2636634409427643,0.3680937886238098,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.22621183097362518,0.27995240688323975,0.6633074283599854,0.25734075903892517,0.20065933465957642,0.2411014288663864,0.31091248989105225
bskyb,0.17457032203674316,0.18916723132133484,0.21192802488803864,0.21693414449691772,0.1526695340871811,0.20915858447551727,0.2779530882835388,0.16413870453834534,0.2902737259864807,0.22888946533203125,0.2175528109073639,0.13690340518951416,0.26426976919174194,0.24383984506130219,0.2979319989681244
became,0.1434093862771988,0.16613920032978058,0.6575068235397339,0.31618866324424744,0.24051691591739655,0.36325156688690186,0.2220185399055481,0.3638904094696045,0.15320689976215363,0.18646012246608734,0.31226563453674316,0.249968484044075,0.18658533692359924,0.20118862390518188,0.11374033987522125
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.28813210129737854,0.4408751428127289,1.0,0.2557354271411896,0.733189046382904,0.26521286368370056,0.24569597840309143,0.5171257257461548,0.28973397612571716,0.22563834488391876,0.29916465282440186,0.22068053483963013
uk,0.17163191735744476,0.23099765181541443,0.206756129860878,0.12199241667985916,0.1589900702238083,0.2143084555864334,0.13313151895999908,0.21513383090496063,0.18511655926704407,0.1726880967617035,0.2701246440410614,0.38841667771339417,0.1844269335269928,0.25648200511932373,0.20222434401512146
's,0.02692362666130066,0.003266559913754463,0.008974763564765453,0.08651898056268692,-0.010884488001465797,-0.01540423184633255,-0.03215087205171585,-0.03817026689648628,0.054967135190963745,0.11021530628204346,0.06895173341035843,0.06352180242538452,0.1227913498878479,0.10137476027011871,-0.023395681753754616
largest,0.13463157415390015,0.1974945217370987,0.2198711782693863,0.21638183295726776,0.17839421331882477,0.3757036626338959,0.25462713837623596,0.36650770902633667,0.13924908638000488,0.11797025054693222,0.24602696299552917,0.15550586581230164,0.2613983750343323,0.204858660697937,0.12401245534420013
digital,0.1757969856262207,0.19660061597824097,0.14947694540023804,0.07606543600559235,0.17123854160308838,0.18361380696296692,0.11325714737176895,0.20011478662490845,0.24256861209869385,0.327540785074234,0.20433840155601501,0.16620248556137085,0.4044962227344513,0.43006980419158936,0.12982943654060364
subscription,0.21589209139347076,0.24685296416282654,0.16619597375392914,0.07739019393920898,0.19184285402297974,0.26760369539260864,0.14943571388721466,0.20247460901737213,0.1107199639081955,0.27815672755241394,0.17433135211467743,0.07365594059228897,0.38417208194732666,0.3748008906841278,0.22697269916534424
television,0.19838058948516846,0.25623777508735657,0.2516675293445587,0.05052237585186958,0.23368048667907715,0.24569597840309143,0.10048628598451614,0.21995750069618225,0.20846030116081238,1.0000001192092896,0.29514092206954956,0.2882291078567505,0.3117383122444153,0.6134137511253357,0.16825827956199646
company,0.2333769053220749,1.0,0.2293137013912201,0.1684102863073349,0.22328482568264008,0.26591673493385315,0.3440839648246765,0.20467796921730042,0.16273526847362518,0.25623777508735657,0.23788511753082275,0.23512013256549835,0.14526723325252533,0.3277682960033417,0.12195809185504913
.,0.3567904531955719,0.266353577375412,0.40146201848983765,0.2737641930580139,0.3936232924461365,0.5934505462646484,0.23265978693962097,0.5352458953857422,0.19117935001850128,0.2806251645088196,0.588965117931366,0.23159366846084595,0.16136173903942108,0.20697949826717377,0.4130953550338745
