,what,does,ac,stand,for,?
nikola,0.1137276440858841,0.09104762226343155,0.2033471018075943,0.10347865521907806,0.16655883193016052,0.06297405064105988
tesla,0.23221199214458466,0.11506793648004532,0.31766265630722046,0.16273149847984314,0.13983871042728424,0.10250775516033173
(,0.2411840260028839,0.2728188931941986,0.2362600415945053,0.15827840566635132,0.3357032239437103,0.40561532974243164
serbian,0.17299731075763702,0.11850740015506744,0.11141888797283173,0.18907099962234497,0.23061147332191467,0.11544056981801987
cyrillic,0.1837560385465622,0.14741626381874084,0.18701107800006866,0.17117206752300262,0.14706240594387054,0.24746108055114746
:,-0.12022944539785385,-0.11934193223714828,-0.032326292246580124,-0.017861953005194664,-0.02522280067205429,-0.07156077772378922
никола,0.2412203997373581,0.17263342440128326,0.22379525005817413,0.18855220079421997,0.24126136302947998,0.3388248085975647
тесла,0.18688637018203735,0.2065034657716751,0.0891612246632576,0.09118515253067017,0.1719958484172821,0.10631050914525986
;,0.10986888408660889,0.0650511160492897,0.0419929102063179,0.005482054781168699,0.0293948445469141,0.10349778085947037
10,0.11840458959341049,0.1194268986582756,0.00019847264047712088,0.11796332150697708,0.07862305641174316,0.022911956533789635
july,0.22688010334968567,0.1307142972946167,0.1437821388244629,0.16706401109695435,0.28973108530044556,0.2897891402244568
1856,0.1704813838005066,0.19745203852653503,-0.12511718273162842,0.00025598457432352006,0.06722527742385864,0.10880891233682632
–,0.13008765876293182,0.13794226944446564,0.1950364112854004,0.10882318019866943,0.2408909648656845,0.2714554965496063
7,-0.1699475795030594,-0.20574718713760376,-0.06580794602632523,-0.039618898183107376,-0.11536749452352524,-0.15092156827449799
january,0.19257698953151703,0.1196434274315834,0.12489213794469833,0.1484328955411911,0.27304044365882874,0.28608936071395874
1943,-0.007620702963322401,-0.04519860818982124,-0.0349520742893219,0.01865464076399803,0.040015771985054016,-0.08025530725717545
),0.26259949803352356,0.2575884759426117,0.21985545754432678,0.14393578469753265,0.3639558255672455,0.42300865054130554
was,0.22111038863658905,0.19302551448345184,0.16263911128044128,0.22636882960796356,0.3863949179649353,0.18412111699581146
a,0.3320399522781372,0.38201746344566345,0.11213719099760056,0.26977941393852234,0.44038116931915283,0.23916715383529663
serbian,0.17299731075763702,0.11850740015506744,0.11141888797283173,0.18907099962234497,0.23061147332191467,0.11544056981801987
american,0.1909721940755844,0.1448984146118164,0.05232290178537369,0.23966065049171448,0.2306184321641922,0.18877598643302917
inventor,0.1433403640985489,0.16412222385406494,0.13864286243915558,0.10401833802461624,0.1384800523519516,0.1474177986383438
",",0.3087472915649414,0.28617382049560547,0.1705707460641861,0.27589988708496094,0.4464869201183319,0.31091248989105225
electrical,0.19961315393447876,0.17658266425132751,0.40953800082206726,0.1010831668972969,0.20076188445091248,0.10923371464014053
engineer,0.1520753651857376,0.0650019496679306,0.16917751729488373,0.09956630319356918,0.15126585960388184,0.12995383143424988
",",0.3087472915649414,0.28617382049560547,0.1705707460641861,0.27589988708496094,0.4464869201183319,0.31091248989105225
mechanical,0.22318285703659058,0.1682204157114029,0.23942536115646362,0.11876162141561508,0.25079894065856934,0.10079140216112137
engineer,0.1520753651857376,0.0650019496679306,0.16917751729488373,0.09956630319356918,0.15126585960388184,0.12995383143424988
",",0.3087472915649414,0.28617382049560547,0.1705707460641861,0.27589988708496094,0.4464869201183319,0.31091248989105225
physicist,0.19407397508621216,0.08606556057929993,0.23702886700630188,0.0791877955198288,0.1361992359161377,0.1378137767314911
",",0.3087472915649414,0.28617382049560547,0.1705707460641861,0.27589988708496094,0.4464869201183319,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.08613406121730804,0.268960565328598,0.5064792633056641,0.20544172823429108
futurist,0.16798117756843567,0.12556400895118713,0.13513264060020447,0.17077943682670593,0.1921049803495407,0.17667490243911743
best,0.3036847710609436,0.21949787437915802,0.09628430008888245,0.1915261149406433,0.45128104090690613,0.2799045741558075
known,0.20381177961826324,0.24860821664333344,0.11431099474430084,0.2141047865152359,0.363901823759079,0.18314571678638458
for,0.3017193675041199,0.35159170627593994,0.13663122057914734,0.29936376214027405,0.9999999403953552,0.264628142118454
his,0.26976513862609863,0.20403875410556793,0.08581247925758362,0.20257389545440674,0.39312878251075745,0.18075084686279297
contributions,0.33326417207717896,0.25760817527770996,0.16369448602199554,0.101168692111969,0.32656165957450867,0.3201877772808075
to,0.455847829580307,0.4391997456550598,0.13302072882652283,0.23655876517295837,0.4451248347759247,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,0.11894276738166809,0.2531624138355255,0.4739971458911896,0.22068053483963013
design,0.23893405497074127,0.13883008062839508,0.18351317942142487,0.1225636750459671,0.2477298229932785,0.16351860761642456
of,0.33290785551071167,0.3119818866252899,0.09591341018676758,0.2038130760192871,0.4185989499092102,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.11894276738166809,0.2531624138355255,0.4739971458911896,0.22068053483963013
modern,0.2655639946460724,0.20442184805870056,0.12298259884119034,0.10556699335575104,0.22431503236293793,0.12475407868623734
alternating,0.10095972567796707,0.14698834717273712,0.3527459502220154,0.10347981005907059,0.28052112460136414,0.13878576457500458
current,0.18294453620910645,0.19604332745075226,0.21337713301181793,0.13927873969078064,0.27481377124786377,0.12074550241231918
(,0.2411840260028839,0.2728188931941986,0.2362600415945053,0.15827840566635132,0.3357032239437103,0.40561532974243164
ac,0.12080251425504684,0.07926956564188004,1.0000001192092896,0.10152437537908554,0.13663122057914734,0.19071458280086517
),0.26259949803352356,0.2575884759426117,0.21985545754432678,0.14393578469753265,0.3639558255672455,0.42300865054130554
electricity,0.20851419866085052,0.28060615062713623,0.3180166184902191,0.07261831313371658,0.21306993067264557,0.17856204509735107
supply,0.20549191534519196,0.2317395657300949,0.22454127669334412,0.07876001298427582,0.2697718143463135,0.14298182725906372
