,in,schmidberger,v,austria,",",the,court,of,justice,came,to,the,conclusion,that,austria,did,n't,infringe,upon,article,34,by,failing,to,ban,a,what,?
so,0.31275880336761475,0.2017846554517746,0.1656496375799179,0.2208024561405182,0.3716299831867218,0.4296516180038452,0.16237559914588928,0.3184450566768646,0.11281578242778778,0.289438933134079,0.5091881155967712,0.4296516180038452,0.31278881430625916,0.6779842376708984,0.2208024561405182,0.43696269392967224,-0.1761741191148758,0.32017624378204346,0.2059967964887619,0.3803296685218811,0.06990940123796463,0.35152724385261536,0.35953381657600403,0.5091881155967712,0.25602757930755615,0.41474464535713196,0.539469838142395,0.43163934350013733
",",0.5201468467712402,0.35452401638031006,0.22053663432598114,0.22571246325969696,1.0000001192092896,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.3049119710922241,0.44245919585227966,0.4933079481124878,0.2135465145111084,0.4137537479400635,0.22571246325969696,0.3015086054801941,0.11016341298818588,0.28748196363449097,0.27234330773353577,0.28605279326438904,0.028389768674969673,0.3680937886238098,0.27956297993659973,0.44245919585227966,0.2151244729757309,0.427140474319458,0.3087472915649414,0.31091248989105225
in,1.0,0.25354504585266113,0.15216681361198425,0.24159443378448486,0.5201468467712402,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.29996100068092346,0.45010748505592346,0.6662389636039734,0.2106221318244934,0.435920387506485,0.24159443378448486,0.2593238651752472,-0.0012929976219311357,0.17150528728961945,0.20347267389297485,0.26153311133384705,0.03443729504942894,0.370934396982193,0.2127639502286911,0.45010748505592346,0.16131305694580078,0.539380669593811,0.30808621644973755,0.20430970191955566
schmidberger,0.25354504585266113,1.0000001192092896,0.171151801943779,0.3260418474674225,0.35452401638031006,0.28129228949546814,0.17071282863616943,0.18793761730194092,0.21978822350502014,0.18745101988315582,0.2131701111793518,0.28129228949546814,0.1581917405128479,0.13438887894153595,0.3260418474674225,0.16219191253185272,0.13545694947242737,0.22367511689662933,0.11657125502824783,0.16225148737430573,0.052067361772060394,0.2697817087173462,0.2011861354112625,0.2131701111793518,0.16464537382125854,0.26714539527893066,0.11801883578300476,0.17927460372447968
v,0.15216681361198425,0.171151801943779,1.0,0.15643759071826935,0.22053663432598114,0.18580520153045654,0.31226083636283875,0.1655031144618988,0.22317616641521454,0.12568123638629913,0.2109750658273697,0.18580520153045654,0.13424450159072876,0.14623945951461792,0.15643759071826935,0.17618848383426666,-0.02970251627266407,0.2637483477592468,0.08566778898239136,0.17136617004871368,0.014133197255432606,0.11988817155361176,0.12752601504325867,0.2109750658273697,0.17860230803489685,0.21861357986927032,0.16628342866897583,0.28677162528038025
austria,0.24159443378448486,0.3260418474674225,0.15643759071826935,1.0000001192092896,0.22571246325969696,0.24396029114723206,0.2353733628988266,0.23136331140995026,0.12323983758687973,0.20874780416488647,0.1887667030096054,0.24396029114723206,0.12518852949142456,0.18882311880588531,1.0000001192092896,0.1684301197528839,0.06278914958238602,0.19947156310081482,0.09817618876695633,0.18468843400478363,0.0719175636768341,0.18019534647464752,0.05277227982878685,0.1887667030096054,0.08969723433256149,0.1465601623058319,0.15969835221767426,0.16068434715270996
the,0.6662389636039734,0.28129228949546814,0.18580520153045654,0.24396029114723206,0.4933079481124878,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.39390382170677185,0.535392165184021,1.0,0.25632116198539734,0.5473989248275757,0.24396029114723206,0.34736719727516174,-0.11449059844017029,0.23749826848506927,0.28184252977371216,0.3329811692237854,0.0011487285373732448,0.4408751428127289,0.3282993733882904,0.535392165184021,0.1830999106168747,0.5829201340675354,0.42745697498321533,0.22068053483963013
court,0.2793687880039215,0.17071282863616943,0.31226083636283875,0.2353733628988266,0.24410836398601532,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.1513744294643402,0.24824365973472595,0.2812081575393677,0.23627375066280365,0.2474849969148636,0.2353733628988266,0.23020441830158234,0.016956908628344536,0.31653091311454773,0.1651145964860916,0.22432352602481842,0.018385550007224083,0.21938012540340424,0.19860674440860748,0.24824365973472595,0.25072377920150757,0.23624834418296814,0.23440583050251007,0.17100423574447632
of,0.5696388483047485,0.18793761730194092,0.1655031144618988,0.23136331140995026,0.4946078956127167,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.3201526999473572,0.41548454761505127,0.733189046382904,0.21260499954223633,0.41498205065727234,0.23136331140995026,0.2513895630836487,-0.021397603675723076,0.2025236338376999,0.3224298357963562,0.25720444321632385,-0.03786544129252434,0.3646814823150635,0.237147718667984,0.41548454761505127,0.15118597447872162,0.5052502155303955,0.33290785551071167,0.1826142966747284
justice,0.2678598463535309,0.21978822350502014,0.22317616641521454,0.12323983758687973,0.22630788385868073,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.16789163649082184,0.19197677075862885,0.23470892012119293,0.27971816062927246,0.23929592967033386,0.12323983758687973,0.10621706396341324,0.052147116512060165,0.27908921241760254,0.16811704635620117,0.2118518352508545,-0.000976752140559256,0.13238877058029175,0.24933546781539917,0.19197677075862885,0.2124684751033783,0.20230674743652344,0.21462921798229218,0.19269752502441406
held,0.3127288818359375,0.17711621522903442,0.09840460121631622,0.16114211082458496,0.2880980372428894,0.32185450196266174,0.2663261592388153,0.28960686922073364,0.13507039844989777,0.19413097202777863,0.22177374362945557,0.32185450196266174,0.15799812972545624,0.224154531955719,0.16114211082458496,0.18607917428016663,0.0025756312534213066,0.23226062953472137,0.11727213859558105,0.1424151062965393,-0.021659795194864273,0.19236290454864502,0.14561602473258972,0.22177374362945557,0.10166848450899124,0.22326228022575378,0.0974166989326477,0.14103956520557404
that,0.435920387506485,0.13438887894153595,0.14623945951461792,0.18882311880588531,0.4137537479400635,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.31804272532463074,0.5436353087425232,0.5473989248275757,0.4214214086532593,1.0,0.18882311880588531,0.47518548369407654,-0.130638986825943,0.3435884118080139,0.2909981608390808,0.41666144132614136,0.0448484867811203,0.37496164441108704,0.4015847444534302,0.5436353087425232,0.2858000099658966,0.47537946701049805,0.6297725439071655,0.32716336846351624
austria,0.24159443378448486,0.3260418474674225,0.15643759071826935,1.0000001192092896,0.22571246325969696,0.24396029114723206,0.2353733628988266,0.23136331140995026,0.12323983758687973,0.20874780416488647,0.1887667030096054,0.24396029114723206,0.12518852949142456,0.18882311880588531,1.0000001192092896,0.1684301197528839,0.06278914958238602,0.19947156310081482,0.09817618876695633,0.18468843400478363,0.0719175636768341,0.18019534647464752,0.05277227982878685,0.1887667030096054,0.08969723433256149,0.1465601623058319,0.15969835221767426,0.16068434715270996
did,0.2593238651752472,0.16219191253185272,0.17618848383426666,0.1684301197528839,0.3015086054801941,0.34736719727516174,0.23020441830158234,0.2513895630836487,0.10621706396341324,0.4016856253147125,0.4452643394470215,0.34736719727516174,0.3019193112850189,0.47518548369407654,0.1684301197528839,1.0,-0.11697922646999359,0.24594560265541077,0.1879829615354538,0.27629354596138,-0.005714067257940769,0.18574509024620056,0.42518579959869385,0.4452643394470215,0.21681001782417297,0.2552328109741211,0.4259131848812103,0.3023456633090973
